dataset,method,baseline,metric,method_threshold_snr_db,baseline_threshold_snr_db,gain_db,status
mean_of_datasets,current_selected,traditional_fft,CRC/PRR>=80%,-20.42406015037594,-15.331010452961673,5.093049697414267,ok
mean_of_datasets,current_selected,traditional_fft,CRC/PRR>=50%,-21.47184170471842,-16.721902017291065,4.749939687427354,ok
mean_of_datasets,savaux_paper,traditional_fft,SER<=10%,-23.050640634533252,-17.398494471888966,5.652146162644286,ok
mean_of_datasets,savaux_paper,traditional_fft,accuracy>=90%,-23.050640634533252,-17.398494471888966,5.652146162644286,ok
mean_of_datasets,savaux_paper,traditional_fft,CRC/PRR>=90%,-21.07085346215781,-14.470817120622568,6.600036341535242,ok
mean_of_datasets,savaux_paper,traditional_fft,CRC/PRR>=80%,-21.44283413848631,-15.331010452961673,6.111823685524639,ok
mean_of_datasets,savaux_paper,traditional_fft,CRC/PRR>=50%,-22.536321483771253,-16.721902017291065,5.814419466480189,ok
mean_of_datasets,savaux_paper,current_selected,SER<=10%,-23.050640634533252,-21.915295551492992,1.13534508304026,ok
mean_of_datasets,savaux_paper,current_selected,accuracy>=90%,-23.050640634533252,-21.915295551492996,1.1353450830402565,ok
mean_of_datasets,savaux_paper,current_selected,CRC/PRR>=90%,-21.07085346215781,-20.076691729323308,0.9941617328345025,ok
mean_of_datasets,savaux_paper,current_selected,CRC/PRR>=80%,-21.44283413848631,-20.42406015037594,1.0187739881103717,ok
mean_of_datasets,savaux_paper,current_selected,CRC/PRR>=50%,-22.536321483771253,-21.47184170471842,1.064479779052835,ok
0_0_0_10_14_16,savaux_codec,traditional_fft,SER<=10%,-24.07758620689655,-18.03846153846154,6.0391246684350115,ok
0_0_0_10_14_16,savaux_codec,traditional_fft,accuracy>=90%,-24.07758620689655,-18.038461538461537,6.039124668435015,ok
0_0_0_10_14_16,savaux_codec,traditional_fft,CRC/PRR>=80%,-23.066666666666666,-15.4,7.666666666666666,ok
0_0_0_10_14_16,savaux_codec,traditional_fft,CRC/PRR>=50%,-24.166666666666668,-16.5,7.666666666666668,ok
0_0_0_10_14_16,savaux_codec,current_selected,SER<=10%,-24.07758620689655,-22.544117647058822,1.5334685598377291,ok
0_0_0_10_14_16,savaux_codec,current_selected,accuracy>=90%,-24.07758620689655,-22.544117647058822,1.5334685598377291,ok
0_0_0_10_14_16,savaux_codec,current_selected,CRC/PRR>=80%,-23.066666666666666,-20.3,2.7666666666666657,ok
0_0_0_10_14_16,savaux_codec,current_selected,CRC/PRR>=50%,-24.166666666666668,-21.25,2.916666666666668,ok
0_0_0_10_14_16,savaux_codec,savaux_paper,SER<=10%,-24.07758620689655,-23.704545454545453,0.37304075235109835,ok
0_0_0_10_14_16,savaux_codec,savaux_paper,accuracy>=90%,-24.07758620689655,-23.704545454545453,0.37304075235109835,ok
0_0_0_10_14_16,savaux_codec,savaux_paper,CRC/PRR>=80%,-23.066666666666666,-21.55,1.5166666666666657,ok
0_0_0_10_14_16,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.166666666666668,-22.3,1.8666666666666671,ok
0_0_0_10_14_32,savaux_codec,traditional_fft,SER<=10%,-18.9375,-13.25,5.6875,ok
0_0_0_10_14_32,savaux_codec,traditional_fft,accuracy>=90%,-18.9375,-13.25,5.6875,ok
0_0_0_10_14_32,savaux_codec,traditional_fft,CRC/PRR>=80%,-22.4,-14.4,7.999999999999998,ok
0_0_0_10_14_32,savaux_codec,traditional_fft,CRC/PRR>=50%,-24.25,-16.5,7.75,ok
0_0_0_10_14_32,savaux_codec,current_selected,SER<=10%,-18.9375,-17.9,1.0375000000000014,ok
0_0_0_10_14_32,savaux_codec,current_selected,accuracy>=90%,-18.9375,-17.9,1.0375000000000014,ok
0_0_0_10_14_32,savaux_codec,current_selected,CRC/PRR>=80%,-22.4,-21.1,1.2999999999999972,ok
0_0_0_10_14_32,savaux_codec,current_selected,CRC/PRR>=50%,-24.25,-21.625,2.625,ok
0_0_0_10_14_32,savaux_codec,savaux_paper,SER<=10%,-18.9375,-18.9375,0.0,ok
0_0_0_10_14_32,savaux_codec,savaux_paper,accuracy>=90%,-18.9375,-18.9375,0.0,ok
0_0_0_10_14_32,savaux_codec,savaux_paper,CRC/PRR>=80%,-22.4,-21.4,1.0,ok
0_0_0_10_14_32,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.25,-22.75,1.5,ok
0_0_0_10_14_8,savaux_codec,traditional_fft,SER<=10%,-23.694444444444443,-17.956521739130434,5.737922705314009,ok
0_0_0_10_14_8,savaux_codec,traditional_fft,accuracy>=90%,-23.694444444444443,-17.956521739130434,5.737922705314009,ok
0_0_0_10_14_8,savaux_codec,traditional_fft,CRC/PRR>=80%,-23.0,-16.0,7.0,ok
0_0_0_10_14_8,savaux_codec,traditional_fft,CRC/PRR>=50%,-24.0,-17.333333333333332,6.666666666666668,ok
0_0_0_10_14_8,savaux_codec,current_selected,SER<=10%,-23.694444444444443,-22.22222222222222,1.4722222222222214,ok
0_0_0_10_14_8,savaux_codec,current_selected,accuracy>=90%,-23.694444444444443,-22.22222222222222,1.4722222222222214,ok
0_0_0_10_14_8,savaux_codec,current_selected,CRC/PRR>=80%,-23.0,-20.4,2.6000000000000014,ok
0_0_0_10_14_8,savaux_codec,current_selected,CRC/PRR>=50%,-24.0,-21.0,3.0,ok
0_0_0_10_14_8,savaux_codec,savaux_paper,SER<=10%,-23.694444444444443,-23.548387096774192,0.1460573476702507,ok
0_0_0_10_14_8,savaux_codec,savaux_paper,accuracy>=90%,-23.694444444444443,-23.548387096774192,0.1460573476702507,ok
0_0_0_10_14_8,savaux_codec,savaux_paper,CRC/PRR>=80%,-23.0,-21.333333333333332,1.6666666666666679,ok
0_0_0_10_14_8,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.0,-23.0,1.0,ok
mean_of_datasets,savaux_codec,traditional_fft,SER<=10%,-23.37308930008045,-17.398494471888966,5.974594828191485,ok
mean_of_datasets,savaux_codec,traditional_fft,accuracy>=90%,-23.37308930008045,-17.398494471888966,5.974594828191485,ok
mean_of_datasets,savaux_codec,traditional_fft,CRC/PRR>=80%,-22.871287128712872,-15.331010452961673,7.540276675751199,ok
mean_of_datasets,savaux_codec,traditional_fft,CRC/PRR>=50%,-24.154109589041095,-16.721902017291065,7.43220757175003,ok
mean_of_datasets,savaux_codec,current_selected,SER<=10%,-23.37308930008045,-21.915295551492992,1.4577937485874592,ok
mean_of_datasets,savaux_codec,current_selected,accuracy>=90%,-23.37308930008045,-21.915295551492996,1.4577937485874557,ok
mean_of_datasets,savaux_codec,current_selected,CRC/PRR>=80%,-22.871287128712872,-20.42406015037594,2.447226978336932,ok
mean_of_datasets,savaux_codec,current_selected,CRC/PRR>=50%,-24.154109589041095,-21.47184170471842,2.682267884322677,ok
mean_of_datasets,savaux_codec,savaux_paper,SER<=10%,-23.37308930008045,-23.050640634533252,0.3224486655471992,ok
mean_of_datasets,savaux_codec,savaux_paper,accuracy>=90%,-23.37308930008045,-23.050640634533252,0.3224486655471992,ok
mean_of_datasets,savaux_codec,savaux_paper,CRC/PRR>=80%,-22.871287128712872,-21.44283413848631,1.4284529902265604,ok
mean_of_datasets,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.154109589041095,-22.536321483771253,1.6177881052698417,ok
