packet_index,event_index,success,total_payload,correct_count,pre_block_correct_count,pre_template_correct_count,block_code_search_enabled,payload_template_known,byte_symbol_prior_known,byte_residual_candidates,byte_residual_unknown_bytes,byte_residual_symbol_known,prior_search_success,prior_search_selected,prior_search_payload_hex,prior_search_candidates,prior_search_known_symbols,prior_search_score,prior_search_signal_score,prior_search_score_mode,prior_search_effective_kappa,prior_search_kappa_source,prior_search_kappa_source_line_rmse_pi,prior_search_prior_score,prior_search_margin,prior_search_phase_score,prior_search_amp_score,prior_search_profile_score,prior_search_line_rmse_pi,prior_search_line_r2,prior_search_map_phase_ll,prior_search_map_line_ll,prior_search_map_amp_ll,final_error_rate,initial_slope_pi,final_slope_pi,initial_line_r2,final_line_r2,preamble_anchors,header_anchors,header_method,header_rescue_score,header_rescue_visited,preamble_line_slope_pi,header_line_slope_pi,hough_line_slope_pi,hough_score,preamble_profile_quality,preamble_profile_anchors,preamble_line_r2,header_line_r2,refinement_rounds,round0_acc,round1_acc,round2_acc,payload_len,gt_bins_available,reconstructed_payload_hex,reconstructed_unknown_bytes
1,1,1,35,34,18,18,0,30,0,256,1,30,1,2,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.283379,0.283379,map,2.000000,initial_line,0.043377,0.000000,0.080665,0.901153,0.673540,0.000000,0.021388,0.944202,1.604613,-0.002541,-0.582520,0.0286,0.0098,0.0098,0.2118,0.2118,16,8,session_header_prior_forced,,,-0.0008,0.0098,0.0000,0.0000,0.0000,0,-0.0018,0.2118,2,0.5143,0.5143,,33,35,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0
2,2,1,35,34,20,20,0,30,0,256,1,30,1,3,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.374469,0.374469,map,2.000000,initial_line,0.056901,0.000000,0.091659,0.964239,0.717468,0.000000,0.010165,0.997303,1.856954,-0.000574,-0.447414,0.0286,-0.0346,-0.0346,0.6599,0.6599,16,8,session_header_prior_forced,,,-0.0038,-0.0346,0.0000,0.0000,0.0000,0,0.0821,0.6599,2,0.5429,0.5714,,33,35,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0
3,3,1,35,33,23,23,0,30,0,256,1,30,1,4,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.212809,0.212809,map,2.000000,initial_line,0.043519,0.000000,0.062078,0.768150,0.811764,0.000000,0.029999,0.962279,1.072599,-0.005000,-0.264203,0.0571,-0.0110,-0.0110,0.2512,0.2512,16,8,session_header_prior_forced,,,-0.0045,-0.0110,0.0000,0.0000,0.0000,0,0.1505,0.2512,2,0.6571,0.6571,,33,35,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0
5,5,1,35,34,23,23,0,30,0,256,1,30,1,6,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.456629,0.456629,map,2.000000,initial_line,0.076764,0.000000,0.143981,0.980464,0.909102,0.000000,0.032239,0.948827,1.921857,-0.005774,-0.104738,0.0286,-0.0626,-0.0626,0.7772,0.7772,16,8,session_header_prior_forced,,,-0.0050,-0.0626,0.0000,0.0000,0.0000,0,0.0479,0.7772,2,0.6000,0.6571,,33,35,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0
6,6,1,35,33,24,24,0,30,0,256,1,30,1,7,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.306350,0.306350,map,2.000000,initial_line,0.112738,0.000000,0.091587,0.920901,0.841074,0.000000,0.053355,0.939970,1.683605,-0.015815,-0.533216,0.0571,-0.0388,-0.0388,0.3839,0.3839,16,8,session_header_prior_forced,,,-0.0045,-0.0388,0.0000,0.0000,0.0000,0,0.0739,0.3839,2,0.6857,0.6857,,33,35,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0
