packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,647168,684032,8,436,436,2.150341310386295,649440,2272,4076,-20,23.026376850407708,0.8871631677149971,1,645344,686304,695520,504.6621636143602,4076,-20,8,4,12,24,32,0,0,4075,4075,0,23.958209449848283,7.933999683374273,1,20,80,645424,686384,695600,645424,695513,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,-0.35766409636452867,-0.08184116342718162,-0.07747719424393007,-0.07747719424393007,0,-21,-41,-21.35766409636453,-2607.1367305132485,-0.005474078351538992,-0.021896313406155967,-5.345779640174797e-06,125000.668222455,-0.12126982105624201,-0.1445346540502827,-1,25,33,1,1,0.10546534594971729,1.0,1,0,4,8,-20,0,0.0,0.0,1
1,1,3141632,3182592,9,32,32,7.520651272802335,3145519,3887,4076,-20,32.70386064613196,0.8949657227061919,1,3145519,3186479,3195695,568.6234431591683,4076,-20,8,4,12,24,32,0,0,4075,4075,0,31.472123974049254,8.750040063550694,1,20,80,3145599,3186559,3195775,3145599,3195688,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,-0.39472888015115787,-0.09743576624392025,-0.09429439879969437,-0.09429439879969437,0,-21,-41,-21.394728880151156,-2611.6612402528267,-0.005483578244861379,-0.021934312979445515,-5.35505687974744e-06,125000.66938210996,-0.13816302475858538,-0.16146823229924623,-1,25,33,1,1,0.08853176770075377,1.0,1,0,4,8,-20,0,0.0,0.0,1
2,2,5640192,5677056,8,3642,-454,0.7458747201608018,5641930,1738,4076,-20,19.77770458083,0.8747075613653651,1,5646026,5686986,5696202,509.96346521677674,4076,-20,8,4,12,24,32,0,0,4075,4075,0,20.70959835175654,14.816682730314351,1,20,80,5646106,5687066,5696282,5646106,5696194,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,-0.41680130709400676,-0.008376375985419071,0.003889065126310154,0.003889065126310154,0,-21,-41,-21.41680130709401,-2614.355628307374,-0.0054892355205797645,-0.021956942082319058,-5.360581563066176e-06,125000.67007269539,-0.04002481903832794,-0.06335407000079196,0,25,33,1,1,-0.06335407000079196,1.0,1,0,4,8,-20,0,0.0,0.0,1
3,3,8142848,8183808,9,131,131,7.669128142879278,8146341,3493,4076,-20,19.870214331551985,0.8735067320427027,1,8146341,8187301,8196517,523.6133760428378,4076,-20,8,4,12,24,32,0,0,4075,4075,0,20.47957417607744,18.415942661579702,1,20,80,8146421,8187381,8196597,8146421,8196509,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,-0.43748659427957853,0.017435146448268934,0.03274346085369495,0.03274346085369495,0,-21,-41,-21.43748659427958,-2616.880687778269,-0.005494537265296181,-0.021978149061184723,-5.3657590481408015e-06,125000.67071988102,-0.011212837268674503,-0.034564620646183264,0,25,33,1,1,-0.034564620646183264,1.0,1,0,4,8,-20,0,0.0,0.0,1
4,4,10641408,10678272,8,3845,-251,9.048769939557562,10642332,924,4076,-20,19.55793101473123,0.883171164180721,1,10646428,10687388,10696604,536.1954386020647,4076,-20,8,4,12,24,32,0,0,4075,4075,0,20.175449142849814,21.922844115158856,1,20,80,10646508,10687468,10696684,10646508,10696596,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,-0.45662402136328456,0.030203807600239774,0.04742005995239085,0.04742005995239085,0,-21,-41,-21.456624021363286,-2619.216799482823,-0.005499442285565738,-0.021997769142262952,-5.370549106997791e-06,125000.67131863837,0.0034245216678649992,-0.019948108045789448,0,25,33,1,1,-0.019948108045789448,1.0,1,0,4,8,-20,0,0.0,0.0,1
5,5,13144064,13185024,9,327,327,2.136492225797752,13146771,2707,4076,-20,20.605605575019652,0.774825440900791,1,13146807,13187767,13196983,553.478813429649,4085,-11,8,13,21,24,32,0,0,4066,4066,0,21.564276141676274,25.507392641721083,1,11,44,13146851,13187811,13197027,13146851,13196943,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,0.4969368849145525,0.08019139419393166,0.0947099992872714,0.0947099992872714,0,-21,-42,-20.503063115085446,-2502.815321665704,-0.005255039756788355,-0.02102015902715342,-5.1318747624886276e-06,125000.64148434531,0.05266968123296456,0.030335762266614053,0,24,32,0,1,0.030335762266614053,0.0,0,4,4,8,-11,0,0.0,0.0,1
6,6,15642624,15683584,9,3946,-150,9.67344569407313,15646719,4095,3946,-150,11.372588460638154,0.6685599385559746,1,15647231,15688191,15697407,555.4507253493629,4074,-22,8,2,10,24,32,0,0,4077,4077,0,17.446805301145368,32.88263974706786,1,22,88,15647319,15688279,15697495,15647319,15697411,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,0.41058346488340736,-0.030189053477867284,-0.02101304189955432,-0.02101304189955432,0,-21,-42,-20.58941653511659,-2513.3565106343494,-0.00527717257922816,-0.02110869031691264,-5.1534888469025e-06,125000.64418610587,-0.06323042253337963,-0.08565840599509927,0,24,32,0,1,-0.08565840599509927,0.0,0,4,4,8,-22,0,0.0,0.0,1
7,7,18145280,18186240,9,292,292,3.5309596367373803,18148123,2843,4075,-21,32.29660864867979,0.8757178657874332,1,18148127,18189087,18198303,565.1069536511607,4076,-20,8,4,12,24,32,0,0,4075,4075,0,31.38176369511711,8.453249029033742,1,20,80,18148207,18189167,18198383,18148206,18198299,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,0.3312936053323867,0.15174363094119345,0.1770931756370822,0.1770931756370822,1,-21,-42,-20.668706394667613,-2523.035448567824,-0.0052974949750532125,-0.02118997990021285,-5.173334936575403e-06,125000.64666686708,0.13471321583665652,0.11219886219268038,0,24,32,0,1,0.11219886219268038,0.0,0,4,4,8,-20,0,0.0,0.0,1
8,8,20643840,20680704,8,3874,-222,5.62204496529872,20644643,803,4075,-21,31.969999519954424,0.8778193241600649,1,20648739,20689699,20698915,530.3654704812349,4075,-21,8,3,11,24,32,0,0,4076,4076,0,30.994422086268372,2.219477408184543,1,21,84,20648823,20689783,20698999,20648822,20698914,0.0,0,8,8,24,32,24,32,0,0,-41,-41,-41.0,4,0.25295836966623414,0.22788826776765586,0.2577893197692218,0.2577893197692218,1,-21,-42,-20.747041630333765,-2532.5978552653523,-0.005317572695902647,-0.021270290783610587,-5.1929420858424284e-06,125000.64911776074,0.21524873820200063,0.19264905424441436,1,24,32,0,1,-0.057350945755585636,0.0,0,4,4,8,-21,0,0.0,0.0,1
9,9,23146496,23187456,9,243,243,6.4741739092662725,23149536,3040,4075,-21,18.447685409267237,0.8421578452325507,1,23149537,23190497,23199713,436.8477112343788,4075,-21,8,3,11,24,32,0,0,4075,4075,0,16.524326293790633,6.914981246772623,1,21,84,23149621,23190581,23199797,23149619,23199711,0.0,0,8,8,24,32,24,32,0,0,-42,-42,-42.0,4,0.1972645608685449,0.4366964576365976,0.45119077632299814,0.45119077632299814,2,-21,-42,-20.802735439131457,-2539.3964159096017,-0.005331847303447677,-0.02132738921379071,-5.2068821322731224e-06,125000.65086026654,0.4085359978954167,0.38587564685576403,2,24,32,0,1,-0.11412435314423597,0.0,0,4,4,8,-21,0,0.0,0.0,1
