dataset,snr_db,hypothesis,rows,blocks,raw_coherence_q10,raw_coherence_median,raw_coherence_q90,gt_slope_coherence_q10,gt_slope_coherence_median,gt_slope_coherence_q90,best_linear_coherence_q10,best_linear_coherence_median,best_linear_coherence_q90
0_0_0_10_14_32,-22.0,gt,49,49,0.03414589603925229,0.25943110550613224,0.6711077295590905,0.5365530653131533,0.8593157827434422,0.9789732000193624,0.5365530653131529,0.8593157827434424,0.9789732000193626
0_0_0_10_14_32,-22.0,hard,49,49,0.03414589603925229,0.25943110550613224,0.6711077295590905,0.3897428315784316,0.6992183779054579,0.9789732000193624,0.4773247163317116,0.7200805968667279,0.9789732000193626
0_0_0_10_14_32,-22.0,random_valid,3136,49,0.02424499506620743,0.16016892715971304,0.43926292183903354,0.028021638415100254,0.1646470316805719,0.43778620918619177,0.4039357689758174,0.5338351300190498,0.7156559480500371
0_0_0_10_14_32,-24.0,gt,49,49,0.038733706010085224,0.24139173476436981,0.6414598892634086,0.5271227869253095,0.8128648534485237,0.9678567214203535,0.5271227869253097,0.8128648534485239,0.9678567214203535
0_0_0_10_14_32,-24.0,hard,49,49,0.03775260105312213,0.26611765247376673,0.5761526282949337,0.2499224448023107,0.6480456257669678,0.9670261513021594,0.4455507677795967,0.6973979264503386,0.9670261513021592
0_0_0_10_14_32,-24.0,random_valid,3136,49,0.02406758868998424,0.15986912173226075,0.4389095928835244,0.028453695158849775,0.16312847963294647,0.4386435419863197,0.4054607353025912,0.5341139784048573,0.7162716118592058
0_0_0_10_14_32,-26.0,gt,49,49,0.04739265232217695,0.2345635281440063,0.6112423152372277,0.5135207507208466,0.7794072881713602,0.9545068528960042,0.5135207507208465,0.7794072881713602,0.9545068528960043
0_0_0_10_14_32,-26.0,hard,49,49,0.05022538197758468,0.18395412352186064,0.5279113144013189,0.08690050951788413,0.40311935847513597,0.8093128513209402,0.4384294529235653,0.6019600921916118,0.8770015032352901
0_0_0_10_14_32,-26.0,random_valid,3136,49,0.024346191937108644,0.1595752414440013,0.43789754754961135,0.027300895717191635,0.1625900776236109,0.43967088514493924,0.40673231356369044,0.5343042185079943,0.7158013204633815
