dataset,snr_db,seed,packet_index,block_index,hard_errors,gt_fixed_coherence,hard_fixed_coherence,gt_beats_hard_fixed,gt_best_coherence,hard_best_coherence,gt_beats_hard_own_best,random_trials,gt_beats_random_fixed_fraction,gt_beats_random_own_best_fraction,random_fixed_max,random_own_best_max
0_0_0_10_14_32,-22.0,53,7,3,0,0.5983280526917871,0.5983280526917871,0,0.5983280526917869,0.5983280526917869,0,64,0.9375,0.578125,0.6756290627023464,0.8898530420690005
0_0_0_10_14_32,-22.0,53,7,4,0,0.5262624520235878,0.5262624520235878,0,0.5262624520235878,0.5262624520235878,0,64,0.96875,0.53125,0.6028878830396762,0.746551892049005
0_0_0_10_14_32,-22.0,53,7,5,0,0.7431258736770585,0.7431258736770585,0,0.7431258736770585,0.7431258736770585,0,64,0.984375,0.9375,0.794984622343374,0.911247274039504
0_0_0_10_14_32,-22.0,53,7,6,0,0.47060549226873327,0.47060549226873327,0,0.47060549226873327,0.47060549226873327,0,64,0.859375,0.21875,0.7781865753303475,0.8240695744773826
0_0_0_10_14_32,-24.0,53,0,0,5,0.8970485328452003,0.09158766644551665,1,0.8970485328452003,0.4389697746802627,1,64,1.0,1.0,0.8163214942843335,0.8163258283322232
0_0_0_10_14_32,-24.0,53,0,1,5,0.852433765025477,0.037827810434146625,1,0.852433765025477,0.7193588487825823,1,64,1.0,0.984375,0.5377379256377314,0.8627482495765036
0_0_0_10_14_32,-24.0,53,0,2,5,0.8080859453444897,0.16636941784182147,1,0.8080859453444897,0.47817311660611034,1,64,1.0,0.984375,0.6999203083303391,0.864882354370602
0_0_0_10_14_32,-24.0,53,0,3,4,0.7429576638249709,0.5186088446509312,1,0.7429576638249712,0.576566599000125,1,64,1.0,0.890625,0.5528379313790853,0.934899984091042
0_0_0_10_14_32,-24.0,53,0,4,4,0.8128648534485237,0.2708107015424329,1,0.8128648534485239,0.448310720818744,1,64,1.0,0.96875,0.6500887686295486,0.860099912001383
0_0_0_10_14_32,-24.0,53,0,5,5,0.9072394447836365,0.04101299453479989,1,0.9072394447836368,0.4499807392580668,1,64,1.0,1.0,0.683510528928056,0.8612838643345373
0_0_0_10_14_32,-24.0,53,0,6,5,0.3833673301608899,0.0980325582175382,1,0.38336733016088975,0.4187781343042911,0,64,0.828125,0.03125,0.6422669944587017,0.7706558870498018
0_0_0_10_14_32,-24.0,53,2,0,0,0.9665178075122889,0.9665178075122889,0,0.9665178075122886,0.9665178075122886,0,64,1.0,1.0,0.6660094821319331,0.9132679435027167
0_0_0_10_14_32,-24.0,53,2,1,1,0.9755186974617361,0.4116009847991713,1,0.9755186974617357,0.4161094411954564,1,64,1.0,1.0,0.5608794610133777,0.8261809275965117
0_0_0_10_14_32,-24.0,53,2,2,1,0.9552782789040429,0.94341699508268,1,0.9552782789040429,0.9652725925219511,0,64,1.0,1.0,0.7062706562726514,0.8617868209157405
0_0_0_10_14_32,-24.0,53,2,3,0,0.9167087561500453,0.9167087561500453,0,0.9167087561500453,0.9167087561500453,0,64,1.0,1.0,0.8043379394586717,0.9019425039664464
0_0_0_10_14_32,-24.0,53,2,4,1,0.9491440360006453,0.9492999465867108,0,0.9491440360006457,0.9504590042247635,0,64,1.0,1.0,0.6466399950357193,0.93360613834784
0_0_0_10_14_32,-24.0,53,2,5,0,0.9673057609418324,0.9673057609418324,0,0.9673057609418324,0.9673057609418324,0,64,1.0,1.0,0.8205589741801971,0.831633007580365
0_0_0_10_14_32,-24.0,53,2,6,1,0.9629814092838401,0.9337069103403457,1,0.9629814092838401,0.9434487369435105,1,64,1.0,1.0,0.5453568965082886,0.8296669008944654
0_0_0_10_14_32,-24.0,53,3,0,0,0.9645543369180095,0.9645543369180095,0,0.96455433691801,0.96455433691801,0,64,1.0,1.0,0.9268239220704572,0.9392401326018318
0_0_0_10_14_32,-24.0,53,3,1,1,0.9421412669524948,0.6973775785157251,1,0.9421412669524943,0.6973979264503386,1,64,1.0,1.0,0.5753097304523397,0.8103373173636206
0_0_0_10_14_32,-24.0,53,3,2,0,0.9669562488922412,0.9669562488922412,0,0.9669562488922409,0.9669562488922409,0,64,1.0,1.0,0.5482223121669916,0.80883024689381
0_0_0_10_14_32,-24.0,53,3,3,0,0.945001132137895,0.945001132137895,0,0.9450011321378946,0.9450011321378946,0,64,1.0,1.0,0.5438096606550767,0.8845101740268191
0_0_0_10_14_32,-24.0,53,3,4,0,0.9540006488394652,0.9540006488394652,0,0.9540006488394654,0.9540006488394654,0,64,1.0,1.0,0.5477715093831729,0.8786887876173491
0_0_0_10_14_32,-24.0,53,3,5,0,0.9755833284848527,0.9755833284848527,0,0.975583328484853,0.975583328484853,0,64,1.0,1.0,0.6656935337513882,0.8519298948907384
0_0_0_10_14_32,-24.0,53,3,6,0,0.9700605633344378,0.9700605633344378,0,0.9700605633344378,0.9700605633344378,0,64,1.0,1.0,0.667321316099243,0.9066109789489889
0_0_0_10_14_32,-24.0,53,4,0,0,0.955545321258962,0.955545321258962,0,0.955545321258962,0.955545321258962,0,64,1.0,1.0,0.745781788317246,0.8626924724994616
0_0_0_10_14_32,-24.0,53,4,1,0,0.9074573908837109,0.9074573908837109,0,0.9074573908837112,0.9074573908837112,0,64,1.0,1.0,0.6807210527509113,0.8732266240367307
0_0_0_10_14_32,-24.0,53,4,2,1,0.9598542562620235,0.8940702257878482,1,0.9598542562620235,0.9002863218845263,1,64,1.0,1.0,0.5701304723828335,0.8342742584689331
0_0_0_10_14_32,-24.0,53,4,3,0,0.9607984000899004,0.9607984000899004,0,0.9607984000899008,0.9607984000899008,0,64,1.0,1.0,0.6396642025093118,0.8534189418183996
0_0_0_10_14_32,-24.0,53,4,4,0,0.9719149133635434,0.9719149133635434,0,0.9719149133635434,0.9719149133635434,0,64,1.0,1.0,0.7680489737801215,0.8306920302656499
0_0_0_10_14_32,-24.0,53,4,5,0,0.9810391348320355,0.9810391348320355,0,0.9810391348320355,0.9810391348320355,0,64,1.0,1.0,0.7049484379674342,0.882752799745985
0_0_0_10_14_32,-24.0,53,4,6,0,0.9154277319325987,0.9154277319325987,0,0.9154277319325987,0.9154277319325987,0,64,1.0,1.0,0.6462705605424102,0.784023518250957
0_0_0_10_14_32,-24.0,53,5,0,0,0.39938189750585157,0.39938189750585157,0,0.39938189750585157,0.39938189750585157,0,64,0.859375,0.0625,0.6176550702245617,0.8353241203472039
0_0_0_10_14_32,-24.0,53,5,1,0,0.556448230445178,0.556448230445178,0,0.5564482304451781,0.5564482304451781,0,64,0.921875,0.484375,0.7753813554100206,0.8418794588170712
0_0_0_10_14_32,-24.0,53,5,2,1,0.7160186598427671,0.8286401585282154,0,0.7160186598427671,0.8826415425363272,0,64,0.984375,0.9375,0.7364648919155471,0.7765015224477451
0_0_0_10_14_32,-24.0,53,5,3,0,0.6480456257669678,0.6480456257669678,0,0.6480456257669678,0.6480456257669678,0,64,0.984375,0.84375,0.6875905891076278,0.8496026747310763
0_0_0_10_14_32,-24.0,53,5,4,1,0.5293596518800551,0.43484292414506687,1,0.5293596518800554,0.44719601605443016,1,64,0.921875,0.4375,0.7260388869502988,0.8991550489391705
0_0_0_10_14_32,-24.0,53,5,5,1,0.7891731496378592,0.8869825736795676,0,0.7891731496378592,0.8889898041275635,0,64,1.0,0.984375,0.6694144624142743,0.8242425537378348
0_0_0_10_14_32,-24.0,53,5,6,0,0.4136646092896273,0.4136646092896273,0,0.4136646092896273,0.4136646092896273,0,64,0.859375,0.234375,0.7958315825421082,0.8806329120064891
0_0_0_10_14_32,-24.0,53,6,0,0,0.5788362646875034,0.5788362646875034,0,0.5788362646875039,0.5788362646875039,0,64,0.984375,0.59375,0.6362976169639263,0.8724571941074709
0_0_0_10_14_32,-24.0,53,6,1,1,0.5755069571321619,0.606352070474874,0,0.5755069571321619,0.7160496579740748,0,64,1.0,0.65625,0.5741961669256471,0.8025789862635305
0_0_0_10_14_32,-24.0,53,6,2,1,0.5675825041522562,0.3145196643710391,1,0.5675825041522562,0.6044181070635254,0,64,0.953125,0.578125,0.6218279924679967,0.8199045667223758
0_0_0_10_14_32,-24.0,53,6,3,0,0.5406944713473391,0.5406944713473391,0,0.5406944713473391,0.5406944713473391,0,64,0.984375,0.5625,0.7031652030045229,0.7992808591740586
0_0_0_10_14_32,-24.0,53,6,4,0,0.5663355371717405,0.5663355371717405,0,0.5663355371717403,0.5663355371717403,0,64,0.953125,0.546875,0.7217059620725979,0.9447625278819077
0_0_0_10_14_32,-24.0,53,6,5,0,0.669746779766432,0.669746779766432,0,0.6697467797664323,0.6697467797664323,0,64,1.0,0.796875,0.5980987062282749,0.8721719943753942
0_0_0_10_14_32,-24.0,53,6,6,2,0.6071579384433127,0.48388017140203926,1,0.6071579384433127,0.6415220946322495,0,64,0.984375,0.828125,0.6641385871036477,0.9498409207102552
0_0_0_10_14_32,-24.0,53,7,0,0,0.5415680227082722,0.5415680227082722,0,0.5415680227082723,0.5415680227082723,0,64,0.953125,0.46875,0.6353236227407475,0.8563230911694654
0_0_0_10_14_32,-24.0,53,7,1,0,0.5510326648227936,0.5510326648227936,0,0.5510326648227936,0.5510326648227936,0,64,0.953125,0.46875,0.6336299554439431,0.8328244118146504
0_0_0_10_14_32,-24.0,53,7,2,2,0.6918047457232643,0.36192513429341094,1,0.6918047457232643,0.6207740090147678,1,64,1.0,0.90625,0.6086622525502116,0.8435220326381051
0_0_0_10_14_32,-24.0,53,7,3,0,0.5865911571194334,0.5865911571194334,0,0.5865911571194334,0.5865911571194334,0,64,0.921875,0.546875,0.6757313077140301,0.8930950986582847
0_0_0_10_14_32,-24.0,53,7,4,1,0.5181753271063267,0.5045669939756594,1,0.5181753271063267,0.5916116566193577,0,64,0.9375,0.5,0.5888363463679287,0.7458799592261189
0_0_0_10_14_32,-24.0,53,7,5,0,0.7195522478521518,0.7195522478521518,0,0.7195522478521518,0.7195522478521518,0,64,0.984375,0.875,0.7933917330106764,0.9113555834831781
0_0_0_10_14_32,-24.0,53,7,6,0,0.45445412876679886,0.45445412876679886,0,0.45445412876679886,0.45445412876679886,0,64,0.859375,0.1875,0.7735149827357046,0.8236696807007086
0_0_0_10_14_32,-26.0,53,0,0,5,0.8268108212542528,0.08153481818859484,1,0.8268108212542528,0.43878989859363865,1,64,1.0,1.0,0.8157414047738374,0.816247570349334
0_0_0_10_14_32,-26.0,53,0,1,5,0.7859395150578073,0.037720878936589416,1,0.7859395150578073,0.7187739099750582,1,64,1.0,0.984375,0.5272412389088128,0.8612474896817094
0_0_0_10_14_32,-26.0,53,0,2,5,0.7482832471719475,0.17783528080376107,1,0.7482832471719475,0.4775073191371685,1,64,1.0,0.984375,0.6695816831259466,0.8630151946793838
0_0_0_10_14_32,-26.0,53,0,3,5,0.6664439843006451,0.6301763356214205,1,0.6664439843006451,0.6568861550606206,1,64,1.0,0.796875,0.5837080040778135,0.9341805418498247
0_0_0_10_14_32,-26.0,53,0,4,4,0.7606605024027552,0.26580265140344966,1,0.7606605024027552,0.44521344793743556,1,64,1.0,0.953125,0.6426269193886017,0.8603111202731338
0_0_0_10_14_32,-26.0,53,0,5,5,0.8777368668339043,0.05444789447842343,1,0.8777368668339043,0.45005744140246,1,64,1.0,1.0,0.7182372379252551,0.8658532363782513
0_0_0_10_14_32,-26.0,53,0,6,5,0.4852047152538794,0.04664562795518898,1,0.4852047152538794,0.41870074463317175,1,64,0.90625,0.375,0.6696753985891454,0.7720995656563737
0_0_0_10_14_32,-26.0,53,2,0,2,0.9482157942083965,0.9502999848826276,0,0.9482157942083965,0.9572913846145532,0,64,1.0,1.0,0.6684241654485144,0.9141037161696182
0_0_0_10_14_32,-26.0,53,2,1,3,0.9580630394918721,0.060360248066402285,1,0.9580630394918721,0.8329128553780184,1,64,1.0,1.0,0.5774215043366192,0.8284522337297909
0_0_0_10_14_32,-26.0,53,2,2,3,0.9279740615047605,0.3826283131728063,1,0.9279740615047605,0.4271178892740484,1,64,1.0,1.0,0.7041311967264972,0.8623890316865435
0_0_0_10_14_32,-26.0,53,2,3,2,0.8640431444701985,0.5550849411619254,1,0.8640431444701985,0.5862834849497569,1,64,1.0,0.96875,0.8043647686746135,0.9017106889084453
0_0_0_10_14_32,-26.0,53,2,4,2,0.9211051726411846,0.9325481896636095,0,0.9211051726411846,0.9471035763479,0,64,1.0,0.984375,0.6483319625704848,0.9346924951914236
0_0_0_10_14_32,-26.0,53,2,5,0,0.9521602921453121,0.9521602921453121,0,0.9521602921453118,0.9521602921453118,0,64,1.0,1.0,0.8240191906659936,0.8319860524936524
0_0_0_10_14_32,-26.0,53,2,6,2,0.9408742498606804,0.6025724778502594,1,0.9408742498606804,0.6155787521139063,1,64,1.0,1.0,0.5433620484433999,0.8300843023473338
0_0_0_10_14_32,-26.0,53,3,0,3,0.9403022325556046,0.0918171771034438,1,0.9403022325556042,0.4391074986252868,1,64,1.0,1.0,0.9311534779698746,0.9389970644715814
0_0_0_10_14_32,-26.0,53,3,1,2,0.9149210437648827,0.23678303302618314,1,0.9149210437648824,0.5970462511885095,1,64,1.0,1.0,0.5734930983488148,0.805864424560371
0_0_0_10_14_32,-26.0,53,3,2,1,0.9541332081064898,0.6141526530213763,1,0.9541332081064898,0.6762134415639719,1,64,1.0,1.0,0.5493793022914483,0.8059728763171534
0_0_0_10_14_32,-26.0,53,3,3,3,0.9174522585297131,0.08824193235020644,1,0.9174522585297131,0.43698767024327173,1,64,1.0,1.0,0.5259404564492859,0.8849974553349527
0_0_0_10_14_32,-26.0,53,3,4,2,0.9299987801415531,0.4551656291875187,1,0.9299987801415535,0.639612885511779,1,64,1.0,1.0,0.5381673164131305,0.878660083194229
0_0_0_10_14_32,-26.0,53,3,5,2,0.9619300258620128,0.6965954121227326,1,0.961930025862013,0.7658600102114995,1,64,1.0,1.0,0.6700970201632548,0.8503805117478992
0_0_0_10_14_32,-26.0,53,3,6,2,0.9560014320540616,0.40311935847513597,1,0.9560014320540623,0.5797746475292802,1,64,1.0,1.0,0.65153409936354,0.9068207429510655
0_0_0_10_14_32,-26.0,53,4,0,2,0.9320338852407635,0.3920066852319708,1,0.9320338852407629,0.4020088501987121,1,64,1.0,1.0,0.7481279865486629,0.8607954487000995
0_0_0_10_14_32,-26.0,53,4,1,1,0.8689817930781323,0.7925803848138248,1,0.8689817930781326,0.8799272919611725,0,64,1.0,0.984375,0.6806192665079512,0.8699791534299107
0_0_0_10_14_32,-26.0,53,4,2,3,0.9363500407771879,0.5020281765779646,1,0.9363500407771874,0.5038140606948609,1,64,1.0,1.0,0.5706644062027729,0.8360556538538878
0_0_0_10_14_32,-26.0,53,4,3,1,0.9420719172293623,0.5481725634401238,1,0.9420719172293627,0.6612564601022531,1,64,1.0,1.0,0.6346537962306619,0.8545653828119085
0_0_0_10_14_32,-26.0,53,4,4,2,0.9569398253898215,0.4738238382930438,1,0.9569398253898215,0.49116005674346863,1,64,1.0,1.0,0.7650277541832298,0.8317964071779339
0_0_0_10_14_32,-26.0,53,4,5,1,0.9717322287230516,0.6728174386184866,1,0.9717322287230516,0.7803832977384016,1,64,1.0,1.0,0.6907929028563715,0.8839173810696681
0_0_0_10_14_32,-26.0,53,4,6,1,0.8692522701185466,0.8762427173494008,0,0.8692522701185466,0.8762700560538196,0,64,1.0,1.0,0.6496173693049263,0.7840859780790115
0_0_0_10_14_32,-26.0,53,5,0,0,0.39138774629940587,0.39138774629940587,0,0.39138774629940576,0.39138774629940576,0,64,0.828125,0.0625,0.6180152180640828,0.8337245686834743
0_0_0_10_14_32,-26.0,53,5,1,3,0.5529380243838846,0.11940075845368694,1,0.5529380243838846,0.4575612089471206,1,64,0.921875,0.46875,0.774914041849829,0.8499322772495611
0_0_0_10_14_32,-26.0,53,5,2,2,0.7463488480175678,0.4024179395855684,1,0.7463488480175676,0.8047502580271545,0,64,1.0,0.96875,0.7354136235995323,0.773536270303285
0_0_0_10_14_32,-26.0,53,5,3,1,0.656422538954486,0.5889508403769782,1,0.656422538954486,0.7187324209173095,0,64,0.984375,0.859375,0.6841134045767375,0.8463255692180881
0_0_0_10_14_32,-26.0,53,5,4,3,0.514936381649631,0.12034012573306666,1,0.5149363816496308,0.5318880463124612,0,64,0.921875,0.328125,0.7410764745945083,0.9007451477048841
0_0_0_10_14_32,-26.0,53,5,5,1,0.7794072881713602,0.8876123149509259,0,0.7794072881713602,0.8882383362904226,0,64,1.0,0.984375,0.6866715981297233,0.82408037016387
0_0_0_10_14_32,-26.0,53,5,6,2,0.4435771300736114,0.2234407077922558,1,0.44357713007361127,0.44234005917645747,1,64,0.890625,0.296875,0.79811922566044,0.8818544850951306
0_0_0_10_14_32,-26.0,53,6,0,2,0.5656190213813381,0.5690581962671246,0,0.5656190213813383,0.6718759345218978,0,64,0.984375,0.578125,0.6316918855766891,0.8710574846044716
0_0_0_10_14_32,-26.0,53,6,1,1,0.5873543087483486,0.6353864554842833,0,0.5873543087483486,0.7462829184521811,0,64,1.0,0.6875,0.5769676516598027,0.8019713164337919
0_0_0_10_14_32,-26.0,53,6,2,3,0.5589638694266743,0.2655998389664371,1,0.5589638694266743,0.7017715148991932,0,64,0.953125,0.5625,0.5939179308363511,0.8195023805604709
0_0_0_10_14_32,-26.0,53,6,3,0,0.5344079692733151,0.5344079692733151,0,0.5344079692733151,0.5344079692733151,0,64,0.9375,0.5625,0.6135703275885477,0.7988368211820512
0_0_0_10_14_32,-26.0,53,6,4,0,0.5661194454943781,0.5661194454943781,0,0.566119445494378,0.566119445494378,0,64,0.953125,0.546875,0.7232344502923768,0.9447935111769014
0_0_0_10_14_32,-26.0,53,6,5,2,0.6317816134791997,0.24853054964185478,1,0.6317816134791997,0.8413890435648594,0,64,1.0,0.734375,0.5965218428906207,0.8756807374531492
0_0_0_10_14_32,-26.0,53,6,6,4,0.62466956694908,0.28614058265265224,1,0.6246695669490802,0.8173714197267171,0,64,0.984375,0.84375,0.6696339370091489,0.9506696769362668
0_0_0_10_14_32,-26.0,53,7,0,1,0.517191338955579,0.22499841637007986,1,0.5171913389555789,0.5082546274394634,1,64,0.9375,0.34375,0.603819257178253,0.8540870572020643
0_0_0_10_14_32,-26.0,53,7,1,0,0.5497116138958652,0.5497116138958652,0,0.549711613895865,0.549711613895865,0,64,0.890625,0.46875,0.7177481721623445,0.8326900557359629
0_0_0_10_14_32,-26.0,53,7,2,2,0.7158590703453848,0.30151049593883,1,0.7158590703453848,0.6019600921916118,1,64,1.0,0.90625,0.605216407089285,0.8458124414701552
0_0_0_10_14_32,-26.0,53,7,3,1,0.5662319345812327,0.3338409181705682,1,0.5662319345812327,0.7453495453923914,0,64,0.921875,0.5,0.6814202855965155,0.8955234146316057
0_0_0_10_14_32,-26.0,53,7,4,1,0.5078582270057088,0.5207908651245932,0,0.5078582270057088,0.6040765906982578,0,64,0.921875,0.484375,0.5703892025127155,0.7453383289529206
0_0_0_10_14_32,-26.0,53,7,5,3,0.6851088435246114,0.5248680061026261,1,0.6851088435246113,0.5939553222847138,1,64,0.984375,0.828125,0.791340943224385,0.9114052964815275
