file_name,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,savaux_paper_payload_hex,savaux_paper_decode_error,savaux_codec_crc_valid,savaux_codec_payload_hex,savaux_codec_selected_source,savaux_codec_selected_beam_rank,savaux_codec_symbol_change_count,savaux_codec_candidate_payload_count,savaux_codec_observed_crc_valid_count,savaux_codec_accepted_crc_valid_count
0_0_0_10_14_8.bin,0,0,0,33,35,1,1,1,1,404433221100130058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100130058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,1,1,1,33,35,1,1,1,1,404433221100140058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100140058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,2,2,2,33,35,1,1,1,1,404433221100150058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100150058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,3,3,3,33,35,1,1,1,1,404433221100160058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100160058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,4,4,4,33,35,1,1,1,1,404433221100170058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100170058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,5,5,5,33,35,1,1,1,1,404433221100180058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100180058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,6,6,6,33,35,1,1,1,1,404433221100190058303132333435363738393a3b3c3d3e3f4041424378563412,,1,404433221100190058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,7,7,7,33,35,1,1,1,1,4044332211001a0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211001a0058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,8,8,8,33,35,1,1,1,1,4044332211001b0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211001b0058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
0_0_0_10_14_8.bin,9,9,9,33,35,1,1,1,1,4044332211001c0058303132333435363738393a3b3c3d3e3f4041424378563412,,1,4044332211001c0058303132333435363738393a3b3c3d3e3f4041424378563412,savaux_hard_crc_preserved,-1,0,0,0,0
