trial_id,packet_id,reference_id,esn0_db,seed,sync_status,strict_sync_success,estimate_available,local_sync_estimate,event_count,signal_power,added_noise_power,clean_cfo_total_bins,noisy_cfo_total_bins,cfo_error_bins,cfo_error_hz,abs_cfo_error_bins,clean_payload_start_sample,noisy_payload_start_sample,payload_sto_error_samples_1m,payload_sto_error_chips,preamble_sto_error_samples_1m,clean_sfo_hat,noisy_sfo_hat,sfo_error,fine_preamble_peak_max_abs_bin,fine_preamble_bin0_count,frame_sync_valid
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,sync_invalid,0,1,1,1,6.153250447488309e-08,1.0033779201460684e-05,-128.71322618720285,-129.70837431354542,-0.9951481263425705,-30.369510691606767,0.9951481263425705,673552,673544,-8,-1.0,8,-0.032989857029732124,-0.03324491857533971,-0.00025506154560758776,693,0,0
exp0_000002_rxg20_0_fulltrim:14:20260821,exp0_000002_rxg20_0_fulltrim,2,14.0,20260821,sync_invalid,0,1,1,1,2.9434755784562603e-08,4.799769535006887e-06,-129.9365825693268,-129.93462662174102,0.0019559475857704456,0.05969078325715471,0.0019559475857704456,673544,673544,0,0.0,0,-0.033303409516436025,-0.03330290819708351,5.013193525166271e-07,1,0,0
