trial_id,packet_id,reference_id,esn0_db,seed,payload_index,gt_symbol,strict_sync_success,estimate_available,local_sync_estimate,oracle_decision,oracle_correct,oracle_true_margin_db,noisy_sync_decision,noisy_sync_correct,noisy_sync_true_margin_db,strict_end_to_end_correct
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,0,3293,0,1,1,3293,1,2.5764354953909443,3293,1,2.526707921225706,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,1,313,0,1,1,313,1,4.170256428280455,313,1,4.1933339739868964,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,2,1433,0,1,1,1433,1,6.6305117412926755,1433,1,6.6345652270514375,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,3,2865,0,1,1,2865,1,2.3451934732473743,2865,1,2.3748849132735756,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,4,3469,0,1,1,3469,1,3.8766488580044562,3469,1,3.8243111545034454,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,5,3985,0,1,1,3985,1,0.6438945327715727,3985,1,0.5124031196150192,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,6,3165,0,1,1,3165,1,3.5399671174794376,3165,1,3.5320186875989257,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,7,1669,0,1,1,1669,1,4.256283683282622,1669,1,4.262880842178164,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,8,849,0,1,1,849,1,5.435215440031794,849,1,5.4575788831207905,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,9,665,0,1,1,665,1,4.366202030402504,665,1,4.4784473815923755,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,10,713,0,1,1,713,1,2.1843144293823533,713,1,2.206491863091111,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,11,797,0,1,1,797,1,6.126928801029718,797,1,6.223706627804719,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,12,3881,0,1,1,3881,1,5.456394266262235,3881,1,5.364009512393824,0
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,13,693,0,1,1,693,1,4.781507965299964,693,1,4.719927703324544,0
