packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,5980160,6307840,17,15285,-1099,1.5904748804550868,5996536,16376,15283,-1101,0.7667629580109983,0.0007362386408073597,0,6030520,6325432,6362296,220.23289930288442,15587,-797,12,15611,15619,24,32,0,0,825,825,0,1.2469259021629044,2.534736620649358,0,797,3188,6033708,6328620,6365484,6033710,6365534,350.0625,5607,14,16,24,32,24,32,0,0,28,28,28.0,12,0.20156411826610565,-0.4726679771015603,-0.4847082374737749,-0.4847082374737749,-2,13,27,13.201564118266106,402.8797643513826,0.003383628285387048,0.013534513141548191,8.260811243620722e-07,124999.89673985945,-0.43057018490758214,-0.41618976469468716,-2,25,33,1,1,0.08381023530531284,-198.75,1735,0,12,,,,,,
1,1,8519680,8798208,14,398,398,3.0110327673968302,8532848,13168,15978,-406,1.0033625576157514,0.0006115320361509088,0,8533744,8828656,8865520,215.38038610042875,16202,-182,12,16226,16234,24,32,0,0,210,210,0,1.1643715482432757,1.4719189751519361,0,182,728,8534472,8829384,8866248,8534472,8866303,81.625,6512,10,16,24,32,24,32,0,0,28,28,28.0,12,0.0729001984000206,0.10877191088450762,0.09355781224822428,0.09355781224822428,0,14,28,14.07290019840002,429.47083125000063,0.00360695617141686,0.01442782468566744,8.806045340373193e-07,124999.88992443324,0.15126911099089402,0.1665986747194157,1,24,32,0,1,-0.0834013252805843,328.9166666666667,1501,3,12,,,,,,
2,2,13484032,13828096,18,15801,-583,3.4216224858398276,13500296,16264,15771,-613,2.7528429413589706,0.006351223559897838,1,13535056,13829968,13866832,279.9850397450037,16269,-115,16,16293,16301,24,32,0,0,143,143,0,4.13299041913537,5.423487618740369,0,115,460,13535516,13830428,13867292,13535515,13867347,0.0,0,16,16,24,32,24,32,0,0,28,28,28.0,12,-0.01724642887711525,0.15458691106146008,0.14147497780725649,0.14147497780725649,1,14,28,13.982753571122885,426.7197745093654,0.003583851130593317,0.014335404522373267,8.74963654930009e-07,124999.89062954312,0.1988165958967496,0.2140479632017711,1,1984,32,1960,0,-0.03595203679822889,0.0,0,12,12,,,,,,
3,3,15990784,16334848,18,952,952,1.3338885126278126,16003184,12400,16341,-43,2.212611278746164,0.0006436376382315632,0,16034096,16329008,16365872,206.41176571011349,15877,-507,11,15901,15909,24,32,0,0,535,535,0,0.8688218929362947,1.4070221692052405,0,507,2028,16036124,16331036,16367900,16036122,16367580,119.5625,1956,9,16,35,32,24,32,11,0,28,28,28.0,12,-0.09867707639932632,0.37133401144054745,0.41483038752923634,0.41483038752923634,2,-80,-160,-80.09867707639933,-2444.417635388163,-0.020529699886302884,-0.08211879954521153,-5.012133761304415e-06,125000.62651672016,0.08635518934839026,-0.0008960351683970358,0,1630,32,1606,0,-0.0008960351683970358,427.5833333333333,1955,2,12,,,,,,
4,4,20987904,21315584,17,144,144,1.050698559851254,21003776,15872,16,16,1.1095307160691121,0.0010821586575708506,1,21036024,21330936,21367800,204.45650562922899,16270,-114,15,16294,16303,24,32,0,1,139,141,2,1.0714537435464468,1.2603109397202639,0,114,456,21036480,21331392,21368256,21036478,21365982,-0.5,11,4,16,24,33,24,32,0,1,25,27,26.0,12,-0.33414676785469055,0.4257293334265586,0.4577380216275144,0.4577380216275144,2,-569,-1138,-569.3341467678547,-17374.69930321822,-0.1459232486077134,-0.5836929944308537,-3.562579311711753e-05,125004.45322413964,0.12296604390409982,-0.4972077626786824,-2,25,334,1,0,0.0027922373213176144,419.1666666666667,1707,1,12,,,,,,
5,5,25985024,26329088,18,15589,-795,3.4424308536197152,26001392,16368,15585,-799,3.8035665699248793,0.001518769347482282,1,26036152,26331064,26367928,191.6920263321289,16083,-301,16,16107,16119,24,32,0,4,328,328,0,2.377003210528513,0.8967925479822755,0,301,1204,26037356,26332268,26369132,26037358,26367765,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,0.2103794366121292,0.16408578070835805,-0.46719580089096857,-0.46719580089096857,-2,-342,-683,-341.78962056338787,-10430.591447857296,-0.08760242479069814,-0.3504096991627926,-2.138731073991654e-05,125002.6734138425,0.131165402457861,-0.24114490290260582,-1,2283,32,2259,0,0.008855097097394182,-487.6666666666667,2019,0,12,,,,,,
6,6,28508160,28819456,16,725,725,4.744929071810265,28521224,13064,16279,-105,4.313486693658443,0.0018897947212929026,1,28537912,28832824,28869688,262.6270586105336,16355,-29,16,16379,3,24,32,0,0,55,55,0,3.829033399089422,1.7135113009087704,0,29,116,28538028,28832940,28869804,28538030,28868719,0.0,0,16,16,24,32,24,32,0,0,26,26,26.0,12,0.38047847151756287,0.19612917462832846,-0.37743808783913146,-0.37743808783913146,-2,-271,-541,-270.61952152848244,-8258.652390395582,-0.06936116504215768,-0.27744466016863073,-1.6933878184120528e-05,125002.11673477302,-0.4872167285136544,0.21799832005717557,1,1900,5,1876,0,-0.032001679942824435,-151.5,1423,0,12,,,,,,
7,7,33505280,33832960,17,16286,-98,3.3561498279270983,33521352,16072,16208,-176,3.040881482122513,0.002780768310846368,0,33538544,33833456,33870320,192.5115872463256,26,26,16,51,58,24,32,1,0,16371,16381,10,2.78772709093413,1.0169564567463674,0,-26,-104,33538440,33833352,33870216,33538442,33873023,0.0,0,16,16,25,32,24,32,1,0,13,23,18.0,12,0.1569751799106598,0.03975325364672426,-0.456286123857808,-0.456286123857808,-2,702,1405,702.1569751799107,21428.13034606661,0.17996641766965107,0.7198656706786043,4.393711368887966e-05,124994.50786078889,0.4231765588566092,0.1880338339526264,1,41,2934,17,0,-0.061966166047373594,179.58333333333334,1858,4,12,,,,,,
8,8,36012032,36306944,15,1546,1546,1.5473965813442974,36022176,10144,16370,-14,2.2778093377672177,0.005416543791824275,1,36039224,36334136,36371000,265.5774385048344,152,152,16,176,184,24,32,0,0,16258,16258,0,2.996786307371743,4.037861358862662,1,-152,-608,36038616,36333528,36370392,36038616,36370443,0.0,0,16,16,24,32,24,32,0,0,26,26,26.0,12,0.019677329808473587,0.12170528440115073,0.11251858629765703,0.11251858629765703,0,13,26,13.019677329808474,397.3290200747215,0.003337009772864587,0.013348039091458349,8.146996515782683e-07,124999.89816254354,0.16591074266349048,0.18009303419816491,1,24,32,0,1,-0.06990696580183509,0.0,0,12,12,,,,,,
9,9,38486016,38846464,19,15363,-1021,5.4365741085220565,38502368,16352,15355,-1029,5.407890651967953,0.004689538716389571,1,38537184,38832096,38868960,268.9605608795125,15867,-517,16,15891,15899,24,32,0,0,543,543,0,4.516797664640622,1.8556501862393266,1,517,2068,38539252,38834164,38871028,38539254,38871074,0.0,0,16,16,24,32,24,32,0,0,26,26,26.0,12,-0.059994760900735855,-0.4427021184534895,-0.46401751977938555,-0.46401751977938555,-2,12,25,11.940005239099264,364.3800426971211,0.00306028430364447,0.01224113721457788,7.471397225694507e-07,124999.90660753468,-0.415052970921074,-0.40204676263058503,-2,25,33,1,1,0.09795323736941497,-42.0,476,0,12,,,,,,
