packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,2342912,2686976,18,1313,1313,2.989798876091841,2354104,11192,15,15,9.403803729008963,0.797345352072071,1,2386872,2681784,2718648,357.1987670385863,15,15,16,39,47,24,32,0,0,12,12,0,7.7782137276634025,5.2867190918864075,1,-15,-60,2386812,2681724,2718588,2386813,2718636,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.06067531555891037,-0.1324743661529233,-0.15537258763909356,-0.15537258763909356,-1,13,27,12.93932468444109,394.8768519421719,0.0033164149796086452,0.013265659918434581,8.096716258810169e-07,124999.89879104677,-0.10230994796535525,-0.08821518430201847,0,25,33,1,1,-0.08821518430201847,1.0,1,0,12,,,,,,
1,1,4833280,5177344,18,15186,-1198,2.8531659168983254,4849664,16384,15186,-1198,3.678465010949185,0.5083053184825426,1,4884480,5179392,5216256,339.326904166687,15698,-686,16,15722,15730,24,32,0,0,713,713,0,4.147774897367894,9.90083062559005,1,686,2744,4887224,5182136,5219000,4887224,5219048,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.17024153470993042,0.003487327846123822,-0.01657637895014641,-0.01657637895014641,0,13,27,12.82975846529007,391.5331562893698,0.003288332598239202,0.013153330392956807,8.028155757419926e-07,124999.89964805302,0.03603694262168078,0.050012356164197413,0,25,33,1,1,0.050012356164197413,1.0,1,0,12,,,,,,
2,2,7340032,7684096,18,394,394,2.6876806962272752,7354896,14864,14,14,5.138184505634062,0.6382417462779466,1,7387688,7682600,7719464,404.7274996648135,20,20,16,44,52,24,32,0,0,7,7,0,3.3687334005343734,25.312503289139876,1,-20,-80,7387608,7682520,7719384,7387608,7719431,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.2131582796573639,0.12081732726041028,0.1057417090643078,0.1057417090643078,0,13,27,12.786841720342636,390.2234411725658,0.00327733281739354,0.01310933126957416,8.001300823714697e-07,124999.8999837397,0.15817903414260437,0.17210769861652697,1,25,33,1,1,-0.07789230138347303,1.0,1,0,12,,,,,,
3,3,9879552,10207232,17,1878,1878,1.6777423503984163,9888480,8928,14,14,20.30951311578171,0.9563964562903414,1,9888480,10183392,10220256,489.09131264995926,14,14,16,38,46,24,32,0,0,13,13,0,22.092400770781396,6.924717156018433,1,-14,-56,9888424,10183336,10220200,9888425,10220249,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.27987223863601685,-0.2871269672554375,-0.3109914004285862,-0.3109914004285862,-1,13,27,12.720127761363983,388.1874927174067,0.0032602336890926757,0.013040934756370703,7.959554905011415e-07,124999.90050556368,-0.25882766140310337,-0.24497166822445948,-1,25,33,1,1,0.005028331775540518,1.0,1,0,12,,,,,,
4,4,12337152,12697600,19,15741,-643,6.05796213452733,12353536,16384,15741,-643,5.537855305012357,0.63193565243601,1,12388352,12683264,12720128,392.4979348130401,16253,-131,16,16277,16285,24,32,0,0,158,158,0,9.74842118000042,8.930717082953468,1,131,524,12388876,12683788,12720652,12388877,12720701,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.3844131529331207,-0.3344370196577935,-0.3541088182339991,-0.3541088182339991,-1,13,27,12.61558684706688,384.9971571980859,0.003233439319014476,0.012933757276057905,7.894138962437686e-07,124999.90132326297,-0.3023737891297675,-0.28863167202395595,-1,25,33,1,1,-0.038631672023955954,1.0,1,0,12,,,,,,
5,5,14843904,15187968,18,988,988,6.5389232010790606,14856392,12488,14,14,12.422982405802795,0.8655828866473562,1,14889160,15184072,15220936,499.6557771364531,14,14,16,38,46,24,32,0,0,13,13,0,15.18390395655842,21.987716858198592,1,-14,-56,14889104,15184016,15220880,14889105,15220929,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.4312925338745117,-0.20976644988322946,-0.23155088852129846,-0.23155088852129846,-1,13,27,12.568707466125488,383.5665120277554,0.0032214238943319377,0.01288569557732775,7.864804429521332e-07,124999.90168994463,-0.18000810621198748,-0.1663170546610767,-1,25,33,1,1,0.08368294533892329,1.0,1,0,12,,,,,,
6,6,17334272,17678336,18,14847,-1537,3.8154367459557244,17340472,6200,13,13,12.87175688147064,0.8744723286417962,0,17373072,17667984,17704848,136.4976866165465,16355,-29,15,16355,16379,24,32,24,8,82,56,26,16.632009319380074,10.176208126383433,0,29,116,17373188,17668100,17704964,17373189,17705016,205.6875,3291,15,16,0,24,24,32,24,8,69,27,48.0,12,-0.49452006816864014,-0.11174695678139424,-0.1338357501266184,-0.1338357501266184,-1,13,27,12.50547993183136,381.6369608102832,0.0032052183544779987,0.012820873417911995,7.825240123237302e-07,124999.90218449845,-0.08255225645497044,-0.06893007844843896,0,1,25,-23,0,-0.06893007844843896,0.9166666666666666,1,1,12,,,,,,
7,7,19841024,20185088,18,52,52,22.094111278663622,19857256,16232,14,14,20.44132406817889,0.9602912840591991,1,19890024,20184936,20221800,518.8901475039287,14,14,16,38,46,24,32,0,0,13,13,0,25.976280794047558,6.5535273698545,1,-14,-56,19889968,20184880,20221744,19889968,20221796,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,0.4210682213306427,0.04044235201921554,0.02028212096452012,0.02028212096452012,0,13,26,13.421068221330643,409.5784979654127,0.003439888307702133,0.013759553230808533,8.398164813725911e-07,124999.89502293983,0.07532033388775428,0.0899398591954883,0,24,32,0,1,0.0899398591954883,0.0,0,12,12,,,,,,
8,8,22347776,22691840,18,1630,1630,3.3864766357446396,22357696,9920,14,14,17.524274621270404,0.9444982957589225,1,22390464,22685376,22722240,407.99943068964825,14,14,16,38,46,24,32,0,0,12,12,0,15.412384313386827,2.070766075015175,1,-14,-56,22390408,22685320,22722184,22390407,22722235,0.0,0,16,16,24,32,24,32,0,0,26,26,26.0,12,0.4026601314544678,0.2555243623049129,0.23879219280700326,0.23879219280700326,1,13,26,13.402660131454468,409.0167276444845,0.003435170220282568,0.013740680881130273,8.386646045611739e-07,124999.89516692443,0.2937549163315243,0.3083543897677252,1,24,32,0,1,0.05835438976772522,0.0,0,12,12,,,,,,
9,9,24838144,25182208,18,15533,-851,2.3682552282544393,24854528,16384,15533,-851,4.0380340952280696,0.5609173329262103,1,24889344,25184256,25221120,340.8844853099357,16045,-339,16,16069,16077,24,32,0,0,365,365,0,3.3590087673110194,11.065360317316625,1,339,1356,24890700,25185612,25222476,24890702,25222522,0.0,0,16,16,24,32,24,32,0,0,26,26,26.0,12,0.39622819423675537,-0.48315113449371294,0.4961841542770347,-0.48315113449371294,-2,12,25,12.396228194236755,378.30286237294786,0.003177216576337081,0.012708866305348324,7.756876407072952e-07,124999.90303904492,-0.4323156692723196,-0.41881249882288707,-2,25,33,1,1,0.08118750117711293,1.0,1,0,12,,,,,,
