packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,491520,835584,18,14740,-1644,3.40294549695063,498128,6608,8,8,26.46077732620503,0.5976002474415638,0,497608,792520,829384,41.06826233748973,16262,-122,13,16262,16262,24,32,24,32,16322,16323,1,18.22490516932709,0.06766196143554318,0,122,488,498096,793008,829872,498097,830900,-402.3125,6869,13,16,0,0,24,32,24,32,1067,3075,2071.0,12,0.2518974542617798,0.2884559103256427,-0.28360636783281734,-0.28360636783281734,-1,257,514,257.2518974542618,7850.7048783649225,0.06593497474222416,0.26373989896889666,1.609740594292582e-05,124997.98782425714,-0.2286467719572307,0.051576870697221944,0,1,1,-23,0,0.051576870697221944,133.41666666666666,1777,9,12,,,,,,
1,1,2998272,3342336,18,23,23,4.5822026567727825,3014600,16328,9,9,5.838870653701065,0.5305387338978234,1,3047368,3342280,3379144,348.94089397307215,9,9,16,33,41,24,32,0,0,7,7,0,4.824117363105965,11.131681758792922,1,-9,-36,3047332,3342244,3379108,3047333,3379133,0.0,0,16,16,24,32,24,32,0,0,16,16,16.0,12,0.1771206259727478,-0.2941857047841163,-0.30616421841825325,-0.30616421841825325,-1,7,15,7.177120625972748,219.02833941567224,0.001839532659927401,0.007358130639709604,4.4910465330258813e-07,124999.94386191833,-0.2767316958594148,-0.2689136820547234,-1,25,33,1,1,-0.01891368205472338,1.0,1,0,12,,,,,,
2,2,5505024,5865472,19,1582,1582,1.5074611282832138,5515120,10096,10,10,6.419479505360954,0.5945637409700772,1,5547888,5842800,5879664,325.2679503044757,10,10,16,34,42,24,32,0,0,6,6,0,5.087258033486959,5.458691725467166,1,-10,-40,5547848,5842760,5879624,5547849,5879649,0.0,0,16,16,24,32,24,32,0,0,16,16,16.0,12,0.10817887634038925,-0.2373369322183,-0.25033308763515205,-0.25033308763515205,-1,7,15,7.108178876340389,216.92440418519254,0.001821862537507789,0.007287450150031156,4.4479065857123754e-07,124999.94440116768,-0.22118328703502743,-0.21344037125061932,-1,25,33,1,1,0.03655962874938068,1.0,1,0,12,,,,,,
3,3,7995392,8339456,18,15521,-863,6.47900141237393,8011776,16384,15521,-863,7.825588736061372,0.5431645133667959,1,8046592,8341504,8378368,370.04923710935844,16033,-351,16,16057,16065,24,32,0,0,367,367,0,10.130467753492532,5.623231369815409,1,351,1404,8047996,8342908,8379772,8047997,8379797,0.0,0,16,16,24,32,24,32,0,0,16,16,16.0,12,0.03831852227449417,-0.3439187647665216,-0.3554733395256795,-0.3554733395256795,-1,7,15,7.038318522274494,214.79243537214643,0.0018039569720818367,0.007215827888327347,4.4041918263716716e-07,124999.94494760217,-0.3266100279723701,-0.3189432108410223,-1,25,33,1,1,-0.06894321084102228,1.0,1,0,12,,,,,,
4,4,10502144,10846208,18,753,753,6.585180955577986,10515552,13408,9,9,14.01187802451532,0.74032110628654,1,10548320,10843232,10880096,368.0451305412583,9,9,16,33,41,24,32,0,0,6,6,0,12.446296608146664,0.8556938582383145,1,-9,-36,10548284,10843196,10880060,10548285,10880085,0.0,0,16,16,24,32,24,32,0,0,15,15,15.0,12,-0.05769956856966019,-0.230783204217755,-0.2432745081283949,-0.2432745081283949,-1,7,15,6.94230043143034,211.8621957833966,0.0017793470451687359,0.007117388180674943,4.344108996993984e-07,124999.94569863754,-0.2148049554056951,-0.207242730463728,-1,25,33,1,1,0.04275726953627201,1.0,1,0,12,,,,,,
5,5,12992512,13336576,18,14675,-1709,1.0666239791212269,13008896,16384,14675,-1709,0.6011575410878505,0.2587909584947287,1,13043712,13338624,13375488,290.81084685503976,15187,-1197,16,15211,15219,24,32,0,0,1213,1213,0,1.855791702310975,7.258692668342315,1,1197,4788,13048500,13343412,13380276,13048499,13380307,0.0,0,16,16,24,32,24,32,0,0,16,16,16.0,12,-0.125961035490036,0.25266282980838556,0.24361682128278225,0.24361682128278225,1,8,16,7.874038964509964,240.29659925872693,0.0020181563882791585,0.008072625553116634,4.927139619822164e-07,124999.93841075475,0.2759073234952487,0.28448448814543514,1,24,32,0,1,0.034484488145435144,0.0,0,12,12,,,,,,
6,6,15499264,15859712,19,16261,-123,7.711674724591282,15515648,16384,16261,-123,7.318561329581286,0.5953176279348946,1,15548944,15843856,15880720,375.56693423497353,9,9,16,33,41,24,32,0,0,7,7,0,9.467949074946114,7.502303520759292,1,-9,-36,15548908,15843820,15880684,15548906,15880714,0.0,0,16,16,24,32,24,32,0,0,16,16,16.0,12,-0.1757804900407791,0.430842902494739,0.41922246135892527,0.41922246135892527,2,8,16,7.824219509959221,238.77623016232974,0.00200538740771971,0.00802154963087884,4.895965350878198e-07,124999.93880043311,0.4513086598824406,0.4598315563652494,2,24,32,0,1,-0.040168443634750584,0.0,0,12,12,,,,,,
7,7,18006016,18350080,18,1553,1553,0.9247860577631053,18016224,10208,9,9,4.0027437770428325,0.4920238186358249,1,18048992,18343904,18380768,374.0155137345837,9,9,16,33,41,24,32,0,0,6,6,0,2.79968114863866,20.98824588963377,1,-9,-36,18048956,18343868,18380732,18048955,18380755,0.0,0,16,16,24,32,24,32,0,0,15,15,15.0,12,-0.2267875075340271,0.1611360128981889,0.15201970206595306,0.15201970206595306,1,7,15,6.773212492465973,206.7020413960563,0.0017360089431171758,0.006944035772468703,4.2383030837821674e-07,124999.94702121145,0.17979584515582792,0.1871738831640759,1,25,33,1,1,-0.0628261168359241,1.0,1,0,12,,,,,,
8,8,20496384,20840448,18,15400,-984,0.8947588047155216,20512768,16384,15401,-983,0.2414194182807594,0.33501469500824277,1,20547584,20842496,20879360,282.55512471452045,15912,-472,16,15936,15944,24,32,0,0,487,487,0,1.424751718954946,4.116685390938355,0,472,1888,20549472,20844384,20881248,20549471,20881270,0.875,1,2,16,24,32,24,32,0,0,15,15,15.0,12,-0.2941592335700989,0.35693590197296365,0.3471415403700078,0.3471415403700078,1,7,15,6.705840766429901,204.64601948333438,0.0017187412257612007,0.006874964903044803,4.1961455707060565e-07,124999.94754818037,0.37464139998218693,0.38194605019167205,2,25,33,1,1,-0.11805394980832795,1.0,1,0,12,,,,,,
9,9,23003136,23347200,18,584,584,2.582786769901742,23017216,14080,8,8,4.786000788310501,0.5183031712103456,1,23049984,23344896,23381760,308.346839981542,8,8,16,32,40,24,32,0,0,7,7,0,3.76035246828455,4.566699726787248,1,-8,-32,23049952,23344864,23381728,23049951,23381751,0.0,0,16,16,24,32,24,32,0,0,15,15,15.0,12,-0.3909718096256256,0.29770741091222197,0.2882181658681422,0.2882181658681422,1,7,15,6.609028190374374,201.69153413007734,0.0016939276682321034,0.006775710672928413,4.1355655962697836e-07,124999.94830543004,0.3153210085598559,0.32252020114984226,1,25,33,1,1,0.07252020114984226,1.0,1,0,12,,,,,,
