file_name,target_snr_db,mode,cfo_correction_mode,tau_source,phase_sign,frame_index,packet_index,event_index,payload_symbol_index,frame_symbol_index,start_sample,header_start_sample,sf,os_factor,cfo_int,cfo_frac,cfo_common_phase_rad,sto_frac,sfo_hat,sfo_cum_before,tau_chips,wrap_cut_chip,phase_jump_correction_rad,phase_jump_correction_pi,gt_raw_fft_bin,gt_signed_fft_bin,argmax_bin,is_argmax_correct,gt_bin_rank,gt_bin_real,gt_bin_imag,gt_bin_amp,gt_bin_power,gt_bin_phase,gt_peak_energy_ratio,selected_peak_amp,selected_peak_power,selected_peak_margin_db,total_fft_energy,gt_bin_phase_unwrap,phase_linear_fit,phase_linear_residual,packet_phase_slope_pi_per_symbol,packet_phase_linear_r2,packet_phase_linear_rmse_pi,packet_residual_quad_r2
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,-0.0922587219498042,-0.09225872194980422,802,-0.5796786462141766,-0.18451744389960845,222,222,152,0,2,13.823736190795898,-6.664773464202881,15.346494309837123,235.514892578125,-0.4492458966310485,0.00615606809726563,17.75202178955078,315.13421630859375,1.2647718553488676,38257.356620654464,-0.4492458966310485,-1.9233196594050488,1.4740737627740002,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,1,9,2555056,2518192,10,4,-24,-0.42916033761813344,-1381.436471700509,-0.04216817378983262,-0.006261318519996445,-0.09852004046980065,-0.09852004046980067,198,-0.6190196707425898,-0.19704008093960135,826,-198,281,0,660,3.6985714435577393,-1.5720152854919434,4.018788720612355,16.150663375854492,-0.4018986829359882,0.0004267107518887432,15.874530792236328,252.000732421875,0.07052930055489039,37849.20652776398,-0.4018986829359882,-2.249923993960453,1.8480253110244647,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,2,10,2559152,2518192,10,4,-24,-0.42916033761813344,-1534.9294130005655,-0.04216817378983262,-0.006261318519996445,-0.1047813589897971,-0.10478135898979712,102,-0.6583606952710029,-0.20956271797959425,922,-102,637,0,769,2.71661639213562,-1.577258825302124,3.141297506447517,9.86775016784668,-0.5260302621090517,0.00024939500192056654,17.747156143188477,314.96148681640625,0.48714884558903215,39566.751907039434,-0.5260302621090517,-2.576528328515857,2.050498066406805,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,3,11,2563248,2518192,10,4,-24,-0.42916033761813344,-1688.422354300622,-0.04216817378983262,-0.006261318519996445,-0.11104267750979355,-0.11104267750979357,306,-0.6977017197994161,-0.22208535501958715,718,-306,221,0,4,2.2881555557250977,-14.945317268371582,15.119463088994975,228.5981903076172,-1.4188741850341013,0.006263408371473892,16.854108810424805,284.06097412109375,0.588143128754493,36497.41111385077,-1.4188741850341013,-2.903132663071261,1.4842584780371595,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,4,12,2567344,2518192,10,4,-24,-0.42916033761813344,-1841.9152956006785,-0.04216817378983262,-0.006261318519996445,-0.11730399602979,-0.11730399602979003,917,-0.7370427443278292,-0.23460799205958005,107,107,989,0,147,6.39601993560791,-5.799901962280273,8.6341145341463,74.54792785644531,-0.7365585653526157,0.001915686839760318,16.99392318725586,288.7934265136719,1.1664669729130885,38914.46467616409,-0.7365585653526157,-3.2297369976266648,2.493178432274049,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,5,13,2571440,2518192,10,4,-24,-0.42916033761813344,-1995.4082369007351,-0.04216817378983262,-0.006261318519996445,-0.12356531454978645,-0.12356531454978648,556,-0.7763837688562424,-0.24713062909957298,468,468,880,0,839,-2.3431785106658936,1.0862665176391602,2.582723461811261,6.670460224151611,2.7074976030383913,0.00017608898497688087,16.797203063964844,282.1460266113281,1.277968465803043,37881.18958734069,-3.575687704141195,-3.5563413321820687,-0.019346371959126252,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,6,14,2575536,2518192,10,4,-24,-0.42916033761813344,-2148.9011782007915,-0.04216817378983262,-0.006261318519996445,-0.1298266330697829,-0.12982663306978293,935,-0.8157247933846554,-0.25965326613956585,89,89,921,0,862,-2.388432264328003,0.48272642493247986,2.4367259761021725,5.937633037567139,2.942168920423961,0.00015957415660486493,16.707435607910156,279.1383972167969,0.9127946987457831,37209.239665729925,-3.341016386755625,-3.8829456667374727,0.5419292799818476,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,7,15,2579633,2518192,10,4,-24,-0.42916033761813344,-2302.4315933634703,-0.04216817378983262,-0.006261318519996445,0.11391204841022065,0.11391204841022062,312,0.715730508881828,0.22782409682044125,713,-311,713,1,1,18.361125946044922,-1.1812324523925781,18.399083023702822,338.52630615234375,-0.06424480018964904,0.00906458824587484,18.39908218383789,338.52630615234375,0.9710355954344987,37346.02134922147,-6.347430107369235,-4.209550001292877,-2.1378801060763584,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,8,16,2583729,2518192,10,4,-24,-0.42916033761813344,-2455.9245346635266,-0.04216817378983262,-0.006261318519996445,0.1076507298902242,0.10765072989022417,160,0.6763894843534148,0.21530145978044835,865,-159,575,0,5,12.99596881866455,-7.868312358856201,15.192285704008812,230.80557250976562,-0.544411760055455,0.0059272993802841996,19.04800796508789,362.82659912109375,0.7949249515500812,38939.41535625607,-6.8275970672350415,-4.5361543358482805,-2.291442731386761,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\low_snr_gt_bin\0_0_0_10_14_16_m22_m27_sto_input\0_0_0_10_14_16_snr_m27dB.bin,-27.0,sto_phase_jump_corrected,continuous,sfo_cum_before,plus,0,1,1,9,17,2587825,2518192,10,4,-24,-0.42916033761813344,-2609.4174759635835,-0.04216817378983262,-0.006261318519996445,0.10138941137022775,0.10138941137022772,533,0.6370484598250017,0.20277882274045544,492,492,83,0,100,8.42939281463623,-4.209285259246826,9.421928975382563,88.77275085449219,-0.4631339266970037,0.002240496285422922,16.698434829711914,278.8377380371094,0.1457227176175895,39621.91387330741,-6.74631923387659,-4.862758670403685,-1.883560563472905,-0.10396138855946334,0.8791838052679478,0.38921977208920583,0.26499785843030965
