packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.6,0.6,0.3142857142857143,0.3142857142857143,0.5428571428571428,0.2857142857142857,3,32,0.08571428571428572,0,3,0.0,28,32,0.875,46.29665393954691,0.20679431424387162,0.5422992393342042,0.9162534611744543,0.9069417786692487,0.09343491838352848,0.8797257790287084,0.37662017572613904,26,64,,40643300310002005830317277347132b33031bab3b43db637404142c378562403,0,0xbdf5,0x5d15,33,
2,1,2,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.5428571428571428,0.5428571428571428,0.2571428571428571,0.2571428571428571,0.6857142857142857,0.2857142857142857,8,27,0.22857142857142856,1,8,0.125,22,27,0.8148148148148148,47.34558422373292,0.7472559570052562,0.7852230889094274,0.8956504443468188,0.9308770356667123,-0.10045977141061242,0.9726406570173521,0.16192984757335138,26,64,,4044332211000301582021f3b7703dfa33183918392e2d2e3f5060604158763613,0,0x6b8d,0x09a0,33,
3,2,3,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.6,0.6,0.45714285714285713,0.45714285714285713,0.39999999999999997,0.14285714285714285,3,32,0.08571428571428572,0,3,0.0,24,32,0.75,46.19180789626474,0.2060518005475329,0.5572754466648278,0.9084488469461216,0.910140279432899,-0.022221513400212695,0.26072675033384396,0.37704972013661686,26,64,,4074121112370680583031329bb4bd3c652d396e6b387d7e3b00c1cac370560c22,0,0x828c,0xc38c,33,
5,3,5,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.6,0.6,0.37142857142857144,0.37142857142857144,0.5428571428571428,0.22857142857142854,6,29,0.17142857142857143,0,6,0.0,21,29,0.7241379310344828,47.18369402432707,0.0005393060480920051,0.44595413356070296,0.9005496764767684,0.938508510694389,0.019355767471881443,0.05196754253354974,0.8229644346433455,26,64,,4044b23398911e3349210021332535267630f5faf72c3c2627504046077c563432,0,0x1787,0x6bcd,33,
6,4,6,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.5714285714285714,0.5714285714285714,0.37142857142857144,0.37142857142857144,0.4571428571428572,0.19999999999999996,3,32,0.08571428571428572,0,3,0.0,26,32,0.8125,46.39080149464052,0.6361026242510769,0.7300715245055965,0.8932222709604517,0.9205186574794904,-0.1289305210689482,0.9752742427285,0.2017810280468054,26,64,,40443302110025225a3013f2b3707dfa3328282a3b3d353eb7c069325638563212,0,0x2eb7,0x0c31,33,
8,5,8,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.3142857142857143,0.3142857142857143,0.5714285714285714,0.08571428571428574,4,31,0.11428571428571428,0,4,0.0,26,31,0.8387096774193549,46.9416892823111,0.5895746749438605,0.7114776231837786,0.9206240250538356,0.9228489856638262,-0.0504563657875955,0.8527051803866043,0.2180638674280331,26,64,,4064310011200b0058303132773035723738393a3bbcae949d510a0241527a365a,0,0xdc41,0x8ae2,33,
9,6,9,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.5428571428571428,0.5428571428571428,0.45714285714285713,0.45714285714285713,0.39999999999999997,0.08571428571428569,4,31,0.11428571428571428,0,4,0.0,22,31,0.7096774193548387,47.07422769225274,0.13129717507103592,0.5283660698782948,0.9141297942170944,0.93019415754467,0.019629562043187967,0.19298513499705516,0.42746494729734585,26,64,,40443b22990002005831201271303714353929aa2b2c7d6e2b05c568c9705e7e1a,0,0x24cf,0x4cf2,33,
10,7,10,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.6,0.6,0.22857142857142856,0.22857142857142856,0.6285714285714286,0.37142857142857144,2,33,0.05714285714285714,0,2,0.0,27,33,0.8181818181818182,46.11218111890459,0.1830643225858873,0.7564868984935883,0.8891349722532278,0.9173435013751601,-0.1148031465574154,0.8574073233327865,0.3909125130412805,26,64,,40c4b32291008310c9a8b13a33303536373a1b18393e3d3e3f4041424378563412,0,0x6473,0x0542,33,
11,8,11,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.5142857142857142,0.5142857142857142,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.3714285714285714,6,29,0.17142857142857143,0,6,0.0,29,29,1.0,47.24392294194356,0.0541547665851713,0.46918433609988663,0.9250147920472361,0.9349787392737817,-0.127396254528904,0.8723144083479328,0.5122810122819318,26,64,,4044332211000c4885b5b83a333435363738393a3b3c3d3e3f4041424378561432,0,0x2ec0,0xef4d,33,
12,9,12,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5428571428571429,0.14285714285714285,9,26,0.2571428571428571,0,9,0.0,23,26,0.8846153846153846,47.49948716536891,0.09632223875657528,0.48635573420609596,0.9479474002187234,0.9293211932289533,0.07358770449670131,0.7170556435661928,0.45891725281453355,26,64,,4044332211000d205830317037307532333a1b1a192e2c3e2f5140424378563412,0,0x0060,0x88db,33,
