dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,effective_min_consistency_gain,predicted_phase_rad,predicted_fractional_bin,predicted_timing_offset_chips,timing_offset_at_reference_chips,timing_slope_chips_per_symbol,timing_fit_consistency,timing_grid_contrast,frequency_rmse_bins,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency,gls_candidate_loss_db
0_0_0_10_14_8,-22.0,45,0,0,8,803,554,803,803,803,803,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.35396190997476557,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.9403810503877508,-0.9501799788162466,803|399|309|954|796|50|988|504,0.94038105|0.77854238|0.74186716|0.93273696|0.97318621|0.86143696|0.62789582|0.79307771,0|-6.2555037|-6.4920928|-6.6135825|-6.6442241|-6.6579658|-6.9067903|-6.9567286
0_0_0_10_14_8,-22.0,45,0,1,9,826,518,826,826,826,826,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.3711592343091354,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.9557565766477103,-1.0224363968234746,826|288|136|976|72|791|518|1007,0.95575658|0.95233811|0.58413841|0.58359278|0.7201072|0.64951699|0.87088831|0.94490198,0|-3.7145146|-4.4645012|-4.5196845|-4.7538958|-4.7842853|-4.8123339|-5.1498013
0_0_0_10_14_8,-22.0,45,0,2,10,922,445,922,922,922,922,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.3883565586435052,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.9899900505648963,0.8598705797018817,922|516|800|859|264|237|338|223,0.98999005|0.85759494|0.59004066|0.8289044|0.37990021|0.58088213|0.75403251|0.88644835,0|-3.370836|-3.635148|-4.8950309|-5.4016194|-5.4602338|-5.5736599|-5.5755346
0_0_0_10_14_8,-22.0,45,0,3,11,718,963,718,718,718,718,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.40555388297787504,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.979493206483274,-0.05350113529397097,718|883|723|849|172|979|554|861,0.97949321|0.84378983|0.9645162|0.92206494|0.78734491|0.99686874|0.91241169|0.73625176,0|-4.8009102|-6.5790966|-7.0378297|-7.5161106|-7.6176241|-7.9114534|-7.9703379
0_0_0_10_14_8,-22.0,45,0,4,12,86,730,86,86,86,86,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.42275120731224486,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.9851820864831201,2.415522131425729,86|460|730|111|390|179|569|745,0.98518209|0.85443151|0.14692757|0.79032995|0.8183393|0.46020819|0.82884994|0.60718925,0|-3.455866|-5.2333472|-5.6374676|-5.7210663|-5.9339344|-6.0100221|-6.2171234
0_0_0_10_14_8,-22.0,45,0,5,13,467,11,467,467,467,467,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.4399485316466147,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.9984743966466231,0.05251114535464118,467|704|633|366|63|211|435|924,0.9984744|0.82925223|0.83536649|0.94331943|0.95624514|0.89470142|0.78692313|0.96024845,0|-5.7765084|-6.2195357|-6.4134707|-6.9233356|-7.1500676|-7.5008786|-7.5344684
0_0_0_10_14_8,-22.0,45,0,6,14,89,990,89,89,89,89,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.4571458559809845,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.984521821653659,-0.8802525768199458,89|66|501|299|64|297|455|790,0.98452182|0.59620608|0.95759162|0.97069374|0.6503567|0.97292524|0.79451463|0.5153017,0|-5.3056863|-5.4081499|-5.9882513|-5.9981436|-6.0196776|-6.087985|-6.1043889
0_0_0_10_14_8,-22.0,45,0,7,15,713,629,713,713,713,713,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.47434318031535433,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.9004992582458408,-0.6262750286959332,713|866|528|114|398|997|82|71,0.90049926|0.77146185|0.78002755|0.85644019|0.47608325|0.96244005|0.75061752|0.55741002,0|-4.0543384|-5.6646941|-5.757491|-5.8337611|-5.8590551|-5.8728885|-5.9944074
0_0_0_10_14_8,-22.0,45,0,8,16,865,341,865,865,865,865,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.49154050464972415,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.928789945794572,-1.4421731096475239,865|825|283|585|233|138|717|841,0.92878995|0.67694941|0.57412679|0.91212195|0.8212817|0.86662402|0.54130666|0.4656751,0|-3.2465697|-3.9113546|-4.3042867|-4.3250782|-4.5339594|-4.7390102|-4.8106013
0_0_0_10_14_8,-22.0,45,0,9,17,405,405,405,405,405,405,1,1,7,0.6463469074154778,0.9312022298799915,0.2793606689639974,0.12,0.508737828984094,-0.022333364369862493,0.043640897755610975,0.043640897755610975,0.0,0.9312022298799915,0.17593125101016194,0.12225759287398497,0.832705261342032,-0.5429474718912938,405|906|106|703|896|169|646|427,0.83270526|0.6726946|0.94505669|0.81258133|0.97030889|0.87281275|0.61021175|0.84583747,0|-3.8422754|-4.891365|-4.9824214|-5.3037186|-5.3842835|-5.4362692|-5.6013407
