method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,triggered_symbols,trigger_rate,screened_symbols,screen_rate,accepted_proposals,rejected_proposals,dataset,training_dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations,lora_leakage_weight,runtime_lora_weight,wrap_consistency_exponent,savaux_gate_margin_db,branch_color_threshold,lora_guard_margin_db,lora_guard_segments
savaux,0,70,8,0.11428571428571428,0,0,0.25116809998144163,3.588115714020595,0,0.0,0,0.0,0,0,0_0_0_10_14_16,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5,0.12,,8
hamming_8,8,70,8,0.11428571428571428,0,0,0.431183599979704,6.159765713995772,0,0.0,0,0.0,0,0,0_0_0_10_14_16,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5,0.12,,8
information_8,8,70,8,0.11428571428571428,0,0,0.4211142999920412,6.015918571314875,0,0.0,0,0.0,0,0,0_0_0_10_14_16,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5,0.12,,8
information_8_wrap,8,70,10,0.14285714285714285,0,2,0.46434819997739396,6.6335457139627705,0,0.0,0,0.0,0,0,0_0_0_10_14_16,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5,0.12,,8
information_8_wrap_gated,8,70,9,0.12857142857142856,0,1,0.04570260000764392,0.6528942858234846,7,0.1,0,0.0,0,0,0_0_0_10_14_16,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5,0.12,,8
information_8_wrap_color_gated,8,70,8,0.11428571428571428,0,0,0.0012821000018448103,0.01831571431206872,0,0.0,7,0.1,0,4,0_0_0_10_14_16,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5,0.12,,8
information_8_conditional_lora,8,70,8,0.11428571428571428,0,0,0.0055202999828907195,0.07886142832701028,0,0.0,7,0.1,0,0,0_0_0_10_14_16,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5,0.12,,8
