packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2
1,1,82,1,6:52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0.700844220,0.700844220,0.000000000,10,0.680160949,0.380834876,0.000000000,0.092519136,0.793638583
1,1,50,0,6:32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,0.698446639,0.698446639,0.000000000,10,0.692036707,0.369468675,0.000000000,0.095782197,0.755175270
1,1,98,0,6:62,404433221100620058303132333435363738393a3b3c3d3e3f4041424378563412,0.698085036,0.698085036,0.000000000,10,0.677880298,0.369889770,0.000000000,0.092519136,0.793638583
1,1,2,0,6:02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.694823783,0.694823783,0.000000000,10,0.687768372,0.356689812,0.000000000,0.095782197,0.755175270
1,1,226,0,6:e2,404433221100e20058303132333435363738393a3b3c3d3e3f4041424378563412,0.688166214,0.688166214,0.000000000,10,0.625762567,0.289351613,0.000000000,0.069523797,0.983426700
1,1,84,0,6:54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,0.677552808,0.677552808,0.000000000,10,0.627249125,0.383239475,0.000000000,0.103304131,0.586584520
1,1,52,0,6:34,404433221100340058303132333435363738393a3b3c3d3e3f4041424378563412,0.673327422,0.673327422,0.000000000,10,0.639124884,0.371873273,0.000000000,0.108049153,0.536355198
1,1,100,0,6:64,404433221100640058303132333435363738393a3b3c3d3e3f4041424378563412,0.668016555,0.668016555,0.000000000,10,0.624968475,0.372294369,0.000000000,0.109798792,0.556141154
1,1,210,0,6:d2,404433221100d20058303132333435363738393a3b3c3d3e3f4041424378563412,0.666699977,0.666699977,0.000000000,10,0.628043217,0.300296719,0.000000000,0.097757409,0.966874029
1,1,130,0,6:82,404433221100820058303132333435363738393a3b3c3d3e3f4041424378563412,0.663856572,0.663856572,0.000000000,10,0.635650640,0.276151654,0.000000000,0.097671636,0.966986347
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.662704518,0.662704518,0.000000000,10,0.634856548,0.359094410,0.000000000,0.114545642,0.506589189
1,1,116,0,6:74,404433221100740058303132333435363738393a3b3c3d3e3f4041424378563412,0.659104584,0.659104584,0.000000000,10,0.603202611,0.380972958,0.000000000,0.114602137,0.474456986
