packet_index,joint_byte_value,joint_byte_hex,joint_payload_hex,joint_score,joint_candidate_rank,joint_candidate_count,independent_byte_value,independent_byte_hex,independent_payload_hex,independent_score,score_gap_independent_minus_joint,expected_payload_hex,joint_app_exact,independent_app_exact,affine_slope,affine_intercept
1,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.694823783,4,256,82,52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0.700844220,0.006020437,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
2,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.746971398,4,256,35,23,404433221100230058303132333435363738393a3b3c3d3e3f4041424378563412,0.749386511,0.002415113,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
3,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.443395941,142,256,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.684134146,0.240738205,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
5,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.794454952,1,256,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.794454952,0.000000000,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
6,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.795934453,1,256,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.795934453,0.000000000,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
