packet_index,event_index,success,total_payload,correct_count,pre_block_correct_count,pre_template_correct_count,block_code_search_enabled,payload_template_known,byte_symbol_prior_known,byte_residual_candidates,byte_residual_unknown_bytes,byte_residual_symbol_known,prior_search_success,prior_search_selected,prior_search_payload_hex,prior_search_candidates,prior_search_known_symbols,prior_search_score,prior_search_signal_score,prior_search_prior_score,prior_search_margin,prior_search_phase_score,prior_search_amp_score,prior_search_profile_score,prior_search_line_rmse_pi,prior_search_line_r2,final_error_rate,initial_slope_pi,final_slope_pi,initial_line_r2,final_line_r2,preamble_anchors,header_anchors,header_method,header_rescue_score,header_rescue_visited,preamble_line_slope_pi,header_line_slope_pi,hough_line_slope_pi,hough_score,preamble_profile_quality,preamble_profile_anchors,preamble_line_r2,header_line_r2,refinement_rounds,round0_acc,round1_acc,round2_acc,payload_len,gt_bins_available,reconstructed_payload_hex,reconstructed_unknown_bytes
1,1,1,35,29,2,2,0,30,0,256,1,30,1,82,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.700844,0.700844,0.000000,0.002398,0.680161,0.380835,0.000000,0.092519,0.793639,0.1714,0.0214,0.0214,0.1474,0.1474,16,8,session_header_prior_forced,,,-0.0015,0.0214,0.0000,0.0000,0.0000,0,-0.0225,0.1474,2,0.0571,0.0571,,33,35,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0
2,2,1,35,28,1,1,0,30,0,256,1,30,1,35,404433221100230058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.749387,0.749387,0.000000,0.001008,0.749189,0.322622,0.000000,0.020961,0.990624,0.2000,-0.0705,-0.0705,0.4166,0.4166,16,8,session_header_prior_forced,,,-0.0045,-0.0705,0.0000,0.0000,0.0000,0,0.0580,0.4166,2,0.0286,0.0286,,33,35,404433221100230058303132333435363738393a3b3c3d3e3f4041424378563412,0
3,3,1,35,28,2,2,0,30,0,256,1,30,1,6,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.684134,0.684134,0.000000,0.005152,0.599517,0.389521,0.000000,0.090671,0.629364,0.2000,-0.0018,-0.0018,0.0041,0.0041,16,8,session_header_prior_forced,,,-0.0061,-0.0018,0.0000,0.0000,0.0000,0,0.0948,0.0041,2,0.0571,0.0571,,33,35,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0
5,5,1,35,30,2,2,0,30,0,256,1,30,1,6,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.794455,0.794455,0.000000,0.027962,0.869027,0.483171,0.000000,0.059735,0.924831,0.1429,-0.0810,-0.0810,0.5478,0.5478,16,8,session_header_prior_forced,,,-0.0102,-0.0810,0.0000,0.0000,0.0000,0,0.0518,0.5478,2,0.0286,0.0571,,33,35,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0
6,6,1,35,31,3,3,0,30,0,256,1,30,1,7,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,256,10,0.795934,0.795934,0.000000,0.018226,0.834109,0.612975,0.000000,0.081041,0.887779,0.1143,-0.0418,-0.0418,0.1986,0.1986,16,8,session_header_prior_forced,,,-0.0066,-0.0418,0.0000,0.0000,0.0000,0,0.0547,0.1986,2,0.0857,0.0857,,33,35,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0
