dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,predicted_phase_rad,predicted_fractional_bin,frequency_rmse_bins,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency
collector_low4_cr47,,42,7,0,8,803,803,803,803,803,803,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,-0.11045170306913515,-0.003398600932863723,0.16347227957268104,0.998403441398743,-0.013111473600135037,803|67|773|827|618|281|990|678,0.99840344|0.80532306|0.79765648|0.93394472|0.97530033|0.89135355|0.75035154|0.70241286
collector_low4_cr47,,42,7,1,9,711,711,711,711,711,711,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,-0.08856331008323232,-0.003398600932863723,0.16347227957268104,0.9882528105253938,-0.28835360294927576,711|915|874|464|786|698|435|687,0.98825281|0.91203877|0.94810578|0.90676792|0.97578924|0.97650301|0.78786637|0.82231424
collector_low4_cr47,,42,7,2,10,922,922,922,922,922,922,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,-0.06667491709732948,-0.003398600932863723,0.16347227957268104,0.9994641676007456,-0.20337767441579657,922|417|467|697|757|252|865|864,0.99946417|0.86360669|0.67305467|0.9178733|0.78123309|0.99204488|0.85251815|0.81981658
collector_low4_cr47,,42,7,3,11,718,718,718,718,718,718,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,-0.044786524111426584,-0.003398600932863723,0.16347227957268104,0.9968331891703189,0.008889339524144578,718|688|581|397|686|601|286|931,0.99683319|0.80160467|0.86166665|0.69695006|0.72494973|0.88735526|0.88685045|0.86334003
collector_low4_cr47,,42,7,4,12,756,756,756,756,756,756,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,-0.022898131125523746,-0.003398600932863723,0.16347227957268104,0.9969401760714696,0.05733680611254093,756|614|535|460|863|561|1019|302,0.99694018|0.80186305|0.94530241|0.43509315|0.82013571|0.95287716|0.93799921|0.89033538
collector_low4_cr47,,42,7,5,13,109,109,109,109,109,109,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,-0.0010097381396209082,-0.003398600932863723,0.16347227957268104,0.975055026056403,-0.2225109739424962,109|834|459|975|898|132|564|169,0.97505503|0.99143418|0.81954059|0.99732274|0.89056113|0.84712458|0.88215058|0.95603624
collector_low4_cr47,,42,7,6,14,932,932,932,932,932,932,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.02087865484628193,-0.003398600932863723,0.16347227957268104,0.9984131641186064,0.3917601805021643,932|145|805|907|31|80|687|599,0.99841316|0.94296392|0.83733443|0.73772377|0.99906617|0.94884274|0.99073303|0.80222145
collector_low4_cr47,,42,7,7,15,468,468,468,468,468,468,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.04276704783218488,-0.003398600932863723,0.16347227957268104,0.9776442478672376,-0.2759640618810717,468|495|325|578|912|408|51|82,0.97764425|0.92645753|0.58599075|0.76672521|0.84922941|0.75337666|0.86563497|0.87465297
collector_low4_cr47,,42,7,8,16,89,89,89,89,89,89,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.06465544081808772,-0.003398600932863723,0.16347227957268104,0.9824485873433361,-0.5297492928297871,89|734|594|803|271|628|577|801,0.98244859|0.93516123|0.50141549|0.73191633|0.60779867|0.97792374|0.98809995|0.95216239
collector_low4_cr47,,42,7,9,17,713,713,713,713,713,713,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.08654383380399056,-0.003398600932863723,0.16347227957268104,0.9790832833405408,0.21922820075647356,713|828|808|243|792|208|110|109,0.97908328|0.95952453|0.89618562|0.84636033|0.93110628|0.88805204|0.91320377|0.89060822
collector_low4_cr47,,42,7,10,18,865,865,865,865,865,865,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.1084322267898934,-0.003398600932863723,0.16347227957268104,0.9845144362188132,0.695925164476065,865|122|4|759|957|669|925|365,0.98451444|0.93644907|0.96247799|0.72987807|0.90599737|0.23162184|0.94705544|0.94148266
collector_low4_cr47,,42,7,11,19,92,92,92,92,92,92,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.13032061977579623,-0.003398600932863723,0.16347227957268104,0.9760438415287865,-0.612740586515663,92|814|794|1004|792|890|387|1008,0.97604384|0.94216008|0.64965849|0.87524179|0.85224993|0.83205635|0.90817397|0.90844089
collector_low4_cr47,,42,7,12,20,645,645,645,645,645,645,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.15220901276169918,-0.003398600932863723,0.16347227957268104,0.986110312219015,-0.2451345675339476,645|263|913|243|577|199|890|697,0.98611031|0.81724142|0.91195137|0.80281426|0.82319673|0.97065255|0.93136699|0.88057832
collector_low4_cr47,,42,7,13,21,426,426,426,426,426,426,1,1,8,0.3719036094329046,0.10937239897932753,0.03281171969379826,0.17409740574760202,-0.003398600932863723,0.16347227957268104,0.9883748857501232,-0.07440802459182813,426|642|854|522|402|31|124|296,0.98837489|0.98060142|0.89420743|0.90636701|0.84019169|0.70130853|0.86677829|0.98468164
