target_snr_db,packet_index,event_index,frame_index,candidate_label,candidate_kind,candidate_value,payload_symbol_count,target_gt_hit_rate,target_argmax_hit_rate,argmax_gt_hit_rate,phase_slope_pi_per_symbol,linear_fit_r2,linear_fit_rmse_pi,residual_std_pi,residual_peak_to_peak_pi,residual_quad_r2,target_amp_mean,target_amp_std,target_amp_cv,target_energy_ratio_mean,target_energy_ratio_std,target_rank_mean,target_rank_median,target_rank_min,target_rank_max,target_amp_vs_gt_db_mean,target_power_vs_gt_db_mean,target_power_vs_argmax_db_mean,gt_energy_ratio_mean,cfo_frac,sto_frac,sfo_hat
-27.0,1,1,0,argmax,argmax,0,35,0.02857142857142857,1.0,0.02857142857142857,-0.11981932209811484,0.6953008508893765,0.8010805444598701,0.6300591211466351,1.9471376535352154,0.0020142579962251217,16.796328722038425,0.9369949636809799,0.05578570050558435,0.007348215624481823,0.0007878383251089131,1.0,1.0,1,1,7.238612048373976,7.2386119282501795,0.0,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,fix0000,fixed,0,35,0.0,0.0,0.02857142857142857,-0.07560135950749751,0.214084470012194,1.4629350476945073,0.5710223383997773,1.9319044225679727,0.013509268644590455,4.981369230473633,2.4614647413661337,0.4941341682339206,0.0008079634977239226,0.0007746376833006773,556.9142857142857,638.0,34,967,-4.453912689876546,-4.453912716908375,-11.692524645158556,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,fix0256,fixed,256,35,0.0,0.0,0.02857142857142857,-0.07532642110128762,0.5154258913647087,0.737639911584287,0.5591557156246684,1.98809728112857,0.11293654979313528,4.721969280572334,2.5534832806471393,0.5407666015856927,0.000745231863066544,0.000709207195402605,581.2857142857143,605.0,48,1016,-5.516542841893802,-5.516542912992637,-12.755154841242819,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,fix0512,fixed,512,35,0.0,0.0,0.02857142857142857,0.20656461498821752,0.8720722550920911,0.7990282809035857,0.5692933300858656,1.957870423479814,0.09711611880366833,5.155230880738534,2.5207087902994725,0.48896137701952114,0.0008507301824504852,0.000751395868867321,535.4857142857143,614.0,35,1004,-4.243706041940887,-4.243706196428913,-11.482318124679095,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,fix0768,fixed,768,35,0.0,0.0,0.02857142857142857,-0.09559540055043458,0.688052252785101,0.6500807400692156,0.5407809527851388,1.8710421819947047,0.058755973773022885,6.477569049751382,3.0465353381889506,0.4703207815755945,0.001327125448027889,0.001359875046664112,409.42857142857144,385.0,2,906,-1.9724471884462267,-1.9724472530138841,-9.211059181264066,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,gt,gt,0,35,1.0,0.02857142857142857,0.02857142857142857,-0.04786782978770523,0.6599361618671242,0.3470348475531025,0.3470348475531025,1.5481875989838174,0.13740470104431146,8.598744210587208,4.2406013377243115,0.49316519178498985,0.002403601184630974,0.002034948580487072,288.0857142857143,184.0,1,977,0.0,0.0,-7.2386119282501795,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,off+1,offset,1,35,0.0,0.0,0.02857142857142857,0.17976349470558267,0.8313708620027671,0.8176557565946523,0.6530935994816471,1.960835343583457,0.09924758794731758,5.440995809759575,2.4206280640308644,0.4448869561136138,0.0009239767119680412,0.0007638312835565546,499.34285714285716,549.0,45,986,-3.5560622447830643,-3.5560623278831947,-10.794674256133375,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,off+16,offset,16,35,0.0,0.0,0.02857142857142857,-0.2293319071550812,0.8285521008373193,1.0535878194885586,0.6238500754308788,1.8901139839993188,0.13672371218997492,5.83186853217146,3.069803895907209,0.5263842761496866,0.001130967750574023,0.0010923736701576804,474.42857142857144,383.0,6,1010,-3.5004874377940585,-3.500487620790888,-10.73909954904107,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,off+256,offset,256,35,0.0,0.0,0.02857142857142857,-0.15128521585685403,0.6865561532245349,1.0323772307035246,0.5654811722344072,1.9446591965727404,0.011036485688489583,5.894381606077692,2.54526435338384,0.43181193948478325,0.001062217074542116,0.0008386566465069944,456.7142857142857,453.0,32,978,-2.785080230438844,-2.785080312404103,-10.023692240654285,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,off+4,offset,4,35,0.0,0.0,0.02857142857142857,0.02524877429717775,0.0856312762351149,0.8332682972957467,0.5898506999609339,1.9857753250105505,0.007381249576286497,5.541540599100804,2.6900807013303742,0.48543913975237846,0.0009850371990278077,0.0009085663959876554,496.7142857142857,428.0,25,997,-3.588638834308864,-3.5886389463002657,-10.827250874550447,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,off+64,offset,64,35,0.0,0.0,0.02857142857142857,0.0030733053350714586,0.003741569736154582,0.50648300635985,0.48911770607890753,1.7094283691272154,0.006588943517680135,5.901689869689973,3.321110105200064,0.562738838964869,0.0011936012913797843,0.0013053018425723156,478.85714285714283,438.0,2,980,-3.407413130335593,-3.407413182159962,-10.646025110410143,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-27.0,1,1,0,off-1,offset,-1,35,0.0,0.0,0.02857142857142857,-0.04523073694079483,0.2595337032997971,0.7715951970820437,0.5606675536351695,1.944137208698682,0.02918473803227728,4.941221174302963,2.4530432844452204,0.4964447447125782,0.0007936794222265283,0.0006740219006658036,548.1714285714286,510.0,55,1006,-4.8671922297275545,-4.867192339354142,-12.105804267604322,0.002403601184630974,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
