method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations
savaux,0,70,25,0.35714285714285715,0,0,0.40743200001088553,5.820457143012651,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4
hamming_12,12,70,23,0.32857142857142857,4,2,1.0139122000218777,14.484460000312538,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4
information_12,12,70,22,0.3142857142857143,4,1,1.0582683000066027,15.118118571522896,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4
lora_information_12,12,70,24,0.34285714285714286,3,2,0.9991066999973555,14.272952857105079,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4
savaux,0,70,21,0.3,0,0,0.17145579998759786,2.449368571251398,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
hamming_12,12,70,18,0.2571428571428571,3,0,1.1078949000111606,15.827070000159438,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
information_12,12,70,15,0.21428571428571427,6,0,1.1011561999875994,15.730802856965706,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
lora_information_12,12,70,19,0.2714285714285714,4,2,1.1584240999764006,16.54891571394858,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
savaux,0,70,23,0.32857142857142857,0,0,0.15911899999991874,2.2731285714274105,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
hamming_12,12,70,19,0.2714285714285714,4,0,0.9829831999959424,14.042617142799177,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
information_12,12,70,19,0.2714285714285714,4,0,0.9638107000173477,13.76872428596211,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
lora_information_12,12,70,18,0.2571428571428571,5,0,0.995581899973331,14.222598571047586,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
