dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,snr_label,added_snr_db,seed,added_awgn_power,savaux_bin,savaux_correct,savaux_margin_db,white_ml_bin,white_ml_matches_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux,covariance_model
collector_low4_train_low1,7,0,34,42,30555575,1022,clean,,0,0.0,1022,1,8.941191004919029,1022,1,1022,1,9.244081532329538,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,35,43,30559671,720,clean,,0,0.0,720,1,5.642069529628273,720,1,720,1,6.071430709196239,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,36,44,30563767,314,clean,,0,0.0,314,1,12.744567026601981,314,1,314,1,13.296247532472504,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,37,45,30567863,602,clean,,0,0.0,602,1,13.07419878632933,602,1,602,1,13.19276265627158,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,38,46,30571959,7,clean,,0,0.0,7,1,12.274876152982745,7,1,7,1,12.654666010544616,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,39,47,30576055,414,clean,,0,0.0,414,1,10.73087730735999,414,1,414,1,10.37338667336437,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,40,48,30580151,807,clean,,0,0.0,807,1,12.481843237168684,807,1,807,1,12.684899830286218,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,41,49,30584247,195,clean,,0,0.0,195,1,11.64333692775891,195,1,195,1,11.790329714261564,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,42,50,30588343,826,clean,,0,0.0,826,1,12.73483856218096,826,1,826,1,13.471693716875217,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,43,51,30592439,928,clean,,0,0.0,928,1,10.515289945003818,928,1,928,1,11.260623244340401,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,44,52,30596535,761,clean,,0,0.0,761,1,10.743007395349661,761,1,761,1,10.748242624134692,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,45,53,30600631,590,clean,,0,0.0,590,1,11.695201351493903,590,1,590,1,12.111628951896376,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,46,54,30604727,383,clean,,0,0.0,383,1,7.761653552927388,383,1,383,1,7.442260052629566,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,47,55,30608823,267,clean,,0,0.0,267,1,5.236635832140974,267,1,267,1,5.455007249456413,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,48,56,30612919,314,clean,,0,0.0,314,1,12.722906008507067,314,1,314,1,12.5470041564677,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,0,8,30416310,803,10,10.0,101,2.0762477987584387e-08,803,1,13.05410496712451,803,1,803,1,13.378445040985001,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,1,9,30420406,711,10,10.0,101,2.0762477987584387e-08,711,1,11.077601290959436,711,1,711,1,10.692986232261132,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,2,10,30424502,922,10,10.0,101,2.0762477987584387e-08,922,1,12.309538103321977,922,1,922,1,12.50520483181081,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,3,11,30428598,718,10,10.0,101,2.0762477987584387e-08,718,1,12.955266981059278,718,1,718,1,13.469411779812482,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,4,12,30432694,756,10,10.0,101,2.0762477987584387e-08,756,1,12.920120948364929,756,1,756,1,12.264600166342417,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,5,13,30436790,109,10,10.0,101,2.0762477987584387e-08,109,1,12.589893310407161,109,1,109,1,12.336541011298468,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,6,14,30440886,932,10,10.0,101,2.0762477987584387e-08,932,1,10.30514937337038,932,1,932,1,10.756035879780919,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,7,15,30444982,468,10,10.0,101,2.0762477987584387e-08,468,1,12.908313944775127,468,1,468,1,13.2269967854986,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,8,16,30449078,89,10,10.0,101,2.0762477987584387e-08,89,1,10.663712459160577,89,1,89,1,10.504456107752954,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,9,17,30453174,713,10,10.0,101,2.0762477987584387e-08,713,1,6.838958412509397,713,1,713,1,7.337340253387473,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,10,18,30457270,865,10,10.0,101,2.0762477987584387e-08,865,1,8.081424900179524,865,1,865,1,8.548804567499944,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,11,19,30461366,92,10,10.0,101,2.0762477987584387e-08,92,1,11.952218022184342,92,1,92,1,12.1864451854068,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,12,20,30465462,645,10,10.0,101,2.0762477987584387e-08,645,1,9.802542562307035,645,1,645,1,10.434267204032315,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,13,21,30469558,426,10,10.0,101,2.0762477987584387e-08,426,1,10.257081428852883,426,1,426,1,10.556230721366644,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,14,22,30473654,765,10,10.0,101,2.0762477987584387e-08,765,1,11.353992351001516,765,1,765,1,11.45911712174437,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,15,23,30477750,1023,10,10.0,101,2.0762477987584387e-08,1023,1,13.846818857565918,1023,1,1023,1,13.8434539713869,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,16,24,30481846,597,10,10.0,101,2.0762477987584387e-08,597,1,11.116434957438832,597,1,597,1,11.395082078531924,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,17,25,30485942,562,10,10.0,101,2.0762477987584387e-08,562,1,11.552823696092755,562,1,562,1,11.407052598887235,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,18,26,30490038,827,10,10.0,101,2.0762477987584387e-08,827,1,13.895714721027232,827,1,827,1,14.003714098199278,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,19,27,30494134,890,10,10.0,101,2.0762477987584387e-08,890,1,12.629982419883053,890,1,890,1,13.11350917693317,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,20,28,30498230,174,10,10.0,101,2.0762477987584387e-08,174,1,12.2135620525601,174,1,174,1,12.859549159100547,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,21,29,30502326,267,10,10.0,101,2.0762477987584387e-08,267,1,8.649423433870211,267,1,267,1,8.455789984348264,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,22,30,30506422,917,10,10.0,101,2.0762477987584387e-08,917,1,7.723065063563728,917,1,917,1,7.640215237904203,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,23,31,30510518,656,10,10.0,101,2.0762477987584387e-08,656,1,10.928835166111563,656,1,656,1,10.61115833667986,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,24,32,30514614,889,10,10.0,101,2.0762477987584387e-08,889,1,11.087008084993553,889,1,889,1,11.972499269513078,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,25,33,30518710,66,10,10.0,101,2.0762477987584387e-08,66,1,13.859219073004914,66,1,66,1,13.744071299923728,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,26,34,30522806,586,10,10.0,101,2.0762477987584387e-08,586,1,11.319969189484137,586,1,586,1,11.248489680927989,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,27,35,30526902,425,10,10.0,101,2.0762477987584387e-08,425,1,12.013518426484268,425,1,425,1,12.025513889516903,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,28,36,30530998,860,10,10.0,101,2.0762477987584387e-08,860,1,11.500650685646193,860,1,860,1,11.892735334172883,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,29,37,30535095,553,10,10.0,101,2.0762477987584387e-08,553,1,11.82948968535434,553,1,553,1,12.116928418503894,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,30,38,30539191,629,10,10.0,101,2.0762477987584387e-08,629,1,10.739820779173064,629,1,629,1,9.26127746829421,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,31,39,30543287,759,10,10.0,101,2.0762477987584387e-08,759,1,9.221691892202115,759,1,759,1,9.811793157631001,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,32,40,30547383,494,10,10.0,101,2.0762477987584387e-08,494,1,11.381851157591056,494,1,494,1,11.684027082770609,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,33,41,30551479,303,10,10.0,101,2.0762477987584387e-08,303,1,10.394087169808696,303,1,303,1,9.88312172640346,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,34,42,30555575,1022,10,10.0,101,2.0762477987584387e-08,1022,1,8.108023973072193,1022,1,1022,1,8.364189397943631,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,35,43,30559671,720,10,10.0,101,2.0762477987584387e-08,720,1,5.841620518582735,720,1,720,1,6.0195696886666,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,36,44,30563767,314,10,10.0,101,2.0762477987584387e-08,314,1,11.97956427163536,314,1,314,1,12.025067272609295,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,37,45,30567863,602,10,10.0,101,2.0762477987584387e-08,602,1,12.384252228830617,602,1,602,1,12.977865209279615,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,38,46,30571959,7,10,10.0,101,2.0762477987584387e-08,7,1,11.698918009321703,7,1,7,1,11.920733907024276,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,39,47,30576055,414,10,10.0,101,2.0762477987584387e-08,414,1,10.580529212853381,414,1,414,1,10.544326722873897,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,40,48,30580151,807,10,10.0,101,2.0762477987584387e-08,807,1,12.363414558608905,807,1,807,1,12.572951040296696,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,41,49,30584247,195,10,10.0,101,2.0762477987584387e-08,195,1,11.957039517280254,195,1,195,1,11.918313613492062,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,42,50,30588343,826,10,10.0,101,2.0762477987584387e-08,826,1,13.082015886555014,826,1,826,1,12.180206323395616,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,43,51,30592439,928,10,10.0,101,2.0762477987584387e-08,928,1,9.660508655714871,928,1,928,1,10.397560933423271,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,44,52,30596535,761,10,10.0,101,2.0762477987584387e-08,761,1,11.242650406888966,761,1,761,1,11.318591056548861,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,45,53,30600631,590,10,10.0,101,2.0762477987584387e-08,590,1,10.73271105346999,590,1,590,1,11.645492933824254,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,46,54,30604727,383,10,10.0,101,2.0762477987584387e-08,383,1,6.993103693185655,383,1,383,1,6.874381986616086,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,47,55,30608823,267,10,10.0,101,2.0762477987584387e-08,267,1,5.143749093124178,267,1,267,1,5.35861236431457,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,48,56,30612919,314,10,10.0,101,2.0762477987584387e-08,314,1,12.54910518482123,314,1,314,1,11.922553894484555,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,0,8,30416310,803,10,10.0,202,2.0762477987584387e-08,803,1,12.934394271224598,803,1,803,1,13.608194659814137,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,1,9,30420406,711,10,10.0,202,2.0762477987584387e-08,711,1,11.331767459571907,711,1,711,1,11.537369194010235,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,2,10,30424502,922,10,10.0,202,2.0762477987584387e-08,922,1,11.787709951519092,922,1,922,1,11.989577542979692,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,3,11,30428598,718,10,10.0,202,2.0762477987584387e-08,718,1,11.152597697781022,718,1,718,1,12.272185420824497,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,4,12,30432694,756,10,10.0,202,2.0762477987584387e-08,756,1,13.413428617072379,756,1,756,1,13.959083657213593,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,5,13,30436790,109,10,10.0,202,2.0762477987584387e-08,109,1,10.765922047876465,109,1,109,1,11.333990044709557,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,6,14,30440886,932,10,10.0,202,2.0762477987584387e-08,932,1,10.996133046256432,932,1,932,1,11.351956017055794,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,7,15,30444982,468,10,10.0,202,2.0762477987584387e-08,468,1,13.116037955618314,468,1,468,1,12.680818298855874,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,8,16,30449078,89,10,10.0,202,2.0762477987584387e-08,89,1,10.944591872479567,89,1,89,1,11.014078505076004,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,9,17,30453174,713,10,10.0,202,2.0762477987584387e-08,713,1,7.280522498546526,713,1,713,1,7.735879918544583,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,10,18,30457270,865,10,10.0,202,2.0762477987584387e-08,865,1,8.219633667749159,865,1,865,1,8.558656099693527,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,11,19,30461366,92,10,10.0,202,2.0762477987584387e-08,92,1,11.107907404208282,92,1,92,1,11.76433372591093,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,12,20,30465462,645,10,10.0,202,2.0762477987584387e-08,645,1,10.767822171692051,645,1,645,1,11.614593416531584,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,13,21,30469558,426,10,10.0,202,2.0762477987584387e-08,426,1,10.584407790790337,426,1,426,1,11.023697478641061,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,14,22,30473654,765,10,10.0,202,2.0762477987584387e-08,765,1,11.69888609036227,765,1,765,1,11.82345222024102,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,15,23,30477750,1023,10,10.0,202,2.0762477987584387e-08,1023,1,13.59310194961978,1023,1,1023,1,13.326122529102783,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,16,24,30481846,597,10,10.0,202,2.0762477987584387e-08,597,1,10.942071352177955,597,1,597,1,12.00522913748921,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,17,25,30485942,562,10,10.0,202,2.0762477987584387e-08,562,1,11.771036607919248,562,1,562,1,12.343649927640465,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,18,26,30490038,827,10,10.0,202,2.0762477987584387e-08,827,1,13.016269936552792,827,1,827,1,13.113102218749187,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,19,27,30494134,890,10,10.0,202,2.0762477987584387e-08,890,1,11.799936217902873,890,1,890,1,11.971906677762064,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,20,28,30498230,174,10,10.0,202,2.0762477987584387e-08,174,1,10.912759020218745,174,1,174,1,11.295156043882933,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,21,29,30502326,267,10,10.0,202,2.0762477987584387e-08,267,1,8.458121725489377,267,1,267,1,9.00274927640429,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,22,30,30506422,917,10,10.0,202,2.0762477987584387e-08,917,1,7.542012412239759,917,1,917,1,7.058648481722127,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,23,31,30510518,656,10,10.0,202,2.0762477987584387e-08,656,1,10.668418103604605,656,1,656,1,10.987027763930579,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,24,32,30514614,889,10,10.0,202,2.0762477987584387e-08,889,1,11.170697220297656,889,1,889,1,11.610407130420109,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,25,33,30518710,66,10,10.0,202,2.0762477987584387e-08,66,1,12.690530145644573,66,1,66,1,12.493622722081243,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,26,34,30522806,586,10,10.0,202,2.0762477987584387e-08,586,1,12.24503172739433,586,1,586,1,11.714732276815678,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,27,35,30526902,425,10,10.0,202,2.0762477987584387e-08,425,1,11.108987409366229,425,1,425,1,11.191333097422762,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,28,36,30530998,860,10,10.0,202,2.0762477987584387e-08,860,1,12.503195272365247,860,1,860,1,12.17265051723903,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,29,37,30535095,553,10,10.0,202,2.0762477987584387e-08,553,1,12.102412425618848,553,1,553,1,12.542756590476946,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,30,38,30539191,629,10,10.0,202,2.0762477987584387e-08,629,1,10.873151474453714,629,1,629,1,9.373675036755305,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,31,39,30543287,759,10,10.0,202,2.0762477987584387e-08,759,1,9.475037291349294,759,1,759,1,10.281139546486195,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,32,40,30547383,494,10,10.0,202,2.0762477987584387e-08,494,1,10.901509154674269,494,1,494,1,11.204550918177365,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,33,41,30551479,303,10,10.0,202,2.0762477987584387e-08,303,1,10.130803165887727,303,1,303,1,9.683203182282867,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,34,42,30555575,1022,10,10.0,202,2.0762477987584387e-08,1022,1,8.46670155370793,1022,1,1022,1,8.54535854853037,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,35,43,30559671,720,10,10.0,202,2.0762477987584387e-08,720,1,5.326707328093978,720,1,720,1,5.803735081254055,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,7,0,36,44,30563767,314,10,10.0,202,2.0762477987584387e-08,314,1,11.962455986534398,314,1,314,1,12.383988016207425,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
