packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,1126400,1273856,33,232,232,1.4404473592854248,1129522,3122,4084,-12,7.718782076330538,0.005300566959195605,1,1133514,1272778,1281994,260.49939320376774,4058,-38,31,4082,4090,24,32,0,0,4081,4081,0,3.9144797157149442,1.733237290396438,0,38,152,1133666,1272930,1282146,1133667,1282535,-27.96875,895,31,32,24,32,24,32,0,0,-53,-53,-53.0,28,0.3072646379182272,0.15610168949470798,-0.1260763239551764,-0.1260763239551764,-1,97,195,97.30726463791822,11878.328202870876,0.02494034873844531,0.09976139495378124,2.4355809314887998e-05,124996.95552383564,-0.3279851643249265,-0.221988682186534,-1,660,429,636,0,0.028011317813465997,-25.928571428571427,510,9,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.41348296718620303|-0.13098930144202886|0.3072646379182272|0.3206041680979141,0.41691839395660313|0.40538842248016843|0.15610168949470798|0.40733557788627806,0.007075342819904134|-0.12074075533765294|-0.1260763239551764|0.027669588562913097,0.007075342819904134|-0.12074075533765294|-0.1260763239551764|0.027669588562913097,0|0|-1|0,148|-108|97|97,296|-215|195|195,147.5865170328138|-108.13098930144203|97.30726463791822|97.32060416809792,18015.93225498215|-13199.583654961185|11878.328202870876|11879.956563488515,0.037827177832892606|-0.027714524631290247|0.02494034873844531|0.02494376772813664,0.15130871133157042|-0.11085809852516099|0.09976139495378124|0.09977507091254656,3.6940603352434185e-05|-2.706496546024438e-05|2.4355809314887998e-05|2.4359148172008437e-05,124995.38242458094|125003.38312068254|124996.95552383564|124996.9551064785,0.21754503347246756|-0.007605543538940829|-0.3279851643249265|-0.1741298441367145,0.3783105392622612|-0.12539227322192437|-0.221988682186534|-0.0681188312921337,2|-1|-1|0,24|24|660|731,147|99|429|53,0|0|636|707,0|0|0|0,-0.12168946073773879|0.12460772677807563|0.028011317813465997|-0.0681188312921337,1133664|1133665|1133667|1133667,1282734|1281714|1282535|1282535,,,,,,
1,1,2621440,2777088,35,4020,-76,6.7567318478499665,2625516,4076,4015,-81,5.024948180456511,0.003549765194589802,1,2633928,2773192,2782408,275.5694549808526,4070,-26,32,4094,6,24,32,0,0,4069,4069,0,4.30103659045308,3.9241152260117396,0,26,104,2634032,2773296,2782512,2634034,2782958,5.46875,175,31,32,297,684,24,32,273,652,-53,-53,-53.0,28,0.4330478573924529,-0.011814259862799915,-0.431984358865634,-0.431984358865634,-2,111,223,111.43304785739245,13602.666974779351,0.02856085909816292,0.11424343639265168,2.7891463963049726e-05,124996.51356700461,0.4819631322755794,-0.39665321655722807,-2,302,410,278,0,0.10334678344277193,15.142857142857142,460,2,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.4376397716245533|-0.10874145115708493|0.4330478573924529|-0.029653977628910103,-0.4904856724583624|0.40246983235944|-0.011814259862799915|-0.33892797632047567,0.06584697525102001|0.43109259658913907|-0.431984358865634|-0.3589684325632898,0.06584697525102001|0.43109259658913907|-0.431984358865634|-0.3589684325632898,0|2|-2|-1,111|-27|111|8,223|-53|223|16,111.43763977162455|-27.108741451157083|111.43304785739245|7.97034602237109,13603.227511184637|-3309.1725404244485|13602.666974779351|972.942629683971,0.028562036029225073|-0.0069481088402596584|0.02856085909816292|0.0020428403789140583,0.11424814411690029|-0.027792435361038634|0.11424343639265168|0.008171361515656233,2.789261330979011e-05|-6.785262539316073e-06|2.7891463963049726e-05|1.99496130753326e-06,124996.51342333628|125000.84815781743|124996.51356700461|124999.75062983656,-0.02016787181377766|0.20875311370083005|0.4819631322755794|-0.29359754043803993,0.10122078131042889|0.1792236511297265|-0.39665321655722807|-0.28491546882765517,0|1|-2|-1,302|318|302|319,410|411|410|435,278|294|278|295,0|0|0|0,0.10122078131042889|-0.07077634887027351|0.10334678344277193|-0.03491546882765517,2634030|2634029|2634034|2634034,2782954|2782402|2782958|2782546,,,,,,
2,2,5627904,5775360,33,333,333,3.515437100880946,5630576,2672,4073,-23,9.186547910030649,0.010553287273097022,1,5634584,5773848,5783064,285.30057212152883,4051,-45,31,4075,4083,24,32,0,0,4088,4088,0,5.065634419729065,5.586311284968762,0,45,180,5634764,5774028,5783244,5634766,5783583,-36.65625,1173,31,32,24,32,24,32,0,0,-53,-53,-53.0,28,-0.3533012981589223,-0.15480597012827002,-0.4755250028007264,-0.4755250028007264,-2,85,170,84.64669870184107,10332.848962627084,0.021695381049272367,0.08678152419708947,2.1186895555930046e-05,124997.35163805551,0.21872719077598934,0.31093256023539695,1,24,640,0,0,0.06093256023539695,-8.035714285714286,483,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.4008192806889638|0.09718901789592471|-0.3533012981589223|0.39655585998627707,-0.4476311879606101|0.07722548200672631|-0.15480597012827002|0.3362095811553903,0.4961317811128289|0.14457671034030145|-0.4755250028007264|-0.03242641801625734,-0.4476311879606101|0.14457671034030145|-0.4755250028007264|-0.03242641801625734,-2|1|-2|0,-248|-27|85|-248,-495|-53|170|-495,-247.59918071931105|-26.902810982104075|84.64669870184107|-247.60344414001372,-30224.509365150276|-3284.0345437138762|10332.848962627084|-30225.02980224777,-0.06346093416016789|-0.006895327809643242|0.021695381049272367|-0.0634620268966613,-0.25384373664067156|-0.027581311238572968|0.08678152419708947|-0.2538481075866452,-6.197356851578895e-05|-6.7337185641047284e-06|2.1186895555930046e-05|-6.19746356412708e-05,125007.74669606448|125000.8417148205|124997.35163805551|125007.74682945515,-0.47838108108598254|-0.07607377956828232|0.21872719077598934|-0.063211278709419,0.25190994873330386|-0.10537892275926608|0.31093256023539695|-0.33292489302022954,1|0|1|-1,560|24|24|418,3|32|640|32,536|0|0|394,0|1|0|0,0.0019099487333038567|-0.10537892275926608|0.06093256023539695|-0.08292489302022954,5634764|5634762|5634766|5634765,5782249|5783135|5783583|5782254,,,,,,
3,3,7122944,7278592,35,25,25,6.0569921043938235,7126918,3974,4091,-5,9.27584215290253,0.013683569152433466,1,7135043,7274307,7283523,378.2717736529359,4074,-22,32,2,10,24,32,0,0,4065,4065,0,11.789005856239015,14.035717563130122,1,22,88,7135131,7274395,7283611,7135130,7283503,0.0,0,32,32,24,32,24,32,0,0,-53,-53,-53.0,28,0.38392945767970926,0.15302997807853777,0.2905100448389303,0.2905100448389303,1,-27,-54,-26.61607054232029,-3249.032048623082,-0.006821834770945327,-0.02728733908378131,-6.661948018501296e-06,125000.83274350232,0.07221133216867981,0.04321853439216217,0,24,32,0,1,0.04321853439216217,0.0,0,28,28,2,0|1|2|3,1|1|1|1,1|1|1|1,0.38642825619189575|0.3840899817757338|0.38392945767970926|0.38545414327560723,-0.32064077116285716|-0.08318369576195082|0.15302997807853777|0.4217376417318972,-0.21746367716056522|0.005464483671392365|0.2905100448389303|-0.47784714352536706,-0.21746367716056522|0.005464483671392365|0.2905100448389303|0.4217376417318972,-1|0|1|2,-27|-27|-27|-27,-54|-54|-54|-54,-26.613571743808105|-26.615910018224266|-26.61607054232029|-26.614545856724394,-3248.7270195078254|-3249.012453396517|-3249.032048623082|-3248.845929775927,-0.006821194316128795|-0.006821793627799945|-0.006821834770945327|-0.006821443986242668,-0.02728477726451518|-0.02728717451119978|-0.02728733908378131|-0.027285775944970673,-6.6613225743445264e-06|-6.661907839648384e-06|-6.661948018501296e-06|-6.661566392815106e-06,125000.83266532181|125000.83273847995|125000.83274350232|125000.8326957991,-0.43574189527668666|-0.2128329124182059|0.07221133216867981|0.20345143417213185,-0.464731971120234|-0.24182553533635565|0.04321853439216217|0.17446029723060041,-2|-1|0|1,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,0.03526802887976599|0.008174464663644354|0.04321853439216217|-0.07553970276939959,7135130|7135130|7135130|7135130,7283503|7283503|7283503|7283503,,,,,,
4,4,8622080,8773632,34,3814,-282,0.9941138891602748,8626170,4090,3812,-284,7.464511353225479,0.00978760811575987,1,8634842,8774106,8783322,348.33108087841293,3932,-164,32,3956,3964,24,32,0,0,111,111,0,10.561271753188326,9.218481641438968,1,164,656,8635498,8774762,8783978,8635497,8783870,0.0,0,32,32,24,32,24,32,0,0,-53,-53,-53.0,28,0.3714773104614319,0.08662001959896172,0.1852363170386325,0.1852363170386325,1,-27,-54,-26.628522689538567,-3250.5520861253135,-0.0068250263198530265,-0.027300105279412106,-6.665064765481471e-06,125000.83313309569,-0.03316452519666435,-0.06217088705603968,0,24,32,0,1,-0.06217088705603968,0.0,0,28,28,2,0|1|2|3,1|1|1|1,1|1|1|1,0.3712275715257042|0.37054999378015774|0.3714773104614319|0.37189187750680086,-0.39918753629729054|-0.11270211909702495|0.08662001959896172|0.3548745995748498,-0.31092626347617625|-0.04160203170100302|0.1852363170386325|0.45001733632010565,-0.31092626347617625|-0.04160203170100302|0.1852363170386325|0.45001733632010565,-1|0|1|2,-27|-27|-27|-27,-54|-54|-54|-54,-26.628772428474296|-26.62945000621984|-26.628522689538567|-26.6281081224932,-3250.582571835241|-3250.665283962383|-3250.5520861253135|-3250.501479796533,-0.00682509032921732|-0.0068252639958529425|-0.0068250263198530265|-0.006824920064202686,-0.02730036131686928|-0.02730105598341177|-0.027300105279412106|-0.027299680256810743,-6.665127274626289e-06|-6.665296870950139e-06|-6.665064765481471e-06|-6.664961000197935e-06,125000.83314090932|125000.83316210886|125000.83313309569|125000.83312012503,0.47067084598886955|-0.26001047956829715|-0.03316452519666435|0.23161989426561969,0.44166421208969586|-0.28901785155067217|-0.06217088705603968|0.20261398399275832,2|-1|0|1,23|24|24|24,31|32|32|32,-1|0|0|0,1|1|1|1,-0.05833578791030414|-0.03901785155067217|-0.06217088705603968|-0.04738601600724168,8635497|8635497|8635497|8635497,8783870|8783870|8783870|8783870,,,,,,
5,5,10133504,10280960,33,434,434,1.261232633392881,10135754,2250,4069,-27,15.994679076260535,0.04894383306712889,1,10135763,10275027,10284243,363.2174809117573,4071,-25,32,4095,7,24,32,0,0,4068,4068,0,11.424473525347242,11.074438445176753,1,25,100,10135863,10275127,10284343,10135862,10284235,0.0,0,32,32,24,32,24,32,0,0,-53,-53,-53.0,28,0.3577615418966756,0.14883258450478826,0.2831026053262736,0.2831026053262736,1,-27,-54,-26.642238458103325,-3252.226374280191,-0.0068285417413633705,-0.027314166965453482,-6.6684977943001665e-06,125000.8335622243,0.06458926960264577,0.0355679672018514,0,24,32,0,1,0.0355679672018514,0.0,0,28,28,2,0|1|2|3,1|1|1|1,1|1|1|1,0.3563098792328839|0.3536740683230588|0.3577615418966756|0.3556037272328687,-0.3225046361001205|-0.0569991210809398|0.14883258450478826|0.44950634735528827,-0.2246254506359125|0.01329766262039445|0.2831026053262736|-0.46043574078755034,-0.2246254506359125|0.01329766262039445|0.2831026053262736|0.44950634735528827,-1|0|1|2,-27|-27|-27|-27,-54|-54|-54|-54,-26.643690120767115|-26.64632593167694|-26.642238458103325|-26.644396272767132,-3252.4035791952047|-3252.7253334566576|-3252.226374280191|-3252.489779390519,-0.0068289138099157055|-0.006829589381709283|-0.0068285417413633705|-0.006829094800278637,-0.027315655239662822|-0.02731835752683713|-0.027314166965453482|-0.027316379201114547,-6.668861142495806e-06|-6.669520880575471e-06|-6.6684977943001665e-06|-6.669037890897106e-06,125000.83360764281|125000.83369011006|125000.8335622243|125000.83362973636,-0.44315069255321504|-0.2052491975943026|0.06458926960264577|0.23097531374637192,-0.47217357624535683|-0.23427495246656704|0.0355679672018514|0.20195166084518767,-2|-1|0|1,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,0.02782642375464317|0.015725047533432956|0.0355679672018514|-0.048048339154812325,10135862|10135862|10135862|10135862,10284235|10284235|10284235|10284235,,,,,,
6,6,11624448,11776000,34,127,127,2.8562605991689445,11627917,3469,4066,-30,7.440215757660457,0.005895110374152132,1,11636061,11775325,11784541,290.4382423584301,4054,-42,31,4078,4086,24,32,0,0,4085,4085,0,5.169577895558168,6.63865500948927,0,42,168,11636229,11775493,11784709,11636227,11784600,-13.0,416,31,32,24,32,24,32,0,0,-53,-53,-53.0,28,-0.021455455704380424,0.3950373144708939,0.49523650785364787,0.49523650785364787,2,-27,-53,-27.02145545570438,-3298.5175116826636,-0.006925736993977953,-0.027702947975911812,-6.763415033181595e-06,125000.84542687914,0.2736129240463534,0.2441785418219471,1,24,892,0,0,-0.005821458178052907,-13.0,394,23,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.33948076102993824|0.27245035000665463|-0.021455455704380424|0.19270717417755784,-0.45975774331600405|-0.07578062656088415|0.3950373144708939|0.45890777446551567,-0.3867426930214606|-0.48974165025799865|0.49523650785364787|-0.032276574346973064,-0.3867426930214606|-0.48974165025799865|0.49523650785364787|-0.032276574346973064,-2|-2|2|0,-27|-167|-27|-167,-54|-334|-53|-334,-26.66051923897006|-166.72754964999334|-27.02145545570438|-166.80729282582243,-3254.4579149133374|-20352.48408813395|-3298.5175116826636|-20362.218362527154,-0.006833227198833827|-0.04273312221908789|-0.006925736993977953|-0.04275356080218947,-0.027332908795335308|-0.17093248887635157|-0.027702947975911812|-0.17101424320875788,-6.673073436361159e-06|-4.173156466707802e-05|-6.763415033181595e-06|-4.1751524220888155e-05,125000.83413417953|125005.21644558338|125000.84542687914|125005.2189405276,0.3945940366158569|0.1427984387311887|0.2736129240463534|-0.4003905200170361,0.3655528210208132|-0.03881733069993487|0.2441785418219471|0.4179068465736586,1|0|1|2,784|23|24|25,357|31|892|33,760|-1|0|1,0|1|0|1,0.11555282102081321|-0.03881733069993487|-0.005821458178052907|-0.08209315342634138,11636229|11636230|11636227|11636230,11784598|11784044|11784600|11784036,,,,,,
7,7,14622720,14774272,34,3608,-488,1.290386100678428,14624576,1856,4072,-24,10.19098242799555,0.010283991549987243,0,14632274,14771538,14780754,41.30534159428575,3948,-148,31,3948,3972,24,32,24,8,92,95,3,7.984717553122228,0.7835919320351331,0,148,592,14632866,14772130,14781346,14632864,14781237,31.5625,1010,31,32,0,24,24,32,24,8,1090,-53,518.5,28,0.3094814267029949,0.3954257971568602,0.4941959081140045,0.4941959081140045,2,-27,-54,-26.690518573297005,-3258.1199430294196,-0.006840916181386355,-0.02736366472554542,-6.680582208385113e-06,125000.83507277604,0.2752865903096411,0.2462126965387491,1,0,24,-24,0,-0.0037873034612508905,-14.035714285714286,393,27,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.31018275265838513|0.3112671271189666|0.3094814267029949|0.3081355419385771,-0.0801392346819192|0.12576598103619896|0.3954257971568602|-0.3520924413037586,-0.0024142622170009987|0.23924065257257143|0.4941959081140045|-0.2663488619691775,-0.0024142622170009987|0.23924065257257143|0.4941959081140045|-0.2663488619691775,0|1|2|-1,-27|-27|-27|-28,-54|-54|-54|-55,-26.689817247341615|-26.688732872881033|-26.690518573297005|-27.691864458061424,-3258.0343319508806|-3257.9019620216104|-3258.1199430294196|-3380.354548103201,-0.006840736427963301|-0.006840458497252674|-0.006840916181386355|-0.007097566244120726,-0.027362945711853204|-0.027361833989010695|-0.02736366472554542|-0.028390264976482903,-6.680406667932911e-06|-6.680135251223314e-06|-6.680582208385113e-06|-6.931217035274146e-06,125000.83505083348|125000.83501690639|125000.83507277604|125000.8664021294,-0.22131782791182664|0.020345980660485874|0.2752865903096411|-0.49347098178104076,-0.25039095773067066|-0.008725967952837976|0.2462126965387491|0.47636436168144614,-1|0|1|2,0|0|0|1,24|24|24|25,-24|-24|-24|-23,0|0|0|0,-0.0003909577306706602|-0.008725967952837976|-0.0037873034612508905|-0.023635638318553864,14632864|14632864|14632864|14632868,14781237|14781237|14781237|14781233,,,,,,
8,8,16125952,16281600,35,228,228,7.300489671980041,16129032,3080,4070,-26,10.684471594069326,0.011953525796660898,1,16137216,16276480,16285696,366.658392610382,4068,-28,32,4092,4,24,32,0,0,4071,4071,0,12.29385928924433,10.04169750228774,1,28,112,16137328,16276592,16285808,16137327,16285700,0.0,0,32,32,24,32,24,32,0,0,-53,-53,-53.0,28,0.30009089383712184,0.13484544237354779,0.2424461996501053,0.2424461996501053,1,-27,-54,-26.699909106162877,-3259.266248310898,-0.006843323022904161,-0.027373292091616645,-6.682932639554845e-06,125000.83536657994,0.02345986291717217,-0.005624259930170572,0,24,32,0,1,-0.005624259930170572,0.0,0,28,28,2,0|1|2|3,1|1|1|1,1|1|1|1,0.30042370195055135|0.2983313441390014|0.30009089383712184|0.3020963376494627,-0.3376707608478|-0.06606351558657667|0.13484544237354779|0.42582330865218665,-0.23275329668476086|0.02210468685666799|0.2424461996501053|-0.47721714970670337,-0.23275329668476086|0.02210468685666799|0.2424461996501053|0.42582330865218665,-1|0|1|2,-27|-27|-27|-27,-54|-54|-54|-54,-26.69957629804945|-26.701668655861|-26.699909106162877|-26.697903662350537,-3259.2256223204895|-3259.481037092407|-3259.266248310898|-3259.0214431580243,-0.006843237722485506|-0.006843774004475343|-0.006843323022904161|-0.0068428090174160695,-0.027372950889942023|-0.027375096017901373|-0.027373292091616645|-0.027371236069664278,-6.682849338364752e-06|-6.683373051245452e-06|-6.682932639554845e-06|-6.68243068107038e-06,125000.8353561673|125000.8354216314|125000.83536657994|125000.83530383513,-0.45173690380429704|-0.196896081286543|0.02345986291717217|0.2068534200948724,-0.48082066412486046|-0.22598212080556318|-0.005624259930170572|0.1777714817708541,-2|-1|0|1,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,0.019179335875139536|0.02401787919443682|-0.005624259930170572|-0.07222851822914589,16137327|16137327|16137327|16137327,16285700|16285700|16285700|16285700,,,,,,
9,9,17625088,17776640,34,4017,-79,6.106568225293702,17629173,4085,4014,-82,10.086547625762588,0.013522030427473065,1,17637617,17776881,17786097,361.98169071833263,4077,-19,32,5,13,24,32,0,0,4062,4062,0,12.333962889616814,8.820660666360183,1,19,76,17637693,17776957,17786173,17637692,17786065,0.0,0,32,32,24,32,24,32,0,0,-53,-53,-53.0,28,0.2840118263906606,0.12594619892230455,0.23028750659949085,0.23028750659949085,1,-27,-54,-26.71598817360934,-3261.2290250987962,-0.0068474441699839395,-0.027389776679935758,-6.686957197249941e-06,125000.83586964966,0.011169293160004812,-0.017932344562426983,0,24,32,0,1,-0.017932344562426983,0.0,0,28,28,2,0|1|2|3,1|1|1|1,1|1|1|1,0.28702527796367183|0.2830787173972608|0.2840118263906606|0.28348752774481084,-0.31380167580687157|-0.06494194488818324|0.12594619892230455|0.4051894451731014,-0.21603368626925373|0.014480456481271132|0.23028750659949085|-0.49859408225691426,-0.21603368626925373|0.014480456481271132|0.23028750659949085|0.4051894451731014,-1|0|1|2,-27|-27|-27|-27,-54|-54|-54|-54,-26.71297472203633|-26.71692128260274|-26.71598817360934|-26.71651247225519,-3260.861172123575|-3261.3429300052176|-3261.2290250987962|-3261.2930263983385,-0.006846671806960305|-0.006847683330583028|-0.0068474441699839395|-0.006847578550403729,-0.02738668722784122|-0.027390733322332113|-0.027389776679935758|-0.027390314201614915,-6.686202936484673e-06|-6.6871907525224885e-06|-6.686957197249941e-06|-6.687088428128641e-06,125000.83577536706|125000.83589884406|125000.83586964966|125000.83588605351,-0.4351271840919835|-0.2046454100973858|0.011169293160004812|0.18606693156018206,-0.4642255392715648|-0.2337480642523636|-0.017932344562426983|0.1569647227209663,-2|-1|0|1,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,0.03577446072843521|0.016251935747636392|-0.017932344562426983|-0.09303527727903371,17637692|17637692|17637692|17637692,17786065|17786065|17786065|17786065,,,,,,
