frame_index,packet_index,event_index,header_start_sample,source_frame_valid,source_grlora_framesync_valid,source_grlora_netid_valid,source_grlora_cfo_int,source_grlora_cfo_frac,source_grlora_payload_sto_frac,source_grlora_sfo_hat,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,header_valid,payload_len,cr,has_crc,ldro,payload_symbol_count,total_symbol_count,header_checksum_received,header_checksum_computed,header_error,header_nibbles,gray_symbols,codewords,decoded_nibbles,error
0,3,3,7283503,1,1,1,-27,0.38392945767970926,0.04321853439216217,-0.006821834770945327,0|1|2|3,1|1|1|1,-0.464731971120234|-0.24182553533635565|0.04321853439216217|0.17446029723060041,-2|-1|0|1,-0.006821194316128795|-0.006821793627799945|-0.006821834770945327|-0.006821443986242668,0.03526802887976599|0.008174464663644354|0.04321853439216217|-0.07553970276939959,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
1,4,4,8783870,1,1,1,-27,0.3714773104614319,-0.06217088705603968,-0.0068250263198530265,0|1|2|3,1|1|1|1,0.44166421208969586|-0.28901785155067217|-0.06217088705603968|0.20261398399275832,2|-1|0|1,-0.00682509032921732|-0.0068252639958529425|-0.0068250263198530265|-0.006824920064202686,-0.05833578791030414|-0.03901785155067217|-0.06217088705603968|-0.04738601600724168,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
2,5,5,10284235,1,1,1,-27,0.3577615418966756,0.0355679672018514,-0.0068285417413633705,0|1|2|3,1|1|1|1,-0.47217357624535683|-0.23427495246656704|0.0355679672018514|0.20195166084518767,-2|-1|0|1,-0.0068289138099157055|-0.006829589381709283|-0.0068285417413633705|-0.006829094800278637,0.02782642375464317|0.015725047533432956|0.0355679672018514|-0.048048339154812325,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
3,8,8,16285700,1,1,1,-27,0.30009089383712184,-0.005624259930170572,-0.006843323022904161,0|1|2|3,1|1|1|1,-0.48082066412486046|-0.22598212080556318|-0.005624259930170572|0.1777714817708541,-2|-1|0|1,-0.006843237722485506|-0.006843774004475343|-0.006843323022904161|-0.0068428090174160695,0.019179335875139536|0.02401787919443682|-0.005624259930170572|-0.07222851822914589,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
4,9,9,17786065,1,1,1,-27,0.2840118263906606,-0.017932344562426983,-0.0068474441699839395,0|1|2|3,1|1|1|1,-0.4642255392715648|-0.2337480642523636|-0.017932344562426983|0.1569647227209663,-2|-1|0|1,-0.006846671806960305|-0.006847683330583028|-0.0068474441699839395|-0.006847578550403729,0.03577446072843521|0.016251935747636392|-0.017932344562426983|-0.09303527727903371,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
5,11,11,20786797,1,1,1,-27,0.25586856169596944,-0.07936761451686669,-0.006854657432413376,0|1|2|3,1|1|1|1,0.4244475026227279|-0.3236139238422194|-0.07936761451686669|0.15673660706611425,2|-1|0|1,-0.006854619138146178|-0.006854625744861269|-0.006854657432413376|-0.0068546707333380094,-0.0755524973772721|-0.07361392384221938|-0.07936761451686669|-0.09326339293388575,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
6,12,12,22287164,1,1,1,-27,0.24323543702926173,0.03993537713337736,-0.006857895366765106,0|1|2|3,1|1|1|1,-0.46976986506574525|-0.2572242318786937|0.03993537713337736|0.2479934350962838,-2|-1|0|1,-0.006857184748370981|-0.006857597140249201|-0.006857895366765106|-0.00685740232578447,0.03023013493425475|-0.007224231878693699|0.03993537713337736|-0.0020065649037162014,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
7,13,13,23787529,1,1,1,-27,0.23689849480701428,0.2158878476782321,-0.006859519557410545,0|1|2|3,1|1|1|0,-0.28396718552054345|-0.01171670598204777|0.2158878476782321|0.4678250410126138,-1|0|1|2,-0.006859781840419508|-0.006859046302762954|-0.006859519557410545|-0.007116222182633513,-0.03396718552054345|-0.01171670598204777|-0.0341121523217679|-0.032174958987386204,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
8,14,14,26788262,1,1,1,-27,0.21397355880248173,-0.13888029222698384,-0.006865395335554008,0|1|2|3,0|1|1|1,0.24664656262604845|-0.3974780095588607|-0.13888029222698384|0.11509584867629719,1|-2|-1|0,-0.006865941186197004|-0.006865486891805707|-0.006865395335554008|-0.006865099473959283,-0.003353437373951551|0.1025219904411393|0.11111970777301616|0.11509584867629719,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
9,15,15,28288624,1,1,1,-28,0.20351518755105458,0.3673368612911647,-0.007124380975099689,0|1|2|3,1|1|0|0,-0.09442617222417476|0.13007153206066668|0.3673368612911647|-0.3654711335626293,0|1|1|-1,-0.0068691842760461065|-0.0068685108912820625|-0.007124380975099689|-0.007124754368455367,-0.09442617222417476|-0.11992846793933332|0.11733686129116472|-0.11547113356262928,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
