event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,1126400,1273856,275,307,33,232,232,231,232,0.024064060591747004,1.4404473592854248,0.004259354039369977,10,125000.0,500000.0,4,4096,4,4096,29,2
1,2621440,2777088,640,674,35,4020,-76,4020,4020,0.061162166668365624,6.7567318478499665,0.010370008477296003,10,125000.0,500000.0,4,4096,4,4096,29,2
2,5627904,5775360,1374,1406,33,333,333,333,333,0.03269591252554229,3.515437100880946,0.006356779331067467,10,125000.0,500000.0,4,4096,4,4096,29,2
3,7122944,7278592,1739,1773,35,25,25,25,25,0.24981606375498108,6.0569921043938235,0.03980514102070358,10,125000.0,500000.0,4,4096,4,4096,29,2
4,8622080,8773632,2105,2138,34,3814,-282,3813,3814,0.14169423320032537,0.9941138891602748,0.021485629103204028,10,125000.0,500000.0,4,4096,4,4096,29,2
5,10133504,10280960,2474,2506,33,434,434,434,435,0.112588297107872,1.261232633392881,0.014509651068578456,10,125000.0,500000.0,4,4096,4,4096,29,2
6,11624448,11776000,2838,2871,34,127,127,126,127,0.04458048825450361,2.8562605991689445,0.006894581711050456,10,125000.0,500000.0,4,4096,4,4096,29,2
7,14622720,14774272,3570,3603,34,3608,-488,3607,3608,0.10131124359825673,1.290386100678428,0.014500723010697608,10,125000.0,500000.0,4,4096,4,4096,29,2
8,16125952,16281600,3937,3971,35,228,228,228,228,0.21401572032304325,7.300489671980041,0.029839946513801445,10,125000.0,500000.0,4,4096,4,4096,29,2
9,17625088,17776640,4303,4336,34,4017,-79,4017,4017,0.2555448355822264,6.106568225293702,0.042492171957812186,10,125000.0,500000.0,4,4096,4,4096,29,2
10,19124224,19275776,4669,4702,34,3709,-387,3709,3709,0.16214101170260464,3.64085468142385,0.022925651810748317,10,125000.0,500000.0,4,4096,4,4096,29,2
11,20627456,20783104,5036,5070,35,330,330,329,330,0.1261828533434287,0.9525572216333918,0.019592315922612267,10,125000.0,500000.0,4,4096,4,4096,29,2
12,22126592,22278144,5402,5435,34,22,22,22,22,0.31876446275315606,12.640361902326719,0.04657203241835654,10,125000.0,500000.0,4,4096,4,4096,29,2
13,23625728,23777280,5768,5801,34,3811,-285,3810,3811,0.14497442412064693,1.8205521006365717,0.020983825204916942,10,125000.0,500000.0,4,4096,4,4096,29,2
14,26628096,26783744,6501,6535,35,123,123,123,124,0.1081652072128195,1.4726606889854614,0.018055104873719977,10,125000.0,500000.0,4,4096,4,4096,29,2
15,28127232,28278784,6867,6900,34,3912,-184,3912,3912,0.28720485865092654,10.826793159298976,0.0365233993317135,10,125000.0,500000.0,4,4096,4,4096,29,2
