payload_symbol_index,frame_count,mode_raw_fft_bin,mode_signed_fft_bin,mode_symbol_value,mode_raw_count,mode_symbol_count,raw_mismatch_count,raw_unique_count,symbol_unique_count,unique_raw_fft_bins,unique_symbol_values,mismatch_frame_indices,mismatch_packet_indices,mismatch_event_indices
0,10,803,-221,802,10,10,0,1,1,803,802,,,
1,10,711,-313,710,10,10,0,1,1,711,710,,,
2,10,922,-102,921,10,10,0,1,1,922,921,,,
3,10,718,-306,717,10,10,0,1,1,718,717,,,
4,10,756,-268,755,10,10,0,1,1,756,755,,,
5,10,109,109,108,10,10,0,1,1,109,108,,,
6,10,932,-92,931,10,10,0,1,1,932,931,,,
7,10,468,468,467,10,10,0,1,1,468,467,,,
8,10,89,89,88,10,10,0,1,1,89,88,,,
9,10,713,-311,712,10,10,0,1,1,713,712,,,
10,10,865,-159,864,10,10,0,1,1,865,864,,,
11,10,92,92,91,10,10,0,1,1,92,91,,,
12,10,645,-379,644,10,10,0,1,1,645,644,,,
13,10,426,426,425,10,10,0,1,1,426,425,,,
14,10,765,-259,764,10,10,0,1,1,765,764,,,
15,10,1023,-1,1022,10,10,0,1,1,1023,1022,,,
16,10,597,-427,596,10,10,0,1,1,597,596,,,
17,10,562,-462,561,10,10,0,1,1,562,561,,,
18,10,827,-197,826,10,10,0,1,1,827,826,,,
19,10,890,-134,889,10,10,0,1,1,890,889,,,
20,10,174,174,173,10,10,0,1,1,174,173,,,
21,10,267,267,266,10,10,0,1,1,267,266,,,
22,10,917,-107,916,10,10,0,1,1,917,916,,,
23,10,656,-368,655,10,10,0,1,1,656,655,,,
24,10,889,-135,888,10,10,0,1,1,889,888,,,
25,10,66,66,65,10,10,0,1,1,66,65,,,
26,10,586,-438,585,10,10,0,1,1,586,585,,,
27,10,425,425,424,10,10,0,1,1,425,424,,,
28,10,860,-164,859,10,10,0,1,1,860,859,,,
29,10,553,-471,552,10,10,0,1,1,553,552,,,
30,10,629,-395,628,10,10,0,1,1,629,628,,,
31,10,759,-265,758,10,10,0,1,1,759,758,,,
32,10,494,494,493,10,10,0,1,1,494,493,,,
33,10,303,303,302,10,10,0,1,1,303,302,,,
34,10,1022,-2,1021,10,10,0,1,1,1022,1021,,,
35,10,720,-304,719,10,10,0,1,1,720,719,,,
36,10,314,314,313,10,10,0,1,1,314,313,,,
37,10,602,-422,601,10,10,0,1,1,602,601,,,
38,10,7,7,6,10,10,0,1,1,7,6,,,
39,10,414,414,413,10,10,0,1,1,414,413,,,
40,10,807,-217,806,10,10,0,1,1,807,806,,,
41,10,195,195,194,10,10,0,1,1,195,194,,,
42,10,826,-198,825,10,10,0,1,1,826,825,,,
43,10,928,-96,927,10,10,0,1,1,928,927,,,
44,10,761,-263,760,10,10,0,1,1,761,760,,,
45,10,590,-434,589,10,10,0,1,1,590,589,,,
46,10,383,383,382,10,10,0,1,1,383,382,,,
47,10,267,267,266,10,10,0,1,1,267,266,,,
48,10,314,314,313,10,10,0,1,1,314,313,,,
