frame_index,packet_index,event_index,header_start_sample,source_frame_valid,source_grlora_framesync_valid,source_grlora_netid_valid,source_grlora_cfo_int,source_grlora_cfo_frac,source_grlora_payload_sto_frac,source_grlora_sfo_hat,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,header_valid,payload_len,cr,has_crc,ldro,payload_symbol_count,total_symbol_count,header_checksum_received,header_checksum_computed,header_error,header_nibbles,gray_symbols,codewords,decoded_nibbles,error
0,0,0,590760,1,1,1,-25,0.35747778163682314,-0.1628174041386522,-0.006316004259371329,0|1|2|3,0|1|1|1,0.24689155130642826|-0.41327240366871343|-0.1628174041386522|0.08600678793304617,1|-2|-1|0,-0.006315864073958805|-0.0063159318099216995|-0.006316004259371329|-0.006315790181480012,-0.0031084486935717415|0.08672759633128657|0.0871825958613478|0.08600678793304617,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
1,1,1,2091125,1,1,1,-25,0.31449634650907476,-0.02822164271308114,-0.006327020620640488,0|1|2|3,1|1|1|1,0.47080057068666614|-0.27894960282653625|-0.02822164271308114|0.2202357023594912,2|-1|0|1,-0.006326872132726189|-0.00632693995158637|-0.006327020620640488|-0.006326804307453035,-0.029199429313333858|-0.028949602826536247|-0.02822164271308114|-0.029764297640508808,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
2,2,2,3591490,1,1,1,-25,0.27806404819805314,0.1650392037480891,-0.00633635840470626,0|1|2|3,1|1|1|0,-0.3344461207322578|-0.0841399771088649|0.1650392037480891|0.409315424308733,-1|0|1|2,-0.006336435164439196|-0.00633647600894815|-0.00633635840470626|-0.006592703968654624,-0.08444612073225782|-0.0841399771088649|-0.08496079625191089|-0.09068457569126698,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
3,3,3,5091855,1,1,1,-25,0.25670180785784824,0.18961051414598484,-0.00634183365597246,0|1|2|3,1|1|1|0,-0.3098737275238663|-0.05953417151122986|0.18961051414598484|0.43407072069546604,-1|0|1|2,-0.006341888867655568|-0.006341919774106436|-0.00634183365597246|-0.006598167063212862,-0.05987372752386633|-0.05953417151122986|-0.06038948585401516|-0.06592927930453396,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
4,4,4,6592220,1,1,1,-25,0.2337232146999761,0.03947865150424068,-0.006347723186718276,0|1|2|3,1|1|1|1,-0.46076234454993237|-0.2100297235537204|0.03947865150424068|0.19610597420625497,-2|-1|0|1,-0.006347598777176899|-0.00634765613702136|-0.006347723186718276|-0.006347541374594224,0.03923765545006763|0.039970276446279596|0.03947865150424068|-0.053894025793745026,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
5,6,6,9592950,1,1,1,-25,0.1940415751013526,0.1771847217553928,-0.00635789379354589,0|1|2|3,1|1|1|0,-0.22769645369955893|0.021649644885630703|0.1771847217553928|-0.48426776657304144,-1|0|1|-2,-0.006358005269697195|-0.006358063301646099|-0.00635789379354589|-0.006614258483175961,0.02230354630044107|0.021649644885630703|-0.0728152782446072|0.015732233426958564,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
6,7,7,11093315,1,1,1,-25,0.18205627077855424,0.15527285897150644,-0.006360965688235967,0|1|2|3,1|1|1|0,-0.34492562696061474|-0.09459295390868827|0.15527285897150644|0.39870377420564185,-1|0|1|2,-0.006360829897055836|-0.006360890255264827|-0.006360965688235967|-0.006617075537597632,-0.09492562696061474|-0.09459295390868827|-0.09472714102849356|-0.10129622579435815,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
7,9,9,14094045,1,1,1,-25,0.13355173562908942,0.24357933744988314,-0.006373397648239417,0|1|2|3,1|1|1|0,-0.16497938406894147|0.08490112152377494|0.24357933744988314|-0.42109555378842545,-1|0|1|-2,-0.006373548943639757|-0.006373630790402351|-0.006373397648239417|-0.00662978184614886,0.08502061593105853|0.08490112152377494|-0.006420662550116862|0.07890444621157455,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
8,10,10,15594411,1,1,1,-25,0.11155236361715566,0.25664527679817883,-0.0063790361996060195,0|1|2|3,1|1|1|0,-0.15268390789075809|0.09715071405026088|0.25664527679817883|-0.40869314242614174,-1|0|1|-2,-0.00637913666379765|-0.006379190682036864|-0.0063790361996060195|-0.006635393877553971,0.09731609210924191|0.09715071405026088|0.006645276798178834|0.09130685757385826,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
9,11,11,17094770,1,1,1,-26,0.090343755540742,0.3985858181352676,-0.006640777179736328,0|1|2|3,1|1|0|0,-0.09485721615952536|0.15491275554105122|0.3985858181352676|-0.3508884016549105,0|1|2|-1,-0.006384570732214357|-0.006384626668194525|-0.006640777179736328|-0.006640827938320706,-0.09485721615952536|-0.09508724445894878|-0.10141418186473239|-0.10088840165491048,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
