packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,430080,585728,35,4093,-3,18.57267339971317,434087,4007,4071,-25,21.90406034909326,0.968884176187077,1,442283,581547,590763,543.3868975030528,4072,-24,32,0,8,24,32,0,0,4071,4071,0,14.09026976806623,35.19815481815809,1,24,96,442379,581643,590859,442379,590760,0.0,0,32,32,24,32,24,32,0,0,-49,-49,-49.0,28,0.35747778163682314,-0.020981013580746454,0.0661377502635585,0.0661377502635585,0,-25,-50,-24.642522218363176,-3008.1203879837863,-0.006316004259371329,-0.025264017037485317,-6.167972909542314e-06,125000.77099661369,-0.13597438603632406,-0.1628174041386522,-1,24,32,0,1,0.0871825958613478,0.0,0,28,28,2,0|1|2|3,0|1|1|1,1|1|1|1,0.35802472904232385|0.35776045040949617|0.35747778163682314|0.35831302793758224,0.475841623987435|-0.26168256657922484|-0.020981013580746454|0.20242358088306367,-0.43498230152215456|-0.18431987555905183|0.0661377502635585|0.31495418201169656,0.475841623987435|-0.18431987555905183|0.0661377502635585|0.31495418201169656,2|-1|0|1,-25|-25|-25|-25,-49|-50|-50|-50,-24.641975270957676|-24.642239549590503|-24.642522218363176|-24.641686972062416,-3008.0536219430755|-3008.085882518372|-3008.1203879837863|-3008.018429206838,-0.006315864073958805|-0.0063159318099216995|-0.006316004259371329|-0.006315790181480012,-0.02526345629583522|-0.025263727239686798|-0.025264017037485317|-0.02526316072592005,-6.167836009725396e-06|-6.16790215812666e-06|-6.167972909542314e-06|-6.167763849101575e-06,125000.77097950122|125000.77098776976|125000.77099661369|125000.77097048116,0.27373397362075325|-0.3864296934765462|-0.13597438603632406|0.11284889620433614,0.24689155130642826|-0.41327240366871343|-0.1628174041386522|0.08600678793304617,1|-2|-1|0,23|24|24|24,31|32|32|32,-1|0|0|0,1|1|1|1,-0.0031084486935717415|0.08672759633128657|0.0871825958613478|0.08600678793304617,442375|442379|442379|442379,590760|590760|590760|590760,,,,,,
1,1,1929216,2080768,34,3786,-310,2.8349052189028967,1933309,4093,3785,-311,8.95790910065302,0.5951713109141625,1,1942013,2081277,2090493,396.81706056994574,3913,-183,32,3937,3945,24,32,0,0,134,134,0,11.566916550797536,8.027547303352303,1,183,732,1942745,2082009,2091225,1942744,2091125,0.0,0,32,32,24,32,24,32,0,0,-49,-49,-49.0,28,0.31449634650907476,0.09778663451033635,0.20113285478513657,0.20113285478513657,1,-25,-50,-24.685503653490926,-3013.367145201529,-0.006327020620640488,-0.02530808248256195,-6.178731074844226e-06,125000.77234138435,-0.001331805075359016,-0.02822164271308114,0,24,32,0,1,-0.02822164271308114,0.0,0,28,28,2,0|1|2|3,1|1|1|1,1|1|1|1,0.31507568695549887|0.3148110848906164|0.31449634650907476|0.3153403140412367,-0.38228907320080907|-0.12398581304095438|0.09778663451033635|0.3525138773222303,-0.2998503145020095|-0.04959802958153031|0.20113285478513657|0.4495823585046637,-0.2998503145020095|-0.04959802958153031|0.20113285478513657|0.4495823585046637,-1|0|1|2,-25|-25|-25|-25,-50|-50|-50|-50,-24.6849243130445|-24.685188915109382|-24.685503653490926|-24.684659685958763,-3013.29642493219|-3013.328724988938|-3013.367145201529|-3013.264121821138,-0.006326872132726189|-0.00632693995158637|-0.006327020620640488|-0.006326804307453035,-0.025307488530904757|-0.02530775980634548|-0.02530808248256195|-0.02530721722981214,-6.178586067115419e-06|-6.178652296471064e-06|-6.178731074844226e-06|-6.178519831497105e-06,125000.7723232584|125000.77233153705|125000.77234138435|125000.77231497894,0.4976897772507525|-0.2520601080322942|-0.001331805075359016|0.24712462066616658,0.47080057068666614|-0.27894960282653625|-0.02822164271308114|0.2202357023594912,2|-1|0|1,23|24|24|24,31|32|32|32,-1|0|0|0,1|1|1|1,-0.029199429313333858|-0.028949602826536247|-0.02822164271308114|-0.029764297640508808,1942744|1942744|1942744|1942744,2091125|2091125|2091125|2091125,,,,,,
2,2,3436544,3588096,34,406,406,1.7863657885257829,3438914,2370,4071,-25,21.269242866880393,0.9666861820984524,1,3443015,3582279,3591495,479.0341181116959,4072,-24,32,0,8,24,32,0,0,4071,4071,0,23.21141860602171,3.3020390462826765,1,24,96,3443111,3582375,3591591,3443109,3591490,0.0,0,32,32,24,32,24,32,0,0,-49,-49,-49.0,28,0.27806404819805314,0.29516711196332346,0.3947321959186911,0.3947321959186911,2,-25,-50,-24.721935951801946,-3017.8144472414483,-0.00633635840470626,-0.02534543361882504,-6.187850004595957e-06,125000.77348125058,0.19196872696809075,0.1650392037480891,1,24,32,0,1,-0.08496079625191089,0.0,0,28,28,2,0|1|2|3,1|1|1|0,1|1|1|1,0.27776456242402986|0.2776052034878963|0.27806404819805314|0.27790619589711957,-0.17402495347253746|0.04868093881284452|0.29516711196332346|-0.44015572568386063,-0.10475034602133695|0.14555727821550557|0.3947321959186911|-0.3516990568275369,-0.10475034602133695|0.14555727821550557|0.3947321959186911|-0.3516990568275369,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-24.72223543757597|-24.722394796512102|-24.721935951801946|-25.72209380410288,-3017.851005563473|-3017.870458558606|-3017.8144472414483|-3139.904028821152,-0.006336435164439196|-0.00633647600894815|-0.00633635840470626|-0.006592703968654624,-0.025345740657756785|-0.0253459040357926|-0.02534543361882504|-0.026370815874618495,-6.187924965272653e-06|-6.187964852488428e-06|-6.187850004595957e-06|-6.438187469389281e-06,125000.77349062066|125000.77349560657|125000.77348125058|125000.80477343367,-0.3075162712833912|-0.057209954070835234|0.19196872696809075|0.43733441617551516,-0.3344461207322578|-0.0841399771088649|0.1650392037480891|0.409315424308733,-1|0|1|2,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,-0.08444612073225782|-0.0841399771088649|-0.08496079625191089|-0.09068457569126698,3443109|3443109|3443109|3443113,3591490|3591490|3591490|3591486,,,,,,
3,3,4931584,5087232,35,99,99,12.17153665464933,4935183,3599,4071,-25,22.15302829881361,0.9698150658572035,1,4943380,5082644,5091860,468.1325767679927,4072,-24,32,0,8,24,32,0,0,4071,4071,0,22.952911975942847,1.6854335379498862,1,24,96,4943476,5082740,5091956,4943474,5091855,0.0,0,32,32,24,32,24,32,0,0,-49,-49,-49.0,28,0.25670180785784824,0.32083149316468984,0.4195019841749865,0.4195019841749865,2,-25,-50,-24.743298192142152,-3020.4221425954775,-0.00634183365597246,-0.02536733462388984,-6.193196929660606e-06,125000.77414961622,0.21656330718386774,0.18961051414598484,1,24,32,0,1,-0.06038948585401516,0.0,0,28,28,2,0|1|2|3,1|1|1|0,1|1|1|1,0.2564863939550367|0.25636580934632996|0.25670180785784824|0.25659138616869753,-0.15186934990386564|0.07027575720870147|0.32083149316468984|-0.4139762713063889,-0.07998025607135201|0.17036042030012843|0.4195019841749865|-0.3267457232630677,-0.07998025607135201|0.17036042030012843|0.4195019841749865|-0.3267457232630677,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-24.743513606044964|-24.74363419065367|-24.743298192142152|-25.743408613831303,-3020.4484382379105|-3020.463158038778|-3020.4221425954775|-3142.505934305579,-0.006341888867655568|-0.006341919774106436|-0.00634183365597246|-0.006598167063212862,-0.02536755547062227|-0.025367679096425743|-0.02536733462388984|-0.02639266825285145,-6.19325084731989e-06|-6.193281029400816e-06|-6.193196929660606e-06|-6.443522522668811e-06,125000.77415635591|125000.77416012867|125000.77414961622|125000.80544031534,-0.28292069983633017|-0.03258101247127754|0.21656330718386774|0.46211293071412074,-0.3098737275238663|-0.05953417151122986|0.18961051414598484|0.43407072069546604,-1|0|1|2,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,-0.05987372752386633|-0.05953417151122986|-0.06038948585401516|-0.06592927930453396,4943474|4943474|4943474|4943478,5091855|5091855|5091855|5091851,,,,,,
4,4,6430720,6582272,34,3888,-208,10.230645438760433,6434816,4096,3888,-208,13.668584605363376,0.7312614981100755,1,6443520,6582784,6592000,429.98214564319494,4016,-80,32,4040,4048,24,32,0,0,31,31,0,16.300743353165885,5.3622562367611994,1,80,320,6443840,6583104,6592320,6443839,6592220,0.0,0,32,32,24,32,24,32,0,0,-49,-49,-49.0,28,0.2337232146999761,0.16035025811886416,0.2695836170227781,0.2695836170227781,1,-25,-50,-24.766276785300025,-3023.2271466430693,-0.006347723186718276,-0.025390892746873103,-6.198948424529566e-06,125000.77486855307,0.06645647504779328,0.03947865150424068,0,24,32,0,1,0.03947865150424068,0.0,0,28,28,2,0|1|2|3,1|1|1|1,1|1|1|1,0.23420861096661003|0.2339848157974622|0.2337232146999761|0.23443257288317834,-0.3096664863589922|-0.06231493900220121|0.16035025811886416|0.4262043490352956,-0.23066188887726982|0.020072811413303863|0.2695836170227781|-0.48065340037919146,-0.23066188887726982|0.020072811413303863|0.2695836170227781|0.4262043490352956,-1|0|1|2,-25|-25|-25|-25,-50|-50|-50|-50,-24.76579138903339|-24.766015184202537|-24.766276785300025|-24.76556742711682,-3023.167894169115|-3023.1952129153487|-3023.2271466430693|-3023.1405550679715,-0.006347598777176899|-0.00634765613702136|-0.006347723186718276|-0.006347541374594224,-0.025390395108707595|-0.02539062454808544|-0.025390892746873103|-0.025390165498376895,-6.198826930836815e-06|-6.1988829463099216e-06|-6.198948424529566e-06|-6.1987708736271715e-06,125000.77485336635|125000.77486036828|125000.77486855307|125000.77484635921,-0.43378504974693055|-0.18305218497137965|0.06645647504779328|0.22308302504828048,-0.46076234454993237|-0.2100297235537204|0.03947865150424068|0.19610597420625497,-2|-1|0|1,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,0.03923765545006763|0.039970276446279596|0.03947865150424068|-0.053894025793745026,6443839|6443839|6443839|6443839,6592220|6592220|6592220|6592220,,,,,,
5,5,7929856,8073216,32,3581,-515,0.8119751065775622,7931817,1961,4071,-25,33.5838328454605,0.9906577537297313,0,7940009,8079273,8088489,183.65552134901372,4071,-25,31,4071,4095,24,32,24,8,4076,4072,4,20.42163115456581,2.172607245520791,0,25,100,7940109,8079373,8088589,7940108,8088489,-31.96875,1023,31,32,0,24,24,32,24,8,-45,-49,-47.0,28,0.20849884253403372,0.1828705065512017,0.2909113541030799,0.2909113541030799,1,-25,-50,-24.791501157465966,-3026.306293635982,-0.006354188322089903,-0.02541675328835961,-6.205262033290921e-06,125000.77565775416,0.08757732779620298,0.06057202742732093,0,0,24,-24,0,0.06057202742732093,0.10714285714285714,3,27,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.20876555380102982|0.20863434197553934|0.20849884253403372|0.20894062774305205,-0.2841787604935462|-0.040733884926599725|0.1828705065512017|0.45224130997973017,-0.20918239075957576|0.0422488527232946|0.2909113541030799|-0.45844390340633745,-0.20918239075957576|0.0422488527232946|0.2909113541030799|0.45224130997973017,-1|0|1|2,-25|-25|-25|-25,-50|-50|-50|-50,-24.79123444619897|-24.79136565802446|-24.791501157465966|-24.79105937225695,-3026.2737361082727|-3026.289753176814|-3026.306293635982|-3026.2523647774597,-0.006354119962630452|-0.006354153592891239|-0.006354188322089903|-0.006354075090285255,-0.025416479850521808|-0.025416614371564956|-0.02541675328835961|-0.02541630036114102,-6.205195276006301e-06|-6.205228118057851e-06|-6.205262033290921e-06|-6.205151455356694e-06,125000.77564940951|125000.77565351475|125000.77565775416|125000.77564393192,-0.4125142295637502|-0.16108406224922506|0.08757732779620298|0.24891090709060204,-0.43951923940492965|-0.18808921501901282|0.06057202742732093|0.2219060879568897,-2|-1|0|1,0|0|0|0,24|24|24|24,-24|-24|-24|-24,0|0|0|0,0.06048076059507035|0.06191078498098718|0.06057202742732093|-0.028093912043110292,7940108|7940108|7940108|7940108,8088489|8088489|8088489|8088489,,,,,,
6,6,9433088,9588736,35,201,201,2.906572667247845,9436278,3190,4071,-25,25.099832935147152,0.9790470780578701,1,9444471,9583735,9592951,465.27272623143926,4071,-25,32,4095,7,24,32,0,0,4071,4071,0,21.360296167289707,3.595453987579513,1,25,100,9444571,9583835,9593051,9444569,9592950,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,0.1940415751013526,0.4076583717714314,-0.49794893573719456,0.4076583717714314,2,-25,-50,-24.805958424898648,-3028.0710967893856,-0.00635789379354589,-0.02543157517418356,-6.2088806577596585e-06,125000.77611008222,0.20420577037796295,0.1771847217553928,1,24,32,0,1,-0.0728152782446072,0.0,0,28,28,2,0|1|2|3,1|1|1|0,1|1|1|1,0.19360663974942388|0.19338022229758026|0.1940415751013526|0.1938091020406718,-0.0777847920306161|0.14447453847007247|0.4076583717714314|-0.327308576479417,0.002781237326964356|0.2521294395703018|-0.49794893573719456|-0.24450089655791285,0.002781237326964356|0.2521294395703018|0.4076583717714314|-0.24450089655791285,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-24.806393360250578|-24.80661977770242|-24.805958424898648|-25.80619089795933,-3028.124189483713|-3028.151828332815|-3028.0710967893856|-3150.169787348551,-0.006358005269697195|-0.006358063301646099|-0.00635789379354589|-0.006614258483175961,-0.02543202107878878|-0.025432253206584397|-0.02543157517418356|-0.026457033932703843,-6.208989521188667e-06|-6.209046193013769e-06|-6.2088806577596585e-06|-6.459236799976524e-06,125000.77612369014|125000.77613077412|125000.77611008222|125000.80740459998,-0.2006749313033459|0.04867141391762664|0.20420577037796295|-0.4561571680195436,-0.22769645369955893|0.021649644885630703|0.1771847217553928|-0.48426776657304144,-1|0|1|-2,24|24|24|25,32|32|32|33,0|0|0|1,1|1|1|1,0.02230354630044107|0.021649644885630703|-0.0728152782446072|0.015732233426958564,9444569|9444569|9444569|9444573,9592950|9592950|9592950|9592946,,,,,,
7,7,10932224,11083776,34,3990,-106,16.283664118499953,10936320,4096,3990,-106,16.03258689976068,0.8630411084600461,1,10944840,11084104,11093320,478.1431384568247,4072,-24,32,0,8,24,32,0,0,4071,4071,0,25.19281181759182,0.1306676950542438,1,24,96,10944936,11084200,11093416,10944934,11093315,0.0,0,32,32,24,32,24,32,0,0,-49,-49,-49.0,28,0.18205627077855424,0.28567996249756444,0.38585786517006027,0.38585786517006027,2,-25,-50,-24.817943729221447,-3029.5341466334776,-0.006360965688235967,-0.025443862752943868,-6.2118805549179365e-06,125000.77648506935,0.1823069631465093,0.15527285897150644,1,24,32,0,1,-0.09472714102849356,0.0,0,28,28,2,0|1|2|3,1|1|1|0,1|1|1|1,0.18258607364695073|0.18235058005875265|0.18205627077855424|0.18281808250908135,-0.1831427947504128|0.03989385730353918|0.28567996249756444|-0.4508895463686854,-0.11434554319234068|0.13598931784466167|0.38585786517006027|-0.361427237556444,-0.11434554319234068|0.13598931784466167|0.38585786517006027|-0.361427237556444,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-24.817413926353048|-24.817649419941247|-24.817943729221447|-25.81718191749092,-3029.4694734317686|-3029.4982202076717|-3029.5341466334776|-3151.511464537466,-0.006360829897055836|-0.006360890255264827|-0.006360965688235967|-0.006617075537597632,-0.025443319588223344|-0.025443561021059307|-0.025443862752943868|-0.02646830215039053,-6.21174794634359e-06|-6.211806889907057e-06|-6.2118805549179365e-06|-6.461987829685188e-06,125000.77646849328|125000.77647586125|125000.77648506935|125000.80774847872,-0.31789209989812744|-0.06755917032381276|0.1823069631465093|0.4268263452404317,-0.34492562696061474|-0.09459295390868827|0.15527285897150644|0.39870377420564185,-1|0|1|2,24|24|24|24,32|32|32|32,0|0|0|0,1|1|1|1,-0.09492562696061474|-0.09459295390868827|-0.09472714102849356|-0.10129622579435815,10944934|10944934|10944934|10944938,11093315|11093315|11093315|11093311,,,,,,
8,8,12431360,12582912,34,3683,-413,4.201723035297114,12432912,1552,4071,-25,31.620362606254808,0.990218747210222,0,12441105,12580369,12589585,187.27537476246493,4071,-25,31,4071,4095,24,32,24,8,4071,4071,0,16.190914853940434,4.211295435719182,0,25,100,12441205,12580469,12589685,12441203,12589584,-31.96875,1023,31,32,0,24,24,32,24,8,-50,-50,-50.0,28,0.1547629764062244,0.4988373860119707,-0.41441506672170414,0.4988373860119707,2,-25,-50,-24.845237023593775,-3032.865847606662,-0.006367961098932176,-0.025471844395728704,-6.218712010675953e-06,125000.77733900133,0.29506263084614104,0.26799879617567934,1,0,24,-24,0,0.017998796175679344,0.10714285714285714,3,27,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.1546307243480948|0.1545769444050583|0.1547629764062244|0.15467851772394015,-0.0023073428540324784|0.2233947239764694|0.4988373860119707|-0.22649051477394488,0.08613198369076311|0.33494151328995647|-0.41441506672170414|-0.1614762515681043,0.08613198369076311|0.33494151328995647|0.4988373860119707|-0.1614762515681043,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-24.845369275651905|-24.845423055594942|-24.845237023593775|-25.84532148227606,-3032.8819916567268|-3032.8885565911796|-3032.865847606662|-3154.946470004402,-0.0063679949958099|-0.006368008779883879|-0.006367961098932176|-0.0066242878517213605,-0.0254719799832396|-0.025472035119535517|-0.025471844395728704|-0.026497151406885442,-6.218745113095605e-06|-6.218758574105351e-06|-6.218712010675953e-06|-6.469031105196641e-06,125000.77734313914|125000.77734482176|125000.77733900133|125000.80862888816,-0.11764385617515372|0.13116523233367228|0.29506263084614104|-0.3734534628231878,-0.14470783490734573|0.10410119501916582|0.26799879617567934|-0.40160668619300366,-1|0|1|-2,0|0|0|1,24|24|24|25,-24|-24|-24|-23,0|0|0|0,0.10529216509265427|0.10410119501916582|0.017998796175679344|0.09839331380699634,12441203|12441203|12441203|12441207,12589584|12589584|12589584|12589584,,,,,,
9,9,13934592,14090240,35,304,304,1.4120182091743954,13937373,2781,4071,-25,25.638086776639586,0.9807125211088366,1,13945566,14084830,14094046,488.9180356690793,4071,-25,32,4095,7,24,32,0,0,4071,4071,0,21.146193641567606,8.468217416241686,1,25,100,13945666,14084930,14094146,13945664,14094045,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,0.13355173562908942,0.47461500219856195,-0.4348789717150542,0.47461500219856195,2,-25,-50,-24.86644826437091,-3035.4551103968397,-0.006373397648239417,-0.02549359059295767,-6.224021140858806e-06,125000.77800264262,0.2706662774549006,0.24357933744988314,1,24,32,0,1,-0.006420662550116862,0.0,0,28,28,2,0|1|2|3,1|1|1|0,1|1|1|1,0.13296144149512137|0.13264210816618724|0.13355173562908942|0.13324314906561088,-0.021960997173580275|0.202493458751046|0.47461500219856195|-0.26226116219899454,0.06606176513799972|0.31594523767586014|-0.4348789717150542|-0.1807659618655293,0.06606176513799972|0.31594523767586014|0.47461500219856195|-0.1807659618655293,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-24.867038558504877|-24.867357891833812|-24.86644826437091|-25.86675685093439,-3035.5271677862397|-3035.5661489054946|-3035.4551103968397|-3157.563092155077,-0.006373548943639757|-0.006373630790402351|-0.006373397648239417|-0.00662978184614886,-0.02549419577455903|-0.025494523161609405|-0.02549359059295767|-0.02651912738459544,-6.2241688902732e-06|-6.224248818752296e-06|-6.224021140858806e-06|-6.474396334129746e-06,125000.77802111128|125000.77803110235|125000.77800264262|125000.80929954177,-0.13789180105847254|0.11198905238298495|0.2706662774549006|-0.39291898094229283,-0.16497938406894147|0.08490112152377494|0.24357933744988314|-0.42109555378842545,-1|0|1|-2,24|24|24|25,32|32|32|33,0|0|0|1,1|1|1|1,0.08502061593105853|0.08490112152377494|-0.006420662550116862|0.07890444621157455,13945664|13945664|13945664|13945668,14094045|14094045|14094045|14094041,,,,,,
