event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,430080,585728,105,139,35,4093,-3,4093,4093,579563.6331103116,18.57267339971317,0.9495151999947077,10,125000.0,500000.0,4,4096,4,4096,29,2
1,1929216,2080768,471,504,34,3786,-310,3786,3786,290688.08313413325,2.8349052189028967,0.6513396867997975,10,125000.0,500000.0,4,4096,4,4096,29,2
2,3436544,3588096,839,872,34,406,406,406,406,208791.10788391405,1.7863657885257829,0.31113882221264005,10,125000.0,500000.0,4,4096,4,4096,29,2
3,4931584,5087232,1204,1238,35,99,99,99,99,517454.6140408246,12.17153665464933,0.7648833319006051,10,125000.0,500000.0,4,4096,4,4096,29,2
4,6430720,6582272,1570,1603,34,3888,-208,3888,3888,456556.3907348347,10.230645438760433,0.8119291401468024,10,125000.0,500000.0,4,4096,4,4096,29,2
5,7929856,8073216,1936,1967,32,3581,-515,3581,3581,172596.53167344787,0.8119751065775622,0.4862415363240043,10,125000.0,500000.0,4,4096,4,4096,29,2
6,9433088,9588736,2303,2337,35,201,201,201,201,323496.878628593,2.906572667247845,0.5287260949844039,10,125000.0,500000.0,4,4096,4,4096,29,2
7,10932224,11083776,2669,2702,34,3990,-106,3990,3990,584060.854809921,16.283664118499953,0.8998003864408642,10,125000.0,500000.0,4,4096,4,4096,29,2
8,12431360,12582912,3035,3068,34,3683,-413,3683,3683,263259.439582865,4.201723035297114,0.6121362445595495,10,125000.0,500000.0,4,4096,4,4096,29,2
9,13934592,14090240,3402,3436,35,304,304,303,304,244278.7942285508,1.4120182091743954,0.3916798813237339,10,125000.0,500000.0,4,4096,4,4096,29,2
10,15433728,15589376,3768,3802,35,4092,-4,4092,4092,590168.6008806416,17.667338986181452,0.9506637202824594,10,125000.0,500000.0,4,4096,4,4096,29,2
11,16932864,17084416,4134,4167,34,3785,-311,3785,3785,350858.6567607062,6.189010793617268,0.6516425763422535,10,125000.0,500000.0,4,4096,4,4096,29,2
12,18440192,18591744,4502,4535,34,406,406,406,406,136719.08570388402,2.545705017756327,0.32663690827831027,10,125000.0,500000.0,4,4096,4,4096,29,2
13,19935232,20090880,4867,4901,35,99,99,99,99,245761.3341114537,12.089149819660532,0.7645677706883791,10,125000.0,500000.0,4,4096,4,4096,29,2
14,21434368,21585920,5233,5266,34,3888,-208,3888,3888,170150.05862474185,2.58179853339723,0.6762249527239386,10,125000.0,500000.0,4,4096,4,4096,29,2
15,22933504,23076864,5599,5630,32,3580,-516,3580,3580,94917.52015197568,0.7859207207486276,0.46139012486714637,10,125000.0,500000.0,4,4096,4,4096,29,2
16,24436736,24592384,5966,6000,35,201,201,201,201,205185.10494682673,5.7982767996476,0.5878376113721713,10,125000.0,500000.0,4,4096,4,4096,29,2
17,25935872,26091520,6332,6366,35,3990,-106,3990,3990,300684.1985853537,13.802696997545635,0.9116507668768211,10,125000.0,500000.0,4,4096,4,4096,29,2
18,27435008,27586560,6698,6731,34,3683,-413,3682,3683,113598.90846895195,0.8083941020007444,0.5254551237422755,10,125000.0,500000.0,4,4096,4,4096,29,2
19,28938240,29093888,7065,7099,35,303,303,303,303,147123.45304479823,3.123610276138983,0.43169070264386283,10,125000.0,500000.0,4,4096,4,4096,29,2
20,30437376,30593024,7431,7465,35,4092,-4,4092,4092,377133.41049255413,19.02578799075855,0.9502737131022782,10,125000.0,500000.0,4,4096,4,4096,29,2
