packet_index,event_index,stage,symbol_index,start_sample,peak_bin,signed_peak_bin,expected_signed_bin,distance_to_expected,peak_power,second_power,confidence_db,peak_share
0,0,preamble,0,442379,0,0,0,0,160351.50251408372,1682.1277034986542,19.792140702667034,0.9260226391325568
0,0,preamble,1,446475,0,0,0,0,160290.17857994416,1839.1671787685966,19.40285704712099,0.9232396063651119
0,0,preamble,2,450571,0,0,0,0,159056.07033829353,2045.7375715777014,18.90700327111662,0.9208524308740657
0,0,preamble,3,454667,0,0,0,0,158065.28121535934,2397.2683980951324,18.191198279705418,0.9175339118568144
0,0,preamble,4,458763,0,0,0,0,158994.7861173384,2805.532528946279,17.533675742992347,0.9131926973024096
0,0,preamble,5,462859,0,0,0,0,156266.40407519057,3125.488106548959,16.989477678817707,0.9088940348983586
0,0,preamble,6,466955,0,0,0,0,154855.22195761537,3541.7629813107533,16.40706360661188,0.9035013515304229
0,0,preamble,7,471051,0,0,0,0,155785.97591476497,3718.8244105685226,16.221226862318396,0.9009794090858994
0,0,preamble,8,475147,0,0,0,0,155279.34460463078,4081.8012370323286,15.802618363738375,0.8972899856109288
0,0,preamble,9,479243,0,0,0,0,153512.72324069537,4649.17390731404,15.187685841962706,0.8929008898076005
0,0,preamble,10,483339,0,0,0,0,151055.8002393782,5079.548298248567,14.73312311850833,0.8861601677903532
0,0,preamble,11,487435,0,0,0,0,151156.78987602508,5779.925051144907,14.175054532923372,0.8788577004246945
0,0,preamble,12,491531,0,0,0,0,150486.18435369866,6058.729452239916,13.951150707447743,0.8747618011310598
0,0,preamble,13,495627,0,0,0,0,148255.26618579245,6598.090341123287,13.515918713005794,0.8681870633411664
0,0,preamble,14,499723,0,0,0,0,148558.63330881685,7157.782552962934,13.1711939460575,0.8643124408172492
0,0,preamble,15,503819,0,0,0,0,147268.14938237722,7843.159159218127,12.736178012474415,0.8567402792023219
0,0,preamble,16,507915,0,0,0,0,144830.7038753623,8762.242736158632,12.182453612926341,0.84737190017126
0,0,preamble,17,512011,0,0,0,0,143191.4646124544,9234.607067676978,11.90498710275744,0.8412704569320194
0,0,preamble,18,516107,0,0,0,0,143297.94336185526,9947.307910597498,11.585343959964016,0.8333255962480528
0,0,preamble,19,520203,0,0,0,0,143245.86251825342,10273.818081385605,11.443502153559796,0.8309487486054985
0,0,preamble,20,524299,0,0,0,0,139643.41777859733,11161.925682523863,10.972813430440508,0.8226810506171266
0,0,preamble,21,528395,0,0,0,0,138686.1669889091,12257.015026373108,10.536484267666346,0.8120212429525165
0,0,preamble,22,532491,0,0,0,0,137509.40150198792,12856.679769775934,10.292035650798237,0.8054298449839634
0,0,preamble,23,536587,0,0,0,0,135581.10978665532,13828.69130810819,9.914181022996313,0.7946524504398649
0,0,preamble,24,540683,0,0,0,0,134633.0347157599,14478.596009554014,9.68425184844147,0.7884066907796492
0,0,preamble,25,544779,0,0,0,0,133813.208251261,15505.238371763566,9.360205359873394,0.7807760845410181
0,0,preamble,26,548875,0,0,0,0,132601.75772218712,16484.643465645826,9.054697224200417,0.7724846206109048
0,0,preamble,27,552971,0,0,0,0,128762.1881310372,17484.467745080936,8.671359320620644,0.7611923905428821
0,0,preamble,28,557067,0,0,0,0,128315.77716790936,18608.99271305881,8.385571928568215,0.7514161536243725
0,0,preamble,29,561163,0,0,0,0,127758.87910046328,19544.64560960605,8.15363292781431,0.7430642506267038
0,0,preamble,30,565259,0,0,0,0,125143.92540355035,20396.47236706866,7.878547120711125,0.7344052818675105
