dataset,snr_db,seed,bank_kind,pattern_count,symbol_count,noise_mode,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,savaux_mean_gt_floor_db,plain_coherent_ser,plain_coherent_mean_gt_rank,plain_coherent_mean_gt_margin_db,plain_coherent_mean_gt_floor_db,plain_coherent_fix_vs_savaux,plain_coherent_break_vs_savaux,plain_coherent_changes_vs_savaux,lora_coherent_ser,lora_coherent_mean_gt_rank,lora_coherent_mean_gt_margin_db,lora_coherent_mean_gt_floor_db,lora_coherent_fix_vs_savaux,lora_coherent_break_vs_savaux,lora_coherent_changes_vs_savaux,lora_mean_power_ser,lora_mean_power_mean_gt_rank,lora_mean_power_mean_gt_margin_db,lora_mean_power_mean_gt_floor_db,lora_mean_power_fix_vs_savaux,lora_mean_power_break_vs_savaux,lora_mean_power_changes_vs_savaux,lora_best_power_ser,lora_best_power_mean_gt_rank,lora_best_power_mean_gt_margin_db,lora_best_power_mean_gt_floor_db,lora_best_power_fix_vs_savaux,lora_best_power_break_vs_savaux,lora_best_power_changes_vs_savaux,lora_stable_power_ser,lora_stable_power_mean_gt_rank,lora_stable_power_mean_gt_margin_db,lora_stable_power_mean_gt_floor_db,lora_stable_power_fix_vs_savaux,lora_stable_power_break_vs_savaux,lora_stable_power_changes_vs_savaux,lora_adaptive_gls_ser,lora_adaptive_gls_mean_gt_rank,lora_adaptive_gls_mean_gt_margin_db,lora_adaptive_gls_mean_gt_floor_db,lora_adaptive_gls_fix_vs_savaux,lora_adaptive_gls_break_vs_savaux,lora_adaptive_gls_changes_vs_savaux,lora_crossfit_gls_ser,lora_crossfit_gls_mean_gt_rank,lora_crossfit_gls_mean_gt_margin_db,lora_crossfit_gls_mean_gt_floor_db,lora_crossfit_gls_fix_vs_savaux,lora_crossfit_gls_break_vs_savaux,lora_crossfit_gls_changes_vs_savaux,lora_cg_gls_ser,lora_cg_gls_mean_gt_rank,lora_cg_gls_mean_gt_margin_db,lora_cg_gls_mean_gt_floor_db,lora_cg_gls_fix_vs_savaux,lora_cg_gls_break_vs_savaux,lora_cg_gls_changes_vs_savaux,lora_offpacket_gls_ser,lora_offpacket_gls_mean_gt_rank,lora_offpacket_gls_mean_gt_margin_db,lora_offpacket_gls_mean_gt_floor_db,lora_offpacket_gls_fix_vs_savaux,lora_offpacket_gls_break_vs_savaux,lora_offpacket_gls_changes_vs_savaux
0_0_0_10_14_16,-23.0,42,multiscale_only_diverse96,96,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.35714285714285715,10.342857142857143,7.415727515308537,25.87564368641081,0.5714285714285714,77.54285714285714,-0.4291389171211685,21.71207703999382,0,15,33,0.35714285714285715,10.342857142857143,7.415727507338594,25.875643572998552,0,0,0,0.35714285714285715,13.514285714285714,6.258916893824728,19.35512201886667,0,0,5,0.45714285714285713,49.15714285714286,1.433909912172956,14.867338467893942,0,7,25,0.35714285714285715,10.214285714285714,7.466631932724705,32.448814388827294,0,0,1,0.14285714285714285,3.257142857142857,12.557455583535114,32.96180545825661,15,0,18,0.14285714285714285,3.157142857142857,12.588874340056211,32.16607957081276,15,0,19,0.15714285714285714,3.2714285714285714,11.46981566144873,29.97065076452439,14,0,18,0.35714285714285715,10.342857142857143,7.415727507338594,25.875643572998552,0,0,0
0_0_0_10_14_16,-24.0,42,multiscale_only_diverse96,96,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.35714285714285715,18.02857142857143,6.879345797656466,25.328419525584966,0.5714285714285714,89.28571428571429,-0.7640032786655891,21.32776878450945,0,15,33,0.35714285714285715,18.02857142857143,6.879345815003553,25.328419929034848,0,0,0,0.37142857142857144,23.742857142857144,5.8794735078532305,18.96754968984713,0,1,6,0.45714285714285713,67.5,1.188021188613467,14.610337821635303,0,7,25,0.35714285714285715,17.985714285714284,6.772050706775021,31.729129977066883,0,0,1,0.14285714285714285,3.657142857142857,12.22750078533384,32.52476831419652,15,0,18,0.15714285714285714,3.6857142857142855,12.26834236674386,31.768618885273437,14,0,18,0.15714285714285714,3.7714285714285714,11.031889596322095,29.454654723036967,14,0,18,0.35714285714285715,18.02857142857143,6.879345815003553,25.328419929034848,0,0,0
0_0_0_10_14_16,-25.0,42,multiscale_only_diverse96,96,70,offpacket_bootstrap,white,0.0,0.0,0.0,0.4142857142857143,29.857142857142858,6.343521232111166,24.779625850329843,0.5857142857142857,102.95714285714286,-1.0877000656430202,20.95649159273178,1,13,35,0.4142857142857143,29.857142857142858,6.343521115887378,24.779625479693053,0,0,0,0.4142857142857143,38.31428571428572,5.525068126429696,18.60599148724375,0,0,6,0.45714285714285713,90.02857142857142,0.9570020318453223,14.366722038940175,0,3,24,0.4142857142857143,29.785714285714285,6.0535750171126015,30.98716733908811,0,0,1,0.17142857142857143,4.357142857142857,11.893021281713203,32.102945073029765,17,0,21,0.17142857142857143,4.571428571428571,11.922032713257108,31.34307265594014,17,0,22,0.2,4.785714285714286,10.58895895727509,28.91632147657676,15,0,21,0.4142857142857143,29.857142857142858,6.343521115887378,24.779625479693053,0,0,0
