packet_index,payload_symbol_index,gt_bin,bank_kind,pattern_count,savaux_selected_bin,savaux_ok,savaux_gt_rank,savaux_gt_power,savaux_gt_margin_db,savaux_gt_floor_db,plain_coherent_selected_bin,plain_coherent_ok,plain_coherent_gt_rank,plain_coherent_gt_power,plain_coherent_gt_margin_db,plain_coherent_gt_floor_db,lora_coherent_selected_bin,lora_coherent_ok,lora_coherent_gt_rank,lora_coherent_gt_power,lora_coherent_gt_margin_db,lora_coherent_gt_floor_db,lora_mean_power_selected_bin,lora_mean_power_ok,lora_mean_power_gt_rank,lora_mean_power_gt_power,lora_mean_power_gt_margin_db,lora_mean_power_gt_floor_db,lora_best_power_selected_bin,lora_best_power_ok,lora_best_power_gt_rank,lora_best_power_gt_power,lora_best_power_gt_margin_db,lora_best_power_gt_floor_db,lora_stable_power_selected_bin,lora_stable_power_ok,lora_stable_power_gt_rank,lora_stable_power_gt_power,lora_stable_power_gt_margin_db,lora_stable_power_gt_floor_db,lora_adaptive_gls_selected_bin,lora_adaptive_gls_ok,lora_adaptive_gls_gt_rank,lora_adaptive_gls_gt_power,lora_adaptive_gls_gt_margin_db,lora_adaptive_gls_gt_floor_db,lora_crossfit_gls_selected_bin,lora_crossfit_gls_ok,lora_crossfit_gls_gt_rank,lora_crossfit_gls_gt_power,lora_crossfit_gls_gt_margin_db,lora_crossfit_gls_gt_floor_db,lora_cg_gls_selected_bin,lora_cg_gls_ok,lora_cg_gls_gt_rank,lora_cg_gls_gt_power,lora_cg_gls_gt_margin_db,lora_cg_gls_gt_floor_db,lora_offpacket_gls_selected_bin,lora_offpacket_gls_ok,lora_offpacket_gls_gt_rank,lora_offpacket_gls_gt_power,lora_offpacket_gls_gt_margin_db,lora_offpacket_gls_gt_floor_db,dataset,snr_db,seed,noise_mode,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas
1,0,222,multiscale_only_diverse96,96,222,True,1,0.7324391971456521,18.251611100435277,40.876284222027614,222,True,1,0.022083051332759743,7.2783067019857555,38.10180391514574,222,True,1,0.04577744990406681,18.251612354810163,40.876285103975405,222,True,1,0.04579925268199072,18.118570420478427,34.013557065749325,222,True,1,0.04955944941063749,8.74732825290411,27.077895946380014,222,True,1,0.7320905187672293,18.384653034767013,47.80092801979965,222,True,1,8663.882686635563,18.113756775291833,40.92352359243631,222,True,1,8812.350795556844,18.109016194479736,40.14598150134388,222,True,1,8614.365072613964,18.173987035202707,40.27214763437131,222,True,1,0.04577744990406681,18.251612354810163,40.876285103975405,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,1,826,multiscale_only_diverse96,96,826,True,1,0.6725193482901801,20.287419690217806,40.173705157388326,826,True,1,0.025685700880169717,9.624899733951366,38.400656223465724,826,True,1,0.04203245598439099,20.28741893978151,40.17370472503208,826,True,1,0.04205861111343039,17.756260467713687,33.11911596982395,826,True,1,0.045499124982166836,7.959579209094375,26.282004883792744,826,True,1,0.6721011264357164,20.52839656874304,47.541700207519696,826,True,1,7985.48900672159,20.828282825779254,40.73958766129369,826,True,1,8117.701563062603,20.481494136923104,40.16913607776968,826,True,1,7996.791450892013,20.548781113892424,40.166045494319306,826,True,1,0.04203245598439099,20.28741893978151,40.17370472503208,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,2,922,multiscale_only_diverse96,96,922,True,1,0.8157760012935888,18.51850218383175,42.876862552051676,922,True,1,0.044193502589248757,14.462668478156749,43.171132524481656,922,True,1,0.05098600958561033,18.51850133116038,42.876863402543364,922,True,1,0.05100268422206052,17.823136353260903,35.573976165783634,922,True,1,0.053930049729388724,7.949852690719434,28.241569466932898,922,True,1,0.8155092943848478,18.624547422205055,50.53740256698517,922,True,1,12232.51897396362,19.534295339852846,43.055439714069266,922,True,1,12330.81890640086,19.53495939082222,40.99310509896253,922,True,1,12020.763761151065,19.418914421305963,41.5549741629342,922,True,1,0.05098600958561033,18.51850133116038,42.876863402543364,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,3,718,multiscale_only_diverse96,96,355,False,9,0.7217620553341,-2.1417030371292096,8.441847551303754,626,False,184,0.015829912760820537,-6.660221139330101,3.896781414350828,355,False,9,0.045110130425750294,-2.141703093723664,8.441847666979807,355,False,13,0.06565888391004922,-1.5635136231333209,3.072807725010072,952,False,51,0.2594243354099607,-1.4076790212043886,2.2737738317047027,355,False,7,0.4958777626662592,-2.719892507719553,13.70202088636127,782,False,4,7.075412688159846,-0.8829081467002492,9.790228011582435,782,False,2,8.253071004104047,-0.22907244012834668,9.84494468595358,782,False,2,8.323685633074872,-0.22818002635015938,9.94484758928963,355,False,9,0.045110130425750294,-2.141703093723664,8.441847666979807,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,4,107,multiscale_only_diverse96,96,337,False,27,0.6117828189235333,-23.747642543161952,10.44455550597268,338,False,31,0.02359836544916116,-23.851016953641775,8.789073241134204,337,False,27,0.03823643335410795,-23.747642467555362,10.444551460869532,337,False,65,0.05184775509613298,-22.431537410704088,4.6456945035488255,337,False,247,0.13853829214834312,-18.697998455184077,1.8035349017564675,337,False,26,0.4511746543237061,-25.063747600013222,16.481400536103628,337,False,25,6.828926544945916,-24.01620696723962,11.209403170674166,337,False,22,8.353345135562074,-23.05353257288982,11.5882717566302,337,False,23,7.498653666882505,-23.42204123500675,11.071294893846112,337,False,27,0.03823643335410795,-23.747642467555362,10.444551460869532,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,5,468,multiscale_only_diverse96,96,337,False,10,0.997674507430478,-12.264650637799758,20.582008821576117,338,False,36,0.008192650697994845,-19.329005582015547,11.596765309236849,337,False,10,0.06235466470553361,-12.264649877756252,20.5820067257662,337,False,10,0.06816429584796758,-11.90719289470846,13.774175116866555,337,False,9,0.2175839825799852,-8.273745025607113,11.045810206248108,337,False,10,0.9126428817637485,-12.62210762084755,27.661168382363115,337,False,10,53.838080372630834,-13.730868165493382,20.754654223143444,337,False,10,66.18659243668122,-12.896804756413697,21.596706724447237,337,False,10,61.787422177631605,-13.004574144757346,21.427323097431213,337,False,10,0.06235466470553361,-12.264649877756252,20.5820067257662,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,6,89,multiscale_only_diverse96,96,128,False,17,1.1425719069166007,-23.03458352062298,19.443092851007176,128,False,18,0.07198089443769731,-22.05188448647396,20.269023957883622,128,False,17,0.07141075359436735,-23.034582952497868,19.443094855538515,128,False,35,0.07841325108846141,-22.629009641857316,12.165535209941162,128,False,114,0.21950676682220646,-18.337158785723428,8.346951818756557,128,False,17,1.0405374063195059,-23.44015683126354,27.19812011339546,128,False,18,23.315424001151964,-23.79232978327467,18.482024568384745,128,False,17,26.774840639498034,-23.125654512752106,17.94390873297079,128,False,17,26.059416002430762,-23.101475127135913,18.51979640237696,128,False,17,0.07141075359436735,-23.034582952497868,19.443094855538515,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,7,713,multiscale_only_diverse96,96,128,False,15,0.7041568364746951,-14.777922206907348,25.806675211952623,128,False,26,0.015318750038559387,-19.03056384845975,21.124627199071988,128,False,15,0.04400981110204091,-14.777921281419488,25.806674884428084,128,False,18,0.04494740967725091,-14.712932778670654,14.161628628638521,128,False,80,0.07508997925601082,-13.644981262214577,7.546177357858181,128,False,14,0.6894681936509195,-14.842910709656183,37.605091217969694,128,False,12,64.24086603229878,-15.328056101886522,25.632386543663657,128,False,12,70.26769004489596,-15.073025789671089,25.80773586357539,128,False,12,67.67154999247707,-15.04590846940577,26.390370118775447,128,False,15,0.04400981110204091,-14.777921281419488,25.806674884428084,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,8,865,multiscale_only_diverse96,96,865,True,1,0.8108549489325902,18.10779407143342,42.8831482140848,865,True,1,0.03544656387391803,10.770494766689211,42.07244584133262,865,True,1,0.050678441320495454,18.107794977339395,42.88315126293199,865,True,1,0.050693862189812505,16.93542822074496,35.6841473536596,865,True,1,0.05341187783164761,6.985640160939543,28.452496840401,865,True,1,0.8106082901131112,18.210562147363962,50.27252482768843,865,True,1,11887.903900686104,18.337402388104657,42.78180211351728,865,True,1,11845.446245807383,18.02484473311503,40.69894691605289,865,True,1,11570.08649851135,18.09040580425307,41.31921594960069,865,True,1,0.050678441320495454,18.107794977339395,42.88315126293199,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
1,9,492,multiscale_only_diverse96,96,492,True,1,0.8031406826014553,14.932403081995073,42.84578157873767,493,False,5,0.0007441703149564651,-11.506583664772325,24.72325731174738,492,True,1,0.05019628948043006,14.932403015162265,42.845780896148085,492,True,1,0.05021275633715239,14.883408427037505,35.61607188736299,492,True,1,0.05326419609667912,6.84857058293808,28.41549971210938,492,True,1,0.8028772992799051,14.981397670119836,50.53993697204927,492,True,1,12660.299373390533,15.838455835866267,43.08418511351078,492,True,1,12802.970317434689,15.64451266822063,41.41770839188066,492,True,1,12455.811604978251,15.664558882286755,41.97553039248603,492,True,1,0.05019628948043006,14.932403015162265,42.845780896148085,0_0_0_10_14_16,-23.0,42,offpacket_bootstrap,white,0.0,0.0,0.0
