event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,925696,1007616,113,121,9,3755,-341,3755,3755,1894.972016595304,2.7918922007129003,0.4553815249964995,10,125000.0,500000.0,4,4096,4,8192,6,2
1,2441216,2514944,298,305,8,443,443,443,443,882.9443668052554,1.4072422034477916,0.2352873573513207,10,125000.0,500000.0,4,4096,4,8192,6,2
2,3923968,4014080,479,488,10,136,136,136,136,1873.7059091648086,10.020367780607286,0.5729239247135193,10,125000.0,500000.0,4,4096,4,8192,6,2
3,5423104,5505024,662,670,9,3925,-171,3925,3925,1505.9024817035015,2.9590656675496523,0.4389612065636413,10,125000.0,500000.0,4,4096,4,8192,6,2
4,6922240,7004160,845,853,9,3618,-478,3618,3618,913.8282536731826,1.4352297317118163,0.42282102177408526,10,125000.0,500000.0,4,4096,4,8192,6,2
5,8429568,8511488,1029,1037,9,240,240,239,240,1299.8519914447616,1.0515979425083488,0.33168211624792804,10,125000.0,500000.0,4,4096,4,8192,6,2
6,9928704,10010624,1212,1220,9,4028,-68,4028,4028,2184.953737153361,4.45380165399637,0.5804914394824414,10,125000.0,500000.0,4,4096,4,8192,6,2
7,11427840,11509760,1395,1403,9,3721,-375,3721,3721,1417.2041689124371,3.5564669811229175,0.40701449600490724,10,125000.0,500000.0,4,4096,4,8192,6,2
8,12926976,13008896,1578,1586,9,342,342,342,342,1379.8321043033566,4.454691637526702,0.35143983909762,10,125000.0,500000.0,4,4096,4,8192,6,2
9,14426112,14516224,1761,1770,10,35,35,35,35,2474.7574466560036,8.9839244279239,0.6885123348040973,10,125000.0,500000.0,4,4096,4,8192,6,2
10,15925248,16007168,1944,1952,9,3823,-273,3823,3823,1405.2623116307789,1.5328025200917343,0.43398296820168175,10,125000.0,500000.0,4,4096,4,8192,6,2
11,17440768,17514496,2129,2136,8,444,444,444,444,1199.267454503104,1.4957605217401115,0.2521997487877619,10,125000.0,500000.0,4,4096,4,8192,6,2
12,18931712,19013632,2311,2319,9,136,136,136,136,3399.674369048948,9.980196347822373,0.6400531172774756,10,125000.0,500000.0,4,4096,4,8192,6,2
