packet_index,event_index,symbol_index,selected_bin,signed_bin,symbol_value,phase_at_bin,phase_predicted,phase_residual_rad,phase_score,margin,confidence,amplitude,energy_ratio,argmax_bin,argmax_is_selected,rank_by_amp,gt_bin,is_correct
1,1,0,491,491,490,1.321016,-5.020724,0.058554,0.910303,0.009728,0.3826,6.734604,0.005866,222,0,3,222,0
1,1,1,694,-330,693,1.336723,1.116928,0.219795,0.936377,0.015438,0.3976,6.197181,0.005062,1007,0,6,826,0
1,1,2,968,-56,967,1.501454,1.352431,0.149023,0.941684,0.021766,0.4071,6.765825,0.005760,637,0,5,922,0
1,1,3,0,0,1023,1.631478,1.666185,-0.034706,0.887204,0.006049,0.3656,4.792667,0.003122,718,0,44,718,0
1,1,4,586,-438,585,1.588763,1.761503,-0.172740,0.903626,0.004531,0.3712,5.216486,0.003471,989,0,29,107,0
1,1,5,606,-418,605,1.888824,1.718787,0.170037,0.930658,0.023841,0.4031,5.948866,0.004670,880,0,9,468,0
1,1,6,79,79,78,2.166165,2.018849,0.147317,0.924560,0.000560,0.3766,5.550681,0.004139,921,0,12,89,0
1,1,7,720,-304,719,2.602068,2.443506,0.158561,0.949676,0.024056,0.4112,6.203243,0.004832,713,0,7,713,0
1,1,8,824,-200,823,3.121656,2.902129,0.219527,0.920557,0.021133,0.3994,6.988778,0.006690,865,0,3,865,0
1,1,9,615,-409,614,-2.650264,3.557559,0.075363,0.997587,0.046933,0.4553,6.764044,0.006203,615,1,0,492,0
1,1,10,906,-118,905,-2.152405,-2.138999,-0.013406,0.982428,0.005710,0.4093,7.260596,0.007068,765,0,2,765,0
1,1,11,571,-453,570,-1.556242,-1.641140,0.084898,0.907377,0.003772,0.3711,4.579771,0.002909,975,0,46,1023,0
1,1,12,232,232,231,-1.027018,-1.044977,0.017959,0.990342,0.019391,0.4256,7.103910,0.006738,607,0,1,597,0
1,1,13,938,-86,937,-0.504802,-0.497793,-0.007008,0.951648,0.040111,0.4281,6.169338,0.004882,562,0,8,562,0
1,1,14,312,312,311,0.051234,0.024423,0.026811,0.938547,0.014152,0.3953,5.337040,0.003809,288,0,19,478,0
1,1,15,388,388,387,0.746950,0.580458,0.166491,0.971365,0.038192,0.4365,6.974945,0.006511,267,0,3,267,0
1,1,16,503,503,502,1.252746,1.302985,-0.050239,0.905116,0.026786,0.3954,5.903357,0.004351,917,0,19,917,0
1,1,17,85,85,84,1.739925,1.808782,-0.068858,0.883154,0.006043,0.3647,5.250623,0.003628,656,0,21,656,0
1,1,18,733,-291,732,2.191318,2.245721,-0.054404,0.913436,0.006944,0.3772,5.024071,0.003272,811,0,31,889,0
1,1,19,163,163,162,2.848238,2.678496,0.169743,0.939100,0.029332,0.4127,6.245497,0.005142,510,0,3,510,0
1,1,20,841,-183,840,-2.749174,3.335417,0.198595,0.968343,0.010972,0.4080,7.074733,0.006457,544,0,1,860,0
1,1,21,553,-471,552,-2.138576,-2.092253,-0.046323,0.999088,0.075137,0.4872,7.921896,0.008291,553,1,0,553,1
1,1,22,502,502,501,-1.321411,-1.481655,0.160244,0.933807,0.021490,0.4025,6.216561,0.004964,629,0,4,629,0
1,1,23,405,405,404,-0.612002,-0.635638,0.023636,0.982729,0.070379,0.4735,7.158896,0.006685,949,0,1,759,0
1,1,24,886,-138,885,-0.014876,0.097407,-0.112283,0.918386,0.014614,0.3888,5.994670,0.004539,874,0,12,874,0
1,1,25,243,243,242,0.942931,0.694532,0.248399,0.973911,0.013840,0.4133,7.290499,0.006579,243,1,0,720,0
1,1,26,524,-500,523,1.702600,1.652340,0.050260,0.891262,0.000664,0.3623,5.227271,0.003438,314,0,31,314,0
1,1,27,597,-427,596,2.289103,2.462268,-0.173165,0.916285,0.003530,0.3759,5.399736,0.003908,879,0,20,602,0
1,1,28,880,-144,879,-3.005054,3.048772,0.229359,0.960796,0.026467,0.4210,7.288604,0.006830,13,0,1,7,0
1,1,29,234,234,233,-2.199033,-2.245386,0.046353,0.910970,0.000974,0.3706,5.200943,0.003483,547,0,27,610,0
1,1,30,600,-424,599,-1.404743,-1.393011,-0.011732,0.944052,0.043502,0.4303,6.971353,0.006096,807,0,1,807,0
1,1,31,383,383,382,-0.557457,-0.598721,0.041263,0.883086,0.018217,0.3757,4.769608,0.002863,897,0,50,897,0
1,1,32,504,504,503,0.021243,0.248565,-0.227321,0.964702,0.011638,0.4049,6.256876,0.004929,568,0,1,749,0
1,1,33,584,-440,583,0.881654,0.815533,0.066121,0.998143,0.116199,0.5359,10.144728,0.013608,584,1,0,584,1
1,1,34,655,-369,654,1.865896,1.728939,0.136956,0.885237,0.001491,0.3623,5.720759,0.004501,934,0,10,934,0
2,2,0,468,468,467,-0.921029,-7.270605,0.066391,0.937634,0.010415,0.3939,6.669989,0.005644,803,0,5,803,0
2,2,1,159,159,158,-1.318653,-1.246548,-0.072105,0.901790,0.003043,0.3718,6.516321,0.005389,826,0,6,826,0
2,2,2,48,48,47,-1.335043,-1.716276,0.381233,0.938976,0.058529,0.4534,9.916245,0.012829,48,1,0,922,0
2,2,3,487,487,486,-1.297627,-1.351434,0.053807,0.903288,0.001339,0.3678,5.155866,0.003438,718,0,36,718,0
2,2,4,258,258,257,-1.117075,-1.314018,0.196943,0.944858,0.027090,0.4126,6.224108,0.005034,820,0,5,86,0
2,2,5,471,471,470,-1.270332,-1.079659,-0.190673,0.906724,0.003280,0.3713,5.153081,0.003566,75,0,22,468,0
2,2,6,628,-396,627,-1.237925,-1.232916,-0.005009,0.924198,0.007887,0.3838,5.650745,0.004160,503,0,17,89,0
2,2,7,517,-507,516,-1.176868,-1.205518,0.028651,0.987858,0.090208,0.4975,8.003169,0.008110,376,0,2,713,0
2,2,8,301,301,300,-1.136679,-1.144461,0.007782,0.954678,0.025268,0.4145,6.055960,0.004881,865,0,5,865,0
2,2,9,469,469,468,-0.950753,-1.096490,0.145736,0.929623,0.015052,0.3942,6.032689,0.004846,1000,0,8,492,0
2,2,10,250,250,249,-0.849245,-0.889696,0.040451,0.971655,0.050965,0.4514,7.611238,0.007856,985,0,1,765,0
2,2,11,489,489,488,-0.781751,-0.747737,-0.034014,0.912793,0.009698,0.3819,6.042154,0.004713,1023,0,14,1023,0
2,2,12,460,460,459,-0.599382,-0.680243,0.080860,0.991240,0.010732,0.4166,6.895433,0.006239,894,0,2,597,0
2,2,13,901,-123,900,-0.419492,-0.497874,0.078382,0.910455,0.008136,0.3796,6.150511,0.004877,562,0,5,562,0
2,2,14,248,248,247,0.187808,-0.239602,0.427410,0.894371,0.017863,0.3898,8.851781,0.009451,478,0,1,478,0
2,2,15,264,264,263,0.521181,0.370176,0.151005,0.951720,0.000549,0.3894,6.507069,0.005420,906,0,6,267,0
2,2,16,377,377,376,1.039472,0.854555,0.184917,0.939806,0.045825,0.4352,8.581560,0.008944,917,0,1,917,0
2,2,17,29,29,28,1.706494,1.557762,0.148731,0.935702,0.014927,0.3997,7.484444,0.006994,656,0,1,656,0
2,2,18,680,-344,679,2.111481,2.224784,-0.113303,0.911286,0.024701,0.3976,6.459897,0.005584,889,0,2,889,0
2,2,19,9,9,8,2.739213,2.629772,0.109442,0.935886,0.003690,0.3856,6.140275,0.005018,510,0,8,510,0
2,2,20,455,455,454,-3.016929,3.366946,-0.100690,0.959618,0.027555,0.4195,6.562619,0.005425,940,0,3,860,0
2,2,21,11,11,10,-2.574760,-2.489886,-0.084874,0.937415,0.028303,0.4125,6.928525,0.006123,553,0,5,553,0
2,2,22,390,390,389,-1.969242,-2.047717,0.078475,0.938913,0.007199,0.3886,5.504495,0.003858,752,0,19,629,0
2,2,23,464,464,463,-1.338289,-1.442199,0.103910,0.942301,0.027067,0.4122,6.318094,0.005463,980,0,6,759,0
2,2,24,68,68,67,-0.686954,-0.732771,0.045817,0.892648,0.017612,0.3792,4.800147,0.003015,874,0,40,874,0
2,2,25,1003,-21,1002,-0.043378,-0.056001,0.012623,0.940824,0.016625,0.4002,6.122780,0.004838,720,0,7,720,0
2,2,26,365,365,364,0.607985,0.600198,0.007788,0.968869,0.033315,0.4287,6.297418,0.005204,166,0,5,314,0
2,2,27,26,26,25,1.100656,1.259320,-0.158664,0.960174,0.043266,0.4378,7.399294,0.006981,602,0,2,602,0
2,2,28,7,7,6,1.856692,1.744232,0.112460,0.895423,0.000137,0.3632,5.081826,0.003266,676,0,32,7,1
2,2,29,304,304,303,2.348628,2.508056,-0.159428,0.913568,0.002179,0.3726,5.148605,0.003315,885,0,35,610,0
2,2,30,544,-480,543,2.681481,2.841298,-0.159817,0.928976,0.004419,0.3818,5.466569,0.003842,259,0,24,775,0
2,2,31,351,351,350,-3.042275,3.173416,0.067494,0.961672,0.034734,0.4279,6.694353,0.005652,912,0,3,912,0
2,2,32,801,-223,800,-2.448531,-2.550339,0.101808,0.913680,0.013529,0.3871,6.349661,0.005376,768,0,5,768,0
