dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_stage1_top40_raw,gt_in_actual_viterbi_candidates_raw,stage1_topk_size,actual_viterbi_candidate_count,effective_top_l,hard_anchor,high_confidence,pre_hard_anchor_count,hard_anchor_rmse_pi,category,gt_local_score,selected_local_score,local_score_delta_gt_minus_selected,lock_active
0_0_0_10_14_16,-24.0,43,5,7,713,713,713,712,712,712,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9352022889035077,0.9352022889035077,0.0,1
0_0_0_10_14_16,-24.0,43,5,8,865,476,476,864,475,475,1,1,40,40,40,0,0,10,0.24475494540851667,E1_gt_in_candidates_local_score_loss,0.8550451879278846,0.9636709637086854,-0.10862577578080079,0
0_0_0_10_14_16,-24.0,43,5,9,492,492,492,491,491,491,1,1,40,40,40,0,0,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9528926409175196,0.9528926409175196,0.0,0
0_0_0_10_14_16,-24.0,43,5,10,765,13,13,764,12,12,1,1,40,40,40,0,0,10,0.24475494540851667,E1_gt_in_candidates_local_score_loss,0.6511645029778826,0.8850202986074396,-0.23385579562955694,0
0_0_0_10_14_16,-24.0,43,5,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9377196454497032,0.9377196454497032,0.0,1
0_0_0_10_14_16,-24.0,43,5,12,597,597,597,596,596,596,1,1,40,4,40,0,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9365339223928759,0.9365339223928759,0.0,1
0_0_0_10_14_16,-24.0,43,5,13,562,780,780,561,779,779,1,0,40,4,40,0,1,10,0.24475494540851667,E3_lock_or_high_conf_removed_gt,,0.920192367530597,,1
0_0_0_10_14_16,-24.0,43,5,14,478,478,478,477,477,477,1,1,40,4,40,0,1,10,0.24475494540851667,A_savaux_ok_phase_ok,1.0169451420024076,1.0169451420024076,0.0,1
0_0_0_10_14_16,-24.0,43,5,15,267,267,267,266,266,266,1,1,40,4,40,0,1,10,0.24475494540851667,A_savaux_ok_phase_ok,1.0037347799997929,1.0037347799997929,0.0,1
0_0_0_10_14_16,-24.0,43,5,16,917,917,917,916,916,916,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9269843789572285,0.9269843789572285,0.0,1
0_0_0_10_14_16,-24.0,43,5,17,656,656,656,655,655,655,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9329388233890632,0.9329388233890632,0.0,1
0_0_0_10_14_16,-24.0,43,5,18,889,889,889,888,888,888,1,1,40,4,40,0,1,10,0.24475494540851667,A_savaux_ok_phase_ok,1.005994165196907,1.005994165196907,0.0,1
0_0_0_10_14_16,-24.0,43,5,19,510,510,510,509,509,509,1,1,40,4,40,0,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9790797971385902,0.9790797971385902,0.0,1
0_0_0_10_14_16,-24.0,43,5,20,860,860,860,859,859,859,1,1,40,40,40,0,0,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9723691239937972,0.9723691239937972,0.0,0
0_0_0_10_14_16,-24.0,43,5,21,553,553,553,552,552,552,1,1,40,40,40,0,0,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9771295365173659,0.9771295365173659,0.0,0
0_0_0_10_14_16,-24.0,43,5,22,629,172,629,628,171,628,1,1,40,40,40,0,0,10,0.24475494540851667,B_savaux_wrong_phase_rescue,0.9071921309024461,0.9071921309024461,0.0,0
0_0_0_10_14_16,-24.0,43,5,23,759,759,759,758,758,758,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9347701836946167,0.9347701836946167,0.0,1
0_0_0_10_14_16,-24.0,43,5,24,874,874,874,873,873,873,1,1,40,40,40,0,0,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9456184072922919,0.9456184072922919,0.0,0
0_0_0_10_14_16,-24.0,43,5,25,720,392,208,719,391,207,1,1,40,40,40,0,0,10,0.24475494540851667,E1_gt_in_candidates_local_score_loss,0.63675459747048,0.7479519017352252,-0.11119730426474517,0
0_0_0_10_14_16,-24.0,43,5,26,314,314,314,313,313,313,1,1,40,4,40,0,1,10,0.24475494540851667,A_savaux_ok_phase_ok,1.00898194125942,1.00898194125942,0.0,1
0_0_0_10_14_16,-24.0,43,5,27,602,602,602,601,601,601,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9373336427105937,0.9373336427105937,0.0,1
0_0_0_10_14_16,-24.0,43,5,28,7,7,7,6,6,6,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9391643324909534,0.9391643324909534,0.0,1
0_0_0_10_14_16,-24.0,43,5,29,610,610,610,609,609,609,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9354673244199547,0.9354673244199547,0.0,1
0_0_0_10_14_16,-24.0,43,5,30,823,236,770,822,235,769,1,1,40,40,40,0,0,10,0.24475494540851667,E1_gt_in_candidates_local_score_loss,0.7228929028503186,0.8891464201665782,-0.1662535173162596,0
0_0_0_10_14_16,-24.0,43,5,31,913,388,303,912,387,302,1,1,40,40,40,0,0,10,0.24475494540851667,E1_gt_in_candidates_local_score_loss,0.7608606630783297,0.8685570884235787,-0.10769642534524904,0
0_0_0_10_14_16,-24.0,43,5,32,741,741,741,740,740,740,1,1,40,4,40,0,1,10,0.24475494540851667,A_savaux_ok_phase_ok,1.0156619978105679,1.0156619978105679,0.0,1
0_0_0_10_14_16,-24.0,43,5,33,581,246,581,580,245,580,1,1,40,40,40,0,0,10,0.24475494540851667,B_savaux_wrong_phase_rescue,0.9550783067396342,0.9550783067396342,0.0,0
0_0_0_10_14_16,-24.0,43,5,34,91,91,91,90,90,90,1,1,40,1,40,1,1,10,0.24475494540851667,A_savaux_ok_phase_ok,0.9297968462065038,0.9297968462065038,0.0,1
0_0_0_10_14_16,-24.0,43,6,0,803,803,803,802,802,802,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.928662213722064,0.928662213722064,0.0,1
0_0_0_10_14_16,-24.0,43,6,1,826,826,826,825,825,825,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,1.0101142143454063,1.0101142143454063,0.0,1
0_0_0_10_14_16,-24.0,43,6,2,871,871,871,870,870,870,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9394912295062176,0.9394912295062176,0.0,1
0_0_0_10_14_16,-24.0,43,6,3,718,198,718,717,197,717,1,1,40,40,40,0,0,14,0.21181444409871722,B_savaux_wrong_phase_rescue,0.9041212990682583,0.9041212990682583,0.0,0
0_0_0_10_14_16,-24.0,43,6,4,107,902,107,106,901,106,1,1,40,40,40,0,0,14,0.21181444409871722,B_savaux_wrong_phase_rescue,0.8449619056457667,0.8449619056457667,0.0,0
0_0_0_10_14_16,-24.0,43,6,5,468,468,468,467,467,467,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,1.0018534127386245,1.0018534127386245,0.0,1
0_0_0_10_14_16,-24.0,43,6,6,89,89,89,88,88,88,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9211850126751643,0.9211850126751643,0.0,1
0_0_0_10_14_16,-24.0,43,6,7,713,447,713,712,446,712,1,1,40,40,40,0,0,14,0.21181444409871722,B_savaux_wrong_phase_rescue,0.7992159051801028,0.7992159051801028,0.0,0
0_0_0_10_14_16,-24.0,43,6,8,865,865,865,864,864,864,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,1.0100263868866999,1.0100263868866999,0.0,1
0_0_0_10_14_16,-24.0,43,6,9,492,492,492,491,491,491,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9392146762391651,0.9392146762391651,0.0,1
0_0_0_10_14_16,-24.0,43,6,10,765,765,765,764,764,764,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9309088184973896,0.9309088184973896,0.0,1
0_0_0_10_14_16,-24.0,43,6,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9298252681235285,0.9298252681235285,0.0,1
0_0_0_10_14_16,-24.0,43,6,12,597,597,597,596,596,596,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9317931235796973,0.9317931235796973,0.0,1
0_0_0_10_14_16,-24.0,43,6,13,562,70,562,561,69,561,1,1,40,4,40,0,1,14,0.21181444409871722,B_savaux_wrong_phase_rescue,0.74565724950302,0.74565724950302,0.0,1
0_0_0_10_14_16,-24.0,43,6,14,478,478,478,477,477,477,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9370407230029507,0.9370407230029507,0.0,1
0_0_0_10_14_16,-24.0,43,6,15,267,267,267,266,266,266,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9085005378048288,0.9085005378048288,0.0,1
0_0_0_10_14_16,-24.0,43,6,16,917,917,917,916,916,916,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9128370765710616,0.9128370765710616,0.0,1
0_0_0_10_14_16,-24.0,43,6,17,656,656,656,655,655,655,1,1,40,40,40,0,0,14,0.21181444409871722,A_savaux_ok_phase_ok,0.8585177989471807,0.8585177989471807,0.0,0
0_0_0_10_14_16,-24.0,43,6,18,889,889,889,888,888,888,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9581716699789388,0.9581716699789388,0.0,1
0_0_0_10_14_16,-24.0,43,6,19,510,569,569,509,568,568,1,1,40,4,40,0,1,14,0.21181444409871722,E1_gt_in_candidates_local_score_loss,0.7359433891320539,0.9332032896782305,-0.1972599005461766,1
0_0_0_10_14_16,-24.0,43,6,20,860,860,860,859,859,859,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,1.0110321108090736,1.0110321108090736,0.0,1
0_0_0_10_14_16,-24.0,43,6,21,553,185,553,552,184,552,1,1,40,40,40,0,0,14,0.21181444409871722,B_savaux_wrong_phase_rescue,0.8451141553134934,0.8451141553134934,0.0,0
0_0_0_10_14_16,-24.0,43,6,22,629,629,629,628,628,628,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9210721718899528,0.9210721718899528,0.0,1
0_0_0_10_14_16,-24.0,43,6,23,759,759,759,758,758,758,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,1.0102315406715192,1.0102315406715192,0.0,1
0_0_0_10_14_16,-24.0,43,6,24,874,874,874,873,873,873,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9257281524560972,0.9257281524560972,0.0,1
0_0_0_10_14_16,-24.0,43,6,25,720,720,720,719,719,719,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9312337527959054,0.9312337527959054,0.0,1
0_0_0_10_14_16,-24.0,43,6,26,314,314,314,313,313,313,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9939297397252639,0.9939297397252639,0.0,1
0_0_0_10_14_16,-24.0,43,6,27,602,602,602,601,601,601,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.994005606852432,0.994005606852432,0.0,1
0_0_0_10_14_16,-24.0,43,6,28,7,7,7,6,6,6,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9374319623570018,0.9374319623570018,0.0,1
0_0_0_10_14_16,-24.0,43,6,29,610,610,610,609,609,609,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,1.0161878515275373,1.0161878515275373,0.0,1
0_0_0_10_14_16,-24.0,43,6,30,791,791,791,790,790,790,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9950494821610101,0.9950494821610101,0.0,1
0_0_0_10_14_16,-24.0,43,6,31,928,928,928,927,927,927,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9392921242979435,0.9392921242979435,0.0,1
0_0_0_10_14_16,-24.0,43,6,32,760,760,760,759,759,759,1,1,40,4,40,0,1,14,0.21181444409871722,A_savaux_ok_phase_ok,1.0148187460875322,1.0148187460875322,0.0,1
0_0_0_10_14_16,-24.0,43,6,33,584,584,584,583,583,583,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.9352413512849518,0.9352413512849518,0.0,1
0_0_0_10_14_16,-24.0,43,6,34,932,932,932,931,931,931,1,1,40,1,40,1,1,14,0.21181444409871722,A_savaux_ok_phase_ok,0.932440389944247,0.932440389944247,0.0,1
0_0_0_10_14_16,-24.0,43,8,0,803,803,803,802,802,802,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.001638861683001,1.001638861683001,0.0,1
0_0_0_10_14_16,-24.0,43,8,1,711,711,711,710,710,710,1,1,40,40,40,0,0,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9576995863918039,0.9576995863918039,0.0,0
0_0_0_10_14_16,-24.0,43,8,2,922,922,922,921,921,921,1,1,40,40,40,0,0,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9681866065197886,0.9681866065197886,0.0,0
0_0_0_10_14_16,-24.0,43,8,3,691,691,691,690,690,690,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.01627614596266,1.01627614596266,0.0,1
0_0_0_10_14_16,-24.0,43,8,4,86,86,86,85,85,85,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9394211591888469,0.9394211591888469,0.0,1
0_0_0_10_14_16,-24.0,43,8,5,468,468,468,467,467,467,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9910361131505064,0.9910361131505064,0.0,1
0_0_0_10_14_16,-24.0,43,8,6,89,89,89,88,88,88,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9976438312753909,0.9976438312753909,0.0,1
0_0_0_10_14_16,-24.0,43,8,7,713,713,713,712,712,712,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9975332172473411,0.9975332172473411,0.0,1
0_0_0_10_14_16,-24.0,43,8,8,865,865,865,864,864,864,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.0076201585455364,1.0076201585455364,0.0,1
0_0_0_10_14_16,-24.0,43,8,9,492,492,492,491,491,491,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9903520662201781,0.9903520662201781,0.0,1
0_0_0_10_14_16,-24.0,43,8,10,765,765,765,764,764,764,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9373091923064683,0.9373091923064683,0.0,1
0_0_0_10_14_16,-24.0,43,8,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.927345813856671,0.927345813856671,0.0,1
0_0_0_10_14_16,-24.0,43,8,12,597,597,597,596,596,596,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.998515389082043,0.998515389082043,0.0,1
0_0_0_10_14_16,-24.0,43,8,13,562,562,562,561,561,561,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.006240564355147,1.006240564355147,0.0,1
0_0_0_10_14_16,-24.0,43,8,14,478,478,478,477,477,477,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.937987927166747,0.937987927166747,0.0,1
0_0_0_10_14_16,-24.0,43,8,15,267,267,267,266,266,266,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9381623993271799,0.9381623993271799,0.0,1
0_0_0_10_14_16,-24.0,43,8,16,917,917,917,916,916,916,1,1,40,40,40,0,0,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9733925459533883,0.9733925459533883,0.0,0
0_0_0_10_14_16,-24.0,43,8,17,656,656,656,655,655,655,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9354995560286481,0.9354995560286481,0.0,1
0_0_0_10_14_16,-24.0,43,8,18,889,654,889,888,653,888,1,1,40,40,40,0,0,12,0.1739412300552274,B_savaux_wrong_phase_rescue,0.9670076361230509,0.9670076361230509,0.0,0
0_0_0_10_14_16,-24.0,43,8,19,510,510,510,509,509,509,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9984490640409662,0.9984490640409662,0.0,1
0_0_0_10_14_16,-24.0,43,8,20,860,860,860,859,859,859,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.0050647814213738,1.0050647814213738,0.0,1
0_0_0_10_14_16,-24.0,43,8,21,553,553,553,552,552,552,1,1,40,40,40,0,0,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9685650972626884,0.9685650972626884,0.0,0
0_0_0_10_14_16,-24.0,43,8,22,629,629,629,628,628,628,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9318056916058567,0.9318056916058567,0.0,1
0_0_0_10_14_16,-24.0,43,8,23,759,759,759,758,758,758,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9340305383300198,0.9340305383300198,0.0,1
0_0_0_10_14_16,-24.0,43,8,24,874,874,874,873,873,873,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9235774569271342,0.9235774569271342,0.0,1
0_0_0_10_14_16,-24.0,43,8,25,720,720,720,719,719,719,1,1,40,40,40,0,0,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9410633873294032,0.9410633873294032,0.0,0
0_0_0_10_14_16,-24.0,43,8,26,314,314,314,313,313,313,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.0117843622396068,1.0117843622396068,0.0,1
0_0_0_10_14_16,-24.0,43,8,27,602,602,602,601,601,601,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9267438848635606,0.9267438848635606,0.0,1
0_0_0_10_14_16,-24.0,43,8,28,7,80,80,6,79,79,1,0,40,4,40,0,1,12,0.1739412300552274,E3_lock_or_high_conf_removed_gt,,0.9537975660536906,,1
0_0_0_10_14_16,-24.0,43,8,29,610,610,610,609,609,609,1,1,40,40,40,0,0,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9647344723200466,0.9647344723200466,0.0,0
0_0_0_10_14_16,-24.0,43,8,30,775,775,775,774,774,774,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9377973833124451,0.9377973833124451,0.0,1
0_0_0_10_14_16,-24.0,43,8,31,920,920,920,919,919,919,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.014539498634259,1.014539498634259,0.0,1
0_0_0_10_14_16,-24.0,43,8,32,753,753,753,752,752,752,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9920255133041469,0.9920255133041469,0.0,1
0_0_0_10_14_16,-24.0,43,8,33,586,586,586,585,585,585,1,1,40,1,40,1,1,12,0.1739412300552274,A_savaux_ok_phase_ok,0.9363298903790205,0.9363298903790205,0.0,1
0_0_0_10_14_16,-24.0,43,8,34,91,91,91,90,90,90,1,1,40,4,40,0,1,12,0.1739412300552274,A_savaux_ok_phase_ok,1.0082271996083862,1.0082271996083862,0.0,1
0_0_0_10_14_16,-24.0,43,9,0,222,222,222,221,221,221,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9379767181060006,0.9379767181060006,0.0,1
0_0_0_10_14_16,-24.0,43,9,1,826,335,826,825,334,825,1,1,40,40,40,0,0,10,0.3130519721104059,B_savaux_wrong_phase_rescue,0.8955800416259584,0.8955800416259584,0.0,0
0_0_0_10_14_16,-24.0,43,9,2,922,922,922,921,921,921,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9345219228295939,0.9345219228295939,0.0,1
0_0_0_10_14_16,-24.0,43,9,3,691,691,691,690,690,690,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9344091847260688,0.9344091847260688,0.0,1
0_0_0_10_14_16,-24.0,43,9,4,86,178,178,85,177,177,1,1,40,40,40,0,0,10,0.3130519721104059,E1_gt_in_candidates_local_score_loss,0.7990424800011342,0.9484582847751751,-0.14941580477404093,0
0_0_0_10_14_16,-24.0,43,9,5,468,468,468,467,467,467,1,1,40,40,40,0,0,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9557694975648782,0.9557694975648782,0.0,0
0_0_0_10_14_16,-24.0,43,9,6,89,89,89,88,88,88,1,1,40,40,40,0,0,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9723619613280594,0.9723619613280594,0.0,0
0_0_0_10_14_16,-24.0,43,9,7,713,713,713,712,712,712,1,1,40,40,40,0,0,10,0.3130519721104059,A_savaux_ok_phase_ok,0.964833386236925,0.964833386236925,0.0,0
0_0_0_10_14_16,-24.0,43,9,8,865,576,880,864,575,879,1,1,40,40,40,0,0,10,0.3130519721104059,E1_gt_in_candidates_local_score_loss,0.7022405587098823,0.8882997383542224,-0.18605917964434004,0
0_0_0_10_14_16,-24.0,43,9,9,492,464,464,491,463,463,1,1,40,40,40,0,0,10,0.3130519721104059,E1_gt_in_candidates_local_score_loss,0.8090985980556461,0.9068152830319977,-0.09771668497635155,0
0_0_0_10_14_16,-24.0,43,9,10,765,765,765,764,764,764,1,1,40,40,40,0,0,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9735473367556169,0.9735473367556169,0.0,0
0_0_0_10_14_16,-24.0,43,9,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.923944798068953,0.923944798068953,0.0,1
0_0_0_10_14_16,-24.0,43,9,12,597,597,597,596,596,596,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.937032146769814,0.937032146769814,0.0,1
0_0_0_10_14_16,-24.0,43,9,13,562,562,562,561,561,561,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,1.006319750064209,1.006319750064209,0.0,1
0_0_0_10_14_16,-24.0,43,9,14,478,478,478,477,477,477,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9839773253784009,0.9839773253784009,0.0,1
0_0_0_10_14_16,-24.0,43,9,15,267,267,267,266,266,266,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,1.0131718030288317,1.0131718030288317,0.0,1
0_0_0_10_14_16,-24.0,43,9,16,917,917,917,916,916,916,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9362109631547152,0.9362109631547152,0.0,1
0_0_0_10_14_16,-24.0,43,9,17,656,656,656,655,655,655,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9963843683870868,0.9963843683870868,0.0,1
0_0_0_10_14_16,-24.0,43,9,18,889,889,889,888,888,888,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9839963075115976,0.9839963075115976,0.0,1
0_0_0_10_14_16,-24.0,43,9,19,510,510,510,509,509,509,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9358911942994294,0.9358911942994294,0.0,1
0_0_0_10_14_16,-24.0,43,9,20,860,860,860,859,859,859,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,1.0017123051472723,1.0017123051472723,0.0,1
0_0_0_10_14_16,-24.0,43,9,21,553,553,553,552,552,552,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9379783988716963,0.9379783988716963,0.0,1
0_0_0_10_14_16,-24.0,43,9,22,629,629,629,628,628,628,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,1.0045080749400213,1.0045080749400213,0.0,1
0_0_0_10_14_16,-24.0,43,9,23,759,759,759,758,758,758,1,1,40,40,40,0,0,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9484108895872975,0.9484108895872975,0.0,0
0_0_0_10_14_16,-24.0,43,9,24,874,798,798,873,797,797,1,1,40,40,40,0,0,10,0.3130519721104059,E1_gt_in_candidates_local_score_loss,0.7522951890563675,0.9218717883897322,-0.16957659933336466,0
0_0_0_10_14_16,-24.0,43,9,25,720,720,720,719,719,719,1,1,40,40,40,0,0,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9456200737304753,0.9456200737304753,0.0,0
0_0_0_10_14_16,-24.0,43,9,26,314,314,314,313,313,313,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9373132751747068,0.9373132751747068,0.0,1
0_0_0_10_14_16,-24.0,43,9,27,602,602,602,601,601,601,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,1.0043932746139992,1.0043932746139992,0.0,1
0_0_0_10_14_16,-24.0,43,9,28,7,372,872,6,371,871,1,1,40,40,40,0,0,10,0.3130519721104059,E1_gt_in_candidates_local_score_loss,0.6682041128340815,0.9464607399254855,-0.278256627091404,0
0_0_0_10_14_16,-24.0,43,9,29,610,913,610,609,912,609,1,1,40,40,40,0,0,10,0.3130519721104059,B_savaux_wrong_phase_rescue,0.7608593102316505,0.7608593102316505,0.0,0
0_0_0_10_14_16,-24.0,43,9,30,794,833,833,793,832,832,1,1,40,40,40,0,0,10,0.3130519721104059,E1_gt_in_candidates_local_score_loss,0.7837212981197399,0.9349769673697321,-0.15125566924999223,0
0_0_0_10_14_16,-24.0,43,9,31,905,743,743,904,742,742,1,1,40,40,40,0,0,10,0.3130519721104059,E1_gt_in_candidates_local_score_loss,0.7649339727467288,0.9633527306134833,-0.19841875786675445,0
0_0_0_10_14_16,-24.0,43,9,32,741,741,741,740,740,740,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.9338789439027827,0.9338789439027827,0.0,1
0_0_0_10_14_16,-24.0,43,9,33,580,580,580,579,579,579,1,1,40,1,40,1,1,10,0.3130519721104059,A_savaux_ok_phase_ok,0.936350796699608,0.936350796699608,0.0,1
0_0_0_10_14_16,-24.0,43,9,34,89,89,89,88,88,88,1,1,40,4,40,0,1,10,0.3130519721104059,A_savaux_ok_phase_ok,1.0080481441471647,1.0080481441471647,0.0,1
0_0_0_10_14_16,-24.0,43,10,0,803,383,383,802,382,382,1,1,40,40,40,0,0,13,0.31718962628747605,E1_gt_in_candidates_local_score_loss,0.8565343618664775,0.9442563532544553,-0.08772199138797787,0
0_0_0_10_14_16,-24.0,43,10,1,826,826,826,825,825,825,1,1,40,1,40,1,1,13,0.31718962628747605,A_savaux_ok_phase_ok,0.9363148123227447,0.9363148123227447,0.0,1
0_0_0_10_14_16,-24.0,43,10,2,922,922,922,921,921,921,1,1,40,1,40,1,1,13,0.31718962628747605,A_savaux_ok_phase_ok,0.925567962542148,0.925567962542148,0.0,1
0_0_0_10_14_16,-24.0,43,10,3,691,691,691,690,690,690,1,1,40,1,40,1,1,13,0.31718962628747605,A_savaux_ok_phase_ok,0.9331559074138238,0.9331559074138238,0.0,1
