dataset,target_snr_db,seed_count,symbol_count,raw_savaux_ser,raw_phase_line_ser,stage1_top40_recall,actual_viterbi_candidate_recall,mean_stage1_topk_size,mean_actual_viterbi_candidate_count,hard_anchor_rate,high_confidence_rate,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate
0_0_0_10_14_16,-26.0,5,1925,0.4077922077922078,0.36207792207792205,0.9402597402597402,0.8820779220779221,40.0,12.412467532467533,0.15168831168831168,0.41974025974025975,1110,0.5766233766233766,118,0.0612987012987013,30,0.015584415584415584,115,0.05974025974025974,81,0.042077922077922075,437,0.227012987012987,3,0.0015584415584415584,31,0.016103896103896103,0,0.0
0_0_0_10_14_16,-25.0,5,1925,0.24727272727272728,0.2,0.9787012987012987,0.945974025974026,40.0,12.114805194805195,0.27480519480519483,0.5781818181818181,1434,0.7449350649350649,106,0.05506493506493507,15,0.007792207792207792,41,0.0212987012987013,40,0.02077922077922078,264,0.13714285714285715,2,0.001038961038961039,23,0.011948051948051949,0,0.0
0_0_0_10_14_16,-24.0,5,1925,0.12311688311688311,0.08675324675324675,0.9942857142857143,0.9885714285714285,40.0,11.804675324675324,0.44051948051948053,0.7402597402597403,1678,0.8716883116883117,80,0.04155844155844156,10,0.005194805194805195,11,0.005714285714285714,3,0.0015584415584415584,133,0.06909090909090909,2,0.001038961038961039,8,0.004155844155844156,0,0.0
0_0_0_10_14_16,-23.0,5,1925,0.03896103896103896,0.02025974025974026,0.9979220779220779,0.9974025974025974,40.0,6.90025974025974,0.6509090909090909,0.8779220779220779,1849,0.9605194805194806,37,0.01922077922077922,1,0.0005194805194805195,4,0.002077922077922078,0,0.0,33,0.017142857142857144,0,0.0,1,0.0005194805194805195,0,0.0
0_0_0_10_14_16,-22.0,5,1925,0.01090909090909091,0.004155844155844156,1.0,0.9994805194805195,40.0,3.3688311688311687,0.8212987012987013,0.9636363636363636,1904,0.9890909090909091,13,0.006753246753246753,0,0.0,0,0.0,0,0.0,7,0.0036363636363636364,0,0.0,1,0.0005194805194805195,0,0.0
