esn0_db,trials,estimate_available_rate,strict_gate_rate,decoder_aware_gate_rate,strict_crc_pdr,decoder_aware_crc_pdr,oracle_crc_pdr,ridge_enabled,ridge_top_k,ridge_crc_pdr,ridge_crc_accept_rate,ridge_crc_false_deliveries,ridge_rescues_over_decoder_aware,ridge_regressions_vs_decoder_aware,ridge_mean_decoder_attempts,ridge_mean_list_generation_ms,ridge_mean_operational_decode_ms,ridge_soft_hamming_enabled,ridge_soft_crc_pdr,ridge_soft_crc_accept_rate,ridge_soft_crc_false_deliveries,ridge_soft_rescues_over_hard_ridge,ridge_soft_regressions_vs_hard_ridge,ridge_soft_mean_decoder_attempts,ridge_soft_mean_operational_decode_ms,soft_oracle_crc_pdr,strict_crc_accept_rate,decoder_aware_crc_accept_rate,strict_crc_false_deliveries,decoder_aware_crc_false_deliveries,strict_decoder_calls,decoder_aware_decoder_calls,extra_decoder_calls,extra_candidate_crc_rescues,extra_candidate_crc_rejects,extra_candidate_crc_false_accepts,fec_corrected_packets,oracle_gap_gate_rejects,oracle_gap_bad_candidate_decodes,oracle_demod_failures,decoder_aware_beats_oracle,strict_decode_total_ms,decoder_aware_decode_total_ms,extra_decode_total_ms,extra_decode_ms_per_trial,mean_sync_ms,mean_candidate_decode_ms
16.0,80,1.0,0.925,1.0,0.9125,0.9875,1.0,1,4,0.9875,0.9875,0,0,0,1.0375,93.42925375001414,484.03398750004953,0,0.0,0.0,0,0,79,0.0,0.0005850000775353692,0.0,0.9125,0.9875,0,0,74,80,6,6,0,0,79,0,1,0,0,35121.199699997305,38142.49359999758,3021.2939000002734,37.76617375000342,23193.884098750015,476.78116999996973
