trial_id,packet_id,reference_id,esn0_db,seed,sync_status,estimate_available,strict_gate,decoder_aware_gate,extra_decoder_candidate,gate_failure_reasons,strict_crc_accept,decoder_aware_crc_accept,strict_packet_delivered,decoder_aware_packet_delivered,oracle_packet_delivered,ridge_top_k,ridge_packet_delivered,ridge_crc_accept,ridge_crc_false_delivery,ridge_rescue_over_decoder_aware,ridge_regression_vs_decoder_aware,ridge_candidate_count,ridge_decoder_attempts,ridge_selected_candidate,ridge_selected_sfd_peak_rank,ridge_selected_delta_cfo_bins,ridge_selected_delta_payload_samples,ridge_soft_hamming_enabled,ridge_soft_packet_delivered,ridge_soft_crc_accept,ridge_soft_crc_false_delivery,ridge_soft_rescue_over_hard_ridge,ridge_soft_regression_vs_hard_ridge,ridge_soft_decoder_attempts,ridge_soft_selected_candidate,soft_oracle_packet_delivered,strict_crc_false_delivery,decoder_aware_crc_false_delivery,extra_candidate_crc_rescue,extra_candidate_crc_reject,extra_candidate_crc_false_accept,fec_corrected_packet,current_all_symbol_errors,sync_ms,current_decode_ms,oracle_decode_ms,ridge_list_generation_ms,ridge_decode_operational_ms,ridge_soft_decode_operational_ms,soft_oracle_decode_ms,strict_modeled_decode_ms,decoder_aware_modeled_decode_ms,extra_modeled_decode_ms,signal_power,added_noise_power,current_decode_status,current_header_valid,current_crc_valid,current_payload_exact,current_payload_hex,current_header_symbols_decoded,current_payload_symbols_decoded,current_header_symbol_errors,current_payload_symbol_errors,oracle_decode_status,oracle_header_valid,oracle_crc_valid,oracle_payload_exact,oracle_payload_hex,oracle_header_symbols_decoded,oracle_payload_symbols_decoded,oracle_header_symbol_errors,oracle_payload_symbol_errors,frame_sync_valid,netid_valid,noisy_cfo_total_bins,noisy_payload_start_sample
exp0_000003_rxg20_0_fulltrim:16:20260822,exp0_000003_rxg20_0_fulltrim,3,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,21543.862600000466,517.5202999998874,474.96330000012676,100.84240000014688,453.33810000011,0.0005000001692678779,0.0005000001692678779,517.5202999998874,517.5202999998874,0.0,5.3735255547964695e-08,5.528652157117742e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,1,1,-128.87146973242395,673552
exp0_000004_rxg20_0_fulltrim:16:20260822,exp0_000004_rxg20_0_fulltrim,4,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,21303.23260000023,479.8725000000559,449.3211999997584,97.1692000002804,452.60619999953633,0.0005000001692678779,0.00030000046535860747,479.8725000000559,479.8725000000559,0.0,6.126035586516529e-08,6.3028861619059495e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,1,1,-128.85826038507486,673552
exp0_000005_rxg20_0_fulltrim:16:20260822,exp0_000005_rxg20_0_fulltrim,5,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,21277.689700000337,442.46429999930115,462.1737999996185,99.22499999993306,394.7451000003639,0.0007000007826718502,0.0006999998731771484,442.46429999930115,442.46429999930115,0.0,7.242874646077204e-08,7.451966893509049e-06,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-128.72284449857673,673551
exp0_000006_rxg20_0_fulltrim:16:20260822,exp0_000006_rxg20_0_fulltrim,6,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,22268.035600000076,558.3198000003904,597.3393999993277,120.30569999933505,628.0760999998165,0.0018999999156221747,0.00019999970390927047,558.3198000003904,558.3198000003904,0.0,7.561376789538686e-08,7.779663774176745e-06,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.78397968481346,673552
exp0_000007_rxg20_0_fulltrim:16:20260822,exp0_000007_rxg20_0_fulltrim,7,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,30761.311599999317,594.4822999999815,520.7400999997844,94.00769999956538,498.86719999994966,0.00039999940781854093,0.00020000061340397224,594.4822999999815,594.4822999999815,0.0,7.449895515307498e-08,7.664964182452212e-06,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.77266195625637,673551
exp0_000008_rxg20_0_fulltrim:16:20260822,exp0_000008_rxg20_0_fulltrim,8,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,31395.916399999805,517.3837000002095,499.73709999994753,113.19869999988441,584.0905000004568,0.00030000046535860747,0.00019999970390927047,517.3837000002095,517.3837000002095,0.0,6.982488910305618e-08,7.18406416464396e-06,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.73688261142118,673552
exp0_000000_rxg20_0_fulltrim:16:20260823,exp0_000000_rxg20_0_fulltrim,0,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,22705.4777000003,398.9825999997265,464.97090000048047,86.12710000033985,403.1183000006422,0.0004000003173132427,0.0002999995558639057,398.9825999997265,398.9825999997265,0.0,6.153250447488309e-08,6.330886680054224e-06,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,1,1,-128.71619207249748,673551
exp0_000002_rxg20_0_fulltrim:16:20260823,exp0_000002_rxg20_0_fulltrim,2,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,4,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,21460.329300000012,388.0652999996528,431.3382000000274,83.45720000033907,407.6823000004879,0.00039999940781854093,0.00020000061340397224,388.0652999996528,388.0652999996528,0.0,2.9434755784562603e-08,3.028449839924876e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,1,1,-129.93801144412956,673544
exp0_000003_rxg20_0_fulltrim:16:20260823,exp0_000003_rxg20_0_fulltrim,3,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,22514.331100000163,449.6534999998403,443.15759999972215,98.1379000004381,417.51879999992525,0.0004000003173132427,0.0002999995558639057,449.6534999998403,449.6534999998403,0.0,5.3735255547964695e-08,5.528652157117742e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,1,1,-129.8818728935994,673544
exp0_000004_rxg20_0_fulltrim:16:20260823,exp0_000004_rxg20_0_fulltrim,4,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,22115.137300000242,658.5666999999376,788.101000000097,132.16629999988072,667.0960999999807,0.0008000006346264854,0.0005000001692678779,658.5666999999376,658.5666999999376,0.0,6.126035586516529e-08,6.3028861619059495e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,1,1,-128.8605089095703,673552
exp0_000005_rxg20_0_fulltrim:16:20260823,exp0_000005_rxg20_0_fulltrim,5,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,20853.576700000303,448.72810000015306,429.79640000066865,89.11080000052607,525.4783000000316,0.0009000004865811206,0.0008999995770864189,448.72810000015306,448.72810000015306,0.0,7.242874646077204e-08,7.451966893509049e-06,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-128.72546540875456,673551
exp0_000006_rxg20_0_fulltrim:16:20260823,exp0_000006_rxg20_0_fulltrim,6,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,23446.307700000034,471.1875000002692,487.4436999998579,101.81270000066434,488.08850000023085,0.0014000006558489986,0.00039999940781854093,471.1875000002692,471.1875000002692,0.0,7.561376789538686e-08,7.779663774176745e-06,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.79461999739016,673552
exp0_000007_rxg20_0_fulltrim:16:20260823,exp0_000007_rxg20_0_fulltrim,7,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,28409.86299999986,417.97979999955714,407.3276999997688,87.00789999966219,411.09640000013314,0.0006999998731771484,0.0006000000212225132,417.97979999955714,417.97979999955714,0.0,7.449895515307498e-08,7.664964182452212e-06,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.77010254925497,673551
exp0_000008_rxg20_0_fulltrim:16:20260823,exp0_000008_rxg20_0_fulltrim,8,16.0,20260823,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,24259.48840000001,546.9075999999404,510.98999999976513,101.81519999969169,449.4056000003184,0.0006000000212225132,0.0005000001692678779,546.9075999999404,546.9075999999404,0.0,6.982488910305618e-08,7.18406416464396e-06,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.73003098542202,673552
exp0_000000_rxg20_0_fulltrim:16:20260824,exp0_000000_rxg20_0_fulltrim,0,16.0,20260824,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,21375.551600000108,531.8359000002602,539.3739000001005,104.5788999999786,526.944000000185,0.0005000001692678779,0.0002999995558639057,531.8359000002602,531.8359000002602,0.0,6.153250447488309e-08,6.330886680054224e-06,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,1,1,-128.69624427151172,673552
exp0_000002_rxg20_0_fulltrim:16:20260824,exp0_000002_rxg20_0_fulltrim,2,16.0,20260824,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,4,1,1,0,0,0,4,1,0,2,0.0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,1,8,24843.075300000237,461.43710000069404,441.06790000023466,114.86960000002,596.8313000003036,0.0006999998731771484,0.0002999995558639057,0.0,461.43710000069404,461.43710000069404,2.9434755784562603e-08,3.028449839924876e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,0,1,-129.9362395498651,673544
exp0_000003_rxg20_0_fulltrim:16:20260824,exp0_000003_rxg20_0_fulltrim,3,16.0,20260824,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,23936.665100000027,483.20179999973334,533.3608999999342,90.82020000005286,471.7748000002757,0.0005000001692678779,0.00030000046535860747,483.20179999973334,483.20179999973334,0.0,5.3735255547964695e-08,5.528652157117742e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,1,1,-128.8758681794285,673552
exp0_000004_rxg20_0_fulltrim:16:20260824,exp0_000004_rxg20_0_fulltrim,4,16.0,20260824,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,22222.766000000775,531.4795000003869,540.439299999889,120.52740000035556,528.0434000005698,0.0005000001692678779,0.00030000046535860747,531.4795000003869,531.4795000003869,0.0,6.126035586516529e-08,6.3028861619059495e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,1,1,-128.86228654746944,673552
exp0_000005_rxg20_0_fulltrim:16:20260824,exp0_000005_rxg20_0_fulltrim,5,16.0,20260824,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,24061.082199999873,609.2681000000084,699.2964000000939,136.61749999937456,626.8600000003062,0.0006000000212225132,0.00030000046535860747,609.2681000000084,609.2681000000084,0.0,7.242874646077204e-08,7.451966893509049e-06,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-128.73241038482965,673552
exp0_000006_rxg20_0_fulltrim:16:20260824,exp0_000006_rxg20_0_fulltrim,6,16.0,20260824,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,21941.978900000322,630.4497000000993,584.6729000004416,104.76939999989554,559.4134000002668,0.0002999995558639057,9.999985195463523e-05,630.4497000000993,630.4497000000993,0.0,7.561376789538686e-08,7.779663774176745e-06,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.79128615633275,673552
exp0_000007_rxg20_0_fulltrim:16:20260824,exp0_000007_rxg20_0_fulltrim,7,16.0,20260824,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,24005.855399999746,476.52889999972103,515.4780000002575,100.32739999951445,471.27199999977165,0.0006000000212225132,0.0005000001692678779,476.52889999972103,476.52889999972103,0.0,7.449895515307498e-08,7.664964182452212e-06,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.76025584215196,673551
exp0_000008_rxg20_0_fulltrim:16:20260824,exp0_000008_rxg20_0_fulltrim,8,16.0,20260824,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,23803.992500000277,520.276900000681,626.6004999997676,110.37329999999201,496.7343999996956,0.00030000046535860747,0.0004000003173132427,520.276900000681,520.276900000681,0.0,6.982488910305618e-08,7.18406416464396e-06,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.74160909576062,673552
exp0_000000_rxg20_0_fulltrim:16:20260825,exp0_000000_rxg20_0_fulltrim,0,16.0,20260825,ok,1,1,1,0,,1,1,1,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,8,21759.913699999743,384.4270999998116,442.1903000002203,97.74080000079266,461.5617999997994,0.0005000001692678779,0.00030000046535860747,384.4270999998116,384.4270999998116,0.0,6.153250447488309e-08,6.330886680054224e-06,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,1,1,-128.7255208210381,673552
exp0_000002_rxg20_0_fulltrim:16:20260825,exp0_000002_rxg20_0_fulltrim,2,16.0,20260825,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,4,1,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,1,8,23587.25929999946,554.9622999997155,494.66709999978775,89.3383000002359,459.3800000002375,0.0004000003173132427,0.000100000761449337,0.0,554.9622999997155,554.9622999997155,2.9434755784562603e-08,3.028449839924876e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,0,1,-128.9308500372658,673552
