dataset,snr_db,seed,packet_index,payload_symbol_index,scope,dimension,snapshots,diagonal_loading,diagonal_cv,mean_abs_correlation,max_abs_correlation,condition_number
0_0_0_10_14_32,-26.0,42,2,16,symbol_null,4,1000,0.05,0.020070689563136433,0.032816366502587256,0.051666495210787707,1.1866407480346077
0_0_0_10_14_32,-26.0,42,2,17,symbol_null,4,1000,0.05,0.013812244978653377,0.02893699573308058,0.05079619906279215,1.1607237899719482
0_0_0_10_14_32,-26.0,42,2,18,symbol_null,4,1000,0.05,0.022323152168767478,0.026611635889087448,0.044937418942475986,1.1637377122915982
0_0_0_10_14_32,-26.0,42,2,19,symbol_null,4,1000,0.05,0.014217453706690556,0.027166837763428774,0.04723544779586406,1.1562089070001529
0_0_0_10_14_32,-26.0,42,2,20,symbol_null,4,1000,0.05,0.025352849806910487,0.021826181574116536,0.032872458976481146,1.138436768488578
0_0_0_10_14_32,-26.0,42,2,21,symbol_null,4,1000,0.05,0.023973874770376036,0.04745353836343492,0.06429589714445609,1.275752709993154
0_0_0_10_14_32,-26.0,42,2,22,symbol_null,4,1000,0.05,0.023264151428307546,0.02403488149641417,0.04173954969939863,1.146820746573165
0_0_0_10_14_32,-26.0,42,2,23,symbol_null,4,1000,0.05,0.015536036416562983,0.03341650897012144,0.05291455855702842,1.191174262843481
0_0_0_10_14_32,-26.0,42,2,24,symbol_null,4,1002,0.05,0.023137291012576246,0.022506662068794436,0.04310404150783082,1.1328255502867988
0_0_0_10_14_32,-26.0,42,2,25,symbol_null,4,1000,0.05,0.01667964510071966,0.015523480290350713,0.028782851448724365,1.0903774626551614
0_0_0_10_14_32,-26.0,42,2,26,symbol_null,4,1000,0.05,0.010854564260735243,0.03125389155162835,0.053519365702967864,1.1688832949963133
0_0_0_10_14_32,-26.0,42,2,27,symbol_null,4,1000,0.05,0.028665777546231935,0.03317472764027128,0.051164252690760054,1.1969479517338213
0_0_0_10_14_32,-26.0,42,2,28,symbol_null,4,1000,0.05,0.007147899774800578,0.025523874602463623,0.040579867279180094,1.1301855391822038
0_0_0_10_14_32,-26.0,42,2,29,symbol_null,4,1000,0.05,0.018997410652536045,0.027555857125136224,0.05851990459821563,1.1818090798371335
0_0_0_10_14_32,-26.0,42,2,30,symbol_null,4,1000,0.05,0.014284423494046117,0.0319895606155618,0.043622980647907615,1.17911963307109
0_0_0_10_14_32,-26.0,42,2,31,symbol_null,4,1000,0.05,0.020861937890375087,0.020922594818122087,0.03323677359166741,1.1148401556746053
0_0_0_10_14_32,-26.0,42,2,32,symbol_null,4,1000,0.05,0.013813549481687944,0.04312302284217232,0.0726997664593706,1.2358424228472318
0_0_0_10_14_32,-26.0,42,2,33,symbol_null,4,1000,0.05,0.016750408404293066,0.03198742240732821,0.039188160676575476,1.1740130064763283
0_0_0_10_14_32,-26.0,42,2,34,symbol_null,4,1000,0.05,0.007575461954546817,0.023808745977430254,0.05848157117571166,1.150470789351346
0_0_0_10_14_32,-26.0,42,3,,packet_null,4,35009,0.05,0.004249440576298683,0.006609137089531393,0.00906506781812867,1.035963926512406
0_0_0_10_14_32,-26.0,42,3,0,symbol_null,4,1001,0.05,0.020682779677717873,0.02974855583557332,0.04757664731999973,1.175396369849267
0_0_0_10_14_32,-26.0,42,3,1,symbol_null,4,1002,0.05,0.01076475064490957,0.028425491455702404,0.040301412914010445,1.156438439965489
0_0_0_10_14_32,-26.0,42,3,2,symbol_null,4,1000,0.05,0.023377994747361467,0.022828739816664723,0.03426984046544908,1.1410458627655584
0_0_0_10_14_32,-26.0,42,3,3,symbol_null,4,1000,0.05,0.02815466728949359,0.030579686186348248,0.04116932429236605,1.1877584408339918
0_0_0_10_14_32,-26.0,42,3,4,symbol_null,4,1000,0.05,0.02112272264304655,0.017965741592307315,0.027578629713246317,1.10679559860293
0_0_0_10_14_32,-26.0,42,3,5,symbol_null,4,1000,0.05,0.013633288300430443,0.04211664023405693,0.07815675371968413,1.2372610052812332
