dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,null_bin_count,savaux_bin,savaux_error,gls_offpacket_fixed_bin,gls_offpacket_fixed_error,gls_packet_null_bin,gls_packet_null_error,gls_symbol_null_bin,gls_symbol_null_error
0_0_0_10_14_32,-26.0,50,7,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,50,7,2,10,922,1000,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-26.0,50,7,3,11,691,1000,977,1,977,1,977,1,977,1
0_0_0_10_14_32,-26.0,50,7,4,12,107,1000,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-26.0,50,7,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,50,7,6,14,89,1002,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,50,7,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,50,7,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,50,7,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,50,7,10,18,765,1000,460,1,460,1,460,1,460,1
0_0_0_10_14_32,-26.0,50,7,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,50,7,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,50,7,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,50,7,14,22,478,1000,719,1,719,1,719,1,719,1
0_0_0_10_14_32,-26.0,50,7,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,50,7,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,50,7,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,50,7,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,50,7,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,50,7,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,50,7,21,29,553,1001,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,50,7,22,30,629,1001,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,50,7,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,50,7,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,50,7,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,50,7,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,50,7,27,35,602,1002,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,50,7,28,36,7,1000,7,0,7,0,7,0,907,1
0_0_0_10_14_32,-26.0,50,7,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,50,7,30,38,807,1000,807,0,807,0,807,0,807,0
0_0_0_10_14_32,-26.0,50,7,31,39,921,1000,921,0,921,0,921,0,921,0
0_0_0_10_14_32,-26.0,50,7,32,40,740,1000,265,1,265,1,265,1,265,1
0_0_0_10_14_32,-26.0,50,7,33,41,587,1005,587,0,587,0,587,0,587,0
0_0_0_10_14_32,-26.0,50,7,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-26.0,51,0,0,8,803,1000,240,1,240,1,240,1,240,1
0_0_0_10_14_32,-26.0,51,0,1,9,711,1000,653,1,653,1,653,1,653,1
0_0_0_10_14_32,-26.0,51,0,2,10,922,1000,471,1,471,1,471,1,471,1
0_0_0_10_14_32,-26.0,51,0,3,11,718,1001,441,1,470,1,872,1,470,1
0_0_0_10_14_32,-26.0,51,0,4,12,107,1000,214,1,214,1,214,1,214,1
0_0_0_10_14_32,-26.0,51,0,5,13,468,1000,881,1,881,1,881,1,393,1
0_0_0_10_14_32,-26.0,51,0,6,14,89,1000,598,1,598,1,598,1,598,1
0_0_0_10_14_32,-26.0,51,0,7,15,713,1000,506,1,506,1,506,1,506,1
0_0_0_10_14_32,-26.0,51,0,8,16,865,1000,167,1,167,1,167,1,167,1
0_0_0_10_14_32,-26.0,51,0,9,17,492,1000,737,1,737,1,737,1,737,1
0_0_0_10_14_32,-26.0,51,0,10,18,765,1000,162,1,162,1,162,1,162,1
0_0_0_10_14_32,-26.0,51,0,11,19,1023,1000,543,1,543,1,543,1,543,1
0_0_0_10_14_32,-26.0,51,0,12,20,597,1000,952,1,952,1,952,1,952,1
0_0_0_10_14_32,-26.0,51,0,13,21,562,1001,733,1,733,1,733,1,733,1
0_0_0_10_14_32,-26.0,51,0,14,22,478,1000,960,1,249,1,960,1,249,1
0_0_0_10_14_32,-26.0,51,0,15,23,267,1000,197,1,197,1,197,1,197,1
0_0_0_10_14_32,-26.0,51,0,16,24,917,1000,802,1,802,1,802,1,802,1
0_0_0_10_14_32,-26.0,51,0,17,25,656,1000,858,1,858,1,858,1,858,1
0_0_0_10_14_32,-26.0,51,0,18,26,889,1000,961,1,961,1,961,1,961,1
0_0_0_10_14_32,-26.0,51,0,19,27,510,1000,91,1,91,1,91,1,91,1
0_0_0_10_14_32,-26.0,51,0,20,28,860,1001,598,1,598,1,598,1,598,1
0_0_0_10_14_32,-26.0,51,0,21,29,553,1000,610,1,32,1,610,1,32,1
0_0_0_10_14_32,-26.0,51,0,22,30,629,1000,488,1,488,1,488,1,488,1
0_0_0_10_14_32,-26.0,51,0,23,31,759,1000,338,1,338,1,338,1,338,1
0_0_0_10_14_32,-26.0,51,0,24,32,874,1000,1016,1,1016,1,1016,1,1016,1
0_0_0_10_14_32,-26.0,51,0,25,33,720,1000,806,1,806,1,806,1,806,1
0_0_0_10_14_32,-26.0,51,0,26,34,314,1000,413,1,413,1,413,1,413,1
0_0_0_10_14_32,-26.0,51,0,27,35,602,1000,386,1,386,1,386,1,386,1
0_0_0_10_14_32,-26.0,51,0,28,36,7,1000,365,1,365,1,365,1,365,1
0_0_0_10_14_32,-26.0,51,0,29,37,610,1000,505,1,505,1,505,1,505,1
0_0_0_10_14_32,-26.0,51,0,30,38,826,1000,248,1,248,1,248,1,248,1
0_0_0_10_14_32,-26.0,51,0,31,39,928,1001,979,1,979,1,979,1,563,1
0_0_0_10_14_32,-26.0,51,0,32,40,761,1000,549,1,549,1,549,1,549,1
0_0_0_10_14_32,-26.0,51,0,33,41,590,1000,851,1,851,1,851,1,851,1
0_0_0_10_14_32,-26.0,51,0,34,42,936,1000,476,1,476,1,476,1,476,1
0_0_0_10_14_32,-26.0,51,2,0,8,803,1000,347,1,347,1,347,1,347,1
0_0_0_10_14_32,-26.0,51,2,1,9,826,1000,952,1,952,1,952,1,952,1
0_0_0_10_14_32,-26.0,51,2,2,10,922,1000,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-26.0,51,2,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,51,2,4,12,86,1000,553,1,86,0,553,1,553,1
0_0_0_10_14_32,-26.0,51,2,5,13,468,1001,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,51,2,6,14,89,1000,699,1,699,1,699,1,699,1
0_0_0_10_14_32,-26.0,51,2,7,15,713,1000,688,1,688,1,688,1,688,1
0_0_0_10_14_32,-26.0,51,2,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,51,2,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,51,2,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,51,2,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,51,2,12,20,597,1000,88,1,88,1,88,1,88,1
0_0_0_10_14_32,-26.0,51,2,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,51,2,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,51,2,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,51,2,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,51,2,17,25,656,1000,19,1,19,1,19,1,19,1
0_0_0_10_14_32,-26.0,51,2,18,26,889,1000,790,1,790,1,790,1,790,1
0_0_0_10_14_32,-26.0,51,2,19,27,510,1001,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,51,2,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,51,2,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,51,2,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,51,2,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,51,2,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,51,2,25,33,720,1000,182,1,182,1,720,0,182,1
0_0_0_10_14_32,-26.0,51,2,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,51,2,27,35,602,1000,735,1,735,1,735,1,735,1
0_0_0_10_14_32,-26.0,51,2,28,36,7,1000,961,1,961,1,961,1,226,1
0_0_0_10_14_32,-26.0,51,2,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,51,2,30,38,775,1000,775,0,775,0,775,0,775,0
0_0_0_10_14_32,-26.0,51,2,31,39,912,1000,912,0,912,0,912,0,912,0
0_0_0_10_14_32,-26.0,51,2,32,40,768,1000,564,1,564,1,564,1,564,1
0_0_0_10_14_32,-26.0,51,2,33,41,581,1000,453,1,453,1,133,1,420,1
0_0_0_10_14_32,-26.0,51,2,34,42,93,1000,93,0,93,0,93,0,93,0
0_0_0_10_14_32,-26.0,51,3,0,8,222,1000,840,1,840,1,840,1,840,1
0_0_0_10_14_32,-26.0,51,3,1,9,711,1000,12,1,12,1,12,1,775,1
0_0_0_10_14_32,-26.0,51,3,2,10,871,1000,395,1,395,1,395,1,395,1
0_0_0_10_14_32,-26.0,51,3,3,11,718,1002,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,51,3,4,12,107,1000,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-26.0,51,3,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,51,3,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,51,3,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,51,3,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,51,3,9,17,492,1000,767,1,767,1,767,1,767,1
0_0_0_10_14_32,-26.0,51,3,10,18,765,1001,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,51,3,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,51,3,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,51,3,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,51,3,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,51,3,15,23,267,1000,784,1,784,1,784,1,784,1
0_0_0_10_14_32,-26.0,51,3,16,24,917,1000,227,1,227,1,227,1,227,1
0_0_0_10_14_32,-26.0,51,3,17,25,656,1000,589,1,589,1,589,1,589,1
0_0_0_10_14_32,-26.0,51,3,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,51,3,19,27,510,1000,263,1,263,1,135,1,263,1
0_0_0_10_14_32,-26.0,51,3,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,51,3,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,51,3,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,51,3,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,51,3,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,51,3,25,33,720,1001,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,51,3,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,51,3,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,51,3,28,36,7,1000,462,1,462,1,462,1,462,1
0_0_0_10_14_32,-26.0,51,3,29,37,610,1000,309,1,309,1,309,1,309,1
0_0_0_10_14_32,-26.0,51,3,30,38,778,1000,778,0,778,0,778,0,778,0
0_0_0_10_14_32,-26.0,51,3,31,39,897,1000,830,1,830,1,830,1,830,1
0_0_0_10_14_32,-26.0,51,3,32,40,740,1000,1020,1,1020,1,1020,1,1020,1
0_0_0_10_14_32,-26.0,51,3,33,41,590,1000,271,1,271,1,271,1,271,1
0_0_0_10_14_32,-26.0,51,3,34,42,930,1000,930,0,930,0,930,0,930,0
0_0_0_10_14_32,-26.0,51,4,0,8,803,1000,135,1,135,1,135,1,135,1
0_0_0_10_14_32,-26.0,51,4,1,9,711,1000,969,1,969,1,969,1,969,1
0_0_0_10_14_32,-26.0,51,4,2,10,871,1002,86,1,86,1,86,1,86,1
0_0_0_10_14_32,-26.0,51,4,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,51,4,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-26.0,51,4,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,51,4,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,51,4,7,15,713,1000,784,1,784,1,784,1,784,1
0_0_0_10_14_32,-26.0,51,4,8,16,865,1002,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,51,4,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,51,4,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,51,4,11,19,1023,1000,576,1,718,1,718,1,718,1
0_0_0_10_14_32,-26.0,51,4,12,20,597,1001,196,1,196,1,196,1,196,1
0_0_0_10_14_32,-26.0,51,4,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,51,4,14,22,478,1002,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,51,4,15,23,267,1002,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,51,4,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,51,4,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,51,4,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,51,4,19,27,510,1000,889,1,889,1,889,1,889,1
0_0_0_10_14_32,-26.0,51,4,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,51,4,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,51,4,22,30,629,1000,273,1,273,1,273,1,273,1
0_0_0_10_14_32,-26.0,51,4,23,31,759,1000,428,1,428,1,428,1,428,1
0_0_0_10_14_32,-26.0,51,4,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,51,4,25,33,720,1002,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,51,4,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,51,4,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,51,4,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,51,4,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,51,4,30,38,810,1000,810,0,810,0,810,0,810,0
0_0_0_10_14_32,-26.0,51,4,31,39,912,1000,912,0,912,0,912,0,912,0
0_0_0_10_14_32,-26.0,51,4,32,40,753,1000,690,1,690,1,690,1,690,1
0_0_0_10_14_32,-26.0,51,4,33,41,591,1000,591,0,591,0,591,0,591,0
0_0_0_10_14_32,-26.0,51,4,34,42,89,1002,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,51,5,0,8,222,1000,303,1,303,1,303,1,303,1
0_0_0_10_14_32,-26.0,51,5,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-26.0,51,5,2,10,871,1000,373,1,373,1,373,1,373,1
0_0_0_10_14_32,-26.0,51,5,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,51,5,4,12,86,1000,791,1,791,1,791,1,791,1
0_0_0_10_14_32,-26.0,51,5,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,51,5,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,51,5,7,15,713,1002,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,51,5,8,16,865,1000,629,1,629,1,629,1,629,1
0_0_0_10_14_32,-26.0,51,5,9,17,492,1002,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,51,5,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,51,5,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,51,5,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,51,5,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,51,5,14,22,478,1000,51,1,51,1,51,1,51,1
0_0_0_10_14_32,-26.0,51,5,15,23,267,1000,267,0,267,0,267,0,862,1
0_0_0_10_14_32,-26.0,51,5,16,24,917,1002,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,51,5,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,51,5,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,51,5,19,27,510,1002,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,51,5,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,51,5,21,29,553,1000,763,1,763,1,763,1,763,1
0_0_0_10_14_32,-26.0,51,5,22,30,629,1000,344,1,344,1,344,1,344,1
0_0_0_10_14_32,-26.0,51,5,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,51,5,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,51,5,25,33,720,1000,255,1,255,1,255,1,255,1
0_0_0_10_14_32,-26.0,51,5,26,34,314,1000,753,1,753,1,753,1,753,1
0_0_0_10_14_32,-26.0,51,5,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,51,5,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,51,5,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,51,5,30,38,823,1000,932,1,932,1,932,1,932,1
0_0_0_10_14_32,-26.0,51,5,31,39,913,1000,913,0,913,0,913,0,913,0
0_0_0_10_14_32,-26.0,51,5,32,40,741,1000,741,0,741,0,741,0,741,0
0_0_0_10_14_32,-26.0,51,5,33,41,581,1001,581,0,581,0,581,0,581,0
0_0_0_10_14_32,-26.0,51,5,34,42,91,1000,91,0,91,0,91,0,91,0
0_0_0_10_14_32,-26.0,51,6,0,8,803,1002,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-26.0,51,6,1,9,826,1000,966,1,966,1,966,1,966,1
0_0_0_10_14_32,-26.0,51,6,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,51,6,3,11,718,1000,294,1,294,1,294,1,294,1
0_0_0_10_14_32,-26.0,51,6,4,12,107,1000,65,1,65,1,65,1,65,1
0_0_0_10_14_32,-26.0,51,6,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,51,6,6,14,89,1002,929,1,929,1,929,1,929,1
0_0_0_10_14_32,-26.0,51,6,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,51,6,8,16,865,1000,907,1,907,1,907,1,1001,1
0_0_0_10_14_32,-26.0,51,6,9,17,492,1000,969,1,969,1,969,1,969,1
0_0_0_10_14_32,-26.0,51,6,10,18,765,1000,805,1,990,1,805,1,805,1
0_0_0_10_14_32,-26.0,51,6,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,51,6,12,20,597,1000,937,1,937,1,937,1,937,1
0_0_0_10_14_32,-26.0,51,6,13,21,562,1000,5,1,5,1,5,1,5,1
0_0_0_10_14_32,-26.0,51,6,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,51,6,15,23,267,1000,965,1,965,1,965,1,965,1
0_0_0_10_14_32,-26.0,51,6,16,24,917,1000,133,1,133,1,133,1,133,1
0_0_0_10_14_32,-26.0,51,6,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,51,6,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,51,6,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,51,6,20,28,860,1000,555,1,555,1,555,1,860,0
0_0_0_10_14_32,-26.0,51,6,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,51,6,22,30,629,1001,631,1,631,1,631,1,631,1
0_0_0_10_14_32,-26.0,51,6,23,31,759,1002,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,51,6,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,51,6,25,33,720,1000,9,1,316,1,9,1,316,1
0_0_0_10_14_32,-26.0,51,6,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,51,6,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,51,6,28,36,7,1000,707,1,707,1,707,1,707,1
0_0_0_10_14_32,-26.0,51,6,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,51,6,30,38,791,1000,791,0,791,0,791,0,791,0
0_0_0_10_14_32,-26.0,51,6,31,39,928,1000,120,1,120,1,120,1,120,1
0_0_0_10_14_32,-26.0,51,6,32,40,760,1000,659,1,659,1,659,1,163,1
0_0_0_10_14_32,-26.0,51,6,33,41,584,1000,584,0,584,0,584,0,584,0
0_0_0_10_14_32,-26.0,51,6,34,42,932,1000,754,1,754,1,754,1,754,1
0_0_0_10_14_32,-26.0,51,7,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-26.0,51,7,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,51,7,2,10,922,1000,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-26.0,51,7,3,11,691,1000,691,0,691,0,691,0,691,0
0_0_0_10_14_32,-26.0,51,7,4,12,107,1000,314,1,314,1,314,1,936,1
0_0_0_10_14_32,-26.0,51,7,5,13,468,1000,536,1,536,1,536,1,536,1
0_0_0_10_14_32,-26.0,51,7,6,14,89,1002,918,1,918,1,918,1,918,1
0_0_0_10_14_32,-26.0,51,7,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,51,7,8,16,865,1000,843,1,843,1,843,1,843,1
0_0_0_10_14_32,-26.0,51,7,9,17,492,1002,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,51,7,10,18,765,1002,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,51,7,11,19,1023,1002,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,51,7,12,20,597,1000,538,1,538,1,538,1,538,1
0_0_0_10_14_32,-26.0,51,7,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,51,7,14,22,478,1000,465,1,465,1,465,1,465,1
0_0_0_10_14_32,-26.0,51,7,15,23,267,1002,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,51,7,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,51,7,17,25,656,1000,376,1,376,1,376,1,376,1
0_0_0_10_14_32,-26.0,51,7,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,51,7,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,51,7,20,28,860,1000,951,1,860,0,951,1,951,1
0_0_0_10_14_32,-26.0,51,7,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,51,7,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,51,7,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,51,7,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,51,7,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,51,7,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,51,7,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,51,7,28,36,7,1001,398,1,398,1,398,1,398,1
0_0_0_10_14_32,-26.0,51,7,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,51,7,30,38,807,1002,807,0,807,0,807,0,807,0
0_0_0_10_14_32,-26.0,51,7,31,39,921,1000,921,0,921,0,921,0,921,0
0_0_0_10_14_32,-26.0,51,7,32,40,740,1000,740,0,740,0,740,0,740,0
0_0_0_10_14_32,-26.0,51,7,33,41,587,1000,587,0,587,0,587,0,587,0
0_0_0_10_14_32,-26.0,51,7,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-26.0,52,0,0,8,803,1000,127,1,127,1,127,1,127,1
0_0_0_10_14_32,-26.0,52,0,1,9,711,1000,750,1,750,1,750,1,750,1
0_0_0_10_14_32,-26.0,52,0,2,10,922,1000,282,1,282,1,282,1,282,1
0_0_0_10_14_32,-26.0,52,0,3,11,718,1000,296,1,296,1,296,1,296,1
0_0_0_10_14_32,-26.0,52,0,4,12,107,1000,844,1,90,1,844,1,844,1
0_0_0_10_14_32,-26.0,52,0,5,13,468,1000,945,1,945,1,945,1,945,1
0_0_0_10_14_32,-26.0,52,0,6,14,89,1000,248,1,248,1,248,1,248,1
0_0_0_10_14_32,-26.0,52,0,7,15,713,1000,72,1,72,1,72,1,72,1
0_0_0_10_14_32,-26.0,52,0,8,16,865,1000,542,1,542,1,542,1,542,1
0_0_0_10_14_32,-26.0,52,0,9,17,492,1000,235,1,235,1,235,1,235,1
0_0_0_10_14_32,-26.0,52,0,10,18,765,1000,67,1,67,1,67,1,67,1
0_0_0_10_14_32,-26.0,52,0,11,19,1023,1000,679,1,679,1,679,1,679,1
0_0_0_10_14_32,-26.0,52,0,12,20,597,1000,26,1,26,1,26,1,26,1
0_0_0_10_14_32,-26.0,52,0,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,52,0,14,22,478,1000,474,1,474,1,474,1,474,1
0_0_0_10_14_32,-26.0,52,0,15,23,267,1000,870,1,870,1,870,1,870,1
0_0_0_10_14_32,-26.0,52,0,16,24,917,1002,275,1,275,1,275,1,275,1
0_0_0_10_14_32,-26.0,52,0,17,25,656,1000,781,1,781,1,781,1,781,1
0_0_0_10_14_32,-26.0,52,0,18,26,889,1000,571,1,571,1,571,1,571,1
0_0_0_10_14_32,-26.0,52,0,19,27,510,1000,304,1,304,1,304,1,304,1
0_0_0_10_14_32,-26.0,52,0,20,28,860,1000,935,1,935,1,935,1,935,1
