dataset,target_snr_db,symbol_count,symbol_with_gt_candidate_count,gt_min_abs_tau_residual_rate,gt_top2_abs_tau_residual_rate,mean_gt_abs_tau_residual_rank_pct,gt_max_tau_gain_rate,gt_top2_tau_gain_rate,mean_gt_tau_gain_rank_pct,gt_max_corrected_coherence_rate,gt_top2_corrected_coherence_rate,mean_gt_corrected_coherence_rank_pct,selected_min_abs_tau_residual_rate,selected_max_tau_gain_rate,selected_max_corrected_coherence_rate
0_0_0_10_14_16,-25.0,35,31,0.1935483870967742,0.3548387096774194,0.5913978494623655,0.03225806451612903,0.1935483870967742,0.4,0.0967741935483871,0.41935483870967744,0.6064516129032259,0.17142857142857143,0.02857142857142857,0.11428571428571428
