capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
xcopy_paper_low5_dw24,low1_win4,59.531760|60.854628|61.367898|62.647522|64.276826|65.447540|66.777684|67.647918,,8,0,8,392,68.53544,500000.0,125000.0,-30.32704896395051,-30.29604790957154,-30.807660210385652,-29.460088244486222,-29.460088|-30.162727|-30.656924|-30.807660|-30.638500|-30.036699|-30.491371|-30.114413,8,10.246122118310314,10.364148651468529,392/392,392,1.0,392,1.0,gls_crossfit,392,1.0,1.0,1.0
