window_count,samples_per_window,raw_noise_power,mean_abs_autocorrelation_lags_1_to_max,max_abs_autocorrelation_lags_1_to_max,lag1_abs_autocorrelation,white_3sigma_autocorrelation_reference,significant_lag_count,tested_lag_count,psd_spectral_flatness,psd_p95_to_p05_db,osr_offset_power_cv,selected_pattern_covariance_white_mismatch,capture,snapshot_count,offpacket_start_count
256,4096,1.858442912600935e-07,0.015616664070300885,0.1299213347452513,0.1299213347452513,0.002930045193365596,64,64,0.9413625791639818,5.081192219630923,0.0010858768431087514,0.15081158717643206,low1_win4,2048,256
