packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,score_mode,effective_kappa,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2,map_phase_ll,map_line_ll,map_amp_ll,map_profile_ll
1,1,68,0,6:44,404433221100440058303132333435363738393a3b3c3d3e3f4041424378563412,0.262782669,0.262782669,0.000000000,map,4.000000000,10,0.761289814,0.500753175,0.000000000,0.044573052,0.835476800,2.090318508,-0.011037539,-1.271390942,0.000000000
1,1,162,0,6:a2,404433221100a20058303132333435363738393a3b3c3d3e3f4041424378563412,0.257165851,0.257165851,0.000000000,map,4.000000000,10,0.760006251,0.560918948,0.000000000,0.046103779,0.759394664,2.080050007,-0.011808658,-1.284711611,0.000000000
1,1,3,0,6:03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.255035964,0.255035964,0.000000000,map,4.000000000,10,0.748728710,0.487981952,0.000000000,0.043847133,0.880795653,1.989829684,-0.010680950,-1.185404911,0.000000000
1,1,196,0,6:c4,404433221100c40058303132333435363738393a3b3c3d3e3f4041424378563412,0.247748998,0.247748998,0.000000000,map,4.000000000,10,0.767319610,0.447917900,0.000000000,0.045202372,0.772589160,2.138556879,-0.011351413,-1.406072574,0.000000000
1,1,88,0,6:58,404433221100580058303132333435363738393a3b3c3d3e3f4041424378563412,0.240333578,0.240333578,0.000000000,map,4.000000000,10,0.744285826,0.475631230,0.000000000,0.102427046,0.045545281,1.954286610,-0.058284999,-1.095477877,0.000000000
1,1,87,0,6:57,404433221100570058303132333435363738393a3b3c3d3e3f4041424378563412,0.232674522,0.232674522,0.000000000,map,4.000000000,10,0.741180275,0.496096403,0.000000000,0.117953969,0.818270185,1.929442199,-0.077295215,-1.055192099,0.000000000
1,1,100,0,6:64,404433221100640058303132333435363738393a3b3c3d3e3f4041424378563412,0.225921846,0.225921846,0.000000000,map,4.000000000,10,0.734045152,0.533398466,0.000000000,0.049491853,0.809893407,1.872361213,-0.013608020,-1.176822235,0.000000000
1,1,80,0,6:50,404433221100500058303132333435363738393a3b3c3d3e3f4041424378563412,0.213001643,0.213001643,0.000000000,map,4.000000000,10,0.741245762,0.469014314,0.000000000,0.090338758,0.064264821,1.929966093,-0.045339395,-1.234100916,0.000000000
1,1,20,0,6:14,404433221100140058303132333435363738393a3b3c3d3e3f4041424378563412,0.204574746,0.204574746,0.000000000,map,4.000000000,10,0.738750167,0.551185822,0.000000000,0.099578936,0.454047867,1.910001336,-0.055088692,-1.226906208,0.000000000
1,1,14,0,6:0e,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,0.199669098,0.199669098,0.000000000,map,4.000000000,10,0.753112143,0.567095142,0.000000000,0.220833238,0.911364214,2.024897146,-0.270929549,-0.855452069,0.000000000
1,1,10,0,6:0a,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.192953959,0.192953959,0.000000000,map,4.000000000,10,0.709801413,0.495609901,0.000000000,0.041331935,0.871645960,1.678411304,-0.009490716,-1.109517547,0.000000000
1,1,65,0,6:41,404433221100410058303132333435363738393a3b3c3d3e3f4041424378563412,0.190858748,0.190858748,0.000000000,map,4.000000000,10,0.759946445,0.428256902,0.000000000,0.114614126,0.781906754,2.079571563,-0.072979988,-1.462720746,0.000000000
1,1,97,0,6:61,404433221100610058303132333435363738393a3b3c3d3e3f4041424378563412,0.183762098,0.183762098,0.000000000,map,4.000000000,10,0.732701783,0.460902193,0.000000000,0.053702721,0.785515116,1.861614268,-0.016022123,-1.368152039,0.000000000
1,1,148,0,6:94,404433221100940058303132333435363738393a3b3c3d3e3f4041424378563412,0.180350648,0.180350648,0.000000000,map,4.000000000,10,0.744779963,0.498350546,0.000000000,0.115243290,0.155981984,1.958239707,-0.073783421,-1.361587841,0.000000000
1,1,193,0,6:c1,404433221100c10058303132333435363738393a3b3c3d3e3f4041424378563412,0.175982014,0.175982014,0.000000000,map,4.000000000,10,0.765976242,0.375421626,0.000000000,0.114614126,0.781906754,2.127809934,-0.072979988,-1.597402378,0.000000000
1,1,52,0,6:34,404433221100340058303132333435363738393a3b3c3d3e3f4041424378563412,0.168170995,0.168170995,0.000000000,map,4.000000000,10,0.711505505,0.583831112,0.000000000,0.101064857,0.442691783,1.692044041,-0.056745030,-1.132337501,0.000000000
1,1,86,0,6:56,404433221100560058303132333435363738393a3b3c3d3e3f4041424378563412,0.164261222,0.164261222,0.000000000,map,4.000000000,10,0.699212913,0.497107435,0.000000000,0.061712703,0.818357096,1.593703302,-0.021158098,-1.117927774,0.000000000
1,1,91,0,6:5b,4044332211005b0058303132333435363738393a3b3c3d3e3f4041424378563412,0.161062522,0.161062522,0.000000000,map,4.000000000,10,0.700909609,0.431228078,0.000000000,0.048854109,0.892001053,1.607276874,-0.013259577,-1.170634539,0.000000000
1,1,72,0,6:48,404433221100480058303132333435363738393a3b3c3d3e3f4041424378563412,0.140540733,0.140540733,0.000000000,map,4.000000000,10,0.721019148,0.435884851,0.000000000,0.093204717,0.498047996,1.768153183,-0.048261773,-1.386833381,0.000000000
1,1,71,0,6:47,404433221100470058303132333435363738393a3b3c3d3e3f4041424378563412,0.128132811,0.128132811,0.000000000,map,4.000000000,10,0.717913596,0.456350024,0.000000000,0.117552329,0.777504346,1.743308772,-0.076769722,-1.346547604,0.000000000
1,1,114,0,6:72,404433221100720058303132333435363738393a3b3c3d3e3f4041424378563412,0.126865939,0.126865939,0.000000000,map,4.000000000,10,0.703117289,0.550383434,0.000000000,0.094091228,0.699205844,1.624938309,-0.049184218,-1.273882645,0.000000000
1,1,200,0,6:c8,404433221100c80058303132333435363738393a3b3c3d3e3f4041424378563412,0.125947542,0.125947542,0.000000000,map,4.000000000,10,0.727048944,0.383049575,0.000000000,0.092655511,0.308520486,1.816391554,-0.047694687,-1.521515014,0.000000000
1,1,17,0,6:11,404433221100110058303132333435363738393a3b3c3d3e3f4041424378563412,0.123208836,0.123208836,0.000000000,map,4.000000000,10,0.737406799,0.478689549,0.000000000,0.156412024,0.692671087,1.899254391,-0.135915118,-1.418236012,0.000000000
1,1,49,0,6:31,404433221100310058303132333435363738393a3b3c3d3e3f4041424378563412,0.123165833,0.123165833,0.000000000,map,4.000000000,10,0.710162137,0.511334839,0.000000000,0.108041625,0.384613216,1.681297096,-0.064849960,-1.323667305,0.000000000
1,1,199,0,6:c7,404433221100c70058303132333435363738393a3b3c3d3e3f4041424378563412,0.113256077,0.113256077,0.000000000,map,4.000000000,10,0.723943393,0.403514748,0.000000000,0.117552329,0.777504346,1.791547143,-0.076769722,-1.481229236,0.000000000
1,1,210,0,6:d2,404433221100d20058303132333435363738393a3b3c3d3e3f4041424378563412,0.112327470,0.112327470,0.000000000,map,4.000000000,10,0.736391747,0.464902867,0.000000000,0.146760327,0.875661531,1.891133975,-0.119658854,-1.503132984,0.000000000
1,1,242,0,6:f2,404433221100f20058303132333435363738393a3b3c3d3e3f4041424378563412,0.111989206,0.111989206,0.000000000,map,4.000000000,10,0.709147085,0.497548158,0.000000000,0.094091228,0.699205844,1.673176680,-0.049184218,-1.408564277,0.000000000
1,1,64,0,6:40,404433221100400058303132333435363738393a3b3c3d3e3f4041424378563412,0.109636755,0.109636755,0.000000000,map,4.000000000,10,0.717979083,0.429267935,0.000000000,0.087423371,0.537653263,1.743832666,-0.042460255,-1.525456420,0.000000000
1,1,104,0,6:68,404433221100680058303132333435363738393a3b3c3d3e3f4041424378563412,0.109170128,0.109170128,0.000000000,map,4.000000000,10,0.693774486,0.468530142,0.000000000,0.084695497,0.452202583,1.550195888,-0.039851818,-1.292264674,0.000000000
1,1,83,0,6:53,404433221100530058303132333435363738393a3b3c3d3e3f4041424378563412,0.106380084,0.106380084,0.000000000,map,4.000000000,10,0.697869545,0.424611162,0.000000000,0.099512293,0.670795478,1.582956357,-0.055014980,-1.309257578,0.000000000
1,1,145,0,6:91,404433221100910058303132333435363738393a3b3c3d3e3f4041424378563412,0.104297617,0.104297617,0.000000000,map,4.000000000,10,0.743436595,0.425854273,0.000000000,0.160988000,0.643199060,1.947492762,-0.143984090,-1.552917644,0.000000000
1,1,192,0,6:c0,404433221100c00058303132333435363738393a3b3c3d3e3f4041424378563412,0.093868186,0.093868186,0.000000000,map,4.000000000,10,0.724008880,0.376432659,0.000000000,0.089240723,0.336359531,1.792071037,-0.044243926,-1.660138052,0.000000000
1,1,103,0,6:67,404433221100670058303132333435363738393a3b3c3d3e3f4041424378563412,0.091922367,0.091922367,0.000000000,map,4.000000000,10,0.690668935,0.488995314,0.000000000,0.118520464,0.804773046,1.525351477,-0.078039446,-1.251978897,0.000000000
1,1,24,0,6:18,404433221100180058303132333435363738393a3b3c3d3e3f4041424378563412,0.085392501,0.085392501,0.000000000,map,4.000000000,10,0.698479501,0.486317498,0.000000000,0.124558572,0.347749075,1.587836011,-0.086193544,-1.342348647,0.000000000
1,1,96,0,6:60,404433221100600058303132333435363738393a3b3c3d3e3f4041424378563412,0.078882800,0.078882800,0.000000000,map,4.000000000,10,0.690734421,0.461913225,0.000000000,0.076857400,0.498291516,1.525875371,-0.032816999,-1.430887713,0.000000000
1,1,36,0,6:24,404433221100240058303132333435363738393a3b3c3d3e3f4041424378563412,0.073904417,0.073904417,0.000000000,map,4.000000000,10,0.688238827,0.544084734,0.000000000,0.080127826,0.372448748,1.505910614,-0.035669270,-1.423693006,0.000000000
1,1,152,0,6:98,404433221100980058303132333435363738393a3b3c3d3e3f4041424378563412,0.069029365,0.069029365,0.000000000,map,4.000000000,10,0.704509298,0.433482222,0.000000000,0.126688369,0.203864729,1.636074382,-0.089166349,-1.477030280,0.000000000
1,1,94,0,6:5e,4044332211005e0058303132333435363738393a3b3c3d3e3f4041424378563412,0.068975834,0.068975834,0.000000000,map,4.000000000,10,0.702252977,0.503724352,0.000000000,0.224234035,0.879452437,1.618023819,-0.279338347,-0.979304735,0.000000000
1,1,5,0,6:05,404433221100050058303132333435363738393a3b3c3d3e3f4041424378563412,0.063369522,0.063369522,0.000000000,map,4.000000000,10,0.682991083,0.418312462,0.000000000,0.062351102,0.130553870,1.463928662,-0.021598111,-1.459067938,0.000000000
1,1,164,0,6:a4,404433221100a40058303132333435363738393a3b3c3d3e3f4041424378563412,0.062996402,0.062996402,0.000000000,map,4.000000000,10,0.694268623,0.491249458,0.000000000,0.070652175,0.294316293,1.554148985,-0.027731833,-1.558374638,0.000000000
1,1,70,0,6:46,404433221100460058303132333435363738393a3b3c3d3e3f4041424378563412,0.062374422,0.062374422,0.000000000,map,4.000000000,10,0.675946234,0.457361057,0.000000000,0.052517624,0.859270267,1.407569875,-0.015322782,-1.409283279,0.000000000
1,1,23,0,6:17,404433221100170058303132333435363738393a3b3c3d3e3f4041424378563412,0.056823414,0.056823414,0.000000000,map,4.000000000,10,0.695373950,0.506782670,0.000000000,0.162678481,0.647496287,1.562991600,-0.147023824,-1.302062870,0.000000000
1,1,56,0,6:38,404433221100380058303132333435363738393a3b3c3d3e3f4041424378563412,0.056722323,0.056722323,0.000000000,map,4.000000000,10,0.671234839,0.518962788,0.000000000,0.114144173,0.263387768,1.369878715,-0.072382735,-1.247779941,0.000000000
1,1,16,0,6:10,404433221100100058303132333435363738393a3b3c3d3e3f4041424378563412,0.056208734,0.056208734,0.000000000,map,4.000000000,10,0.695439437,0.479700581,0.000000000,0.117691498,0.390296347,1.563515494,-0.076951604,-1.480971686,0.000000000
1,1,198,0,6:c6,404433221100c60058303132333435363738393a3b3c3d3e3f4041424378563412,0.045755207,0.045755207,0.000000000,map,4.000000000,10,0.681976031,0.404525781,0.000000000,0.058184138,0.787496253,1.455808246,-0.018807744,-1.543964911,0.000000000
1,1,151,0,6:97,404433221100970058303132333435363738393a3b3c3d3e3f4041424378563412,0.041946680,0.041946680,0.000000000,map,4.000000000,10,0.701403746,0.453947395,0.000000000,0.162678481,0.647496287,1.611229971,-0.147023824,-1.436744502,0.000000000
1,1,90,0,6:5a,4044332211005a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.039850735,0.039850735,0.000000000,map,4.000000000,10,0.658942247,0.432239111,0.000000000,0.106252048,0.529443059,1.271537976,-0.062719432,-1.233370213,0.000000000
1,1,144,0,6:90,404433221100900058303132333435363738393a3b3c3d3e3f4041424378563412,0.038583861,0.038583861,0.000000000,map,4.000000000,10,0.701469233,0.426865306,0.000000000,0.121822078,0.233600137,1.611753865,-0.082447882,-1.615653319,0.000000000
1,1,75,0,6:4b,4044332211004b0058303132333435363738393a3b3c3d3e3f4041424378563412,0.030656166,0.030656166,0.000000000,map,4.000000000,10,0.677642931,0.391481700,0.000000000,0.107719113,0.807929472,1.421143447,-0.064463374,-1.461990043,0.000000000
1,1,48,0,6:30,404433221100300058303132333435363738393a3b3c3d3e3f4041424378563412,0.028000164,0.028000164,0.000000000,map,4.000000000,10,0.668194775,0.512345872,0.000000000,0.105826104,0.299439559,1.345558198,-0.062217579,-1.386402980,0.000000000
1,1,102,0,6:66,404433221100660058303132333435363738393a3b3c3d3e3f4041424378563412,0.024357706,0.024357706,0.000000000,map,4.000000000,10,0.648701572,0.490006347,0.000000000,0.060306789,0.826927661,1.189612579,-0.020205049,-1.314714572,0.000000000
1,1,107,0,6:6b,4044332211006b0058303132333435363738393a3b3c3d3e3f4041424378563412,0.020941734,0.020941734,0.000000000,map,4.000000000,10,0.650398269,0.424126990,0.000000000,0.047889385,0.896162052,1.203186151,-0.012741073,-1.367421336,0.000000000
1,1,55,0,6:37,404433221100370058303132333435363738393a3b3c3d3e3f4041424378563412,0.020464420,0.020464420,0.000000000,map,4.000000000,10,0.668129288,0.539427961,0.000000000,0.163543011,0.680315978,1.345034304,-0.148590647,-1.207494163,0.000000000
1,1,203,0,6:cb,404433221100cb0058303132333435363738393a3b3c3d3e3f4041424378563412,0.015779432,0.015779432,0.000000000,map,4.000000000,10,0.683672727,0.338646424,0.000000000,0.107719113,0.807929472,1.469381818,-0.064463374,-1.596671675,0.000000000
1,1,33,0,6:21,404433221100210058303132333435363738393a3b3c3d3e3f4041424378563412,0.008320914,0.008320914,0.000000000,map,4.000000000,10,0.686895459,0.471588460,0.000000000,0.123642868,0.758684810,1.495163668,-0.084930883,-1.615022809,0.000000000
1,1,22,0,6:16,404433221100160058303132333435363738393a3b3c3d3e3f4041424378563412,0.002556151,0.002556151,0.000000000,map,4.000000000,10,0.653406588,0.507793703,0.000000000,0.106146283,0.581662042,1.227252702,-0.062594630,-1.364798545,0.000000000
1,1,67,0,6:43,404433221100430058303132333435363738393a3b3c3d3e3f4041424378563412,-0.013692084,-0.013692084,0.000000000,map,4.000000000,10,0.674602866,0.384864783,0.000000000,0.124092997,0.750841984,1.396822929,-0.085550400,-1.600613082,0.000000000
1,1,110,0,6:6e,4044332211006e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.014625263,-0.014625263,0.000000000,map,4.000000000,10,0.651741637,0.496623263,0.000000000,0.172743981,0.920728457,1.213933096,-0.165780460,-1.176091533,0.000000000
1,1,99,0,6:63,404433221100630058303132333435363738393a3b3c3d3e3f4041424378563412,-0.015777965,-0.015777965,0.000000000,map,4.000000000,10,0.647358204,0.417510074,0.000000000,0.057816773,0.844525180,1.178865634,-0.018570996,-1.506044375,0.000000000
1,1,150,0,6:96,404433221100960058303132333435363738393a3b3c3d3e3f4041424378563412,-0.015848353,-0.015848353,0.000000000,map,4.000000000,10,0.659436384,0.454958427,0.000000000,0.111968883,0.474940934,1.275491073,-0.069650171,-1.499480177,0.000000000
1,1,13,0,6:0d,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.016493504,-0.016493504,0.000000000,map,4.000000000,10,0.686031147,0.424929378,0.000000000,0.211679132,0.853775376,1.488249179,-0.248933638,-1.320444899,0.000000000
1,1,129,0,6:81,404433221100810058303132333435363738393a3b3c3d3e3f4041424378563412,-0.023217419,-0.023217419,0.000000000,map,4.000000000,10,0.720169917,0.386107894,0.000000000,0.184642748,0.848007862,1.761359335,-0.189405247,-1.844273149,0.000000000
1,1,195,0,6:c3,404433221100c30058303132333435363738393a3b3c3d3e3f4041424378563412,-0.028568818,-0.028568818,0.000000000,map,4.000000000,10,0.680632663,0.332029508,0.000000000,0.124092997,0.750841984,1.445061300,-0.085550400,-1.735294714,0.000000000
1,1,78,0,6:4e,4044332211004e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.032020949,-0.032020949,0.000000000,map,4.000000000,10,0.678986299,0.463977973,0.000000000,0.221156369,0.907116037,1.431890392,-0.271722998,-1.270660240,0.000000000
1,1,54,0,6:36,404433221100360058303132333435363738393a3b3c3d3e3f4041424378563412,-0.035682041,-0.035682041,0.000000000,map,4.000000000,10,0.626161926,0.540438994,0.000000000,0.110569314,0.558710960,1.009295407,-0.067919851,-1.270229838,0.000000000
1,1,27,0,6:1b,4044332211001b0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.037818418,-0.037818418,0.000000000,map,4.000000000,10,0.655103284,0.441914346,0.000000000,0.152409359,0.718708800,1.240826274,-0.129047849,-1.417505309,0.000000000
1,1,74,0,6:4a,4044332211004a0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.040259289,-0.040259289,0.000000000,map,4.000000000,10,0.635675569,0.392492733,0.000000000,0.048984710,0.893034117,1.085404549,-0.013330565,-1.524725718,0.000000000
1,1,226,0,6:e2,404433221100e20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.042189654,-0.042189654,0.000000000,map,4.000000000,10,0.685880407,0.457801779,0.000000000,0.163180709,0.876815601,1.487043252,-0.147933021,-1.699919782,0.000000000
1,1,59,0,6:3b,4044332211003b0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.044446399,-0.044446399,0.000000000,map,4.000000000,10,0.627858622,0.474559637,0.000000000,0.113170122,0.561939547,1.022868979,-0.071152647,-1.322936602,0.000000000
1,1,178,0,6:b2,404433221100b20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.046505350,-0.046505350,0.000000000,map,4.000000000,10,0.663340760,0.508234426,0.000000000,0.123109503,0.927270120,1.306726080,-0.084199721,-1.655435048,0.000000000
1,1,9,0,6:09,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,-0.049972525,-0.049972525,0.000000000,map,4.000000000,10,0.642720417,0.353444138,0.000000000,0.085930566,0.269551559,1.141763336,-0.041022568,-1.574510378,0.000000000
1,1,202,0,6:ca,404433221100ca0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.056613168,-0.056613168,0.000000000,map,4.000000000,10,0.641705365,0.339657457,0.000000000,0.054141242,0.839582617,1.133642920,-0.016284856,-1.659407350,0.000000000
1,1,155,0,6:9b,4044332211009b0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.056646613,-0.056646613,0.000000000,map,4.000000000,10,0.661133081,0.389079070,0.000000000,0.157006812,0.668867094,1.289064645,-0.136950772,-1.552186942,0.000000000
1,1,116,0,6:74,404433221100740058303132333435363738393a3b3c3d3e3f4041424378563412,-0.065030810,-0.065030810,0.000000000,map,4.000000000,10,0.637379661,0.480713943,0.000000000,0.104408616,0.448586742,1.099037286,-0.060561995,-1.547545672,0.000000000
1,1,30,0,6:1e,4044332211001e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.067625584,-0.067625584,0.000000000,map,4.000000000,10,0.656446652,0.514410619,0.000000000,0.220685667,0.887801818,1.251573219,-0.270567576,-1.226175506,0.000000000
1,1,161,0,6:a1,404433221100a10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.069985716,-0.069985716,0.000000000,map,4.000000000,10,0.692925255,0.418753185,0.000000000,0.195249383,0.339333629,1.543402039,-0.211790675,-1.749704442,0.000000000
1,1,62,0,6:3e,4044332211003e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.071088205,-0.071088205,0.000000000,map,4.000000000,10,0.629201991,0.547055910,0.000000000,0.192721295,0.906131902,1.033615924,-0.206341652,-1.131606799,0.000000000
1,1,85,0,6:55,404433221100550058303132333435363738393a3b3c3d3e3f4041424378563412,-0.074989985,-0.074989985,0.000000000,map,4.000000000,10,0.632131917,0.354941672,0.000000000,0.090338758,0.064264821,1.057055334,-0.045339395,-1.582920605,0.000000000
1,1,132,0,6:84,404433221100840058303132333435363738393a3b3c3d3e3f4041424378563412,-0.075541224,-0.075541224,0.000000000,map,4.000000000,10,0.721513285,0.458604167,0.000000000,0.260139357,0.535500157,1.772106280,-0.375958249,-1.652943345,0.000000000
1,1,106,0,6:6a,4044332211006a0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.078519676,-0.078519676,0.000000000,map,4.000000000,10,0.608430907,0.425138023,0.000000000,0.058017511,0.861850863,0.867447254,-0.018700175,-1.430157011,0.000000000
1,1,51,0,6:33,404433221100330058303132333435363738393a3b3c3d3e3f4041424378563412,-0.078588276,-0.078588276,0.000000000,map,4.000000000,10,0.624818558,0.467942720,0.000000000,0.113705087,0.542671097,0.998548462,-0.071826927,-1.461559641,0.000000000
1,1,19,0,6:13,404433221100130058303132333435363738393a3b3c3d3e3f4041424378563412,-0.078745104,-0.078745104,0.000000000,map,4.000000000,10,0.652063220,0.435297430,0.000000000,0.160600481,0.690430419,1.216505757,-0.143291748,-1.556128348,0.000000000
1,1,209,0,6:d1,404433221100d10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.082112166,-0.082112166,0.000000000,map,4.000000000,10,0.669310751,0.322737104,0.000000000,0.098787963,0.971443227,1.354486007,-0.054217009,-1.968125815,0.000000000
1,1,206,0,6:ce,404433221100ce0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.085267002,-0.085267002,0.000000000,map,4.000000000,10,0.685016095,0.411142697,0.000000000,0.250445792,0.884651730,1.480128763,-0.348461637,-1.405341872,0.000000000
1,1,135,0,6:87,404433221100870058303132333435363738393a3b3c3d3e3f4041424378563412,-0.096863796,-0.096863796,0.000000000,map,4.000000000,10,0.678137068,0.414201016,0.000000000,0.196739561,0.863572163,1.425096543,-0.215035861,-1.728100007,0.000000000
1,1,147,0,6:93,404433221100930058303132333435363738393a3b3c3d3e3f4041424378563412,-0.098178467,-0.098178467,0.000000000,map,4.000000000,10,0.658093016,0.382462154,0.000000000,0.165628805,0.636440627,1.264744128,-0.152405006,-1.690809981,0.000000000
1,1,12,0,6:0c,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.100380874,-0.100380874,0.000000000,map,4.000000000,10,0.644063785,0.425940411,0.000000000,0.200683927,0.902827506,1.152510281,-0.223744660,-1.383180574,0.000000000
