dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,v3_symbol_ser,v3_symbol_accuracy,v3_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,phase_line_symbol_ser,phase_line_symbol_accuracy,phase_line_crc_valid_rate,phase_line_ser_gain_vs_v3,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_phase_line_false_lock_rate,mean_phase_line_uncertain_candidate_recall,mean_phase_line_rmse_pi,mean_phase_line_r2
0_0_0_10_14_16,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.05974025974025974,0.9402597402597404,0.36363636363636365,0.17922077922077922,0.8207792207792209,0.0,0.17922077922077922,0.8207792207792209,0.0,-0.11948051948051946,0.42337662337662346,0.0,0.0,0.0,0.0,0.9488196498320046,0.2876726329374501,0.7805225377769621
mean_of_datasets,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.05974025974025974,0.9402597402597404,0.36363636363636365,0.17922077922077922,0.8207792207792209,0.0,0.17922077922077922,0.8207792207792209,0.0,-0.11948051948051946,0.42337662337662346,0.0,0.0,0.0,0.0,0.9488196498320046,0.2876726329374501,0.7805225377769621
