dataset,method,baseline,metric,method_threshold_snr_db,baseline_threshold_snr_db,gain_db,status
0_0_0_10_14_8,selected,center,CRC/PRR>=50%,-21.333333333333332,-17.5,3.833333333333332,ok
0_0_0_10_14_8,multi,center,SER<=10%,-20.633333333333333,-17.565217391304348,3.068115942028985,ok
0_0_0_10_14_8,multi,center,accuracy>=90%,-20.633333333333333,-17.565217391304348,3.068115942028985,ok
0_0_0_10_14_8,multi,center,CRC/PRR>=90%,-18.0,-15.333333333333334,2.666666666666666,ok
0_0_0_10_14_8,multi,center,CRC/PRR>=80%,-19.0,-15.666666666666666,3.333333333333334,ok
0_0_0_10_14_8,multi,center,CRC/PRR>=50%,-21.0,-17.5,3.5,ok
0_0_0_10_14_8,selected,multi,SER<=10%,-21.954545454545453,-20.633333333333333,1.3212121212121204,ok
0_0_0_10_14_8,selected,multi,accuracy>=90%,-21.954545454545457,-20.633333333333333,1.321212121212124,ok
0_0_0_10_14_8,selected,multi,CRC/PRR>=90%,-20.0,-18.0,2.0,ok
0_0_0_10_14_8,selected,multi,CRC/PRR>=80%,-20.333333333333332,-19.0,1.3333333333333321,ok
0_0_0_10_14_8,selected,multi,CRC/PRR>=50%,-21.333333333333332,-21.0,0.33333333333333215,ok
mean_of_datasets,selected,center,SER<=10%,-21.882333553065262,-17.23010193016699,4.65223162289827,ok
mean_of_datasets,selected,center,accuracy>=90%,-21.882333553065262,-17.23010193016699,4.65223162289827,ok
mean_of_datasets,selected,center,CRC/PRR>=90%,-19.314285714285713,-15.169435215946844,4.144850498338869,ok
mean_of_datasets,selected,center,CRC/PRR>=80%,-20.245009074410163,-15.93687707641196,4.308131997998203,ok
mean_of_datasets,selected,center,CRC/PRR>=50%,-21.46869712351946,-17.110983981693362,4.357713141826096,ok
mean_of_datasets,multi,center,SER<=10%,-20.612085308056873,-17.23010193016699,3.381983377889881,ok
mean_of_datasets,multi,center,accuracy>=90%,-20.612085308056873,-17.23010193016699,3.381983377889881,ok
mean_of_datasets,multi,center,CRC/PRR>=90%,-17.82312925170068,-15.169435215946844,2.653694035753837,ok
mean_of_datasets,multi,center,CRC/PRR>=80%,-19.270042194092827,-15.93687707641196,3.333165117680867,ok
mean_of_datasets,multi,center,CRC/PRR>=50%,-20.601386481802425,-17.110983981693362,3.490402500109063,ok
mean_of_datasets,selected,multi,SER<=10%,-21.882333553065262,-20.612085308056873,1.2702482450083892,ok
mean_of_datasets,selected,multi,accuracy>=90%,-21.882333553065262,-20.612085308056873,1.2702482450083892,ok
mean_of_datasets,selected,multi,CRC/PRR>=90%,-19.314285714285713,-17.82312925170068,1.4911564625850318,ok
mean_of_datasets,selected,multi,CRC/PRR>=80%,-20.245009074410163,-19.270042194092827,0.9749668803173357,ok
mean_of_datasets,selected,multi,CRC/PRR>=50%,-21.46869712351946,-20.601386481802425,0.8673106417170331,ok
