frame_index,packet_index,event_index,payload_symbol_index,raw_fft_bin,signed_fft_bin,symbol_value,peak_amp,peak_phase,peak_phase_pi,peak_margin_db
0,1,1,19,510,510,509,7.418270674808327,0.18669838366155267,0.059427941254006515,20.336766153304882
0,1,1,20,860,-164,859,7.493342275555251,-2.6921620849925256,-0.8569418068622875,24.804898543099508
0,1,1,21,553,-471,552,7.484834093881192,0.702205387867907,0.22351891708987806,19.863615916663424
0,1,1,22,629,-395,628,7.508684723695476,-2.201626984158992,-0.7007996347468112,24.146568814043157
0,1,1,23,759,-265,758,7.454317940272773,1.166969483637452,0.37145792351659435,24.73275469811229
0,1,1,24,874,-150,873,7.470616572209831,-1.7785837693565862,-0.5661407971922324,24.436058234828316
0,1,1,25,720,-304,719,7.066234752846679,1.5690597642305903,0.49944723496780463,21.895905546729388
0,1,1,26,314,314,313,6.805108801376673,-1.3532842470446966,-0.4307637546511143,21.675178493249444
0,1,1,27,602,-422,601,7.47067153259315,1.9728462087239778,0.6279764521570523,22.991882457833775
0,1,1,28,7,7,6,7.5920370551373875,-0.9869632220957383,-0.3141601508928818,26.338647542290165
0,1,1,29,610,-414,609,7.49125075051958,2.3102600091534367,0.7353786005685936,23.28759810605341
0,1,1,30,807,-217,806,7.52157045283006,-0.6819162710826117,-0.21706069063518107,25.59140077209468
0,1,1,31,897,-127,896,7.494402477669302,2.595601420454346,0.8262055927233083,22.361839718122198
0,1,1,32,749,-275,748,7.452286990955071,-0.4040891561907029,-0.12862557331516666,24.63512589347369
0,1,1,33,584,-440,583,7.4072706426225166,2.856305996986754,0.9091904368069325,21.353900383823298
0,1,1,34,934,-90,933,7.30327803444332,-0.16912684032111594,-0.053834745293238555,19.94569014939173
1,2,2,0,803,-221,802,7.320690290837613,1.917374132686624,0.6103191419472237,26.16882390209907
1,2,2,1,826,-198,825,7.4445517711851945,0.05615639909056359,0.01787513700300882,27.45008065842205
1,2,2,2,922,-102,921,7.321367152610817,-1.8466951602862938,-0.5878213262868872,24.547117870048236
1,2,2,3,718,-306,717,7.365136356024159,2.531160854674191,0.805693523564208,27.47391151527578
1,2,2,4,86,86,85,7.342028843577274,0.6178227136621578,0.19665907766756216,20.52854097104042
1,2,2,5,468,468,467,7.283738334001222,-1.2812529153277583,-0.4078354696506287,22.49263115260533
1,2,2,6,89,89,88,7.297200086629161,3.0710594532871784,0.9775485850394963,19.741673660408065
1,2,2,7,713,-311,712,7.189696879949085,1.1177574317749366,0.35579324088936626,21.592038044544736
1,2,2,8,865,-159,864,7.296410368240362,-0.8227213734150018,-0.2618803467327012,20.51893955077855
1,2,2,9,492,492,491,6.587189028870259,-2.8217338352091255,-0.898185775926368,20.65221678147416
1,2,2,10,765,-259,764,6.782939728399598,1.538763137888863,0.48980351928521665,22.61922261353396
1,2,2,11,1023,-1,1022,7.288675057542556,-0.43985235516985227,-0.14000935311178794,16.567020717684525
1,2,2,12,597,-427,596,7.350854323139872,-2.4360138536046003,-0.7754072924830177,20.364914740032006
1,2,2,13,562,-462,561,7.300480992374242,1.8503508390806827,0.5889849649878537,19.05708294539511
1,2,2,14,478,478,477,7.250790334023144,-0.19368970546954203,-0.06165334810298186,18.891118558865184
1,2,2,15,267,267,266,7.267660521194173,-2.195318826210771,-0.6987916857082834,17.970448568739755
1,2,2,16,917,-107,916,7.219932383609543,2.0500896556822554,0.6525638049667853,15.079939501059528
1,2,2,17,656,-368,655,7.132326988164107,-0.05723283405655939,-0.0182177768945192,14.343954347142171
1,2,2,18,889,-135,888,7.1589592647632285,-2.0987642706340006,-0.6680574161121152,19.506376082249524
1,2,2,19,510,510,509,7.039982465065747,2.0828456358351684,0.6629903572810976,14.72311967901922
1,2,2,20,860,-164,859,7.29500023808889,-0.002149396295000698,-0.0006841740900255335,18.920549484054416
1,2,2,21,553,-471,552,6.960923969094569,-2.107251256148488,-0.6707589075052751,14.194460465132453
1,2,2,22,629,-395,628,6.510931610943662,2.111865678308263,0.6722277236977572,15.336280036514228
1,2,2,23,759,-265,758,7.157867955199139,-0.07356382891647974,-0.023416094009648517,18.86952500615721
1,2,2,24,874,-150,873,7.349449512382974,-2.198665282430908,-0.6998568958068343,21.752687090380498
1,2,2,25,720,-304,719,7.299459266734722,1.9365826687918775,0.6164334088886442,17.08009694298153
1,2,2,26,314,314,313,7.296835150939897,-0.25202307009412733,-0.08022143475735118,18.63628794761517
1,2,2,27,602,-422,601,7.242350827395113,-2.4258056191075505,-0.7721579105221243,15.86735299419622
1,2,2,28,7,7,6,7.436552917806597,1.7002722800212913,0.5412134759350316,26.855264658533887
1,2,2,29,610,-414,609,7.321426217254711,-0.5233799581018873,-0.16659701489428888,16.436024028831085
1,2,2,30,775,-249,774,7.397282881168511,-2.7382004546400163,-0.8715962750648675,20.025469374551662
1,2,2,31,912,-112,911,7.404297108228345,1.301214271398438,0.4141893666295609,23.79392991888892
1,2,2,32,768,-256,767,7.328772627038389,-0.9577456031053636,-0.30485989391749424,18.88063607216509
1,2,2,33,581,-443,580,7.3770270873212676,3.081320421544147,0.9808147526775074,15.907089529899705
1,2,2,34,93,93,92,6.6148699884176985,0.8188152633447394,0.2606369932808146,20.750766705486605
2,3,3,0,222,222,221,7.536972694161629,2.7027908775882925,0.8603250566237172,28.289298131800948
2,3,3,1,711,-313,710,7.56593154461012,1.155552872826513,0.3678239034287597,25.801577760736393
2,3,3,2,871,-153,870,7.516714875759234,-0.4341480221896406,-0.13819360753010232,26.546128606741487
2,3,3,3,718,-306,717,7.468997887733146,-2.0233104636861694,-0.6440397234104174,24.286817985786968
2,3,3,4,107,107,106,7.592157958748038,2.6570276679103184,0.8457581745597162,26.404571621662406
2,3,3,5,468,468,467,6.920668305156609,1.0371048413248003,0.3301207240027555,20.707208498530086
2,3,3,6,89,89,88,6.75735835653355,-0.5733090663042241,-0.18248994364343288,19.116500745002295
2,3,3,7,713,-311,712,7.322569714046363,-2.234361528015422,-0.7112193636760296,22.504253456035933
2,3,3,8,865,-159,864,7.345249442022729,2.4069279122035043,0.7661489497860864,18.437124980575895
2,3,3,9,492,492,491,7.412008903277124,0.7453727204828469,0.2372595058213974,21.77605248729126
2,3,3,10,765,-259,764,7.416913236013007,-0.9265407687577972,-0.2949270866479364,20.761075221874513
2,3,3,11,1023,-1,1022,7.2680086135455655,-2.6196070516871393,-0.8338468224687888,17.22351485040745
2,3,3,12,597,-427,596,7.405957864702164,1.980502427166801,0.6304135021781856,20.76288789994317
2,3,3,13,562,-462,561,7.433499770521513,0.28318723179452077,0.09014129552121665,20.850034921375272
2,3,3,14,478,478,477,7.337195126868555,-1.47601112326187,-0.4698289326514949,19.906792589279323
2,3,3,15,267,267,266,7.236299409236986,3.0833175939422963,0.9814504723962517,16.79887416885262
2,3,3,16,917,-107,916,7.252066967407148,1.347716403406868,0.4289914549764679,15.281614526840706
2,3,3,17,656,-368,655,7.247183263466065,-0.3937831064793733,-0.12534505580454885,18.588557642750043
2,3,3,18,889,-135,888,6.692277147537128,-2.23548075691151,-0.7115756252985569,19.053185607055873
2,3,3,19,510,510,509,6.830898876219279,2.229941035091371,0.7098122770764986,14.234230658205222
2,3,3,20,860,-164,859,7.234601933614881,0.4798833909584451,0.1527516275574742,19.148988059381193
2,3,3,21,553,-471,552,7.1418463021760905,-1.3268611271677218,-0.42235301437045375,13.985462140755216
2,3,3,22,629,-395,628,7.182537467899844,3.105397426678075,0.9884787014413345,14.684040414612237
2,3,3,23,759,-265,758,7.334028867274999,1.2706258879743362,0.4044527817832889,16.860774244648237
2,3,3,24,874,-150,873,7.38802229470158,-0.580491019757335,-0.1847760304296699,22.295245708408288
2,3,3,25,720,-304,719,7.257488658181198,-2.427860894373599,-0.7728121249581366,17.879330687759666
2,3,3,26,314,314,313,7.385839753978558,1.9686607682089683,0.6266441850630906,18.03251874622692
2,3,3,27,602,-422,601,7.185767385614302,0.07585237231710228,0.02414455999902734,14.355472460494163
2,3,3,28,7,7,6,7.466484349744143,-1.8251940912302131,-0.5809773234428164,26.936159054964072
2,3,3,29,610,-414,609,7.331592568402116,2.5158941072423238,0.8008339669267738,15.402796915003405
2,3,3,30,778,-246,777,7.0023398761184055,0.5947693404341446,0.18932096105920085,19.737474002664474
2,3,3,31,897,-127,896,6.753469141752557,-1.3850701418712923,-0.44088151921561786,20.870903128978824
2,3,3,32,740,-284,739,7.356594522026136,2.9449605065214897,0.937410043646614,18.40362506229066
2,3,3,33,590,-434,589,7.429042625974459,0.9706430088131366,0.30896526566040167,16.146347297581627
2,3,3,34,930,-94,929,7.29012805186829,-1.0292542533596019,-0.32762180424107734,21.95010686514543
3,5,5,0,222,222,221,7.782502213682283,-2.2926314509424888,-0.7297672562108825,20.847720742217156
3,5,5,1,826,-198,825,7.726501774267005,2.2431469776083435,0.7140158591360258,23.587365896464032
3,5,5,2,871,-153,870,7.72774227683431,0.5215863319074437,0.1660260859444793,23.279024805769577
3,5,5,3,718,-306,717,7.8170672071304335,-1.1915310846726752,-0.3792761239466079,20.75125812593744
3,5,5,4,86,86,85,7.8599366307887895,-2.9473262037337253,-0.9381630684569859,28.695667771027512
3,5,5,5,468,468,467,7.791536333455345,1.5942737090585253,0.507473082876229,21.942312087008208
3,5,5,6,89,89,88,7.88133638595789,-0.1742635430231744,-0.05546980854569075,27.984640506812582
3,5,5,7,713,-311,712,7.798044869111742,-1.9462368059679562,-0.6195064161943644,21.67184428634802
3,5,5,8,865,-159,864,7.843204618737781,2.552335562813646,0.8124336425020531,26.68622405864026
3,5,5,9,492,492,491,7.922574566721675,0.7536317443844636,0.23988843477951022,22.03032352363481
3,5,5,10,765,-259,764,7.367994061564195,-1.035629200378261,-0.3296510129010144,25.915507582502446
3,5,5,11,1023,-1,1022,7.395552886280257,-2.887685827768205,-0.9191789471714427,23.84648776696675
3,5,5,12,597,-427,596,7.839699301033258,1.582039133143724,0.5035786964092817,23.085272985257053
3,5,5,13,562,-462,561,7.786019181187256,-0.2839574656473968,-0.09038646857126054,22.657246646958676
3,5,5,14,478,478,477,7.836990197452121,-2.1424245733200507,-0.6819549220908616,23.32458935160997
3,5,5,15,267,267,266,7.915088202419588,2.286615015251154,0.7278521652507416,24.098377861144627
3,5,5,16,917,-107,916,7.818784701418618,0.38593795266284514,0.12284786578611544,22.215560895373105
3,5,5,17,656,-368,655,7.833770023865099,-1.5053068768730535,-0.47915406064913907,26.824146929329288
3,5,5,18,889,-135,888,7.9308157579446545,2.8551262021590147,0.9088148964495946,22.509930303332833
3,5,5,19,510,510,509,7.7276948519309485,0.9027255797757981,0.28734647655363077,20.207227889666154
3,5,5,20,860,-164,859,7.728388391787248,-1.0251093457912577,-0.3263024391847554,19.231444498151756
3,5,5,21,553,-471,552,7.828476756273793,-2.993639284388551,-0.9529049798890442,20.53283999156845
3,5,5,22,629,-395,628,7.615139284752154,1.3444832831115203,0.42796232082323726,22.4399883880486
3,5,5,23,759,-265,758,7.22544291393428,-0.6434137325028916,-0.20480495196208337,19.947926751927834
3,5,5,24,874,-150,873,7.560425782072157,-2.6818933910977987,-0.8536731800774008,16.78730575297967
3,5,5,25,720,-304,719,7.783190197477369,1.611345022436849,0.5129070506946911,19.477391189038286
3,5,5,26,314,314,313,7.745303091219958,-0.4258711592606764,-0.1355590002332249,19.432796764256295
3,5,5,27,602,-422,601,7.790800200161263,-2.4451535309820813,-0.7783165421488002,19.805390011129
3,5,5,28,7,7,6,7.482124629979304,1.7581087779386768,0.5596234050043836,13.76600263573624
3,5,5,29,610,-414,609,7.766013447907504,-0.3158675500449331,-0.10054376390395546,18.314116948628378
3,5,5,30,823,-201,822,7.622563010955195,-2.392779742096493,-0.7616454473696147,15.067972413589441
3,5,5,31,913,-111,912,7.490345519251526,1.7712888927603656,0.5638187658531646,13.162136042255606
3,5,5,32,741,-283,740,7.527231802934017,-0.382236350567675,-0.12166960924450415,15.236804422374084
3,5,5,33,581,-443,580,7.474523330670692,-2.4899262054101636,-0.792568127050147,12.893880301649176
3,5,5,34,91,91,90,7.75394606833394,1.6271125258363113,0.5179260029071764,21.928756638492487
4,6,6,0,803,-221,802,8.021313011301633,3.0614304994683916,0.9744835938453692,29.692742455923874
4,6,6,1,826,-198,825,7.929034704785174,1.1930816888694147,0.37976969659198817,30.17912620427913
4,6,6,2,871,-153,870,7.958260221767042,-0.7029325854789782,-0.22375039127869126,26.447248799355066
4,6,6,3,718,-306,717,7.53690761673456,-2.5569194595118057,-0.8138927421383224,26.806763123153562
4,6,6,4,107,107,106,7.247500279954916,1.7859604487613996,0.5684888671739928,22.49891708708091
4,6,6,5,468,468,467,7.370908022272283,-0.09747958739242904,-0.031028716368126964,23.795774829089673
4,6,6,6,89,89,88,7.555111461895405,-2.016125723642174,-0.641752749624753,23.15046163390699
4,6,6,7,713,-311,712,7.211673276786652,2.3138300551384856,0.7365149814997655,23.41362214659878
4,6,6,8,865,-159,864,7.425710768749687,0.3649076630023095,0.11615371667785818,19.92413254491019
4,6,6,9,492,492,491,7.24156143927034,-1.5872796321713978,-0.5052467990583268,20.778854012597566
4,6,6,10,765,-259,764,7.314015662513398,2.742236770641805,0.8728810743519987,21.273539280667176
4,6,6,11,1023,-1,1022,7.72248079346258,0.7472046172543191,0.23784261667422518,19.02290793571015
4,6,6,12,597,-427,596,7.877249610704962,-1.243038318081568,-0.3956713855506345,21.61414193150108
4,6,6,13,562,-462,561,7.80071816743162,2.996119285043406,0.9536943886152268,20.016120909354562
4,6,6,14,478,478,477,7.766226413138362,0.9730728894439707,0.3097387206874427,19.194671023540582
4,6,6,15,267,267,266,7.8548055140238535,-1.0637565763748158,-0.33860423475312645,18.586878864995697
4,6,6,16,917,-107,916,7.6576512233189105,-3.0967225119061808,-0.9857173903076388,15.867531490263236
4,6,6,17,656,-368,655,7.7164829397827575,1.115239289252989,0.35499169122981056,20.832504892137514
4,6,6,18,889,-135,888,7.6650307680521355,-0.9784180100633061,-0.3114401254234219,15.16950235170049
4,6,6,19,510,510,509,7.218023108644271,-3.0662654629183796,-0.9760226105108377,18.031878505977453
4,6,6,20,860,-164,859,7.276402472742828,1.1099059927970556,0.353294050241938,13.525371253071567
4,6,6,21,553,-471,552,7.488998221406394,-1.0472856132163184,-0.33336136434480773,13.773386353736683
4,6,6,22,629,-395,628,7.672014085177105,3.092446630605584,0.9843563350175104,14.569108318841392
4,6,6,23,759,-265,758,7.5910314438673225,0.9364983862991266,0.29809669475417866,15.965414659656405
4,6,6,24,874,-150,873,7.8373356129787135,-1.2480373155718407,-0.39726261587279627,21.556199101142003
4,6,6,25,720,-304,719,7.628498386637734,2.857903749238966,0.9096990171444839,16.035397957793933
4,6,6,26,314,314,313,7.608664572395056,0.6450000321033066,0.20530988680734485,15.75771074796265
4,6,6,27,602,-422,601,7.628929116835355,-1.5462542939634834,-0.492188028322714,14.975063632718722
4,6,6,28,7,7,6,7.878895649869676,2.478643795982226,0.7889768245892612,28.386644818996366
4,6,6,29,610,-414,609,7.669510943921808,0.2607648763784302,0.08300403812074837,15.175234727714166
4,6,6,30,791,-233,790,7.7787285952250595,-2.0137589526012163,-0.6409993830040827,17.621006689077163
4,6,6,31,928,-96,927,7.555225357709478,1.9984706717367178,0.6361329720621584,23.72530996080263
4,6,6,32,760,-264,759,7.077702162977878,-0.30446530868682536,-0.09691431775501608,16.35420517842144
4,6,6,33,584,-440,583,7.6566966393434654,-2.591996571045417,-0.8250581335182424,15.451719635278174
4,6,6,34,932,-92,931,7.870294825034167,1.3688912266296005,0.43573161054645776,22.72280975478482
5,8,8,0,803,-221,802,7.113131813199632,-0.8734349483604205,-0.27802297900155054,18.305266628469063
5,8,8,1,711,-313,710,7.507002262590765,3.038045422054463,0.9670398925153424,17.58801678378896
5,8,8,2,922,-102,921,7.721836229838936,0.6615318157072549,0.21057211696473271,16.663074733744143
5,8,8,3,691,-333,690,7.861723894824277,-1.696986065936839,-0.5401674415038339,19.26908901830822
5,8,8,4,86,86,85,7.843145144495545,2.1461503325612847,0.683140868090887,20.443529736213833
5,8,8,5,468,468,467,7.824237892976007,-0.20456271074237345,-0.06511433317385258,15.839777542101945
5,8,8,6,89,89,88,7.915906135174345,-2.6458465316200463,-0.8421991083397543,21.603511341244484
5,8,8,7,713,-311,712,7.700908788812434,1.2390866800726847,0.39441354010578733,17.06120211380143
5,8,8,8,865,-159,864,7.965216546656973,-1.208322999351315,-0.38462115639677363,19.76658097216392
5,8,8,9,492,492,491,7.796106712322066,2.6325935173396617,0.837980542872573,16.714791322536996
5,8,8,10,765,-259,764,7.8735093362822495,0.16940089513108134,0.05392197964860676,19.888588646834656
5,8,8,11,1023,-1,1022,7.543625823601539,-2.3105997790607518,-0.7354867526891198,22.205342893597614
5,8,8,12,597,-427,596,7.28017714837022,1.5084830900978454,0.48016508071921804,18.22783883925586
5,8,8,13,562,-462,561,7.771762254305679,-1.003590038608356,-0.3194526309646119,17.195881017816667
5,8,8,14,478,478,477,7.811860977813973,2.745457528007322,0.873906273262442,18.17610649818016
5,8,8,15,267,267,266,7.9274534310511005,0.24130515752398554,0.07680981722702152,20.693218819623826
5,8,8,16,917,-107,916,7.95750842140166,-2.298656828043736,-0.731685193310195,27.03567599714361
5,8,8,17,656,-368,655,7.869901717284313,1.440380349368543,0.4584873050688696,19.529875669910457
5,8,8,18,889,-135,888,7.978011714154598,-1.14625620848305,-0.3648646832597031,23.61478215001877
5,8,8,19,510,510,509,7.923520298715883,2.5298152687677895,0.8052652102674909,17.86121189950554
5,8,8,20,860,-164,859,7.967297043150362,-0.03454367920705171,-0.010995594596766007,22.516105606672333
5,8,8,21,553,-471,552,7.9094754701170995,-2.657008850833994,-0.8457521848982932,19.688486204543217
5,8,8,22,629,-395,628,7.8085722791959755,1.0118771044264991,0.32209048594198264,19.39228191302088
5,8,8,23,759,-265,758,7.8565759109044855,-1.640958496837715,-0.5223333123607373,21.335639723474568
5,8,8,24,874,-150,873,7.365664402748022,1.9921274616615485,0.6341138655850913,22.864795053506796
5,8,8,25,720,-304,719,7.560214923275197,-0.69823396218824,-0.22225477303379587,18.59125480731996
5,8,8,26,314,314,313,7.7668873433972845,2.8919077077974156,0.9205228133230223,22.188434662844863
5,8,8,27,602,-422,601,7.89604248032618,0.2197954881552634,0.0699630768184126,20.94701011602631
5,8,8,28,7,7,6,7.845664390913062,-2.5184594383493515,-0.8016505371794754,19.887338475498563
5,8,8,29,610,-414,609,7.938150216249102,1.0591614648978842,0.33714156534190254,21.452090116196224
5,8,8,30,775,-249,774,7.887318008191567,-1.7074276447631356,-0.5434910992716114,19.849456826288307
5,8,8,31,920,-104,919,7.79039510604373,1.8046801403240695,0.574447530064702,17.156071622868684
5,8,8,32,753,-271,752,7.854134727269487,-0.9584755235408184,-0.3050922348082271,18.990083567337827
5,8,8,33,586,-438,585,7.867979826751999,2.525952037417896,0.8040355055362047,18.900132591833916
5,8,8,34,91,91,90,7.644932181879277,-0.28143655330267425,-0.08958403724973259,16.369254429639394
6,9,9,0,222,222,221,7.934177053881319,-1.7795175718854959,-0.5664380357689277,20.584398682111225
6,9,9,1,826,-198,825,7.979684397814162,1.8774721277851145,0.5976179393085191,21.463846011845384
6,9,9,2,922,-102,921,7.859844736996528,-0.7614844859217064,-0.2423880400444607,26.088742248486856
6,9,9,3,691,-333,690,7.84250893947265,2.90075614771001,0.9233393592245044,20.493582273663115
6,9,9,4,86,86,85,7.958756155063696,0.23658492777436851,0.07530732143265959,28.163666546784466
6,9,9,5,468,468,467,7.866668141636923,-2.4162099089284483,-0.7691035011071616,20.99463731527989
6,9,9,6,89,89,88,7.994794052795862,1.2075718537387148,0.38438205932231945,27.77401326611333
6,9,9,7,713,-311,712,7.577696488222709,-1.4806089760754493,-0.47129247465727514,21.290542624293458
6,9,9,8,865,-159,864,7.305314230023533,2.1295762250687873,0.6778651658213523,26.30187495301734
6,9,9,9,492,492,491,7.745125461138756,-0.5848938237103404,-0.18617748645484059,21.119357340749776
6,9,9,10,765,-259,764,7.909139407865249,2.984904248099985,0.9501245314822194,26.449228795915204
6,9,9,11,1023,-1,1022,7.877398713108635,0.2396345187252596,0.07627803638114485,25.758030269608337
6,9,9,12,597,-427,596,7.764317764541764,-2.499271146718305,-0.7955427142543356,22.611784701252287
6,9,9,13,562,-462,561,7.947979038746432,1.0101862719511319,0.3215522772491926,24.640175383249204
6,9,9,14,478,478,477,7.794274794528596,-1.7688794812538349,-0.5630518263507509,23.77446467885019
6,9,9,15,267,267,266,7.83027223154428,1.7281439359693886,0.5500852995676242,22.950739015838874
6,9,9,16,917,-107,916,7.834069672945526,-1.0583482426073065,-0.33688270864714664,22.484075770781583
6,9,9,17,656,-368,655,7.988289559788182,2.403933026504798,0.7651956480601977,27.39680063065304
6,9,9,18,889,-135,888,7.845995143097756,-0.43483878355999595,-0.1384134837032803,20.415233531969314
6,9,9,19,510,510,509,7.7673945340961845,3.014719446400345,0.9596150038597543,19.880655276595867
6,9,9,20,860,-164,859,7.33082817676638,0.14630782877084253,0.04657122832384442,20.16077133368629
6,9,9,21,553,-471,552,7.456785846163583,-2.711251084470986,-0.8630180241136386,20.17577752718383
6,9,9,22,629,-395,628,7.808928111075864,0.6897431037908912,0.2195520488637331,20.975142348247438
6,9,9,23,759,-265,758,7.805451303839583,-2.2218706370939665,-0.707243389608487,20.339608051906545
6,9,9,24,874,-150,873,7.61323522673587,1.1510437224383763,0.3663885962819263,16.78544359061395
6,9,9,25,720,-304,719,7.72834952218493,-1.760725705365487,-0.5604563988757627,19.27646174083751
6,9,9,26,314,314,313,7.700847881632176,1.5543407142636083,0.4947620158480811,20.1565111415343
6,9,9,27,602,-422,601,7.794140953949021,-1.3931571088501808,-0.44345568075423997,18.319808243991986
6,9,9,28,7,7,6,7.537301653438406,1.903265071077521,0.60582808815227,13.089245579295174
6,9,9,29,610,-414,609,7.757551140114288,-1.079034858371396,-0.3434674629565418,18.656006911871803
6,9,9,30,794,-230,793,7.6709727507924335,2.1976405990955072,0.6995307289709685,15.554971398330679
6,9,9,31,905,-119,904,7.657340108295861,-0.8886886546031938,-0.2828783844995687,20.768432100783993
6,9,9,32,741,-283,740,7.307575253610515,2.4095003202583904,0.7669677727012555,14.51628150756626
6,9,9,33,580,-444,579,6.898656738257755,-0.6388367993776503,-0.20334806889991697,13.571255230257087
6,9,9,34,89,89,88,7.692305162392756,2.5637367719014246,0.8160627600691414,23.700186127122883
7,10,10,0,803,-221,802,7.89516196363742,1.245361341640379,0.39641082691524193,27.32097887366752
7,10,10,1,826,-198,825,7.902244250706324,-1.7034721189084372,-0.5422320162870053,24.189152914386483
7,10,10,2,922,-102,921,7.891660405669706,1.6539074766707234,0.5264551006575784,23.509007662911916
7,10,10,3,691,-333,690,7.66347498445373,-1.2928984982588176,-0.41154237382795816,24.929483662575006
7,10,10,4,107,107,106,7.395746852793237,2.006526492075385,0.6386972193172765,22.215428817783124
7,10,10,5,468,468,467,7.431960809670553,-0.9380279481641072,-0.29858356941733166,20.43150712131959
7,10,10,6,89,89,88,7.705677195710539,2.336634448222971,0.7437738452669784,21.024024325762994
7,10,10,7,713,-311,712,7.875170768395641,-0.666343093606593,-0.21210359428526962,24.96243560510036
7,10,10,8,865,-159,864,7.819807447568253,2.606793297428378,0.8297680778090955,19.427385204384002
7,10,10,9,492,492,491,7.861655279980702,-0.42024803826129115,-0.1337691052279129,22.65509183958027
7,10,10,10,765,-259,764,7.838895437675354,2.833332411790316,0.9018777175178206,19.645956750835524
7,10,10,11,1023,-1,1022,7.710397607553724,-0.22755328514705064,-0.07243246029590536,16.688923704846474
7,10,10,12,597,-427,596,7.856244789575609,3.0007903638175053,0.955181239168166,20.514289973544027
7,10,10,13,562,-462,561,7.857909144254533,-0.08472113576825886,-0.026967575083755958,18.986574037388337
7,10,10,14,478,478,477,7.719672966164679,3.1126641799203885,0.990791780838821,18.96351125606042
7,10,10,15,267,267,266,7.643407367686238,0.01798390123609867,0.0057244535556031,19.072184014467666
7,10,10,16,917,-107,916,7.128307151811374,-3.121333857421878,-0.9935514248975703,15.403354887513352
7,10,10,17,656,-368,655,7.183298601935496,-0.005242698113380817,-0.001668802639766222,15.213754797830465
7,10,10,18,889,-135,888,7.677462577541186,3.1009714509299466,0.9870698696046956,19.904473885203927
7,10,10,19,510,510,509,7.484941678023633,-0.03558128583358792,-0.011325875043962295,13.201877562017888
7,10,10,20,860,-164,859,7.831586996744097,3.0858421180198716,0.9822540533680529,20.370477799563204
7,10,10,21,553,-471,552,7.5910824416024205,-0.13380558772276885,-0.04259164139878977,15.090937501298427
7,10,10,22,629,-395,628,7.639633747623551,2.9466880440857435,0.9379599359320698,16.42558851847548
7,10,10,23,759,-265,758,7.716557706852188,-0.2871526281845692,-0.09140352039480659,17.616586168499634
7,10,10,24,874,-150,873,7.686127994310843,2.752169498541129,0.876042759839127,20.970197232948784
7,10,10,25,720,-304,719,7.725858448845833,-0.4917858422351812,-0.15654029546868017,16.448155005552852
7,10,10,26,314,314,313,7.70765950882332,2.517424722545878,0.8013211769098393,16.84929875005439
7,10,10,27,602,-422,601,7.6843093644286355,-0.7587581357593022,-0.24152021583456867,16.42008829448098
7,10,10,28,7,7,6,7.782367305208079,2.2043482659624587,0.7016658456479465,27.9449475015141
7,10,10,29,610,-414,609,7.235322640069068,-1.1187404894308226,-0.35610615785992344,16.570846400564662
7,10,10,30,826,-198,825,7.185493013078131,1.8291482624804751,0.5822359752434385,18.00902452432831
7,10,10,31,904,-120,903,7.799741681561374,-1.5151102378759536,-0.48227456737419083,22.200221433971386
7,10,10,32,760,-264,759,7.657069884793637,1.4067991921989322,0.4477980907522908,18.14654603067813
7,10,10,33,577,-447,576,7.70317656008766,-1.9712211101692545,-0.6274591672210609,16.513160250062008
