dataset,packet_index,target_snr_db,front_grid,pre_header_slope_pi_per_symbol,payload_slope_pi_per_symbol,slope_delta_pi_per_symbol,pre_header_fit_r2,pre_header_fit_rmse_pi,pre_sync_header_slope_pi_per_symbol,pre_sync_header_fit_r2,pre_sync_header_fit_rmse_pi,payload_gt_fit_r2,payload_gt_fit_rmse_pi,payload_rmse_from_pre_header_pi,payload_rmse_from_pre_sync_header_pi
0_0_0_10_14_16,10,-22.0,synced_preamble,-0.011572756164938643,-0.12575867223440532,-0.11418591606946668,0.021360061171389666,0.6765631700074857,-0.00772802791504869,0.008283811990213663,0.7063885997163412,0.9638428573543726,0.2459982196024837,1.350591345693458,1.2999047196862756
0_0_0_10_14_16,10,-23.0,synced_preamble,-0.011646418747048439,-0.12605139476115182,-0.11440497601410338,0.021606086981594053,0.6768969232562424,-0.0077993008750623155,0.008427393112171888,0.7067531020635685,0.9622806165259341,0.25204562611177483,1.3534281459865785,1.3029506376327604
0_0_0_10_14_16,10,-24.0,synced_preamble,-0.011718001383676955,-0.12639416411794077,-0.11467616273426381,0.021843256081645612,0.6772677735295871,-0.007868339297343381,0.00856631598184543,0.7071544591799471,0.9604555714496621,0.25901870034975144,1.3566193117001502,1.3064724600903064
0_0_0_10_14_16,10,-25.0,synced_preamble,0.08502616539278822,-0.1268208165325952,-0.21184698192538343,0.3429322462367641,1.0165174451285435,0.08515661301162886,0.3462909013837059,0.9774319232644708,0.9584028921858819,0.2668382851859141,2.3205764958025354,2.319841333031847
0_0_0_10_14_16,10,-26.0,synced_preamble,0.08495040972314617,-0.12757825163195893,-0.21252866135510512,0.3425949046572194,1.0163724605932862,0.08508399078916024,0.34596669141885195,0.9772981037674227,0.9561532691801833,0.2759189851682288,2.325164418991408,2.3244225037869573
0_0_0_10_14_16,10,-27.0,synced_preamble,0.08486722935416896,-0.12893904692033142,-0.21380627627450038,0.34222711455032695,1.0162068728395925,0.08500443309966789,0.34561463855454144,0.9771443244166416,0.9484636946979388,0.3035504114720053,2.333967173477961,2.333245144283412
