stage,symbol_index,phase,amp,raw_bin,start_sample,sample_offset,reference,front_grid,phase_unwrap,target_snr_db,packet_index,dataset
payload_gt,58.250244140625,-0.42099106849158735,4.803591504940817,826,16177120,2,downchirp_cfo_corrected,fine_payload_backtrack,-6.7041763756711745,-23.0,10,0_0_0_10_14_16
payload_gt,59.250244140625,-0.9630060807825125,4.364804913399817,904,16181216,2,downchirp_cfo_corrected,fine_payload_backtrack,-7.246191387962099,-23.0,10,0_0_0_10_14_16
payload_gt,60.250244140625,-0.9206658046837454,10.337093912517236,760,16185312,2,downchirp_cfo_corrected,fine_payload_backtrack,-7.203851111863332,-23.0,10,0_0_0_10_14_16
payload_gt,61.250244140625,-2.48396865683007,14.834119046385867,577,16189408,2,downchirp_cfo_corrected,fine_payload_backtrack,-8.767153964009657,-23.0,10,0_0_0_10_14_16
payload_gt,62.250244140625,-2.6264621470722016,9.946943025546974,930,16193504,2,downchirp_cfo_corrected,fine_payload_backtrack,-8.90964745425179,-23.0,10,0_0_0_10_14_16
preamble,0.0,2.8510621219428876,4.964858224683557,0,15938527,2,downchirp_cfo_corrected,fine_payload_backtrack,2.8510621219428876,-24.0,10,0_0_0_10_14_16
preamble,1.0,2.8703631693054437,10.372578944393434,0,15942623,2,downchirp_cfo_corrected,fine_payload_backtrack,2.8703631693054437,-24.0,10,0_0_0_10_14_16
preamble,2.0,-2.890559536744236,3.328834570219865,0,15946719,2,downchirp_cfo_corrected,fine_payload_backtrack,3.3926257704353504,-24.0,10,0_0_0_10_14_16
preamble,3.0,3.0350724041752204,12.466960134233569,0,15950815,2,downchirp_cfo_corrected,fine_payload_backtrack,3.0350724041752195,-24.0,10,0_0_0_10_14_16
preamble,4.0,2.860525516658605,6.001439155023906,0,15954911,2,downchirp_cfo_corrected,fine_payload_backtrack,2.8605255166586043,-24.0,10,0_0_0_10_14_16
preamble,5.0,2.9127455266857623,11.403028970082891,0,15959007,2,downchirp_cfo_corrected,fine_payload_backtrack,2.9127455266857614,-24.0,10,0_0_0_10_14_16
preamble,6.0,2.738514992394897,8.509029266035384,0,15963103,2,downchirp_cfo_corrected,fine_payload_backtrack,2.738514992394896,-24.0,10,0_0_0_10_14_16
preamble,7.0,2.7670422756484836,7.0554885351747,0,15967199,2,downchirp_cfo_corrected,fine_payload_backtrack,2.7670422756484827,-24.0,10,0_0_0_10_14_16
preamble,8.0,2.8955094384123083,7.622804354653888,0,15971295,2,downchirp_cfo_corrected,fine_payload_backtrack,2.8955094384123075,-24.0,10,0_0_0_10_14_16
preamble,9.0,2.8683366053012476,9.19708501140192,0,15975391,2,downchirp_cfo_corrected,fine_payload_backtrack,2.8683366053012467,-24.0,10,0_0_0_10_14_16
preamble,10.0,-2.6621831342683073,9.90880330192559,0,15979487,2,downchirp_cfo_corrected,fine_payload_backtrack,3.621002172911278,-24.0,10,0_0_0_10_14_16
preamble,11.0,2.6059333032114935,10.019797522623563,0,15983583,2,downchirp_cfo_corrected,fine_payload_backtrack,2.6059333032114926,-24.0,10,0_0_0_10_14_16
preamble,12.0,2.703503908313315,7.56569273988001,0,15987679,2,downchirp_cfo_corrected,fine_payload_backtrack,2.7035039083133143,-24.0,10,0_0_0_10_14_16
preamble,13.0,-3.043522270030624,7.518823882026444,0,15991775,2,downchirp_cfo_corrected,fine_payload_backtrack,3.2396630371489614,-24.0,10,0_0_0_10_14_16
preamble,14.0,2.4738713162663086,7.59628923596311,0,15995871,2,downchirp_cfo_corrected,fine_payload_backtrack,2.4738713162663077,-24.0,10,0_0_0_10_14_16
preamble,15.0,2.5563039007361517,6.09457710545154,0,15999967,2,downchirp_cfo_corrected,fine_payload_backtrack,2.5563039007361508,-24.0,10,0_0_0_10_14_16
sync_word,16.0,-3.058356267322073,3.0632283847985207,24,16004063,2,downchirp_cfo_corrected,fine_payload_backtrack,3.224829039857512,-24.0,10,0_0_0_10_14_16
sync_word,17.0,2.2900412834423887,6.954862778110359,32,16008159,2,downchirp_cfo_corrected,fine_payload_backtrack,2.2900412834423878,-24.0,10,0_0_0_10_14_16
sfd,18.0,-3.0496605204843648,9.99814881749199,977,16012255,2,sfd_cfo_corrected_upchirp_clean_locked_bin,fine_payload_backtrack,3.2335247866952215,-24.0,10,0_0_0_10_14_16
sfd,19.0,-3.027194558433422,5.784012492452992,977,16016351,2,sfd_cfo_corrected_upchirp_clean_locked_bin,fine_payload_backtrack,3.2559907487461643,-24.0,10,0_0_0_10_14_16
header,20.25,-1.2701756182602322,13.641987746560664,301,16021471,2,downchirp_cfo_corrected,fine_payload_backtrack,5.013009688919353,-24.0,10,0_0_0_10_14_16
header,21.25,-1.284415356848398,6.168418346988104,653,16025567,2,downchirp_cfo_corrected,fine_payload_backtrack,4.998769950331187,-24.0,10,0_0_0_10_14_16
header,22.25,-0.6071261249894387,9.444679078511264,61,16029663,2,downchirp_cfo_corrected,fine_payload_backtrack,5.676059182190147,-24.0,10,0_0_0_10_14_16
header,23.25,-1.658779980405525,15.220779305132108,81,16033759,2,downchirp_cfo_corrected,fine_payload_backtrack,4.624405326774061,-24.0,10,0_0_0_10_14_16
header,24.25,-1.3111379946849127,12.945804634432433,845,16037855,2,downchirp_cfo_corrected,fine_payload_backtrack,4.972047312494673,-24.0,10,0_0_0_10_14_16
header,25.25,-0.8323999578196192,8.741651675526747,825,16041951,2,downchirp_cfo_corrected,fine_payload_backtrack,5.4507853493599665,-24.0,10,0_0_0_10_14_16
header,26.25,-1.6201449207871312,11.186565396205753,729,16046047,2,downchirp_cfo_corrected,fine_payload_backtrack,4.6630403863924546,-24.0,10,0_0_0_10_14_16
header,27.25,-1.764915457489428,8.81417051096118,345,16050143,2,downchirp_cfo_corrected,fine_payload_backtrack,4.518269849690157,-24.0,10,0_0_0_10_14_16
payload_gt,28.25,-1.7671290953191807,8.801947853406539,803,16054239,2,downchirp_cfo_corrected,fine_payload_backtrack,4.516056211860405,-24.0,10,0_0_0_10_14_16
payload_gt,29.25,-2.2295735385173754,13.059290352196498,826,16058335,2,downchirp_cfo_corrected,fine_payload_backtrack,4.0536117686622095,-24.0,10,0_0_0_10_14_16
payload_gt,30.25,-1.955053611967595,10.426015137149394,922,16062431,2,downchirp_cfo_corrected,fine_payload_backtrack,4.32813169521199,-24.0,10,0_0_0_10_14_16
payload_gt,31.25,-2.573334288071319,7.725340419559043,691,16066527,2,downchirp_cfo_corrected,fine_payload_backtrack,3.7098510191082665,-24.0,10,0_0_0_10_14_16
