dataset,packet_index,target_snr_db,front_grid,pre_header_slope_pi_per_symbol,payload_slope_pi_per_symbol,slope_delta_pi_per_symbol,pre_header_fit_r2,pre_header_fit_rmse_pi,pre_sync_header_slope_pi_per_symbol,pre_sync_header_fit_r2,pre_sync_header_fit_rmse_pi,payload_gt_fit_r2,payload_gt_fit_rmse_pi,payload_rmse_from_pre_header_pi,payload_rmse_from_pre_sync_header_pi
0_0_0_10_14_16,10,-22.0,frame_sync_raw,-0.8033433987721553,nan,nan,0.9812333181954671,0.5121395299662965,-0.7293919826058503,0.9611059114705236,0.7612508637115035,nan,nan,nan,nan
0_0_0_10_14_16,10,-23.0,frame_sync_raw,-0.6184258972508611,nan,nan,0.9513334358423731,0.6447867401490153,-0.5626858295670284,0.9376459787585928,0.7528169726620627,nan,nan,nan,nan
0_0_0_10_14_16,10,-24.0,frame_sync_raw,-0.6188397587785428,nan,nan,0.9517740902387027,0.6421418145804418,-0.5632238437585718,0.9381584108379858,0.7502290948755302,nan,nan,nan,nan
0_0_0_10_14_16,10,-25.0,frame_sync_raw,-0.6192939870386857,nan,nan,0.9522454162085298,0.6393069374953626,-0.5638328291254125,0.9387266996501722,0.7473551792947848,nan,nan,nan,nan
0_0_0_10_14_16,10,-26.0,frame_sync_raw,-0.619791992180899,nan,nan,0.9527449853820981,0.6362987104694472,-0.5645243678062076,0.939356052349442,0.7441696336221626,nan,nan,nan,nan
0_0_0_10_14_16,10,-27.0,frame_sync_raw,-0.4585728599200851,nan,nan,0.8283852781375534,0.9621635481288986,-0.40638612417665815,0.8167156080641503,0.9987960652251795,nan,nan,nan,nan
