packet_index,event_index,symbol_index,selected_bin,signed_bin,symbol_value,phase_at_bin,phase_predicted,phase_residual_rad,phase_score,margin,confidence,amplitude,energy_ratio,argmax_bin,argmax_is_selected,rank_by_amp,gt_bin,is_correct
1,1,0,222,222,221,-0.300837,-0.391388,0.090552,1.000000,0.233505,0.6474,11.918018,0.009276,222,1,0,222,1
1,1,1,1007,-17,1006,-1.870065,-0.248695,-1.621370,1.000000,0.107733,0.5185,10.390501,0.007154,1007,1,0,826,0
1,1,2,637,-387,636,-0.239361,-3.439293,-3.083253,1.000000,0.104049,0.5169,11.643258,0.008585,637,1,0,922,0
1,1,3,718,-306,717,-0.797335,-0.305234,-0.492100,1.000000,0.122009,0.5334,10.534740,0.007606,718,1,0,718,1
1,1,4,989,-35,988,-1.437284,-1.355308,-0.081976,1.000000,0.264571,0.6763,11.029801,0.007822,989,1,0,107,0
1,1,5,880,-144,879,1.029752,-1.995257,3.025009,1.000000,0.097528,0.5088,10.642781,0.007507,880,1,0,468,0
1,1,6,921,-103,920,1.337083,0.471779,0.865304,1.000000,0.118285,0.5293,10.433395,0.007345,921,1,0,89,0
1,1,7,909,-115,908,1.034620,1.644413,-0.609793,1.000000,0.008917,0.4185,10.080386,0.006416,909,1,0,713,0
1,1,8,865,-159,864,-1.486878,1.341951,-2.828829,1.000000,0.013167,0.4237,10.075170,0.007014,865,1,0,865,1
1,1,9,615,-409,614,-2.654207,-1.789341,-0.864866,1.000000,0.142807,0.5521,9.528863,0.006192,615,1,0,492,0
1,1,10,858,-166,857,-1.961324,-3.821536,1.860212,1.000000,0.055536,0.4668,10.556813,0.007526,858,1,0,765,0
1,1,11,975,-49,974,2.337130,-3.128653,-0.817403,1.000000,0.220203,0.6310,10.149012,0.007184,975,1,0,1023,0
1,1,12,607,-417,606,0.313649,1.169801,-0.856152,1.000000,0.090686,0.5017,10.443181,0.007325,607,1,0,597,0
1,1,13,34,34,33,2.828172,-1.671083,-1.783930,1.000000,0.042199,0.4517,9.934922,0.006363,34,1,0,562,0
1,1,14,288,288,287,-1.745569,0.843441,-2.589009,1.000000,0.052574,0.4623,9.795314,0.006451,288,1,0,478,0
1,1,15,615,-409,614,-2.836569,-0.036124,-2.800445,1.000000,0.062208,0.4732,10.423126,0.007318,615,1,0,267,0
1,1,16,917,-107,916,-1.816636,-1.127124,-0.689512,1.000000,0.086177,0.4970,10.715771,0.007227,917,1,0,917,1
1,1,17,656,-368,655,-2.139993,-0.796704,-1.343289,1.000000,0.204854,0.6202,12.404037,0.010219,656,1,0,656,1
1,1,18,811,-213,810,-2.812458,-2.463351,-0.349107,1.000000,0.293582,0.7050,10.811076,0.007620,811,1,0,889,0
1,1,19,34,34,33,-0.240122,-3.135815,2.895693,1.000000,0.135114,0.5461,10.479436,0.007291,34,1,0,510,0
1,1,20,544,-480,543,2.335682,-0.563479,2.899162,1.000000,0.090267,0.5011,10.544753,0.007217,544,1,0,860,0
1,1,21,594,-430,593,2.715781,4.908018,-2.192237,1.000000,0.008920,0.4177,9.362500,0.005829,594,1,0,553,0
1,1,22,751,-273,750,-0.085126,5.288117,0.909942,1.000000,0.180482,0.5914,10.632167,0.007310,751,1,0,629,0
1,1,23,949,-75,948,0.974837,0.294973,0.679864,1.000000,0.111097,0.5224,10.723713,0.007546,949,1,0,759,0
1,1,24,125,125,124,1.710961,1.354936,0.356025,1.000000,0.106731,0.5196,11.625629,0.008601,125,1,0,874,0
1,1,25,243,243,242,0.946946,2.447085,-1.500138,1.000000,0.009134,0.4190,10.260667,0.006547,243,1,0,720,0
1,1,26,314,314,313,2.399613,1.683070,0.716543,1.000000,0.153199,0.5649,11.091205,0.007802,314,1,0,314,1
1,1,27,879,-145,878,1.484013,3.135736,-1.651723,1.000000,0.119564,0.5308,10.531990,0.007474,879,1,0,602,0
1,1,28,13,13,12,1.708884,0.719999,0.988885,1.000000,0.107122,0.5187,10.913272,0.007700,13,1,0,7,0
1,1,29,547,-477,546,1.985153,1.933754,0.051399,1.000000,0.167677,0.5804,11.454226,0.008504,547,1,0,610,0
1,1,30,600,-424,599,-1.402682,2.210023,2.670480,1.000000,0.033829,0.4430,9.841249,0.006122,600,1,0,807,0
1,1,31,668,-356,667,-1.759134,-1.126412,-0.632722,1.000000,0.020514,0.4325,11.219259,0.007981,668,1,0,897,0
1,1,32,568,-456,567,-1.586329,-1.482865,-0.103464,1.000000,0.083516,0.4917,9.259840,0.005428,568,1,0,749,0
1,1,33,584,-440,583,1.012791,-1.413524,2.426315,1.000000,0.147722,0.5616,11.792910,0.009268,584,1,0,584,1
1,1,34,934,-90,933,0.096159,1.185596,-1.089436,1.000000,0.270318,0.6854,12.051703,0.010070,934,1,0,934,1
2,2,0,961,-63,960,-3.018508,-3.218440,0.199933,1.000000,0.058105,0.4690,10.685830,0.007292,961,1,0,803,0
2,2,1,826,-198,825,3.139071,-3.153675,0.009561,1.000000,0.278210,0.6927,12.278960,0.009657,826,1,0,826,1
2,2,2,48,48,47,-1.335402,3.013464,1.934319,1.000000,0.374401,0.7192,13.968462,0.012828,48,1,0,922,0
2,2,3,650,-374,649,1.187250,-0.729967,1.917217,1.000000,0.021630,0.4310,9.788761,0.006244,650,1,0,718,0
2,2,4,724,-300,723,2.821323,2.995962,-0.174639,1.000000,0.009769,0.4200,10.231540,0.006835,724,1,0,86,0
2,2,5,75,75,74,-0.067564,4.630035,1.585585,1.000000,0.112139,0.5234,10.543304,0.007513,75,1,0,468,0
2,2,6,503,503,502,2.354122,1.566509,0.787613,1.000000,0.192553,0.6052,11.326330,0.008408,503,1,0,89,0
2,2,7,376,376,375,0.070195,3.988195,2.365184,1.000000,0.020732,0.4340,11.794812,0.008855,376,1,0,713,0
2,2,8,946,-78,945,2.409882,-2.213733,-1.659570,1.000000,0.185229,0.5953,10.010180,0.006717,946,1,0,865,0
2,2,9,1000,-24,999,-2.781371,4.749570,-1.247756,1.000000,0.231709,0.6439,11.030746,0.008144,1000,1,0,492,0
2,2,10,985,-39,984,-0.383290,-1.689439,1.306149,1.000000,0.195707,0.6102,11.917798,0.009682,985,1,0,765,0
2,2,11,61,61,60,-1.182229,1.956398,-3.138627,1.000000,0.021197,0.4315,10.300719,0.006897,61,1,0,1023,0
2,2,12,499,499,498,-0.882021,-0.090297,-0.791725,1.000000,0.001811,0.4115,9.871799,0.006429,499,1,0,597,0
2,2,13,562,-462,561,1.142646,-0.581814,1.724460,1.000000,0.057827,0.4685,10.476027,0.007133,562,1,0,562,1
2,2,14,248,248,247,0.189336,1.442854,-1.253518,1.000000,0.022694,0.4370,12.532948,0.009548,248,1,0,478,0
2,2,15,906,-118,905,1.035524,0.489543,0.545980,1.000000,0.125545,0.5366,10.712393,0.007396,906,1,0,267,0
2,2,16,377,377,376,1.040160,1.881712,-0.841552,1.000000,0.094775,0.5084,12.179038,0.009080,377,1,0,917,0
2,2,17,29,29,28,1.705358,1.044796,0.660562,1.000000,0.001146,0.4117,10.575264,0.007038,29,1,0,656,0
2,2,18,382,382,381,-0.456166,2.370556,-2.826722,1.000000,0.064487,0.4774,11.294255,0.008604,382,1,0,889,0
2,2,19,671,-353,670,-2.489264,-0.451530,-2.037734,1.000000,0.088339,0.4987,10.154547,0.006910,671,1,0,510,0
2,2,20,940,-84,939,-1.679749,-4.522362,2.842613,1.000000,0.091252,0.5020,10.625115,0.007144,940,1,0,860,0
2,2,21,232,232,231,2.609774,-3.712847,0.039436,1.000000,0.294118,0.7084,12.181110,0.009525,232,1,0,553,0
2,2,22,752,-272,751,2.703034,0.616112,2.086923,1.000000,0.050139,0.4597,9.951178,0.006343,752,1,0,629,0
2,2,23,980,-44,979,0.133813,2.796294,-2.662482,1.000000,0.063688,0.4764,11.088302,0.008467,980,1,0,759,0
2,2,24,443,443,442,0.771231,-1.859850,2.631081,1.000000,0.035852,0.4453,9.783280,0.006313,443,1,0,874,0
2,2,25,321,321,320,0.860535,0.864492,-0.003956,1.000000,0.063262,0.4752,11.070974,0.007969,321,1,0,720,0
2,2,26,166,166,165,-0.500437,0.949839,-1.450276,1.000000,0.099550,0.5094,9.981862,0.006578,166,1,0,314,0
2,2,27,552,-472,551,-2.883954,-0.411133,-2.472821,1.000000,0.017042,0.4278,10.560981,0.007162,552,1,0,602,0
2,2,28,676,-348,675,0.364439,-4.244926,-1.673820,1.000000,0.112077,0.5263,12.231332,0.009506,676,1,0,7,0
2,2,29,885,-139,884,-0.049936,-2.019078,1.969142,1.000000,0.030515,0.4407,10.374841,0.006770,885,1,0,610,0
2,2,30,259,259,258,-1.325873,-2.433453,1.107580,1.000000,0.052699,0.4623,9.944057,0.006382,259,1,0,775,0
2,2,31,268,268,267,0.077809,-2.601810,2.679618,1.000000,0.143471,0.5546,10.802145,0.007416,268,1,0,912,0
2,2,32,802,-222,801,-0.893118,-0.336566,-0.556552,1.000000,0.300101,0.7154,12.377545,0.010289,802,1,0,768,0
2,2,33,692,-332,691,1.166455,-1.864045,3.030500,1.000000,0.203981,0.6158,10.781347,0.007888,692,1,0,581,0
2,2,34,93,93,92,-0.929957,2.570136,2.783091,1.000000,0.097913,0.5094,11.032779,0.007691,93,1,0,93,1
3,3,0,258,258,257,-2.964848,1.921517,1.396820,1.000000,0.145675,0.5576,11.016237,0.007950,258,1,0,222,0
3,3,1,306,306,305,-2.908461,-2.983036,0.074575,1.000000,0.140364,0.5503,10.066528,0.006639,306,1,0,711,0
3,3,2,65,65,64,0.108749,-2.852075,2.960824,1.000000,0.057185,0.4659,9.563990,0.005795,65,1,0,871,0
