sf,os_factor,trials,seed,false_alarm_rate,threshold,mean,std,q95,q99,q999,maximum
10,4,20000,20260710,0.0001,0.1071208895614808,0.06152454254552307,0.011310221154041218,0.0807852972995782,0.08930567295973352,0.09954121011398612,0.11243613998490068
