capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
xcopy_paper_raw_low4,low1_win4,60.470342|63.471072|66.471804|72.473270|75.474002|78.474734|81.475464|84.476198|87.476928|90.477664|93.478392|96.479126,,12,0,12,588,99.15992,500000.0,125000.0,-17.00170834638011,-16.76987518196193,-18.956790210184366,-15.20444771456522,-15.273253|-18.956790|-17.113070|-16.927429|-17.101165|-17.676704|-17.334122|-17.075988|-16.514612|-15.204448|-16.163463|-15.897459,12,15.81355600121665,15.323443987110291,35/588,35,0.05952380952380952,1,0.0017006802721088435,gls_crossfit,1,0.0017006802721088435,0.0017006802721088435,0.0017006802721088435
