frame_index,packet_index,event_index,stage,frame_symbol_index,stage_symbol_index,start_sample,sf,bw,os_factor,cfo_int,cfo_frac,cfo_correction_mode,cfo_common_phase_rad,cfo_common_phase_pi,sto_frac,sfo_hat,sfo_cum_before,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,sfo_sample_adjust_after,raw_fft_bin,signed_fft_bin,symbol_value,peak_real,peak_imag,peak_amp,peak_power,peak_phase,peak_margin_db,total_power,header_valid,payload_len,payload_cr,payload_has_crc,payload_ldro
0,7,7,header,0,0,30383540,10,125000.0,4,-27,-0.1835859993545447,continuous,-0.0,-0.0,0.3692822635765354,-0.006967291880088821,0.11928226357653537,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,337,337,84,0.029740113765001297,-0.052215445786714554,0.060090990551500696,0.003610927378758788,-1.0530558482855348,6.393406927807009,0.14769304077400225,1,33,3,1,0
0,7,7,header,1,1,30387636,10,125000.0,4,-27,-0.1835859993545447,continuous,-170.79950814759718,-54.36717199870909,0.3692822635765354,-0.006967291880088821,0.11231497169644655,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,689,-335,172,0.025029826909303665,-0.08007828891277313,0.0838988950481904,0.007039024494588375,-1.2678504616354358,8.986361292924158,0.15292806963245198,1,33,3,1,0
0,7,7,header,2,2,30391732,10,125000.0,4,-27,-0.1835859993545447,continuous,-341.59901629519436,-108.73434399741818,0.3692822635765354,-0.006967291880088821,0.10534767981635773,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,57,57,14,0.025127068161964417,-0.07244588434696198,0.07667969557340062,0.005879776086658239,-1.2369401896258772,7.009014977587293,0.15508160076096544,1,33,3,1,0
0,7,7,header,3,3,30395828,10,125000.0,4,-27,-0.1835859993545447,continuous,-512.3985244427915,-163.10151599612726,0.3692822635765354,-0.006967291880088821,0.09838038793626891,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,81,81,20,0.018950525671243668,-0.0869918242096901,0.08903201616579336,0.007926701568067074,-1.3563047477384451,9.116076528794299,0.16918348742962053,1,33,3,1,0
0,7,7,header,4,4,30399924,10,125000.0,4,-27,-0.1835859993545447,continuous,-683.1980325903887,-217.46868799483636,0.3692822635765354,-0.006967291880088821,0.09141309605618009,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,689,-335,172,0.033224787563085556,-0.08042026311159134,0.08701324742560608,0.007571306079626083,-1.179014359802552,2.0178097377404622,0.5324981531921651,1,33,3,1,0
0,7,7,header,5,5,30404020,10,125000.0,4,-27,-0.1835859993545447,continuous,-853.9975407379859,-271.83585999354545,0.3692822635765354,-0.006967291880088821,0.08444580417609127,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,777,-247,194,-0.04802609607577324,-0.04959213733673096,0.06903539664479799,0.004765885882079601,-2.3401533585263903,0.7175986807122027,0.5794522756796141,1,33,3,1,0
0,7,7,header,6,6,30408116,10,125000.0,4,-27,-0.1835859993545447,continuous,-1024.797048885583,-326.2030319922545,0.3692822635765354,-0.006967291880088821,0.07747851229600244,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,729,-295,182,0.005904184188693762,-0.07872339338064194,0.07894448718116623,0.006232231389731169,-1.495937367276919,7.299449763219712,0.16376628966389717,1,33,3,1,0
0,7,7,header,7,7,30412212,10,125000.0,4,-27,-0.1835859993545447,continuous,-1195.5965570331803,-380.5702039909636,0.3692822635765354,-0.006967291880088821,0.07051122041591362,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,409,409,102,-0.029647866263985634,-0.06611587107181549,0.07245898413303975,0.005250305403023958,-1.992337906385212,7.097750647816334,0.1487202212411205,1,33,3,1,0
0,7,7,payload,8,0,30416308,10,125000.0,4,-27,-0.1835859993545447,continuous,-1366.3960651807774,-434.9373759896727,0.3692822635765354,-0.006967291880088821,0.0635439285358248,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,803,-221,802,-0.025383198633790016,-0.08370324224233627,0.08746736268324126,0.0076505388133227825,-1.8652341825423324,7.498003162695901,0.15839200354432492,1,33,3,1,0
0,7,7,payload,9,1,30420404,10,125000.0,4,-27,-0.1835859993545447,continuous,-1537.1955733283746,-489.3045479883818,0.3692822635765354,-0.006967291880088821,0.05657663665573598,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,0,711,-313,710,-0.022659514099359512,-0.06880346685647964,0.0724387370865186,0.005247370805591345,-1.8889457055697259,7.128451904930229,0.14985515283769724,1,33,3,1,0
