frame_index,packet_index,event_index,header_start_sample,source_frame_valid,source_grlora_framesync_valid,source_grlora_netid_valid,source_grlora_cfo_int,source_grlora_cfo_frac,source_grlora_payload_sto_frac,source_grlora_sfo_hat,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,header_valid,payload_len,cr,has_crc,ldro,payload_symbol_count,total_symbol_count,header_checksum_received,header_checksum_computed,header_error,header_nibbles,gray_symbols,codewords,decoded_nibbles,error
0,7,7,30383540,1,1,1,-27,-0.1835859993545447,0.3692822635765354,-0.006967291880088821,0|1|2|3,0|0|0|0,-0.13587577531690337|0.11507322620356186|0.3692822635765354|-0.3674259250391976,-1|0|1|-1,-0.006710439319420445|-0.006710757589077561|-0.006967291880088821|-0.006967662823049985,0.11412422468309663|0.11507322620356186|0.11928226357653537|-0.11742592503919758,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 163 237 85,74 139 236 139 214 255 214 89,2 1 7 1 11 15 11 10,
1,8,8,31883904,1,1,1,-27,-0.26069554764367464,-0.35926458021276697,-0.006987055451005657,0|1|2|3,0|0|0|0,0.09995803439606799|0.240564563364146|-0.35926458021276697|-0.1778173012841529,0|1|-1|-1,-0.006711446950894948|-0.006711626349379769|-0.006987055451005657|-0.006967957222630894,0.09995803439606799|-0.009435436635854|-0.10926458021276697|0.0721826987158471,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
2,9,9,33384271,1,1,1,-27,-0.1931512333056614,0.40413230408460254,-0.006969743498386729,0|1|2|3,0|0|0|0,-0.1335141083049825|0.20921155425522298|0.40413230408460254|0.08810295809329116,-1|1|2|0,-0.006694540714064996|-0.006714550716840937|-0.006969743498386729|-0.006814530741830605,0.1164858916950175|-0.040788445744777024|-0.09586769591539746|0.08810295809329116,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
3,10,10,36385006,1,1,1,-27,0.2929408453672317,-0.1435355234670318,-0.006845155616832266,0|1|2|3,0|0|1|0,-0.1379324838228816|0.14495405037515918|-0.1435355234670318|-0.38174032216364284,-1|1|-1|-2,-0.006716585930502852|-0.006717436151122891|-0.006845155616832266|-0.0069735551323326424,0.11206751617711841|-0.10504594962484082|0.1064644765329682|0.11825967783635716,0,97,3,1,0,0,8,27,15,12,6 1 7 1 11,126 210 248 30 250 9 237 87,111 171 200 139 146 255 178 121,6 1 7 1 11 15 13 10,
4,11,11,37885369,1,1,1,-27,-0.21287092002483943,-0.36879873019469805,-0.0069747977547736425,0|1|2|3,0|0|0|0,0.08231815585489799|0.3331450170471475|-0.36879873019469805|-0.20391811534945486,0|1|-1|-1,-0.006719495813245992|-0.006975261391463983|-0.0069747977547736425|-0.006975996313453727,0.08231815585489799|0.0831450170471475|-0.11879873019469805|0.046081884650545135,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
5,13,13,40886104,1,1,1,-27,0.42118854923187143,-0.2799203561260062,-0.006812285075550577,0|1|2|3,0|0|0|0,-0.1846389175252413|0.13109684682968836|-0.2799203561260062|0.3937436248869297,-1|1|-1|2,-0.00671919316476962|-0.006723838372704932|-0.006812285075550577|-0.0069291810664130725,0.06536108247475869|-0.11890315317031164|-0.029920356126006187|-0.10625637511307029,0,41,3,0,0,0,8,27,28,-1,2 9 6 1 11,122 254 9 30 250 51 103 210,75 140 108 203 210 253 215 90,2 9 6 1 11 15 11 10,
6,14,14,42386468,1,1,1,-27,-0.2344945946531179,0.4683197423256189,-0.006980340012982653,0|1|2|3,0|0|0|0,0.02216615959901791|0.23421645595760265|0.4683197423256189|-0.2186532325873779,0|1|2|-1,-0.006724511535520892|-0.006723656130444638|-0.006980340012982653|-0.0069810608143674,0.02216615959901791|-0.015783544042397346|-0.031680257674381096|0.0313467674126221,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 207 85,78 139 232 137 210 255 210 91,2 1 7 1 11 15 11 10,
7,16,16,45387201,1,1,1,-27,-0.2480762960984362,0.3666176716213272,-0.006983821072405792,0|1|2|3,1|1|0|0,-0.167097767388787|0.13996537431377964|0.3666176716213272|-0.3944830570115007,-1|1|1|-2,-0.006726937189957797|-0.006727227090165119|-0.006983821072405792|-0.006984912911391452,0.08290223261121299|-0.11003462568622036|0.11661767162132719|0.10551694298849928,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
8,17,17,46887565,1,1,1,-27,-0.2522149058496852,0.45575976078475144,-0.0069848818192151125,0|1|2|3,0|0|0|0,-0.019897516574339358|0.2237402961449877|0.45575976078475144|-0.27764989825264447,0|1|2|-1,-0.006727589092590648|-0.006729128885519494|-0.0069848818192151125|-0.006984663672054252,-0.019897516574339358|-0.026259703855012306|-0.044240239215248556|-0.027649898252644467,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
9,18,18,48387932,1,1,1,-27,-0.252882886312353,-0.4081282250835957,-0.0069850530260181344,0|1|2|3,1|1|0|0,0.06900690393594622|0.22853612186640282|-0.4081282250835957|-0.2119231660266605,0|1|-2|-1,-0.006728915526369095|-0.006728729114389999|-0.0069850530260181344|-0.0069846224680019525,0.06900690393594622|-0.02146387813359718|0.0918717749164043|0.0380768339733395,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
