trial_id,packet_id,reference_id,esn0_db,seed,sync_status,strict_sync_success,estimate_available,local_sync_estimate,event_count,signal_power,added_noise_power,clean_cfo_total_bins,noisy_cfo_total_bins,cfo_error_bins,cfo_error_hz,abs_cfo_error_bins,clean_payload_start_sample,noisy_payload_start_sample,payload_sto_error_samples_1m,payload_sto_error_chips,preamble_sto_error_samples_1m,clean_sfo_hat,noisy_sfo_hat,sfo_error,fine_preamble_peak_max_abs_bin,fine_preamble_bin0_count,frame_sync_valid
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,ok,1,1,1,1,5.543221089985545e-08,9.03903667767959e-06,-128.71322618720285,-128.713889585896,-0.0006633986931490199,-0.020245321446198117,0.0006633986931490199,673552,673551,-1,-0.125,0,-0.032989857029732124,-0.032990027062204226,-1.700324721021218e-07,0,12,1
exp0_000002_rxg20_0_fulltrim:14:20260821,exp0_000002_rxg20_0_fulltrim,2,14.0,20260821,sync_invalid,0,1,1,1,2.9355985541903622e-08,4.786924889250459e-06,-129.9365825693268,-129.93462317168553,0.001959397641257965,0.05979607059503067,0.001959397641257965,673544,673544,0,0.0,0,-0.033303409516436025,-0.033302907312816675,5.022036193499946e-07,1,0,0
exp0_000003_rxg20_0_fulltrim:14:20260821,exp0_000003_rxg20_0_fulltrim,3,14.0,20260821,sync_invalid,0,1,0,1,5.116835693588749e-08,8.343752622742565e-06,-128.8702234183035,-1000.8703611258534,-872.0001377075498,-26611.33232750091,872.0001377075498,673552,666572,-6980,-872.5,-1,-0.033030096221627926,-0.2565281835979735,-0.2234980873763456,143,2,0
exp0_000004_rxg20_0_fulltrim:14:20260821,exp0_000004_rxg20_0_fulltrim,4,14.0,20260821,ok,1,1,1,1,8.034181313512808e-08,1.3100913420027351e-05,-128.86059867151772,-128.85529367777332,0.005304993744402964,0.16189556104745373,0.005304993744402964,673552,673552,0,0.0,-1,-0.03302762934988664,-0.03302626965290478,1.3596969818605031e-06,0,12,1
