esn0_db,packet_trials,strict_sync_success_rate,estimate_available_rate,median_abs_cfo_error_bins,p90_abs_cfo_error_bins,median_abs_cfo_error_hz,p90_abs_cfo_error_hz,fraction_abs_cfo_0p25_to_0p75,fraction_abs_cfo_gt_0p25,fraction_abs_cfo_gt_0p5,median_abs_payload_sto_samples_1m,p90_abs_payload_sto_samples_1m,oracle_sync_savaux_ser,oracle_sync_savaux_ser_estimate_available,noisy_sync_savaux_ser_estimate_available,conditional_savaux_ser_gap,strict_end_to_end_ser
14.0,1,0.0,1.0,653.0126153007427,653.0126153007427,19928.363504050987,19928.363504050987,0.0,1.0,1.0,5224.0,5224.0,0.0,0.0,1.0,1.0,1.0
