trial_id,packet_id,reference_id,esn0_db,seed,sync_status,strict_sync_success,estimate_available,event_count,signal_power,added_noise_power,clean_cfo_total_bins,noisy_cfo_total_bins,cfo_error_bins,cfo_error_hz,abs_cfo_error_bins,clean_payload_start_sample,noisy_payload_start_sample,payload_sto_error_samples_1m,payload_sto_error_chips,preamble_sto_error_samples_1m,clean_sfo_hat,noisy_sfo_hat,sfo_error,fine_preamble_peak_max_abs_bin,fine_preamble_bin0_count,frame_sync_valid
exp0_000000_rxg20_0_fulltrim:14:7,exp0_000000_rxg20_0_fulltrim,0,14.0,7,sync_invalid,0,1,1,5.543221089985545e-08,9.03903667767959e-06,-128.71322618720285,524.2993891135399,653.0126153007427,19928.363504050987,653.0126153007427,673552,678776,5224,653.0,4,-0.032989857029732124,0.1343806102915573,0.1673704673212894,1549,3,0
