trial_id,packet_id,reference_id,esn0_db,seed,payload_index,gt_symbol,strict_sync_success,estimate_available,oracle_decision,oracle_correct,oracle_true_margin_db,noisy_sync_decision,noisy_sync_correct,noisy_sync_true_margin_db,strict_end_to_end_correct
exp0_000000_rxg20_0_fulltrim:14:7,exp0_000000_rxg20_0_fulltrim,0,14.0,7,0,3293,0,1,3293,1,4.55503115896335,3292,0,-12.252530927393009,0
exp0_000000_rxg20_0_fulltrim:14:7,exp0_000000_rxg20_0_fulltrim,0,14.0,7,1,313,0,1,313,1,5.788735796868277,312,0,-17.08363326248916,0
exp0_000000_rxg20_0_fulltrim:14:7,exp0_000000_rxg20_0_fulltrim,0,14.0,7,2,1433,0,1,1433,1,5.19702287248747,1432,0,-24.81686218197078,0
exp0_000000_rxg20_0_fulltrim:14:7,exp0_000000_rxg20_0_fulltrim,0,14.0,7,3,2865,0,1,2865,1,1.4454736084996311,59,0,-20.041595444622263,0
