dataset,snr_db,seed,packet_index,payload_symbol_index,gt_bin,raw_fft_bin,is_gt,is_savaux,savaux_ok,candidate_rank,gt_savaux_rank,savaux_margin_db,distance_to_gt,distance_to_savaux,savaux_power,log_savaux_power,best_pattern_power,mean_pattern_power,coherent_pattern_power,whitened_pattern_power,stable_pattern_power,hybrid_mean_power,pattern_consistency,mean_gain_vs_savaux,coherent_gain_vs_savaux,whitened_gain_vs_savaux,stable_gain_vs_savaux,hybrid_gain_vs_savaux
0_0_0_10_14_16,-25.0,42,1,7,713,226,0,0,1,8,1,0.1355638725972284,487,487,0.4238484479346063,-0.8583793217614736,0.10298613723588479,0.059086381194992044,0.044739296808662524,0.13217660671606224,0.32093150960554184,0.09669815621588446,0.7571845813507778,0.13940450055418918,0.105554938390538,0.31184874537149465,0.7571845813507778,0.22814323536417336
0_0_0_10_14_16,-25.0,42,1,8,865,448,0,1,0,1,3,0.16178641108292494,417,0,0.5744744806695259,-0.5542996027503783,0.1297655907926766,0.06262681356051807,0.04958630248676924,0.1444570319667764,0.45485413914412054,0.10899031854375692,0.7917743162655496,0.10901583215242067,0.0863159359646028,0.2514594413287389,0.7917743162655496,0.18972177565961376
0_0_0_10_14_16,-25.0,42,1,8,865,691,0,0,0,2,3,0.16178641108292494,174,243,0.5534674696810384,-0.5915523005912331,0.08180180328902151,0.03440273227568442,0.025477293210310083,0.07431854538698202,0.4098759625961045,0.06889976280947684,0.7405601684816538,0.062158544377523405,0.04603214209679309,0.1342780731626586,0.7405601684816538,0.12448746599178367
0_0_0_10_14_16,-25.0,42,1,8,865,865,1,0,0,3,3,0.16178641108292494,0,417,0.5386352096977589,-0.618716728112745,0.13194696716887647,0.058208698583865084,0.037659519639402624,0.11261470193941268,0.34848302318357016,0.10152303723359822,0.6469740873031904,0.10806701369657468,0.06991655755392277,0.20907415614846916,0.6469740873031904,0.18848199190425227
0_0_0_10_14_16,-25.0,42,1,8,865,885,0,0,0,4,3,0.16178641108292494,20,437,0.5312576958522222,-0.6325080725383708,0.08072790540634689,0.04044105702854863,0.028244525313201017,0.08377665433990646,0.37103682595977505,0.0769915711759202,0.6984121432153049,0.07612323989711757,0.053165395125038685,0.15769494728074543,0.6984121432153049,0.1449232110462201
0_0_0_10_14_16,-25.0,42,1,8,865,1023,0,0,0,5,3,0.16178641108292494,158,449,0.47758329242527964,-0.7390166998747715,0.12239004939203206,0.07221308504823866,0.05630374126812862,0.16216524755897582,0.37236639471546606,0.11580417197428038,0.7796889058335823,0.1512052163331002,0.11789302967908499,0.3395538540208615,0.7796889058335823,0.24247952935329817
0_0_0_10_14_16,-25.0,42,1,8,865,265,0,0,0,6,3,0.16178641108292494,424,183,0.4754614232324492,-0.7434695291365023,0.13343210131916625,0.0443301699258082,0.02505688703147243,0.07296956035539488,0.2687466163494834,0.08022382566931555,0.5652332728119045,0.09323610236226365,0.052700147282448026,0.15347104263329617,0.5652332728119045,0.1687283589148194
0_0_0_10_14_16,-25.0,42,1,8,865,166,0,0,0,7,3,0.16178641108292494,325,282,0.4497025973181259,-0.7991688095536512,0.1529210414589847,0.059816370171019984,0.04314396692538104,0.1256394052172938,0.32435859831479863,0.09904815504677707,0.7212735711315957,0.13301317476871286,0.09593888757298058,0.27938332125845994,0.7212735711315957,0.22025257500727535
0_0_0_10_14_16,-25.0,42,1,8,865,967,0,0,0,8,3,0.16178641108292494,102,505,0.4464686394936166,-0.8063861174287589,0.14882664986064167,0.046722970965312235,0.03805178182692583,0.11009288134534295,0.3636097386698357,0.08214773198720343,0.8144127190707969,0.10465006236116671,0.08522834183848624,0.24658592251901493,0.8144127190707969,0.18399440569974893
0_0_0_10_14_16,-25.0,42,1,9,492,740,0,1,0,1,5,0.8981534536684349,248,0,0.7746886098779306,-0.2552941240754052,0.11913532513213945,0.05576646740612076,0.0415685271539495,0.12088072258046964,0.5774557007717452,0.10766180173193883,0.7454036285143474,0.07198565552023284,0.05365836882576542,0.15603782092461263,0.7454036285143474,0.138974292843809
0_0_0_10_14_16,-25.0,42,1,9,492,208,0,0,0,2,5,0.8981534536684349,284,492,0.6299583332770595,-0.4621015994392109,0.18412401434578052,0.08413798928132088,0.05302208890318541,0.15319785978836586,0.39698722346023696,0.13917846845819554,0.630180128573106,0.13356119736305874,0.08416761252663035,0.24318728985046778,0.630180128573106,0.2209328158803544
0_0_0_10_14_16,-25.0,42,1,9,492,409,0,0,0,3,5,0.8981534536684349,83,331,0.5873426167571694,-0.5321469552225618,0.10098849096684971,0.058049723317120175,0.04475872095903055,0.1312184447322169,0.4528652814961451,0.10353161627608427,0.7710410730903552,0.09883451610854287,0.07620547135869689,0.22341039282437727,0.7710410730903552,0.17627124836897087
0_0_0_10_14_16,-25.0,42,1,9,492,93,0,0,0,4,5,0.8981534536684349,399,377,0.5275171463240191,-0.6395739092805305,0.10675396302084408,0.05592768730482645,0.04846793148176256,0.14110023711279987,0.4571557690940143,0.09801200890869363,0.8666178384526169,0.10602060557567876,0.09187934803543218,0.267479906759526,0.8666178384526169,0.18579871686007965
0_0_0_10_14_16,-25.0,42,1,9,492,492,1,0,0,5,5,0.8981534536684349,0,248,0.5261495163587462,-0.6421698550036711,0.08609079104174167,0.037302059974368834,0.026593008426329924,0.07630689837989107,0.3750972072762665,0.07228978047166401,0.7129099155543323,0.07089631143732736,0.05054268339989869,0.1450289243026929,0.7129099155543323,0.1373939882563238
0_0_0_10_14_16,-25.0,42,1,9,492,620,0,0,0,6,5,0.8981534536684349,128,120,0.5022498624041418,-0.6886575492460321,0.07694193529888203,0.030957836824301505,0.01908720227497917,0.05543755058285653,0.3096645534601111,0.06213093820467302,0.6165547800806276,0.0616383181791514,0.03800339970948644,0.11037842861218743,0.6165547800806276,0.12370523688601542
0_0_0_10_14_16,-25.0,42,1,9,492,764,0,0,0,7,5,0.8981534536684349,272,24,0.4603526203840289,-0.7757625171084513,0.0772212596754229,0.039864643464969374,0.024560399466339086,0.07325359314858663,0.2836208547040718,0.07348751605743833,0.6160947980864615,0.0865958869349197,0.0533512754762874,0.15912496183355718,0.6160947980864615,0.1596331003745229
0_0_0_10_14_16,-25.0,42,1,9,492,932,0,0,0,8,5,0.8981534536684349,440,192,0.459891219613894,-0.7767652965648182,0.07314958318952464,0.04484476134168423,0.031033020247871104,0.09077214933708226,0.31824929162528803,0.08025046680552446,0.692009932028007,0.09751167108459707,0.0674790448791894,0.19737743506669006,0.692009932028007,0.1744988018534024
0_0_0_10_14_16,-25.0,42,1,10,765,765,1,1,1,1,1,2.0717466126537176,0,0,0.8030025533167304,-0.219397385318475,0.09258493768222023,0.053492209831206096,0.04297400993132857,0.125202474037713,0.6451077607376032,0.10529242696755406,0.8033695012214385,0.06661524251730122,0.05351665415486944,0.15591790277699039,0.8033695012214385,0.1311234024507806
0_0_0_10_14_16,-25.0,42,1,10,765,980,0,0,1,2,1,2.0717466126537176,215,215,0.4983589532244572,-0.6964346719942109,0.05023749755275082,0.027447199414628042,0.014590680779795022,0.04171690814465583,0.2649230724929826,0.056657720086089734,0.5315908759718082,0.055075160658879595,0.02927745289894187,0.0837085555998165,0.5315908759718082,0.11368857671665329
0_0_0_10_14_16,-25.0,42,1,10,765,384,0,0,1,3,1,2.0717466126537176,381,381,0.4346306305195391,-0.8332587338469375,0.12191164534553335,0.043160130377818386,0.02978680884927292,0.08604358161991336,0.2999587674549298,0.07688509289303154,0.6901464056879096,0.09930301121719513,0.06853361626553339,0.19796943790422802,0.6901464056879096,0.17689754815744657
0_0_0_10_14_16,-25.0,42,1,10,765,705,0,0,1,4,1,2.0717466126537176,60,60,0.4101064247482924,-0.8913385804101003,0.11279418145131224,0.04153619507860053,0.026116914170265716,0.07701223130193657,0.25786459919011345,0.07362819877648416,0.6287748341138056,0.10128150297595033,0.06368326023250008,0.18778596640909426,0.6287748341138056,0.1795343704300032
0_0_0_10_14_16,-25.0,42,1,10,765,579,0,0,1,5,1,2.0717466126537176,186,186,0.39691614105422346,-0.9240302522089358,0.06431852127121415,0.0412660839132548,0.02281615590803078,0.06739014726272255,0.21945626281727815,0.07267242172736743,0.5529033468742149,0.10396675681581154,0.0574835678071198,0.16978434558930233,0.5529033468742149,0.18309263396128683
0_0_0_10_14_16,-25.0,42,1,10,765,561,0,0,1,6,1,2.0717466126537176,204,204,0.3915027984512598,-0.9377626155531742,0.10884847925160099,0.07465049773676086,0.05009732328828847,0.1468276056630768,0.2627342463468139,0.11296873054006792,0.6710916177002068,0.19067679217637695,0.12796159691953093,0.37503590330365444,0.6710916177002068,0.2885515275675149
0_0_0_10_14_16,-25.0,42,1,10,765,432,0,0,1,7,1,2.0717466126537176,333,333,0.3816129869896976,-0.9633483069952448,0.13834702174001454,0.062377640746624205,0.040620337071287836,0.11732056465855221,0.24850648368167727,0.09810191726271543,0.6512002792200209,0.16345785618744735,0.10644380158997174,0.30743336484436656,0.6512002792200209,0.2570717470507991
0_0_0_10_14_16,-25.0,42,1,10,765,236,0,0,1,8,1,2.0717466126537176,495,495,0.3610601016376336,-1.0187108479757596,0.06042433228554746,0.029547079931980542,0.024291464337963024,0.07128863382144922,0.29683740670762054,0.055243450952576365,0.8221274113680163,0.08183424254844564,0.06727817398761599,0.19744256842035615,0.8221274113680163,0.15300347698904623
0_0_0_10_14_16,-25.0,42,1,11,1023,1023,1,1,1,1,1,2.679260730705473,0,0,0.954993874556326,-0.04605035259912263,0.08269807898906394,0.053623492294746444,0.041323420666487476,0.12127127057752012,0.7359388940073962,0.1101581078010472,0.770621585765983,0.05615061386614549,0.04327087509926243,0.12698643814219301,0.770621585765983,0.11534954384102704
0_0_0_10_14_16,-25.0,42,1,11,1023,138,0,0,1,2,1,2.679260730705473,139,139,0.5153170511325165,-0.6629729344757984,0.12314108766479792,0.054676186534986196,0.044373834157242865,0.12890573369144023,0.4182185118327858,0.0958003929815426,0.8115751475982865,0.1061020325541798,0.08610977273063666,0.2501483958431864,0.8115751475982865,0.1859057307942776
0_0_0_10_14_16,-25.0,42,1,11,1023,576,0,0,1,3,1,2.679260730705473,447,447,0.5082617397443165,-0.6767587283748435,0.10983580847108189,0.04389867446583064,0.03499787293467288,0.10263524627092889,0.4052076742994382,0.08097676256259032,0.7972421345413091,0.0863702124970376,0.0688579725719247,0.20193384283176624,0.7972421345413091,0.159320988047076
0_0_0_10_14_16,-25.0,42,1,11,1023,338,0,0,1,4,1,2.679260730705473,339,339,0.4937854736353984,-0.7056541200100424,0.06854366359013435,0.034213999295157935,0.024700253515445046,0.07232080530379476,0.35648058199277943,0.06668642854073771,0.7219341212455306,0.06928919768186799,0.050022236040267225,0.14646199445955155,0.7219341212455306,0.13505141828043665
0_0_0_10_14_16,-25.0,42,1,11,1023,552,0,0,1,5,1,2.679260730705473,471,471,0.4192996801894111,-0.8691693875307024,0.13767140520238091,0.04855538564877727,0.03718655826959319,0.11155970088016202,0.3211242539101937,0.08323561421943548,0.7658585710466833,0.11580115116434919,0.08868730415628943,0.26606197464726644,0.7658585710466834,0.19851103674067982
0_0_0_10_14_16,-25.0,42,1,11,1023,325,0,0,1,6,1,2.679260730705473,326,326,0.41113416092053967,-0.8888356921537265,0.05948337578455214,0.03651839687806425,0.020346739342214752,0.05933890981576117,0.22906919038264792,0.06689284528201034,0.5571640893808393,0.08882355286726513,0.04948929394886062,0.1443297965873229,0.5571640893808393,0.16270320406418087
0_0_0_10_14_16,-25.0,42,1,11,1023,891,0,0,1,7,1,2.679260730705473,132,132,0.3930986221421904,-0.933694751668096,0.10564368288458935,0.02969817453055843,0.018109516950403373,0.0524827149490961,0.23970584971608852,0.05664644983201519,0.6097855250924357,0.07554891535543491,0.046068635020177856,0.13351029994226798,0.6097855250924357,0.1441023871396965
0_0_0_10_14_16,-25.0,42,1,11,1023,971,0,0,1,8,1,2.679260730705473,52,52,0.3862809395132558,-0.9511903516785083,0.08961537678530018,0.027637459256773345,0.01509944170626657,0.04371615320157788,0.21104061969780516,0.05343790287298348,0.5463397183504132,0.07154756144996102,0.039089274571230584,0.11317191383210275,0.5463397183504132,0.1383394762897683
0_0_0_10_14_16,-25.0,42,1,12,597,597,1,1,1,1,1,0.09096831625048296,0,0,0.5775867581172776,-0.5488966173635526,0.10954314834384443,0.04389222963351244,0.028796545685401707,0.08529516026384804,0.378939589223056,0.08359783666806965,0.6560738865590704,0.07599244445386028,0.04985665838196838,0.14767506191083601,0.6560738865590704,0.14473641490772424
0_0_0_10_14_16,-25.0,42,1,12,597,157,0,0,1,2,1,0.09096831625048296,440,440,0.5656143201229078,-0.5698428462568654,0.14301824630990329,0.05842733083203614,0.04004424444582907,0.11786056649056185,0.38765416414751214,0.1030604736468273,0.6853683691446762,0.1032988889307822,0.07079779104094724,0.20837620671441062,0.6853683691446762,0.18220980265215403
0_0_0_10_14_16,-25.0,42,1,12,597,951,0,0,1,3,1,0.09096831625048296,354,354,0.4982917154450206,-0.6965695994701107,0.09995559088872906,0.0522356786736503,0.038048023938873084,0.10943397584287652,0.3629514461991271,0.09180077506423406,0.7283914922707031,0.10482951462879332,0.07635692659448026,0.21961829276078143,0.7283914922707031,0.18423098803127297
0_0_0_10_14_16,-25.0,42,1,12,597,185,0,0,1,4,1,0.09096831625048296,412,412,0.44222637620079297,-0.8159333646651123,0.0856786756475996,0.03711982274146032,0.029341628642989438,0.0864692704559032,0.3495609932459537,0.06896291029000778,0.7904571324964015,0.08393850918699172,0.06634979327797233,0.19553168944550203,0.7904571324964015,0.1559448146953025
0_0_0_10_14_16,-25.0,42,1,12,597,125,0,0,1,5,1,0.09096831625048296,472,472,0.43445947717959044,-0.8336526017339265,0.07428806593819949,0.04332055706121727,0.036594807539732474,0.10607773392111575,0.3670073062249112,0.07709173915383785,0.8447446206201715,0.09971138699158831,0.08423065777572036,0.2441602485224805,0.8447446206201715,0.17744287604059056
0_0_0_10_14_16,-25.0,42,1,12,597,603,0,0,1,6,1,0.09096831625048296,6,6,0.43345932144888266,-0.835957324652713,0.14741928434724158,0.0562739037468523,0.04179978397373308,0.12152281768378931,0.3219699503960161,0.09374915657900502,0.7427916172613342,0.12982510921382645,0.09643300283406751,0.2803557604381115,0.7427916172613342,0.2162813254670329
0_0_0_10_14_16,-25.0,42,1,12,597,492,0,0,1,7,1,0.09096831625048296,105,105,0.3917825589327073,-0.937048289692985,0.1402740453396197,0.041846017723462275,0.022640140905377023,0.06696479922319384,0.21196789613584713,0.07319844844712865,0.5410345389373364,0.10680929196404008,0.057787516031987785,0.17092338006474592,0.5410345389373364,0.1868343722255927
0_0_0_10_14_16,-25.0,42,1,12,597,882,0,0,1,8,1,0.09096831625048296,285,285,0.3744590699243986,-0.9822727745894595,0.04809918084822157,0.02884472865397355,0.017047021511648768,0.0500498583295527,0.2213025435881109,0.05475211902319943,0.5909926113761667,0.07703039122485979,0.04552439206530763,0.1336590894691308,0.5909926113761667,0.14621656522902118
0_0_0_10_14_16,-25.0,42,1,13,562,562,1,1,1,1,1,1.852950573505388,0,0,1.006102545591503,0.006084000470209027,0.17674095578535035,0.06630771516897768,0.050865443847760206,0.1486523080271734,0.771793333663471,0.13086804341378128,0.7671119977235741,0.06590552370583097,0.05055691795099836,0.1477506529314847,0.7671119977235741,0.13007425931602426
0_0_0_10_14_16,-25.0,42,1,13,562,150,0,0,1,2,1,1.852950573505388,412,412,0.6566700219316921,-0.42057363639061834,0.13957032004633607,0.04748596149935437,0.029480782596000104,0.08758046734771095,0.4076814608490563,0.0915715835804149,0.6208315397888896,0.07231327746570093,0.044894363396212326,0.13337058861021253,0.6208315397888896,0.13944839953412755
0_0_0_10_14_16,-25.0,42,1,13,562,660,0,0,1,3,1,1.852950573505388,98,98,0.48352570220390945,-0.7266508068586195,0.06266161062681112,0.0357727711903824,0.02602024349535412,0.07727174482650397,0.35170483272457137,0.0685913466802975,0.7273756723200054,0.07398318440432465,0.053813568496470586,0.15980897080403267,0.7273756723200054,0.14185667146060332
0_0_0_10_14_16,-25.0,42,1,13,562,704,0,0,1,4,1,1.852950573505388,142,142,0.4808896478030853,-0.7321174576445394,0.14307805550914673,0.04658432304067146,0.025289647238503753,0.07478539440792845,0.26106485529413936,0.08350090809239087,0.5428789255223065,0.09687112886186898,0.05258929435066433,0.15551466900895228,0.5428789255223065,0.17363839806878692
0_0_0_10_14_16,-25.0,42,1,13,562,124,0,0,1,5,1,1.852950573505388,438,438,0.4782298013326489,-0.7376639060907424,0.05563640000191897,0.03020648109574562,0.020606358933942668,0.060496281377393275,0.32624041535763687,0.06025377485508757,0.6821833655044623,0.06316310905671577,0.04308882231203575,0.12650044227443083,0.6821833655044623,0.1259933502412076
0_0_0_10_14_16,-25.0,42,1,13,562,982,0,0,1,6,1,1.852950573505388,420,420,0.45959780955583085,-0.777403498998374,0.08478346672391252,0.04196414632442594,0.03387158894807954,0.09782553583019751,0.37096687172810733,0.07634019800743604,0.8071554389839692,0.0913062365657951,0.07369832545723849,0.21285030910991298,0.8071554389839692,0.16610217981938055
0_0_0_10_14_16,-25.0,42,1,13,562,491,0,0,1,7,1,1.852950573505388,71,71,0.4125875874480158,-0.8853067625395952,0.08654013848482495,0.02410518669676228,0.013029026930215803,0.03868373268663829,0.22300656101763353,0.04903000236217946,0.5405071984763268,0.05842441079204649,0.03157881459983912,0.09375883779225973,0.5405071984763268,0.11883537908991754
0_0_0_10_14_16,-25.0,42,1,13,562,366,0,0,1,8,1,1.852950573505388,196,196,0.4031644318438907,-0.9084107807890114,0.10422078154224332,0.051785622607589885,0.039960873902042976,0.1154610085109144,0.31110571257940733,0.08650225999657161,0.7716596207570974,0.12844789499595985,0.09911805393962983,0.2863868917772539,0.7716596207570974,0.21455826249589932
0_0_0_10_14_16,-25.0,42,1,14,478,478,1,1,1,1,1,1.5728439947350763,0,0,0.9102518999607447,-0.0940339046332552,0.1397590989571002,0.06882190462266571,0.05618258989269828,0.16487618773830245,0.7430818643415088,0.13124579989305157,0.8163475015801173,0.0756075374581846,0.06172202430461413,0.18113248403591672,0.8163475015801173,0.14418624108195946
0_0_0_10_14_16,-25.0,42,1,14,478,574,0,0,1,2,1,1.5728439947350763,96,96,0.6336904973792947,-0.45619461822147445,0.13540085852702965,0.057239929301170514,0.04039819213518963,0.11837827870562877,0.44723937957151055,0.10441036528491435,0.7057694275377715,0.09032789593325655,0.06375066740350588,0.18680772268985688,0.7057694275377715,0.1647655530842206
0_0_0_10_14_16,-25.0,42,1,14,478,730,0,0,1,3,1,1.5728439947350763,252,252,0.501479249630993,-0.6901930490443717,0.10100598410699171,0.04445365458282294,0.02965105383823214,0.08466416031448486,0.33449191903584047,0.08146927373682554,0.6670104880350922,0.08864505284223342,0.05912717995819465,0.16882884062856815,0.6670104880350922,0.16245791584950653
0_0_0_10_14_16,-25.0,42,1,14,478,30,0,0,1,4,1,1.5728439947350763,448,448,0.49337593202325536,-0.7064838559241321,0.08988178779276486,0.037738542566087954,0.02414081331656043,0.0716412373915693,0.3156056238525822,0.07176014919615314,0.6396858933883018,0.07649044089225888,0.048929856017829725,0.14520618607758207,0.6396858933883018,0.1454472027078344
0_0_0_10_14_16,-25.0,42,1,14,478,524,0,0,1,5,1,1.5728439947350763,46,46,0.48800047950772196,-0.7174388905316817,0.14131079865180615,0.06980804541036059,0.05391642932062772,0.15865323762184896,0.3769084667410776,0.11351001231684639,0.7723526565410137,0.14304913282212456,0.11048437775105621,0.32510877403623223,0.7723526565410137,0.23260225570137016
0_0_0_10_14_16,-25.0,42,1,14,478,598,0,0,1,6,1,1.5728439947350763,120,120,0.4214516141910849,-0.8640503024568007,0.08932391470414942,0.047587097495705735,0.034535656622131004,0.1021156934048178,0.30586249207276395,0.08209256825705895,0.7257357233281039,0.11291236263750526,0.08194453517141505,0.24229517687531943,0.7257357233281039,0.1947852742588819
0_0_0_10_14_16,-25.0,42,1,14,478,555,0,0,1,7,1,1.5728439947350763,77,77,0.40586539989368475,-0.9017337017032035,0.16295210055216794,0.05004764881717144,0.041554183804692536,0.12394358305704586,0.3369869679344589,0.0844565364337646,0.8302924270527413,0.12331095193204761,0.10238414956184373,0.3053810033807083,0.8302924270527413,0.20809001323071083
0_0_0_10_14_16,-25.0,42,1,14,478,491,0,0,1,8,1,1.5728439947350763,13,13,0.3962229393761483,-0.9257782479178469,0.126851023144156,0.05076069163042146,0.02700063521198693,0.07712052937704629,0.21075896929475632,0.08484583967540536,0.5319201599649824,0.12811144077206638,0.06814505806882191,0.19463923390824447,0.5319201599649824,0.21413661664565625
0_0_0_10_14_16,-25.0,42,1,15,267,728,0,1,0,1,15,0.08810139085105778,461,0,0.5756167560400094,-0.5523131938297213,0.12684408951707105,0.06563980218929995,0.05100906298649649,0.14884044402505273,0.44731504949163176,0.11295586992230941,0.777105678036482,0.11403386280981981,0.08861636227794419,0.25857559298483535,0.777105678036482,0.19623450627010272
0_0_0_10_14_16,-25.0,42,1,15,267,587,0,0,0,2,15,0.08810139085105778,320,141,0.5640573835626164,-0.5725992887542901,0.0988434075039249,0.04395302847847428,0.03155825451079325,0.09142387121830227,0.4049929455459239,0.0831902492458568,0.717999546407791,0.0779229733699515,0.05594865953437155,0.162082571529982,0.717999546407791,0.14748543618101898
0_0_0_10_14_16,-25.0,42,1,15,267,768,0,0,0,3,15,0.08810139085105778,501,40,0.5470214774177862,-0.6032672133130766,0.0928351661274106,0.04334136485713356,0.03063725281767895,0.08867634990077763,0.3866799154939526,0.08169171850335305,0.706882510937732,0.0792315597217981,0.05600740388165752,0.16210762019687813,0.706882510937732,0.14933914274989465
0_0_0_10_14_16,-25.0,42,1,15,267,900,0,0,0,4,15,0.08810139085105778,391,172,0.46937894190536156,-0.7563448582984985,0.08026883674437339,0.03603167259651508,0.018768543619168247,0.05456956408123486,0.24449487104636553,0.06845327287433545,0.5208901576493429,0.0767645699022006,0.03998590891824127,0.11625908026405973,0.5208901576493429,0.14583797176000565
0_0_0_10_14_16,-25.0,42,1,15,267,717,0,0,0,5,15,0.08810139085105778,450,11,0.4569389301417601,-0.7832055290924167,0.0646622950987967,0.044438168509681644,0.038845772989466246,0.1135695562309926,0.39943468746848115,0.07957591732645719,0.8741533301716294,0.09725187673524602,0.08501305191355611,0.24854427745029065,0.8741533301716294,0.17415000578254444
0_0_0_10_14_16,-25.0,42,1,15,267,445,0,0,0,6,15,0.08810139085105778,178,283,0.41812702824609005,-0.8719699972986379,0.14732265430052222,0.07505231770624486,0.059642748674104656,0.1747136751830705,0.33227814971870984,0.11530553141602685,0.794682302917635,0.17949645116477037,0.14264265317716252,0.417848317330594,0.794682302917635,0.2757667494007668
0_0_0_10_14_16,-25.0,42,1,15,267,560,0,0,0,7,15,0.08810139085105778,293,168,0.41496595237505574,-0.8795588045868514,0.07313721379639727,0.029176298010627197,0.01882249654912414,0.055322799812262666,0.2677068627328431,0.05665989376067928,0.6451297057038634,0.07031010097005981,0.045359134746823605,0.13331888916578064,0.6451297057038634,0.13654106664989413
0_0_0_10_14_16,-25.0,42,1,15,267,458,0,0,0,8,15,0.08810139085105778,191,270,0.4111992875607484,-0.8886772974284112,0.09178387789509465,0.05373097574951949,0.04210497240841298,0.12490023868431141,0.32222632132749274,0.08936791668487161,0.7836256799931559,0.1306689417393058,0.10239553832444959,0.3037462429111318,0.7836256799931559,0.21733480428676294
0_0_0_10_14_16,-25.0,42,1,16,917,917,1,1,1,1,1,4.191280387223198,0,0,1.603111968771728,0.4719467207025424,0.2233480467645103,0.15471487033355844,0.1461115825984262,0.4284192846404222,1.5139671211611363,0.27758117346480354,0.9443926255014535,0.09650908567047743,0.09114246880108688,0.26724227189737,0.9443926255014535,0.17315145721074035
0_0_0_10_14_16,-25.0,42,1,16,917,918,0,0,1,2,1,4.191280387223198,1,1,0.6107111059478143,-0.4931312533153022,0.08195420495865775,0.040799811075493096,0.02985242059941029,0.0870030404906678,0.44684532400778604,0.08025139095153232,0.7316803635235828,0.0668070560337566,0.0488814110447194,0.14246186067902009,0.7316803635235828,0.13140647053893573
0_0_0_10_14_16,-25.0,42,1,16,917,25,0,0,1,3,1,4.191280387223198,132,132,0.5609536977716267,-0.5781169120320958,0.13060030735446274,0.058655652437472845,0.0429021027830507,0.1253924148910622,0.41029452743680994,0.10314879437654928,0.7314231621374344,0.10456416041195704,0.07648064885475955,0.2235343405154118,0.7314231621374344,0.183881120289081
0_0_0_10_14_16,-25.0,42,1,16,917,586,0,0,1,4,1,4.191280387223198,331,331,0.44908829622323765,-0.8005357597418586,0.08824624973553259,0.03680140722070357,0.024277274565762466,0.07093483607018872,0.29625605907668795,0.06878302211574219,0.6596833218949483,0.08194693010305022,0.05405902306947331,0.15795298311432204,0.6596833218949483,0.15316146667414104
0_0_0_10_14_16,-25.0,42,1,16,917,660,0,0,1,5,1,4.191280387223198,257,257,0.4439231229937981,-0.8121038779518471,0.12513039536954954,0.04495675356612898,0.027748630259044758,0.08141174062245421,0.2740024051175282,0.07969354546404937,0.6172294051043523,0.10127148426723663,0.06250773798830124,0.1833915297617682,0.6172294051043523,0.1795210506868838
0_0_0_10_14_16,-25.0,42,1,16,917,222,0,0,1,6,1,4.191280387223198,329,329,0.43785621161306665,-0.8258647064911078,0.19179354620695271,0.06500631565852034,0.04598493129433553,0.13571566143612634,0.3097358711051001,0.10472480082939097,0.7073917484555718,0.14846498447295386,0.10502290495075217,0.30995486151983204,0.7073917484555718,0.239176236517426
0_0_0_10_14_16,-25.0,42,1,16,917,298,0,0,1,7,1,4.191280387223198,405,405,0.4337056410075526,-0.8353892215213389,0.06026480672900539,0.029301223280793508,0.024118354243027284,0.06977296221124704,0.35699077088962067,0.05747289603554545,0.8231176566214041,0.06756016180173052,0.05560996206320333,0.16087630783209483,0.8231176566214041,0.13251590618473097
0_0_0_10_14_16,-25.0,42,1,16,917,1017,0,0,1,8,1,4.191280387223198,100,100,0.42911601105744523,-0.846027974566244,0.09697570066553753,0.03767226687814089,0.033152174193085235,0.0970192034555691,0.37762868886111395,0.06920858903913024,0.8800153784300564,0.0877904014471689,0.07725690335205691,0.22609084945698113,0.8800153784300564,0.1612817682299563
0_0_0_10_14_16,-25.0,42,1,17,656,656,1,1,1,1,1,2.7883196742392307,0,0,1.2731401391749984,0.2414863992782549,0.1386688932425426,0.08041375374549534,0.07223437741786036,0.20980321584803563,1.1436412433879921,0.16040459475002053,0.8982838638086439,0.0631617457270681,0.05673717699660984,0.16479192619281427,0.8982838638086439,0.12599131062976585
0_0_0_10_14_16,-25.0,42,1,17,656,972,0,0,1,2,1,2.7883196742392307,316,316,0.6699528565960122,-0.4005479323622717,0.12451312572096078,0.043817498581376055,0.03376608926310174,0.09789743099318643,0.5162706382218255,0.08664564654782236,0.7706074138484366,0.06540385364428472,0.0504006945125439,0.146125850542077,0.7706074138484367,0.12933096067096925
0_0_0_10_14_16,-25.0,42,1,17,656,683,0,0,1,3,1,2.7883196742392307,27,27,0.5375661777358722,-0.6207034051900683,0.11569868067136778,0.04998816626542317,0.03648053138032218,0.10436460879428869,0.3923068454194941,0.09052288534620306,0.7297833488554225,0.09298979053325851,0.06786240074472566,0.19414281090721297,0.7297833488554225,0.168393937519411
0_0_0_10_14_16,-25.0,42,1,17,656,631,0,0,1,4,1,2.7883196742392307,25,25,0.5238910181532361,-0.6464715969156593,0.17185809855983614,0.04503034261428424,0.018779484199502528,0.0582812484653367,0.2184838605813564,0.08316472900074429,0.41704066878552726,0.0859536450405665,0.03584616561227167,0.11124689381158594,0.41704066878552726,0.15874433063179358
0_0_0_10_14_16,-25.0,42,1,17,656,301,0,0,1,5,1,2.7883196742392307,355,355,0.5001173265939407,-0.6929125548988171,0.08770492238563454,0.044416796186126324,0.028383891011197808,0.08436724232065779,0.31959251701472235,0.08136327049922347,0.6390350824101891,0.08881275217682984,0.05675446440639615,0.16869489984528754,0.6390350824101891,0.16268836565481481
