dataset,snr_db,seed,packet_index,payload_symbol_index,gt_bin,raw_fft_bin,is_gt,is_savaux,savaux_ok,candidate_rank,gt_savaux_rank,savaux_margin_db,distance_to_gt,distance_to_savaux,savaux_power,log_savaux_power,best_pattern_power,mean_pattern_power,coherent_pattern_power,whitened_pattern_power,stable_pattern_power,hybrid_mean_power,pattern_consistency,mean_gain_vs_savaux,coherent_gain_vs_savaux,whitened_gain_vs_savaux,stable_gain_vs_savaux,hybrid_gain_vs_savaux
0_0_0_10_14_16,-25.0,42,1,4,107,646,0,0,0,3,2,0.536909649781057,485,22,0.47471575781743525,-0.7450390586578578,0.0796512542923872,0.04850541064700921,0.025261389108143923,0.0730880516077874,0.24722972785991779,0.08579284133345108,0.5207952838906954,0.10217779765731576,0.053213715138267795,0.15396171372911405,0.5207952838906954,0.1807246545341034
0_0_0_10_14_16,-25.0,42,1,4,107,829,0,0,0,4,2,0.536909649781057,302,205,0.4585315724242811,-0.7797261294071257,0.09131816271923383,0.042182388027332464,0.026701068589093758,0.07700006984538821,0.2902463217026166,0.07659328263550384,0.6329909196177456,0.09199451153235078,0.05823169045464802,0.16792752010136333,0.6329909196177456,0.1670403680831639
0_0_0_10_14_16,-25.0,42,1,4,107,886,0,0,0,5,2,0.536909649781057,245,262,0.44131083600519005,-0.8180058082716603,0.12432761837400448,0.0531212159368076,0.035902877022422716,0.10356628288081389,0.2982674322177627,0.09018559053489993,0.6758670032164243,0.12037142894035548,0.08135507695079683,0.23467876705297103,0.6758670032164243,0.20435843214563462
0_0_0_10_14_16,-25.0,42,1,4,107,583,0,0,0,6,2,0.536909649781057,476,41,0.44043271502079406,-0.8199975921042297,0.11399938821632112,0.046614876763794846,0.025946061984494413,0.07576581725962159,0.24514694272031773,0.0817265748265829,0.5566047533702024,0.10583881526964686,0.05891038767015622,0.17202586155763763,0.5566047533702024,0.1855597280568142
0_0_0_10_14_16,-25.0,42,1,4,107,89,0,0,0,7,2,0.536909649781057,18,489,0.4331321810323061,-0.8367123295914413,0.07403081645020947,0.039792810937095524,0.03005033008880076,0.08642292030485717,0.3270883535389929,0.0722784077841054,0.7551698254316419,0.09187221056227057,0.06937912121232892,0.1995301298067509,0.7551698254316419,0.16687378807051595
0_0_0_10_14_16,-25.0,42,1,4,107,202,0,0,0,8,2,0.536909649781057,95,422,0.4263101405381917,-0.8525881681652641,0.12413161171598905,0.047753714028744405,0.03620866983357485,0.10773973221764217,0.32324445206839425,0.08254424157844643,0.7582377741714447,0.11201636904169843,0.08493504233294454,0.25272617742948134,0.7582377741714447,0.19362486070408538
0_0_0_10_14_16,-25.0,42,1,5,468,468,1,1,1,1,1,3.70653383793899,0,0,1.3545455958013832,0.30346604443593783,0.1139942553767291,0.07815325774255796,0.0685440623423957,0.2009713171458951,1.1879998409032242,0.1594625561807339,0.8770467709507952,0.05769702990051105,0.0506029937676947,0.14836807101129396,0.8770467709507952,0.11772402248769769
0_0_0_10_14_16,-25.0,42,1,5,468,346,0,0,1,2,1,3.70653383793899,122,122,0.5769527460495425,-0.5499949117556947,0.12327806335699466,0.05812295616431339,0.044684124640247944,0.12922009612912116,0.4435532897385558,0.10316819496254138,0.7687861662425786,0.10074127658163953,0.07744849980558191,0.22396998196802956,0.7687861662425786,0.1788156754065998
0_0_0_10_14_16,-25.0,42,1,5,468,160,0,0,1,3,1,3.70653383793899,308,308,0.53234557594104,-0.6304624216889644,0.10517542637277544,0.04682235163258535,0.0360340097351453,0.1051979757681691,0.40968778792757493,0.08597819608779986,0.7695899176082378,0.08795480557871897,0.06768913157857491,0.19761219125792134,0.7695899176082378,0.16150823820751048
0_0_0_10_14_16,-25.0,42,1,5,468,83,0,0,1,4,1,3.70653383793899,385,385,0.49799016899874005,-0.697174943118725,0.17536468980192327,0.052160294523551004,0.03218221388526517,0.09237993955393563,0.3072533672953222,0.0916875184447623,0.6169868130390734,0.10474161493674582,0.06462419519238861,0.18550554871329067,0.6169868130390734,0.1841151174311521
