dataset,packet_index,payload_symbol_index,gt_bin,sfo_cum_before,sto_frac,sfo_hat,gt_tau_hat,gt_tau_hat_unwrapped,gt_tau_residual,gt_tau_gain_db,gt_corrected_coherence
0_0_0_10_14_16,1,11,1023,0.08886677433023485,-0.04216817378983262,-0.006261318519996445,-0.25,-0.25,-0.3388667743302348,0.0006959944099098371,0.999881553099661
0_0_0_10_14_16,1,12,597,0.0826054558102384,-0.04216817378983262,-0.006261318519996445,0.0625,0.0625,-0.02010545581023837,0.11477716455119014,0.99989707637693
0_0_0_10_14_16,1,13,562,0.07634413729024195,-0.04216817378983262,-0.006261318519996445,0.0625,0.0625,-0.01384413729024192,0.10817829557000931,0.9998599105034643
0_0_0_10_14_16,1,14,478,0.0700828187702455,-0.04216817378983262,-0.006261318519996445,0.0625,0.0625,-0.00758281877024547,0.10438478850251576,0.9997550118071252
0_0_0_10_14_16,1,15,267,0.06382150025024905,-0.04216817378983262,-0.006261318519996445,0.0625,0.0625,-0.0013215002502490192,0.06991716282818516,0.999973899517902
0_0_0_10_14_16,1,16,917,0.0575601817302526,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,-0.02631018173025257,0.0194984722235414,0.9997616851565053
0_0_0_10_14_16,1,17,656,0.05129886321025616,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,-0.020048863210256118,0.06734664662937087,0.9998919843341527
0_0_0_10_14_16,1,18,889,0.045037544690259716,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,-0.013787544690259668,0.023664922066059624,0.9999663482098103
0_0_0_10_14_16,1,19,510,0.03877622617026327,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,-0.007526226170263328,0.07310128206064656,0.9998857551863275
0_0_0_10_14_16,1,20,860,0.03251490765026683,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,-0.0012649076502668777,0.0341224017151487,0.9998028361827996
0_0_0_10_14_16,1,21,553,0.026253589130270386,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.004996410869729573,0.07091743334563713,0.999778084821416
0_0_0_10_14_16,1,22,629,0.019992270610273942,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.011257729389726023,0.0378299226868664,0.9998794535571788
0_0_0_10_14_16,1,23,759,0.013730952090277497,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.017519047909722474,0.019337887594649914,0.9998421824879348
0_0_0_10_14_16,1,24,874,0.007469633570281051,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.023780366429718924,0.013548449367729186,0.9998169941643483
0_0_0_10_14_16,1,25,720,0.001208315050284606,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.030041684949715375,0.026645923000188743,0.999746158950152
0_0_0_10_14_16,1,26,314,-0.005053003469711839,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.036303003469711825,0.021783154577553032,0.999970062541393
0_0_0_10_14_16,1,27,602,-0.011314321989708285,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.042564321989708276,0.017156941658199948,0.9998218949931041
0_0_0_10_14_16,1,28,7,-0.01757564050970473,-0.04216817378983262,-0.006261318519996445,0.0625,0.0625,0.08007564050970473,0.002101603030349616,0.9997304221639555
0_0_0_10_14_16,1,29,610,-0.023836959029701177,-0.04216817378983262,-0.006261318519996445,0.0,0.0,0.023836959029701177,0.0,0.9999386113038881
0_0_0_10_14_16,1,30,807,-0.03009827754969762,-0.04216817378983262,-0.006261318519996445,0.0,0.0,0.030098277549697627,0.0,0.9998289391300298
0_0_0_10_14_16,1,31,897,-0.036359596069694064,-0.04216817378983262,-0.006261318519996445,0.03125,0.03125,0.06760959606969408,0.0031638939193577424,0.9998290049826999
0_0_0_10_14_16,1,32,749,-0.04262091458969051,-0.04216817378983262,-0.006261318519996445,0.0,0.0,0.04262091458969053,0.0,0.9997759415063443
0_0_0_10_14_16,1,33,584,-0.04888223310968695,-0.04216817378983262,-0.006261318519996445,0.0,0.0,0.04888223310968698,0.0,0.9997601085392528
0_0_0_10_14_16,1,34,934,-0.055143551629683395,-0.04216817378983262,-0.006261318519996445,0.0,0.0,0.05514355162968343,0.0,0.9997473008950566
0_0_0_10_14_16,2,0,803,-0.0268640749985633,-0.22708294569816,-0.006222641162550411,0.0,0.0,0.02686407499856336,0.0,0.9996417105414186
0_0_0_10_14_16,2,1,826,-0.03308671616111371,-0.22708294569816,-0.006222641162550411,0.0,0.0,0.033086716161113694,0.0,0.9998804303010023
0_0_0_10_14_16,2,2,922,-0.03930935732366412,-0.22708294569816,-0.006222641162550411,0.0,0.0,0.03930935732366414,0.0,0.9997050567647502
0_0_0_10_14_16,2,3,718,-0.04553199848621453,-0.22708294569816,-0.006222641162550411,0.0,0.0,0.04553199848621459,0.0,0.9997093100626182
0_0_0_10_14_16,2,4,86,-0.05175463964876494,-0.22708294569816,-0.006222641162550411,0.0,0.0,0.05175463964876492,0.0,0.9998960733908951
0_0_0_10_14_16,2,5,468,-0.057977280811315354,-0.22708294569816,-0.006222641162550411,0.0,0.0,0.05797728081131537,0.0,0.9996734101370943
0_0_0_10_14_16,2,6,89,-0.06419992197386576,-0.22708294569816,-0.006222641162550411,0.0,0.0,0.06419992197386581,0.0,0.9996238871190536
0_0_0_10_14_16,2,7,713,-0.07042256313641616,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.03917256313641615,0.013922577395945438,0.9999773419885382
0_0_0_10_14_16,2,8,865,-0.07664520429896657,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.045395204298966596,0.009646439804746314,0.9997424924201805
0_0_0_10_14_16,2,9,492,-0.08286784546151697,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.05161784546151704,0.020579697341613655,0.9998798480871485
0_0_0_10_14_16,2,10,765,-0.08909048662406738,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.05784048662406738,0.007980630986181377,0.9998962081546086
0_0_0_10_14_16,2,11,1023,-0.09531312778661778,-0.22708294569816,-0.006222641162550411,-0.28125,-0.28125,-0.18593687221338223,0.00312621096878502,0.9997777267996264
0_0_0_10_14_16,2,12,597,-0.10153576894916819,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.07028576894916816,0.03350831185403277,0.9995047148367013
0_0_0_10_14_16,2,13,562,-0.10775841011171859,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.0765084101117186,0.05495065265755213,0.9997745558790777
0_0_0_10_14_16,2,14,478,-0.113981051274269,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.08273105127426894,0.058524755223276284,0.9997285580798883
0_0_0_10_14_16,2,15,267,-0.1202036924368194,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.08895369243681939,0.04886428839055947,0.9998159426287879
0_0_0_10_14_16,2,16,917,-0.1264263335993698,-0.22708294569816,-0.006222641162550411,-0.03125,-0.03125,0.09517633359936983,0.014936130361251692,0.999836552043388
0_0_0_10_14_16,2,17,656,0.11735102523807979,-0.22708294569816,-0.006222641162550411,0.09375,0.09375,-0.02360102523807983,0.31131605058883577,0.9997109237028936
0_0_0_10_14_16,2,18,889,0.11112838407552939,-0.22708294569816,-0.006222641162550411,0.09375,0.09375,-0.017378384075529385,0.11692854922225647,0.9999641671903245
0_0_0_10_14_16,2,19,510,0.10490574291297898,-0.22708294569816,-0.006222641162550411,0.09375,0.09375,-0.011155742912978939,0.31557091455084574,0.9998248086048028
0_0_0_10_14_16,2,20,860,0.09868310175042858,-0.22708294569816,-0.006222641162550411,0.09375,0.09375,-0.0049331017504286034,0.1468927407920671,0.9996993578806467
0_0_0_10_14_16,2,21,553,0.09246046058787817,-0.22708294569816,-0.006222641162550411,0.09375,0.09375,0.0012895394121218429,0.3230828165603481,0.9996245724053624
0_0_0_10_14_16,2,22,629,0.08623781942532777,-0.22708294569816,-0.006222641162550411,0.09375,0.09375,0.007512180574672289,0.2797118571563543,0.9997425470979032
0_0_0_10_14_16,2,23,759,0.08001517826277736,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,-0.017515178262777376,0.15928774895986264,0.9995383024008858
0_0_0_10_14_16,2,24,874,0.07379253710022696,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,-0.01129253710022693,0.09134917392391133,0.999943390113318
0_0_0_10_14_16,2,25,720,0.06756989593767655,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,-0.005069895937676594,0.16935006672528477,0.9998823323323746
0_0_0_10_14_16,2,26,314,0.06134725477512614,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.0011527452248738523,0.1741956617672118,0.999750416520651
0_0_0_10_14_16,2,27,602,0.05512461361257573,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.007375386387424299,0.2140737300202525,0.9996912856858277
0_0_0_10_14_16,2,28,7,0.04890197245002532,-0.22708294569816,-0.006222641162550411,0.125,0.125,0.07609802754997463,0.010984902295768095,0.999780220917644
0_0_0_10_14_16,2,29,610,0.042679331287474906,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.01982066871252508,0.15813104365597255,0.9996430629933317
0_0_0_10_14_16,2,30,775,0.036456690124924494,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.026043309875075527,0.10819716302028005,0.9997478077971004
0_0_0_10_14_16,2,31,912,0.030234048962374083,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.03226595103762597,0.04734828191547493,0.999788370762373
0_0_0_10_14_16,2,32,768,0.02401140779982367,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.03848859220017631,0.12494905584535948,0.9998907751872278
0_0_0_10_14_16,2,33,581,0.01778876663727326,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.044711233362726754,0.16103300417761834,0.9997462055159728
0_0_0_10_14_16,2,34,93,0.011566125474722848,-0.22708294569816,-0.006222641162550411,0.0625,0.0625,0.0509338745252772,0.03951001010564015,0.9999167519182607
0_0_0_10_14_16,3,0,222,-0.02400887916073831,-0.47433050608014027,-0.006209796635074755,0.0,0.0,0.02400887916073824,0.0,0.9996156018961964
0_0_0_10_14_16,3,1,711,-0.03021867579581306,-0.47433050608014027,-0.006209796635074755,0.0,0.0,0.030218675795813055,0.0,0.9996991688655882
0_0_0_10_14_16,3,2,871,-0.036428472430887815,-0.47433050608014027,-0.006209796635074755,0.0,0.0,0.03642847243088787,0.0,0.9997810919224565
0_0_0_10_14_16,3,3,718,-0.04263826906596257,-0.47433050608014027,-0.006209796635074755,0.0,0.0,0.042638269065962575,0.0,0.9995747618043064
0_0_0_10_14_16,3,4,107,-0.04884806570103732,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.01759806570103728,0.0019491995737311318,0.9998887538804239
0_0_0_10_14_16,3,5,468,-0.055057862336112075,-0.47433050608014027,-0.006209796635074755,0.0,0.0,0.055057862336112096,0.0,0.9999413097048133
0_0_0_10_14_16,3,6,89,-0.06126765897118683,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.0300176589711868,0.002373486726631067,0.9997595352149161
0_0_0_10_14_16,3,7,713,-0.06747745560626159,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.036227455606261616,0.003138844907620147,0.9999583512532778
0_0_0_10_14_16,3,8,865,-0.07368725224133635,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.04243725224133632,0.005796202619767243,0.9999267536654882
0_0_0_10_14_16,3,9,492,-0.07989704887641111,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.048647048876411136,0.010056174315097206,0.9999734394480619
0_0_0_10_14_16,3,10,765,-0.08610684551148587,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.05485684551148584,0.01530769429531002,0.999713763022572
0_0_0_10_14_16,3,11,1023,-0.09231664214656063,-0.47433050608014027,-0.006209796635074755,0.1875,0.1875,0.27981664214656066,0.0013296134239865862,0.9999793241945113
0_0_0_10_14_16,3,12,597,-0.09852643878163539,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.06727643878163536,0.010222125421052079,0.9996456467339058
0_0_0_10_14_16,3,13,562,-0.10473623541671015,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.07348623541671018,0.027902184090241453,0.9997986017198447
0_0_0_10_14_16,3,14,478,-0.11094603205178491,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.07969603205178488,0.05025432667582323,0.999933253700004
0_0_0_10_14_16,3,15,267,-0.11715582868685967,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.0859058286868597,0.05418710953184933,0.999875159948285
0_0_0_10_14_16,3,16,917,-0.12336562532193443,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.0921156253219344,0.014649016644125887,0.9999366163528118
0_0_0_10_14_16,3,17,656,-0.1295754219570092,-0.47433050608014027,-0.006209796635074755,-0.03125,-0.03125,0.09832542195700922,0.04964836245641652,0.9998807849630227
0_0_0_10_14_16,3,18,889,0.11421478140791605,-0.47433050608014027,-0.006209796635074755,0.09375,0.09375,-0.020464781407916077,0.13501642595822047,0.9999542959817743
0_0_0_10_14_16,3,19,510,0.10800498477284129,-0.47433050608014027,-0.006209796635074755,0.09375,0.09375,-0.014254984772841262,0.3714431705924173,0.9995510182175305
0_0_0_10_14_16,3,20,860,0.10179518813776653,-0.47433050608014027,-0.006209796635074755,0.09375,0.09375,-0.008045188137766557,0.13232178966466346,0.9999374591818874
0_0_0_10_14_16,3,21,553,0.09558539150269177,-0.47433050608014027,-0.006209796635074755,0.09375,0.09375,-0.0018353915026917411,0.3143473504298432,0.999924016735844
0_0_0_10_14_16,3,22,629,0.08937559486761701,-0.47433050608014027,-0.006209796635074755,0.09375,0.09375,0.004374405132382964,0.2891963834426993,0.9998215652173665
0_0_0_10_14_16,3,23,759,0.08316579823254225,-0.47433050608014027,-0.006209796635074755,0.09375,0.09375,0.01058420176745778,0.21990978107054465,0.9997267478325196
0_0_0_10_14_16,3,24,874,0.07695600159746749,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,-0.014456001597467516,0.10722683555597633,0.9998789528351572
0_0_0_10_14_16,3,25,720,0.07074620496239273,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,-0.0082462049623927,0.1716896377617596,0.9999664299493529
0_0_0_10_14_16,3,26,314,0.06453640832731797,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,-0.0020364083273179956,0.17710379879371135,0.9998502373507896
0_0_0_10_14_16,3,27,602,0.058326611692243215,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,0.00417338830775682,0.21394123910910567,0.9999101684443267
0_0_0_10_14_16,3,28,7,0.05211681505716846,-0.47433050608014027,-0.006209796635074755,0.125,0.125,0.07288318494283152,0.008901108185557933,0.9998091081280077
0_0_0_10_14_16,3,29,610,0.04590701842209371,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,0.01659298157790634,0.21440402904262762,0.9995230156911001
0_0_0_10_14_16,3,30,778,0.039697221787018955,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,0.022802778212981045,0.11678470988248571,0.9996960367599746
0_0_0_10_14_16,3,31,897,0.0334874251519442,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,0.02901257484805575,0.07003610314585931,0.9996630387454953
0_0_0_10_14_16,3,32,740,0.027277628516869448,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,0.035222371483130566,0.11642884242144304,0.9997963378301349
0_0_0_10_14_16,3,33,590,0.021067831881794695,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,0.04143216811820527,0.1700731754747083,0.9998214662345137
0_0_0_10_14_16,3,34,930,0.01485803524671994,-0.47433050608014027,-0.006209796635074755,0.0625,0.0625,0.047641964753280086,0.03940497480348926,0.9999794464931816
0_0_0_10_14_16,5,0,222,0.0673496081377441,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,-0.036099608137744044,0.049226723725873736,0.9999193608147455
0_0_0_10_14_16,5,1,826,0.06113496159102262,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,-0.029884961591022607,0.04657315569474355,0.9999219683453071
0_0_0_10_14_16,5,2,871,0.05492031504430114,-0.3829332194884841,-0.006214646546721477,0.0625,0.0625,0.007579684955698829,0.04122410687949957,0.9999469404667217
0_0_0_10_14_16,5,3,718,0.048705668497579666,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,-0.017455668497579624,0.062095865300194696,0.9999427704303403
0_0_0_10_14_16,5,4,86,0.04249102195085819,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,-0.011241021950858188,0.01682235968251262,0.9996235401506562
0_0_0_10_14_16,5,5,468,0.03627637540413671,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,-0.0050263754041367514,0.04674696501437144,0.999807839109888
0_0_0_10_14_16,5,6,89,0.030061728857415232,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.0011882711425847958,0.007277315788410616,0.999594554500078
0_0_0_10_14_16,5,7,713,0.023847082310693754,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.007402917689306232,0.030615540398572706,0.9999125597289324
0_0_0_10_14_16,5,8,865,0.017632435763972276,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.013617564236027668,0.022889192413133464,0.999908274309178
0_0_0_10_14_16,5,9,492,0.011417789217250798,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.019832210782749216,0.04832422786459527,0.9999279631601006
0_0_0_10_14_16,5,10,765,0.005203142670529321,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.026046857329470652,0.004691049337756133,0.9998013714738455
0_0_0_10_14_16,5,11,1023,-0.0010115038761921557,-0.3829332194884841,-0.006214646546721477,-0.0625,-0.0625,-0.061488496123807856,0.00010089282840956552,0.9999174990408737
0_0_0_10_14_16,5,12,597,-0.007226150422913633,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.038476150422913635,0.006308774660955982,0.9998825225165922
0_0_0_10_14_16,5,13,562,-0.01344079696963511,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.04469079696963507,0.02019287898616946,0.9999457441960912
0_0_0_10_14_16,5,14,478,-0.019655443516356588,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.05090544351635651,0.003866707078295349,0.9997744114509071
0_0_0_10_14_16,5,15,267,-0.025870090063078065,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.057120090063078055,0.005966423154785889,0.9996983645955632
0_0_0_10_14_16,5,16,917,-0.03208473660979954,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.0320847366097996,0.0,0.9997888285643429
0_0_0_10_14_16,5,17,656,-0.03829938315652102,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.03829938315652104,0.0,0.9996820016119318
0_0_0_10_14_16,5,18,889,-0.044514029703242496,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.044514029703242475,0.0,0.9999071336834459
0_0_0_10_14_16,5,19,510,-0.05072867624996397,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.05072867624996391,0.0,0.9997069687176638
0_0_0_10_14_16,5,20,860,-0.05694332279668545,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.05694332279668546,0.0,0.9998807629426275
0_0_0_10_14_16,5,21,553,-0.06315796934340692,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.0631579693434069,0.0,0.9998293629497483
0_0_0_10_14_16,5,22,629,-0.0693726158901284,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.06937261589012844,0.0,0.9997359868111372
0_0_0_10_14_16,5,23,759,-0.07558726243684988,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.07558726243684988,0.0,0.9997290715003098
0_0_0_10_14_16,5,24,874,-0.08180190898357136,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.08180190898357131,0.0,0.9998653626429961
0_0_0_10_14_16,5,25,720,-0.08801655553029283,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.08801655553029286,0.0,0.999673481493452
0_0_0_10_14_16,5,26,314,-0.09423120207701431,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.0942312020770143,0.0,0.9997140103492365
0_0_0_10_14_16,5,27,602,-0.10044584862373579,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.10044584862373584,0.0,0.9996842451107338
0_0_0_10_14_16,5,28,7,-0.10666049517045727,-0.3829332194884841,-0.006214646546721477,0.03125,0.03125,0.13791049517045728,0.0007106801835209777,0.9997945421085711
0_0_0_10_14_16,5,29,610,-0.11287514171717875,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.11287514171717872,0.0,0.9997265729901289
0_0_0_10_14_16,5,30,823,-0.11908978826390022,-0.3829332194884841,-0.006214646546721477,0.0,0.0,0.11908978826390015,0.0,0.999952337667475
0_0_0_10_14_16,5,31,913,-0.1253044348106217,-0.3829332194884841,-0.006214646546721477,-0.03125,-0.03125,0.0940544348106217,0.0019469098229621573,0.9997999044906394
0_0_0_10_14_16,5,32,741,0.11848091864265682,-0.3829332194884841,-0.006214646546721477,0.09375,0.09375,-0.024730918642656863,0.37614439973902797,0.999678217400327
0_0_0_10_14_16,5,33,581,0.11226627209593534,-0.3829332194884841,-0.006214646546721477,0.09375,0.09375,-0.018516272095935316,0.49297200575541145,0.9998007783919525
0_0_0_10_14_16,5,34,91,0.10605162554921387,-0.3829332194884841,-0.006214646546721477,0.09375,0.09375,-0.01230162554921388,0.12866569211119153,0.9997546432282558
0_0_0_10_14_16,6,0,803,-0.006177896989153157,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.006177896989153164,0.0,0.999864533106054
0_0_0_10_14_16,6,1,826,-0.012398319903584995,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.012398319903584976,0.0,0.9999570012080505
0_0_0_10_14_16,6,2,871,-0.018618742818016832,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.018618742818016898,0.0,0.9999203234356756
0_0_0_10_14_16,6,3,718,-0.024839165732448668,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.02483916573244871,0.0,0.999853185825985
0_0_0_10_14_16,6,4,107,-0.031059588646880507,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.03105958864688052,0.0,0.9996943554239558
0_0_0_10_14_16,6,5,468,-0.037280011561312346,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.03728001156131233,0.0,0.9997231911970176
0_0_0_10_14_16,6,6,89,-0.043500434475744185,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.04350043447574414,0.0,0.9997533821537028
0_0_0_10_14_16,6,7,713,-0.049720857390176024,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.049720857390175954,0.0,0.999939672138373
0_0_0_10_14_16,6,8,865,-0.05594128030460786,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.05594128030460788,0.0,0.9996690904633786
0_0_0_10_14_16,6,9,492,-0.0621617032190397,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.06216170321903969,0.0,0.999818991040989
0_0_0_10_14_16,6,10,765,-0.06838212613347154,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.06838212613347161,0.0,0.999865271437702
0_0_0_10_14_16,6,11,1023,-0.07460254904790338,-0.20641451367369845,-0.006220422914431837,-0.40625,-0.40625,-0.33164745095209663,0.0031922182746928433,0.999958606918451
0_0_0_10_14_16,6,12,597,-0.08082297196233522,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.04957297196233523,0.009033392916872414,0.999734873840866
0_0_0_10_14_16,6,13,562,-0.08704339487676706,-0.20641451367369845,-0.006220422914431837,0.0,0.0,0.08704339487676704,0.0,0.999888281767721
0_0_0_10_14_16,6,14,478,-0.0932638177911989,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.062013817791198855,0.012650617552168755,0.9998021508846606
0_0_0_10_14_16,6,15,267,-0.09948424070563074,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.06823424070563067,0.002601940243115858,0.9998451586603048
0_0_0_10_14_16,6,16,917,-0.10570466362006257,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.07445466362006259,0.010190839952427266,0.9999005211063358
0_0_0_10_14_16,6,17,656,-0.11192508653449441,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.0806750865344944,0.029275321431538402,0.999956156444788
0_0_0_10_14_16,6,18,889,-0.11814550944892625,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.08689550944892632,0.013674936244959393,0.999747878415032
0_0_0_10_14_16,6,19,510,-0.12436593236335809,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.09311593236335813,0.026756856067563686,0.999871227860759
0_0_0_10_14_16,6,20,860,-0.13058635527778992,-0.20641451367369845,-0.006220422914431837,-0.03125,-0.03125,0.09933635527778995,0.00866162179735038,0.9998064388531426
0_0_0_10_14_16,6,21,553,0.11319322180777824,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,-0.019443221807778244,0.42064646628275115,0.9998461478012057
0_0_0_10_14_16,6,22,629,0.1069727988933464,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,-0.013222798893346432,0.33251796646056037,0.9998814567885048
0_0_0_10_14_16,6,23,759,0.10075237597891457,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,-0.007002375978914621,0.2628465745162424,0.9998405030360437
0_0_0_10_14_16,6,24,874,0.09453195306448273,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,-0.0007819530644826989,0.16204442424863993,0.9997036756022896
