dataset,packet_index,payload_symbol_index,gt_bin,sfo_cum_before,sto_frac,sfo_hat,gt_tau_hat,gt_tau_hat_unwrapped,gt_tau_residual,gt_tau_gain_db,gt_corrected_coherence
0_0_0_10_14_16,6,25,720,0.08831153015005089,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,0.005438469849949112,0.29717588828315905,0.9999316743224678
0_0_0_10_14_16,6,26,314,0.08209110723561905,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,0.011658892764380924,0.2724163581085587,0.9998624486049765
0_0_0_10_14_16,6,27,602,0.07587068432118721,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,0.017879315678812846,0.30171214925708656,0.999894034312631
0_0_0_10_14_16,6,28,7,0.06965026140675537,-0.20641451367369845,-0.006220422914431837,0.125,0.125,0.05534973859324466,0.013554511149270443,0.9999540565791983
0_0_0_10_14_16,6,29,610,0.06342983849232353,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,0.03032016150767647,0.25730873071735477,0.9997852484631814
0_0_0_10_14_16,6,30,791,0.05720941557789169,-0.20641451367369845,-0.006220422914431837,0.09375,0.09375,0.03654058442210828,0.18094937534976238,0.9998010146419675
0_0_0_10_14_16,6,31,928,0.05098899266345985,-0.20641451367369845,-0.006220422914431837,0.0625,0.0625,0.011511007336540091,0.06860137999887295,0.9999556076216141
0_0_0_10_14_16,6,32,760,0.044768569749028014,-0.20641451367369845,-0.006220422914431837,0.0625,0.0625,0.017731430250972013,0.1638055303750652,0.9998696889705697
0_0_0_10_14_16,6,33,584,0.038548146834596175,-0.20641451367369845,-0.006220422914431837,0.0625,0.0625,0.023951853165403825,0.2049600724997349,0.9998356512262185
0_0_0_10_14_16,6,34,932,0.032327723920164336,-0.20641451367369845,-0.006220422914431837,0.0625,0.0625,0.030172276079835636,0.04640962700386246,0.9996827419501914
0_0_0_10_14_16,8,0,803,-0.11069081683676563,-0.31076598572039227,-0.006240603889546665,-0.0625,-0.0625,0.048190816836765626,0.08226723210957422,0.9996638306203147
0_0_0_10_14_16,8,1,711,-0.1169314207263123,-0.31076598572039227,-0.006240603889546665,-0.03125,-0.03125,0.08568142072631235,0.05836800522972357,0.9996242855792192
0_0_0_10_14_16,8,2,922,-0.12317202461585897,-0.31076598572039227,-0.006240603889546665,-0.03125,-0.03125,0.09192202461585897,0.02427599998617034,0.9998859575662818
0_0_0_10_14_16,8,3,691,-0.12941262850540564,-0.31076598572039227,-0.006240603889546665,-0.03125,-0.03125,0.09816262850540558,0.0713483541097498,0.9997668728198859
0_0_0_10_14_16,8,4,86,0.1143467676050477,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.051846767605047694,0.07440817769914763,0.9997024738831471
0_0_0_10_14_16,8,5,468,0.10810616371550102,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.04560616371550097,0.2512099019787729,0.9997878245311281
0_0_0_10_14_16,8,6,89,0.10186555982595435,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.039365559825954355,0.06622177793708628,0.999937466624765
0_0_0_10_14_16,8,7,713,0.09562495593640769,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.03312495593640774,0.16293366292166267,0.9998362063721101
0_0_0_10_14_16,8,8,865,0.08938435204686102,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.026884352046861015,0.10372962091362271,0.9997904945527454
0_0_0_10_14_16,8,9,492,0.08314374815731435,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.02064374815731429,0.21469619160546366,0.9998632388449953
0_0_0_10_14_16,8,10,765,0.07690314426776768,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.014403144267767676,0.11745799348331283,0.9998651172586797
0_0_0_10_14_16,8,11,1023,0.070662540378221,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.008162540378221061,0.00033409124238666094,0.9998961298437641
0_0_0_10_14_16,8,12,597,0.06442193648867434,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,-0.0019219364886743362,0.13940233903267954,0.9998790322843439
0_0_0_10_14_16,8,13,562,0.05818133259912767,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.004318667400872278,0.14101941283154484,0.9999104592129412
0_0_0_10_14_16,8,14,478,0.05194072870958101,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.010559271290419003,0.13208564910797838,0.9999223830787615
0_0_0_10_14_16,8,15,267,0.04570012482003435,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.016799875179965618,0.10222014053714977,0.9997960721278231
0_0_0_10_14_16,8,16,917,0.039459520930487685,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.023040479069512343,0.03177962756208946,0.9997056834430087
0_0_0_10_14_16,8,17,656,0.03321891704094102,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,-0.001968917040941043,0.0736478385974071,0.9997741497861092
0_0_0_10_14_16,8,18,889,0.02697831315139436,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.03552168684860568,0.03584817733151659,0.9998595265708081
0_0_0_10_14_16,8,19,510,0.020737709261847696,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.0417622907381523,0.0931397380041128,0.9997209766912611
0_0_0_10_14_16,8,20,860,0.014497105372301032,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.04800289462769902,0.04911341968692647,0.9997906877830316
0_0_0_10_14_16,8,21,553,0.008256501482754367,-0.31076598572039227,-0.006240603889546665,0.0625,0.0625,0.054243498517245636,0.09632733612500852,0.9997938007913566
0_0_0_10_14_16,8,22,629,0.0020158975932077026,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.02923410240679225,0.06094076190992174,0.9998406039021166
0_0_0_10_14_16,8,23,759,-0.004224706296338962,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.035474706296338976,0.037160679536234045,0.999782193680473
0_0_0_10_14_16,8,24,874,-0.010465310185885627,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.04171531018588559,0.029005370293235563,0.9997535600153598
0_0_0_10_14_16,8,25,720,-0.01670591407543229,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.047955914075432315,0.04952557217882328,0.9999805971502643
0_0_0_10_14_16,8,26,314,-0.022946517964978957,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.05419651796497893,0.03515411549656197,0.9997397937550443
0_0_0_10_14_16,8,27,602,-0.02918712185452562,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.060437121854525655,0.04246649213353455,0.9998948578343301
0_0_0_10_14_16,8,28,7,-0.03542772574407228,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.06667772574407227,0.0014052130470451128,0.9997225002476539
0_0_0_10_14_16,8,29,610,-0.041668329633618946,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.07291832963361888,0.01725696179713669,0.999801869153869
0_0_0_10_14_16,8,30,775,-0.04790893352316561,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.07915893352316561,0.028922398671797803,0.999901376818855
0_0_0_10_14_16,8,31,920,-0.05414953741271227,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.08539953741271233,0.010338780211464487,0.9998917725397661
0_0_0_10_14_16,8,32,753,-0.060390141302258935,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.09164014130225895,0.012608862519422115,0.999886293473204
0_0_0_10_14_16,8,33,586,-0.0666307451918056,-0.31076598572039227,-0.006240603889546665,0.03125,0.03125,0.09788074519180556,0.010466526989889476,0.9998070919340767
0_0_0_10_14_16,8,34,91,-0.07287134908135227,-0.31076598572039227,-0.006240603889546665,0.0,0.0,0.07287134908135229,0.0,0.9998628452198194
0_0_0_10_14_16,9,0,222,0.06116219300893517,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,-0.029912193008935217,0.04837390408861322,0.9997568299974608
0_0_0_10_14_16,9,1,826,0.05491075957760698,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,-0.023660759577606938,0.040213979078030086,0.9998993950113826
0_0_0_10_14_16,9,2,922,0.04865932614627879,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,-0.01740932614627877,0.017470168201503773,0.9999437013392948
0_0_0_10_14_16,9,3,691,0.0424078927149506,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,-0.011157892714950601,0.06646185463210412,0.999902328322131
0_0_0_10_14_16,9,4,86,0.03615645928362241,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,-0.004906459283622433,0.01355492282247938,0.9997388902597326
0_0_0_10_14_16,9,5,468,0.029905025852294223,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.0013449741477057353,0.042865564314356,0.9997832209301685
0_0_0_10_14_16,9,6,89,0.023653592420966034,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.007596407579034015,0.011025429760687513,0.9997480236101738
0_0_0_10_14_16,9,7,713,0.017402158989637845,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.013847841010362183,0.028164997358328267,0.9996737747584444
0_0_0_10_14_16,9,8,865,0.011150725558309654,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.02009927444169035,0.025550005680570746,0.9998089265457354
0_0_0_10_14_16,9,9,492,0.004899292126981463,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.02635070787301852,0.04509790601299288,0.9998575884913632
0_0_0_10_14_16,9,10,765,-0.0013521413043467278,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.03260214130434669,0.010983211399552495,0.9998867745838078
0_0_0_10_14_16,9,11,1023,-0.007603574735674919,-0.13882633954043927,-0.006251433431328191,0.09375,0.09375,0.10135357473567486,0.0005241025817230144,0.9997391810555102
0_0_0_10_14_16,9,12,597,-0.01385500816700311,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.013855008167003136,0.0,0.9997605977047604
0_0_0_10_14_16,9,13,562,-0.0201064415983313,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.051356441598331304,0.005604387977469813,0.9997741862243072
0_0_0_10_14_16,9,14,478,-0.026357875029659493,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.026357875029659472,0.0,0.9998613509739779
0_0_0_10_14_16,9,15,267,-0.03260930846098768,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.03260930846098775,0.0,0.9998567969406993
0_0_0_10_14_16,9,16,917,-0.03886074189231587,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.03886074189231592,0.0,0.9999343582439492
0_0_0_10_14_16,9,17,656,-0.04511217532364406,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.04511217532364409,0.0,0.9998390760666275
0_0_0_10_14_16,9,18,889,-0.05136360875497225,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.051363608754972256,0.0,0.9997295983180551
0_0_0_10_14_16,9,19,510,-0.05761504218630044,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.057615042186300425,0.0,0.9998679436390643
0_0_0_10_14_16,9,20,860,-0.06386647561762863,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.06386647561762859,0.0,0.9998926783016534
0_0_0_10_14_16,9,21,553,-0.07011790904895683,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.07011790904895676,0.0,0.999783179436683
0_0_0_10_14_16,9,22,629,-0.07636934248028503,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.07636934248028504,0.0,0.9999000751657645
0_0_0_10_14_16,9,23,759,-0.08262077591161322,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.08262077591161321,0.0,0.9999697384398395
0_0_0_10_14_16,9,24,874,-0.08887220934294142,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.08887220934294149,0.0,0.9998584580995349
0_0_0_10_14_16,9,25,720,-0.09512364277426962,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.09512364277426966,0.0,0.9998366112365041
0_0_0_10_14_16,9,26,314,-0.10137507620559781,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.10137507620559782,0.0,0.9997620873970277
0_0_0_10_14_16,9,27,602,-0.10762650963692601,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.107626509636926,0.0,0.9998872159159927
0_0_0_10_14_16,9,28,7,-0.1138779430682542,-0.13882633954043927,-0.006251433431328191,0.03125,0.03125,0.14512794306825416,0.0014095130888874615,0.9998405288511716
0_0_0_10_14_16,9,29,610,-0.1201293764995824,-0.13882633954043927,-0.006251433431328191,-0.03125,-0.03125,0.08887937649958233,0.0020839573103393337,0.9997600001122622
0_0_0_10_14_16,9,30,794,-0.12638080993091058,-0.13882633954043927,-0.006251433431328191,0.0,0.0,0.1263808099309106,0.0,0.999956095790053
0_0_0_10_14_16,9,31,905,0.11736775663776122,-0.13882633954043927,-0.006251433431328191,0.125,0.125,0.0076322433622387775,0.1859499957805058,0.9998542333848559
0_0_0_10_14_16,9,32,741,0.11111632320643303,-0.13882633954043927,-0.006251433431328191,0.09375,0.09375,-0.017366323206433054,0.37432458028582194,0.9995850695125079
0_0_0_10_14_16,9,33,580,0.10486488977510483,-0.13882633954043927,-0.006251433431328191,0.09375,0.09375,-0.011114889775104775,0.499192444888844,0.9995261650775196
0_0_0_10_14_16,9,34,89,0.09861345634377663,-0.13882633954043927,-0.006251433431328191,0.09375,0.09375,-0.0048634563437766065,0.11346461565252586,0.9999373880321243
0_0_0_10_14_16,10,0,803,-0.026457297589976423,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.026457297589976392,0.0,0.9996806398988816
0_0_0_10_14_16,10,1,826,-0.0327211949604481,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.03272119496044812,0.0,0.9998842619803436
0_0_0_10_14_16,10,2,922,-0.03898509233091978,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.038985092330919846,0.0,0.9999061449393454
0_0_0_10_14_16,10,3,691,-0.045248989701391455,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.04524898970139146,0.0,0.999817372371397
0_0_0_10_14_16,10,4,107,-0.051512887071863134,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.05151288707186308,0.0,0.9998455755595296
0_0_0_10_14_16,10,5,468,-0.05777678444233481,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.057776784442334805,0.0,0.9999263903677075
0_0_0_10_14_16,10,6,89,-0.06404068181280649,0.02365388137379698,-0.006263897370471676,-0.03125,-0.03125,0.03279068181280653,0.003915426293306478,0.9998680734027523
0_0_0_10_14_16,10,7,713,-0.07030457918327816,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.07030457918327815,0.0,0.9997600177225132
0_0_0_10_14_16,10,8,865,-0.07656847655374983,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.07656847655374976,0.0,0.9998312189684261
0_0_0_10_14_16,10,9,492,-0.0828323739242215,0.02365388137379698,-0.006263897370471676,0.0,0.0,0.08283237392422149,0.0,0.999858620734378
0_0_0_10_14_16,10,10,765,-0.08909627129469318,0.02365388137379698,-0.006263897370471676,-0.03125,-0.03125,0.05784627129469322,0.01751956784045619,0.9998223179958181
0_0_0_10_14_16,10,11,1023,-0.09536016866516485,0.02365388137379698,-0.006263897370471676,-0.25,-0.25,-0.15463983133483516,0.0023623793273227214,0.999727557654844
0_0_0_10_14_16,10,12,597,-0.10162406603563652,0.02365388137379698,-0.006263897370471676,-0.03125,-0.03125,0.07037406603563645,0.030566189169578963,0.9998604640078624
0_0_0_10_14_16,10,13,562,-0.10788796340610819,0.02365388137379698,-0.006263897370471676,-0.03125,-0.03125,0.07663796340610818,0.024070668206533516,0.9997755190218238
0_0_0_10_14_16,10,14,478,-0.11415186077657986,0.02365388137379698,-0.006263897370471676,-0.03125,-0.03125,0.0829018607765799,0.03348935140416237,0.9998253556243798
0_0_0_10_14_16,10,15,267,-0.12041575814705154,0.02365388137379698,-0.006263897370471676,-0.03125,-0.03125,0.08916575814705152,0.02937689519965023,0.9998838223103856
0_0_0_10_14_16,10,16,917,-0.12667965551752322,0.02365388137379698,-0.006263897370471676,-0.03125,-0.03125,0.09542965551752325,0.017846374305194992,0.9999331709405835
0_0_0_10_14_16,10,17,656,0.11705644711200511,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,-0.023306447112005135,0.3578621941002285,0.9999035073215415
0_0_0_10_14_16,10,18,889,0.11079254974153344,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,-0.017042549741533408,0.14950619824694572,0.9997943900462476
0_0_0_10_14_16,10,19,510,0.10452865237106176,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,-0.010778652371061792,0.4100219656853703,0.9999356052455523
0_0_0_10_14_16,10,20,860,0.09826475500059009,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,-0.004514755000590065,0.15362146491189047,0.9999484582243636
0_0_0_10_14_16,10,21,553,0.09200085763011842,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,0.0017491423698815511,0.33799874489575693,0.9999449675768547
0_0_0_10_14_16,10,22,629,0.08573696025964675,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,0.008013039740353278,0.2529151041683199,0.9998183637684257
0_0_0_10_14_16,10,23,759,0.07947306288917508,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,0.014276937110824894,0.19814483391943982,0.9997097192887062
0_0_0_10_14_16,10,24,874,0.0732091655187034,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,0.02054083448129662,0.14046524055345358,0.99989369167489
0_0_0_10_14_16,10,25,720,0.06694526814823173,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,0.026804731851768238,0.2311621281894212,0.9997427830896584
0_0_0_10_14_16,10,26,314,0.060681370777760056,0.02365388137379698,-0.006263897370471676,0.0625,0.0625,0.0018186292222399647,0.20796555438583164,0.9997627873154253
0_0_0_10_14_16,10,27,602,0.05441747340728838,0.02365388137379698,-0.006263897370471676,0.0625,0.0625,0.00808252659271158,0.217554506538766,0.9997676167117626
0_0_0_10_14_16,10,28,7,0.0481535760368167,0.02365388137379698,-0.006263897370471676,0.125,0.125,0.07684642396318331,0.010760540648498719,0.9996678003977072
0_0_0_10_14_16,10,29,610,0.04188967866634502,0.02365388137379698,-0.006263897370471676,0.0625,0.0625,0.020610321333655035,0.18756291443445733,0.9998656387361461
0_0_0_10_14_16,10,30,826,0.03562578129587334,0.02365388137379698,-0.006263897370471676,0.09375,0.09375,0.05812421870412665,0.1517038113659641,0.9997850314784688
0_0_0_10_14_16,10,31,904,0.029361883925401667,0.02365388137379698,-0.006263897370471676,0.0625,0.0625,0.03313811607459838,0.06728070318329593,0.9997945310422302
0_0_0_10_14_16,10,32,760,0.023097986554929992,0.02365388137379698,-0.006263897370471676,0.0625,0.0625,0.039402013445069994,0.12039375384516175,0.9997652163468218
0_0_0_10_14_16,10,33,577,0.016834089184458317,0.02365388137379698,-0.006263897370471676,0.0625,0.0625,0.04566591081554172,0.1512411073526821,0.9998323666625486
0_0_0_10_14_16,10,34,930,0.010570191813986642,0.02365388137379698,-0.006263897370471676,0.0625,0.0625,0.05192980818601334,0.03729433746363172,0.9997767481920158
