snr_db,dataset_count,packet_count,selected_ser,center_argmax_ser,multi_offset_argmax_ser,lock_ratio,selector_line_r2,gt_noisy_payload_r2,center_argmax_line_r2,selector_vs_gt_mean_resid_pi,center_argmax_vs_gt_mean_resid_pi
-22.0,3,28,0.10059369202226344,0.6234508348794062,0.20096474953617807,0.42029684601113176,0.8529481606337654,0.7216129046605732,0.5003499438092045,0.3091282853672497,0.5006378308265511
-23.0,3,28,0.18629560915275198,0.7399381570810143,0.332752009894867,0.2674211502782931,0.868745870756151,0.6614097974755356,0.4834955290977309,0.3109747876025993,0.49630817992380766
-24.0,3,28,0.30700061842918985,0.8301669758812616,0.5075200989486703,0.16539270253555968,0.7745062052953625,0.6714182392610168,0.5015913079452483,0.35675567626642596,0.48580801824408004
-25.0,3,28,0.4522572665429809,0.8939641311069882,0.6553988868274582,0.08163265306122448,0.7508685786860427,0.6441216814916212,0.48740462278969837,0.4030101897185929,0.4874631474570186
-26.0,3,28,0.5839703153988868,0.9259987631416203,0.7721212121212121,0.046456400742115024,0.6514345584651936,0.5964355136036205,0.5168663736288576,0.4458765837852418,0.49526527649306135
-27.0,3,28,0.7096846011131727,0.9549165120593693,0.855299938157081,0.02189239332096475,0.5808533819255235,0.5776770662186103,0.5322902189476415,0.4805701643568985,0.5116964410655939
